seed,dimension,p,k,Ns,solution,dual_gap,rel_dual_gap,ncalls,termination,time
7,90,90,45.0,5.0,0.11320064390932157,0.04958572356052372,0.7794668811757895,19836,Time limit reached,1802.034
7,90,90,45.0,10.0,0.7352889025292477,0.007078866785649507,0.009720913525204378,41,OPTIMAL,5.271
8,90,90,45.0,0.1,0.6336920308984719,0.01364178604248023,0.02200109774272982,6179,Time limit reached,1807.074
8,90,90,45.0,1.0,-0.615180411461822,0.11099539512815071,0.18042738855159252,16852,Time limit reached,1802.018
8,90,90,45.0,5.0,-0.6799431985906605,0.10574806835815964,0.15552485645469644,20971,Time limit reached,1802.137
8,90,90,45.0,10.0,0.23935087131639518,0.0023333718551005467,0.00984472395668654,2204,OPTIMAL,16.364
9,90,90,45.0,0.1,0.5088896281060962,0.02882477627984681,0.06004350489354177,9552,Time limit reached,1808.819
9,90,90,45.0,1.0,-0.8773312077513368,0.21072476275051744,0.24018838141027746,19735,Time limit reached,1802.015
9,90,90,45.0,5.0,-1.0019026852592214,0.20483687288836672,0.20444787293425554,21105,Time limit reached,1802.117
9,90,90,45.0,10.0,0.7674507749666665,0.0039746198233331365,0.005205951484610479,94,OPTIMAL,5.525
10,90,90,45.0,0.1,0.8413702127272606,0.08843527461909495,0.11745407224865749,22433,Time limit reached,1801.898
10,90,90,45.0,1.0,0.08357604955508682,0.0770166957195564,11.741506503639982,12517,Time limit reached,1802.157
10,90,90,45.0,5.0,0.08043750245154792,0.07389279934533571,11.290473860486799,19977,Time limit reached,1802.012
10,90,90,45.0,10.0,0.8318817811835508,0.005911852491108149,0.0071574669800230474,38,OPTIMAL,5.175
