seed,dimension,varA,M,timeBoscia,solutionBoscia,terminationBoscia,numberNodesBoscia,dualGapBoscia,lbBoscia,relGapBoscia,timeBoscia_Strong_Branching,solutionBoscia_Strong_Branching,terminationBoscia_Strong_Branching,numberNodesBoscia_Strong_Branching,dualGapBoscia_Strong_Branching,lbBoscia_Strong_Branching,relGapBoscia_Strong_Branching,timeBoscia_Hybrid_Branching_1,solutionBoscia_Hybrid_Branching_1,terminationBoscia_Hybrid_Branching_1,numberNodesBoscia_Hybrid_Branching_1,dualGapBoscia_Hybrid_Branching_1,lbBoscia_Hybrid_Branching_1,relGapBoscia_Hybrid_Branching_1,timeBoscia_Hybrid_Branching_2,solutionBoscia_Hybrid_Branching_2,terminationBoscia_Hybrid_Branching_2,numberNodesBoscia_Hybrid_Branching_2,dualGapBoscia_Hybrid_Branching_2,lbBoscia_Hybrid_Branching_2,relGapBoscia_Hybrid_Branching_2,timeBoscia_Hybrid_Branching_5,solutionBoscia_Hybrid_Branching_5,terminationBoscia_Hybrid_Branching_5,numberNodesBoscia_Hybrid_Branching_5,dualGapBoscia_Hybrid_Branching_5,lbBoscia_Hybrid_Branching_5,relGapBoscia_Hybrid_Branching_5,timeBoscia_Hybrid_Branching_10,solutionBoscia_Hybrid_Branching_10,terminationBoscia_Hybrid_Branching_10,numberNodesBoscia_Hybrid_Branching_10,dualGapBoscia_Hybrid_Branching_10,lbBoscia_Hybrid_Branching_10,relGapBoscia_Hybrid_Branching_10,timeBoscia_Hybrid_Branching_20,solutionBoscia_Hybrid_Branching_20,terminationBoscia_Hybrid_Branching_20,numberNodesBoscia_Hybrid_Branching_20,dualGapBoscia_Hybrid_Branching_20,lbBoscia_Hybrid_Branching_20,relGapBoscia_Hybrid_Branching_20,minimumTime
9,15,1,1.0,0.301,0.9996270147139672,1,63,8.404317664023608e-8,0.9996269306707906,8.407454227332558e-8,10.548,0.9996270147139674,1,39,8.404314444376837e-8,0.999626930670823,8.407454249545306e-8,9.448,0.9996270147139671,1,39,8.404304763232062e-8,0.9996269306709195,8.407454216226185e-8,9.405,0.9996270147139671,1,39,8.404304763232062e-8,0.9996269306709195,8.407454216226185e-8,7.313,0.9996270147139673,1,63,8.4043010328827e-8,0.999626930670957,8.407454238438932e-8,7.279,0.9996270147139673,1,63,8.4043010328827e-8,0.999626930670957,8.407454238438932e-8,7.368,0.9996270147139673,1,63,8.4043010328827e-8,0.999626930670957,8.407454238438932e-8,0.301
9,20,5,1.0,0.242,0.09959889598338262,1,37,5.489344445663846e-8,0.09959884108993816,5.511454135000372e-7,10.612,0.09959889598338262,1,37,5.489344445663846e-8,0.09959884108993816,5.511454135000372e-7,9.09,0.0995988959833829,1,37,5.489334209407559e-8,0.0995988410900408,5.51145416286774e-7,9.108,0.0995988959833829,1,37,5.489334209407559e-8,0.0995988410900408,5.51145416286774e-7,7.278,0.0995988959833829,1,37,5.489334209407559e-8,0.0995988410900408,5.51145416286774e-7,7.225,0.0995988959833829,1,37,5.489334209407559e-8,0.0995988410900408,5.51145416286774e-7,7.341,0.0995988959833829,1,37,5.489334209407559e-8,0.0995988410900408,5.51145416286774e-7,0.242
10,5,1,0.1,0.256,4.155671012596181,1,59,4.337326586778545e-8,4.155670969222915,1.0437127046152064e-8,10.615,4.155671012596181,1,59,4.337326586778545e-8,4.155670969222915,1.0437127046152064e-8,9.507,4.155671012596181,1,59,4.337326497960703e-8,4.155670969222916,1.0437127046152064e-8,9.532,4.155671012596181,1,59,4.337326497960703e-8,4.155670969222916,1.0437127046152064e-8,7.297,4.155671012596181,1,59,4.337326497960703e-8,4.155670969222916,1.0437127046152064e-8,7.241,4.155671012596181,1,59,4.337326497960703e-8,4.155670969222916,1.0437127046152064e-8,7.422,4.155671012596181,1,59,4.337326497960703e-8,4.155670969222916,1.0437127046152064e-8,0.256
10,10,5,0.1,0.239,1.7918318160727862,1,41,8.244643789900863e-8,1.7918317336263483,4.601237736322022e-8,10.53,1.7918318160727862,1,41,8.244643789900863e-8,1.7918317336263483,4.601237736322022e-8,9.424,1.7918318160727857,1,41,8.244646765298569e-8,1.791831733626318,4.601237711537931e-8,9.507,1.7918318160727857,1,41,8.244646765298569e-8,1.791831733626318,4.601237711537931e-8,6.888,1.7918318160727857,1,41,8.244646765298569e-8,1.791831733626318,4.601237711537931e-8,6.969,1.7918318160727857,1,41,8.244646765298569e-8,1.791831733626318,4.601237711537931e-8,7.305,1.7918318160727857,1,41,8.244646765298569e-8,1.791831733626318,4.601237711537931e-8,0.239
10,15,1,1.0,0.292,0.3516914944738503,1,67,2.6011075737741862e-8,0.35169146846277455,7.395992814791597e-8,10.579,0.3516914944738503,1,67,2.6011075737741862e-8,0.35169146846277455,7.395992814791597e-8,9.431,0.3516914944738504,1,67,2.601112303324271e-8,0.35169146846272736,7.395992846359693e-8,9.417,0.3516914944738504,1,67,2.601112303324271e-8,0.35169146846272736,7.395992846359693e-8,7.349,0.3516914944738504,1,67,2.601112303324271e-8,0.35169146846272736,7.395992846359693e-8,6.974,0.3516914944738504,1,67,2.601112303324271e-8,0.35169146846272736,7.395992846359693e-8,7.327,0.3516914944738504,1,67,2.601112303324271e-8,0.35169146846272736,7.395992846359693e-8,0.292
10,20,5,1.0,0.261,1.5948028072372764,1,84,2.390136732977055e-8,1.594802783335909,1.4987036378112634e-8,10.587,1.5948028072372764,1,60,2.390136732977055e-8,1.594802783335909,1.4987036378112634e-8,9.533,1.594802807237277,1,60,2.3901405077353388e-8,1.594802783335872,1.4987036795803037e-8,9.437,1.594802807237277,1,60,2.3901405077353388e-8,1.594802783335872,1.4987036795803037e-8,7.377,1.594802807237277,1,84,2.3901405077353388e-8,1.594802783335872,1.4987036795803037e-8,7.299,1.594802807237277,1,84,2.3901405077353388e-8,1.594802783335872,1.4987036795803037e-8,7.3,1.594802807237277,1,84,2.3901405077353388e-8,1.594802783335872,1.4987036795803037e-8,0.261
1,5,1,0.1,0.242,3.0758039096430787,1,64,8.391365113880056e-8,3.0758038257294276,2.728186057799067e-8,10.498,3.0758039096430787,1,64,8.391365113880056e-8,3.0758038257294276,2.728186057799067e-8,9.411,3.0758039096430787,1,64,8.391367289917184e-8,3.075803825729406,2.728186057799067e-8,9.352,3.0758039096430787,1,64,8.391367289917184e-8,3.075803825729406,2.728186057799067e-8,7.222,3.0758039096430787,1,64,8.391367289917184e-8,3.075803825729406,2.728186057799067e-8,7.269,3.0758039096430787,1,64,8.391367289917184e-8,3.075803825729406,2.728186057799067e-8,7.302,3.0758039096430787,1,64,8.391367289917184e-8,3.075803825729406,2.728186057799067e-8,0.242
1,10,5,0.1,0.053,2.8257415463844584,1,16,7.264414758623161e-8,2.825741473740311,2.5707994967450336e-8,10.36,2.8257415463844584,1,16,7.264414758623161e-8,2.825741473740311,2.5707994967450336e-8,8.714,2.8257415463844584,1,16,7.264427148712116e-8,2.825741473740187,2.5707994967450336e-8,8.613,2.8257415463844584,1,16,7.264427148712116e-8,2.825741473740187,2.5707994967450336e-8,6.78,2.8257415463844584,1,16,7.264427148712116e-8,2.825741473740187,2.5707994967450336e-8,7.144,2.8257415463844584,1,16,7.264427148712116e-8,2.825741473740187,2.5707994967450336e-8,6.832,2.8257415463844584,1,16,7.264427148712116e-8,2.825741473740187,2.5707994967450336e-8,0.053
1,15,1,1.0,0.254,4.25751543319662,1,66,5.411205794558782e-8,4.257515379084562,1.2709773923875486e-8,10.472,4.25751543319662,1,66,5.411205794558782e-8,4.257515379084562,1.2709773923875486e-8,9.503,4.25751543319662,1,66,5.4112044622911526e-8,4.257515379084575,1.2709773923875486e-8,9.399,4.25751543319662,1,66,5.4112044622911526e-8,4.257515379084575,1.2709773923875486e-8,7.29,4.25751543319662,1,66,5.4112044622911526e-8,4.257515379084575,1.2709773923875486e-8,7.352,4.25751543319662,1,66,5.4112044622911526e-8,4.257515379084575,1.2709773923875486e-8,7.346,4.25751543319662,1,66,5.4112044622911526e-8,4.257515379084575,1.2709773923875486e-8,0.254
1,20,5,1.0,0.1,1.4206946445757869,1,16,2.5707687756337805e-8,1.4206946188680991,1.8095153888046488e-8,10.355,1.4206946445757869,1,16,2.5707687756337805e-8,1.4206946188680991,1.8095153888046488e-8,9.166,1.420694644575787,1,16,2.570762358544698e-8,1.4206946188681635,1.8095154044339472e-8,9.034,1.420694644575787,1,16,2.570762358544698e-8,1.4206946188681635,1.8095154044339472e-8,7.142,1.420694644575787,1,16,2.570762358544698e-8,1.4206946188681635,1.8095154044339472e-8,6.852,1.420694644575787,1,16,2.570762358544698e-8,1.4206946188681635,1.8095154044339472e-8,7.134,1.420694644575787,1,16,2.570762358544698e-8,1.4206946188681635,1.8095154044339472e-8,0.1
2,5,1,0.1,0.284,1.9826704151691423,1,41,6.39870096907913e-8,1.9826703511821326,3.227314598850997e-8,10.15,1.9826704151691423,1,40,6.39870096907913e-8,1.9826703511821326,3.227314598850997e-8,9.572,1.9826704151691419,1,40,6.398687135700243e-8,1.9826703511822705,3.227314576452457e-8,9.165,1.9826704151691419,1,40,6.398687135700243e-8,1.9826703511822705,3.227314576452457e-8,6.926,1.9826704151691419,1,41,6.398687135700243e-8,1.9826703511822705,3.227314576452457e-8,7.241,1.9826704151691419,1,41,6.398687135700243e-8,1.9826703511822705,3.227314576452457e-8,7.286,1.9826704151691419,1,41,6.398687135700243e-8,1.9826703511822705,3.227314576452457e-8,0.284
2,10,5,0.1,0.183,0.40531192181988007,1,19,4.223499638911221e-8,0.4053118795848837,1.0420369724264896e-7,10.323,0.40531192181988007,1,19,4.223499638911221e-8,0.4053118795848837,1.0420369724264896e-7,9.109,0.40531192181987985,1,19,4.223502569900006e-8,0.40531187958485415,1.0420369669481256e-7,9.129,0.40531192181987985,1,19,4.223502569900006e-8,0.40531187958485415,1.0420369669481256e-7,7.83,0.40531192181987985,1,19,4.223502569900006e-8,0.40531187958485415,1.0420369669481256e-7,7.274,0.40531192181987985,1,19,4.223502569900006e-8,0.40531187958485415,1.0420369669481256e-7,7.266,0.40531192181987985,1,19,4.223502569900006e-8,0.40531187958485415,1.0420369669481256e-7,0.183
2,15,1,1.0,0.257,4.461341255540128,1,79,3.219172128865466e-8,4.461341223348406,7.215704801995295e-9,10.178,4.461341255540128,1,79,3.219172128865466e-8,4.461341223348406,7.215704801995295e-9,9.512,4.461341255540128,1,79,3.219172128865466e-8,4.461341223348406,7.215704801995295e-9,9.38,4.461341255540128,1,79,3.219172128865466e-8,4.461341223348406,7.215704801995295e-9,6.995,4.461341255540128,1,79,3.219172128865466e-8,4.461341223348406,7.215704801995295e-9,7.331,4.461341255540128,1,79,3.219172128865466e-8,4.461341223348406,7.215704801995295e-9,7.332,4.461341255540128,1,79,3.219172128865466e-8,4.461341223348406,7.215704801995295e-9,0.257
2,20,5,1.0,0.219,2.5479034351512273,1,41,5.8699334726242114e-8,2.5479033764518926,2.3038289155212958e-8,10.205,2.5479034351512273,1,41,5.8699334726242114e-8,2.5479033764518926,2.3038289155212958e-8,9.386,2.5479034351512273,1,41,5.8699334282152904e-8,2.547903376451893,2.3038289155212958e-8,9.321,2.5479034351512273,1,41,5.8699334282152904e-8,2.547903376451893,2.3038289155212958e-8,7.269,2.5479034351512273,1,41,5.8699334282152904e-8,2.547903376451893,2.3038289155212958e-8,6.927,2.5479034351512273,1,41,5.8699334282152904e-8,2.547903376451893,2.3038289155212958e-8,7.294,2.5479034351512273,1,41,5.8699334282152904e-8,2.547903376451893,2.3038289155212958e-8,0.219
3,5,1,0.1,0.246,0.8896981060266755,1,41,7.479437669211109e-8,0.8896980312322988,8.406714870270673e-8,10.574,0.8896981060266755,1,39,7.479437669211109e-8,0.8896980312322988,8.406714870270673e-8,9.068,0.8896981060266753,1,39,7.47943504908477e-8,0.8896980312323248,8.406714845313374e-8,9.466,0.8896981060266753,1,39,7.47943504908477e-8,0.8896980312323248,8.406714845313374e-8,6.866,0.8896981060266753,1,41,7.47943504908477e-8,0.8896980312323248,8.406714845313374e-8,7.223,0.8896981060266753,1,41,7.47943504908477e-8,0.8896980312323248,8.406714845313374e-8,7.318,0.8896981060266753,1,41,7.47943504908477e-8,0.8896980312323248,8.406714845313374e-8,0.246
3,10,5,0.1,0.297,2.7405462084815904,1,62,0.018082465876733345,2.722463742604857,0.006641949199820019,10.617,2.7405462084815904,1,62,6.248952066911784e-8,2.7405461459920697,0.006641949199820019,9.471,2.7405462084815904,1,62,6.248981865297765e-8,2.7405461459917717,0.006641949199820019,9.437,2.7405462084815904,1,62,6.248981865297765e-8,2.7405461459917717,0.006641949199820019,7.332,2.740546208481591,1,62,0.018082465876870124,2.7224637426047207,0.006641949199820182,7.29,2.740546208481591,1,62,0.018082465876870124,2.7224637426047207,0.006641949199820182,6.952,2.740546208481591,1,62,0.018082465876870124,2.7224637426047207,0.006641949199820182,0.297
3,15,1,1.0,0.271,3.3882214078246813,1,62,2.9710979898567302e-8,3.3882213781137014,8.768901610292085e-9,10.254,3.3882214078246813,1,62,2.9710979898567302e-8,3.3882213781137014,8.768901610292085e-9,9.407,3.388221407824682,1,62,2.9710965243623377e-8,3.388221378113717,8.768901872429153e-9,9.389,3.388221407824682,1,62,2.9710965243623377e-8,3.388221378113717,8.768901872429153e-9,7.355,3.388221407824682,1,62,2.9710965243623377e-8,3.388221378113717,8.768901872429153e-9,7.343,3.388221407824682,1,62,2.9710965243623377e-8,3.388221378113717,8.768901872429153e-9,7.317,3.388221407824682,1,62,2.9710965243623377e-8,3.388221378113717,8.768901872429153e-9,0.271
3,20,5,1.0,0.035,3.2672790660024797,1,16,8.614259172645689e-8,3.267278979859888,2.6365239166124398e-8,10.453,3.2672790660024797,1,16,8.614259172645689e-8,3.267278979859888,2.6365239166124398e-8,9.012,3.26727906600248,1,16,8.614195134981628e-8,3.267278979860529,2.6365239302044595e-8,9.009,3.26727906600248,1,16,8.614195134981628e-8,3.267278979860529,2.6365239302044595e-8,7.122,3.26727906600248,1,16,8.614195134981628e-8,3.267278979860529,2.6365239302044595e-8,7.075,3.26727906600248,1,16,8.614195134981628e-8,3.267278979860529,2.6365239302044595e-8,7.13,3.26727906600248,1,16,8.614195134981628e-8,3.267278979860529,2.6365239302044595e-8,0.035
4,5,1,0.1,0.224,3.1647135439810334,1,58,4.104312356645323e-8,3.16471350293791,1.2968985511121788e-8,10.236,3.1647135439810348,1,58,4.104309736518985e-8,3.1647135029379374,1.2968985932097535e-8,9.406,3.1647135439810334,1,58,4.104312356645323e-8,3.16471350293791,1.2968985511121788e-8,9.373,3.1647135439810334,1,58,4.104312356645323e-8,3.16471350293791,1.2968985511121788e-8,7.342,3.1647135439810334,1,58,4.104312356645323e-8,3.16471350293791,1.2968985511121788e-8,7.269,3.1647135439810334,1,58,4.104312356645323e-8,3.16471350293791,1.2968985511121788e-8,7.338,3.1647135439810334,1,58,4.104312356645323e-8,3.16471350293791,1.2968985511121788e-8,0.224
4,10,5,0.1,0.244,2.7126330459355774,1,37,3.2106715508462e-8,2.712633013828862,1.1835996739987916e-8,10.602,2.7126330459355787,1,37,3.2106680425414424e-8,2.7126330138288983,1.1835997231122404e-8,9.411,2.7126330459355774,1,37,3.2106715508462e-8,2.712633013828862,1.1835996739987916e-8,9.417,2.7126330459355774,1,37,3.2106715508462e-8,2.712633013828862,1.1835996739987916e-8,7.021,2.7126330459355774,1,37,3.2106715508462e-8,2.712633013828862,1.1835996739987916e-8,7.297,2.7126330459355774,1,37,3.2106715508462e-8,2.712633013828862,1.1835996739987916e-8,7.336,2.7126330459355774,1,37,3.2106715508462e-8,2.712633013828862,1.1835996739987916e-8,0.244
4,15,1,1.0,0.238,1.9437670310453399,1,39,1.7731493162642664e-8,1.9437670133138467,9.12223174958247e-9,10.621,1.9437670310453399,1,40,1.7731493162642664e-8,1.9437670133138467,9.12223174958247e-9,9.205,1.9437670310453399,1,40,1.7731493162642664e-8,1.9437670133138467,9.12223174958247e-9,9.106,1.9437670310453399,1,40,1.7731493162642664e-8,1.9437670133138467,9.12223174958247e-9,7.32,1.9437670310453399,1,39,1.7731493162642664e-8,1.9437670133138467,9.12223174958247e-9,7.268,1.9437670310453399,1,39,1.7731493162642664e-8,1.9437670133138467,9.12223174958247e-9,6.965,1.9437670310453399,1,39,1.7731493162642664e-8,1.9437670133138467,9.12223174958247e-9,0.238
4,20,5,1.0,0.22,0.8511158152098122,1,42,5.8876476582980786e-8,0.8511157563333356,6.917563932387369e-8,10.553,0.8511158152098118,1,42,5.887649834335207e-8,0.8511157563333135,6.917563893254395e-8,8.854,0.8511158152098122,1,42,5.8876476582980786e-8,0.8511157563333356,6.917563932387369e-8,9.362,0.8511158152098122,1,42,5.8876476582980786e-8,0.8511157563333356,6.917563932387369e-8,7.208,0.8511158152098122,1,42,5.8876476582980786e-8,0.8511157563333356,6.917563932387369e-8,7.204,0.8511158152098122,1,42,5.8876476582980786e-8,0.8511157563333356,6.917563932387369e-8,6.912,0.8511158152098122,1,42,5.8876476582980786e-8,0.8511157563333356,6.917563932387369e-8,0.22
5,5,1,0.1,0.206,4.367876856557001,1,62,0.004466837249614386,4.363410019307387,0.0010237033031159919,10.572,4.367876856557003,1,82,4.4887715766606107e-8,4.367876811669287,0.001023703303116399,9.434,4.367876856557003,1,82,4.4887715766606107e-8,4.367876811669287,0.001023703303116399,9.045,4.367876856557003,1,82,4.4887715766606107e-8,4.367876811669287,0.001023703303116399,6.84,4.367876856557001,1,62,0.004466837249614386,4.363410019307387,0.0010237033031159919,6.895,4.367876856557001,1,62,0.004466837249614386,4.363410019307387,0.0010237033031159919,6.881,4.367876856557001,1,62,0.004466837249614386,4.363410019307387,0.0010237033031159919,0.206
5,10,5,0.1,0.216,0.7424441245381959,1,38,8.624588088146368e-8,0.742444038292315,1.1616482378905837e-7,10.18,0.7424441245381963,1,39,8.624593905715017e-8,0.7424440382922572,1.161648243872034e-7,9.412,0.7424441245381959,1,39,8.624588099248598e-8,0.7424440382923149,1.1616482378905837e-7,9.452,0.7424441245381959,1,39,8.624588099248598e-8,0.7424440382923149,1.1616482378905837e-7,7.266,0.7424441245381959,1,38,8.624588099248598e-8,0.7424440382923149,1.1616482378905837e-7,7.284,0.7424441245381959,1,38,8.624588099248598e-8,0.7424440382923149,1.1616482378905837e-7,7.324,0.7424441245381959,1,38,8.624588099248598e-8,0.7424440382923149,1.1616482378905837e-7,0.216
5,15,1,1.0,0.213,1.1139874445287137,1,40,9.513102172675758e-8,1.113987349397692,8.539686000760493e-8,10.158,1.1139874445287137,1,40,9.51310950014772e-8,1.1139873493976187,8.539686000760493e-8,9.317,1.1139874445287137,1,40,9.513102172675758e-8,1.113987349397692,8.539686000760493e-8,9.437,1.1139874445287137,1,40,9.513102172675758e-8,1.113987349397692,8.539686000760493e-8,7.226,1.1139874445287137,1,40,9.513102172675758e-8,1.113987349397692,8.539686000760493e-8,6.898,1.1139874445287137,1,40,9.513102172675758e-8,1.113987349397692,8.539686000760493e-8,7.352,1.1139874445287137,1,40,9.513102172675758e-8,1.113987349397692,8.539686000760493e-8,0.213
5,20,5,1.0,0.224,1.4400681162035136,1,62,1.403999894122876e-8,1.4400681021635147,9.749538178184415e-9,10.545,1.4400681162035134,1,55,1.403996652271644e-8,1.4400681021635469,9.749538023994064e-9,9.074,1.4400681162035136,1,55,1.403999894122876e-8,1.4400681021635147,9.749538178184415e-9,9.344,1.4400681162035136,1,55,1.403999894122876e-8,1.4400681021635147,9.749538178184415e-9,7.276,1.4400681162035136,1,62,1.403999894122876e-8,1.4400681021635147,9.749538178184415e-9,7.32,1.4400681162035136,1,62,1.403999894122876e-8,1.4400681021635147,9.749538178184415e-9,7.262,1.4400681162035136,1,62,1.403999894122876e-8,1.4400681021635147,9.749538178184415e-9,0.224
6,5,1,0.1,0.224,3.8774773891148415,1,61,7.80679836331899e-8,3.877477311046858,2.013370482163125e-8,10.57,3.8774773891148406,1,61,7.806814394939465e-8,3.8774773110466967,2.0133704592570355e-8,9.365,3.8774773891148415,1,61,7.80679836331899e-8,3.877477311046858,2.013370482163125e-8,9.362,3.8774773891148415,1,61,7.80679836331899e-8,3.877477311046858,2.013370482163125e-8,7.226,3.8774773891148415,1,61,7.80679836331899e-8,3.877477311046858,2.013370482163125e-8,7.271,3.8774773891148415,1,61,7.80679836331899e-8,3.877477311046858,2.013370482163125e-8,7.306,3.8774773891148415,1,61,7.80679836331899e-8,3.877477311046858,2.013370482163125e-8,0.224
6,10,5,0.1,0.041,4.217212338020206,1,15,5.058105312372163e-8,4.217212287439152,1.1993954697129159e-8,10.386,4.217212338020205,1,15,5.058116858691619e-8,4.217212287439036,1.1993954486521213e-8,8.938,4.217212338020206,1,15,5.058105312372163e-8,4.217212287439152,1.1993954697129159e-8,9.016,4.217212338020206,1,15,5.058105312372163e-8,4.217212287439152,1.1993954697129159e-8,6.723,4.217212338020206,1,15,5.058105312372163e-8,4.217212287439152,1.1993954697129159e-8,6.728,4.217212338020206,1,15,5.058105312372163e-8,4.217212287439152,1.1993954697129159e-8,6.691,4.217212338020206,1,15,5.058105312372163e-8,4.217212287439152,1.1993954697129159e-8,0.041
6,15,1,1.0,0.229,4.311855546219652,1,55,5.1229712916267545e-8,4.311855494989939,1.1881129359690445e-8,10.688,4.311855546219654,1,55,5.1229505970695755e-8,4.311855494990148,1.1881129771660847e-8,9.345,4.311855546219652,1,55,5.1229712916267545e-8,4.311855494989939,1.1881129359690445e-8,9.391,4.311855546219652,1,55,5.1229712916267545e-8,4.311855494989939,1.1881129359690445e-8,7.318,4.311855546219652,1,55,5.1229712916267545e-8,4.311855494989939,1.1881129359690445e-8,6.953,4.311855546219652,1,55,5.1229712916267545e-8,4.311855494989939,1.1881129359690445e-8,7.372,4.311855546219652,1,55,5.1229712916267545e-8,4.311855494989939,1.1881129359690445e-8,0.229
6,20,5,1.0,0.216,2.184584876887847,1,39,8.531783546317229e-8,2.1845847915700114,3.905448568185641e-8,10.63,2.184584876887847,1,39,8.531782969001256e-8,2.184584791570017,3.905448568185641e-8,9.335,2.184584876887847,1,39,8.531783546317229e-8,2.1845847915700114,3.905448568185641e-8,9.051,2.184584876887847,1,39,8.531783546317229e-8,2.1845847915700114,3.905448568185641e-8,7.273,2.184584876887847,1,39,8.531783546317229e-8,2.1845847915700114,3.905448568185641e-8,7.324,2.184584876887847,1,39,8.531783546317229e-8,2.1845847915700114,3.905448568185641e-8,6.981,2.184584876887847,1,39,8.531783546317229e-8,2.1845847915700114,3.905448568185641e-8,0.216
7,5,1,0.1,0.187,2.067139151750794,1,42,3.838577411485744e-8,2.06713911336502,1.8569516616794428e-8,15.061,2.067139151750795,1,38,3.8385731926382505e-8,2.067139113365063,1.8569517046459957e-8,9.272,2.067139151750794,1,38,3.838577411485744e-8,2.06713911336502,1.8569516616794428e-8,9.159,2.067139151750794,1,38,3.838577411485744e-8,2.06713911336502,1.8569516616794428e-8,7.245,2.067139151750794,1,42,3.838577411485744e-8,2.06713911336502,1.8569516616794428e-8,7.241,2.067139151750794,1,42,3.838577411485744e-8,2.06713911336502,1.8569516616794428e-8,7.258,2.067139151750794,1,42,3.838577411485744e-8,2.06713911336502,1.8569516616794428e-8,0.187
7,10,5,0.1,0.142,0.9623225959819903,1,22,5.144719650296281e-8,0.9623225445347938,5.346148938850168e-8,14.425,0.96232259598199,1,22,5.144690429226273e-8,0.9623225445350857,5.346148904239432e-8,8.709,0.9623225959819903,1,22,5.144719650296281e-8,0.9623225445347938,5.346148938850168e-8,9.125,0.9623225959819903,1,22,5.144719650296281e-8,0.9623225445347938,5.346148938850168e-8,6.925,0.9623225959819903,1,22,5.144719650296281e-8,0.9623225445347938,5.346148938850168e-8,7.224,0.9623225959819903,1,22,5.144719650296281e-8,0.9623225445347938,5.346148938850168e-8,7.267,0.9623225959819903,1,22,5.144719650296281e-8,0.9623225445347938,5.346148938850168e-8,0.142
7,15,1,1.0,0.309,4.456969779803133,1,59,1.3436094903340745e-8,4.456969766367038,3.0146255432853798e-9,14.682,4.456969779803133,1,61,1.3436083357021289e-8,4.45696976636705,3.0146255432853798e-9,9.145,4.456969779803133,1,61,1.3436094903340745e-8,4.456969766367038,3.0146255432853798e-9,9.537,4.456969779803133,1,61,1.3436094903340745e-8,4.456969766367038,3.0146255432853798e-9,7.278,4.456969779803133,1,59,1.3436094903340745e-8,4.456969766367038,3.0146255432853798e-9,7.308,4.456969779803133,1,59,1.3436094903340745e-8,4.456969766367038,3.0146255432853798e-9,7.069,4.456969779803133,1,59,1.3436094903340745e-8,4.456969766367038,3.0146255432853798e-9,0.309
7,20,5,1.0,0.212,1.0971610544385286,1,39,6.39916626354875e-8,1.097160990446866,5.8324770195688553e-8,14.884,1.0971610544385277,1,39,6.399179741656269e-8,1.0971609904467303,5.832476938616431e-8,9.267,1.0971610544385286,1,39,6.39916626354875e-8,1.097160990446866,5.8324770195688553e-8,9.103,1.0971610544385286,1,39,6.39916626354875e-8,1.097160990446866,5.8324770195688553e-8,6.928,1.0971610544385286,1,39,6.39916626354875e-8,1.097160990446866,5.8324770195688553e-8,7.262,1.0971610544385286,1,39,6.39916626354875e-8,1.097160990446866,5.8324770195688553e-8,7.321,1.0971610544385286,1,39,6.39916626354875e-8,1.097160990446866,5.8324770195688553e-8,0.212
8,5,1,0.1,0.252,0.5976298112501273,1,42,5.6446784357788715e-8,0.5976297548033429,9.445109435082126e-8,15.176,0.597629811250127,1,42,5.644673040094972e-8,0.5976297548033966,9.445109397927918e-8,9.377,0.5976298112501273,1,42,5.6446784357788715e-8,0.5976297548033429,9.445109435082126e-8,9.128,0.5976298112501273,1,42,5.6446784357788715e-8,0.5976297548033429,9.445109435082126e-8,7.293,0.5976298112501273,1,42,5.6446784357788715e-8,0.5976297548033429,9.445109435082126e-8,7.254,0.5976298112501273,1,42,5.6446784357788715e-8,0.5976297548033429,9.445109435082126e-8,7.32,0.5976298112501273,1,42,5.6446784357788715e-8,0.5976297548033429,9.445109435082126e-8,0.252
8,10,5,0.1,0.255,2.9169270157864955,1,64,5.064401342735891e-9,2.916927010722094,1.7362111990187178e-9,14.862,2.9169270157864946,1,56,5.064322738945748e-9,2.916927010722172,1.7362108945275815e-9,9.353,2.9169270157864955,1,56,5.064401342735891e-9,2.916927010722094,1.7362111990187178e-9,9.351,2.9169270157864955,1,56,5.064401342735891e-9,2.916927010722094,1.7362111990187178e-9,7.283,2.9169270157864955,1,64,5.064401342735891e-9,2.916927010722094,1.7362111990187178e-9,7.273,2.9169270157864955,1,64,5.064401342735891e-9,2.916927010722094,1.7362111990187178e-9,7.279,2.9169270157864955,1,64,5.064401342735891e-9,2.916927010722094,1.7362111990187178e-9,0.255
8,15,1,1.0,0.211,3.7142270359803407,1,61,5.539843517254894e-8,3.7142269805819055,1.491519916854131e-8,14.619,3.7142270359803407,1,61,5.539853420444274e-8,3.7142269805818064,1.491519916854131e-8,9.303,3.7142270359803407,1,61,5.539843517254894e-8,3.7142269805819055,1.491519916854131e-8,9.404,3.7142270359803407,1,61,5.539843517254894e-8,3.7142269805819055,1.491519916854131e-8,7.282,3.7142270359803407,1,61,5.539843517254894e-8,3.7142269805819055,1.491519916854131e-8,7.258,3.7142270359803407,1,61,5.539843517254894e-8,3.7142269805819055,1.491519916854131e-8,7.273,3.7142270359803407,1,61,5.539843517254894e-8,3.7142269805819055,1.491519916854131e-8,0.211
