seed,dimension,p,k,Ns,solution,dual_gap,rel_dual_gap,ncalls,termination,time
9,70,70,35.0,1.0,-1.970813696168218,0.3095314721736837,0.15705770300637475,2573,Time limit reached,1806.996
9,70,70,35.0,5.0,-2.509005073293224,0.25750686389818345,0.10263305827444573,3554,Time limit reached,1817.012
9,70,70,35.0,10.0,0.29867031625561985,0.0028385669133338953,0.00959520713934457,909,OPTIMAL,33.138
10,70,70,35.0,0.1,0.9971627249381513,0.019258227941732375,0.019693362696339967,1665,Time limit reached,1817.742
10,70,70,35.0,1.0,0.9969404444481795,0.018963162631145503,0.0193901872607029,2515,Time limit reached,1806.696
10,70,70,35.0,5.0,0.9971470436774174,0.01929814248316697,0.019735301087517792,3266,Time limit reached,1817.068
10,70,70,35.0,10.0,0.9995257767164175,0.007639395341641486,0.007701885503310488,33,OPTIMAL,10.396
1,90,90,45.0,0.1,0.836027139905809,0.07781790582108083,0.10263381441801968,783,Time limit reached,1822.37
1,90,90,45.0,1.0,0.02910851070751062,0.05881633593698242,Inf,1440,Time limit reached,1812.015
1,90,90,45.0,5.0,0.016460859681873566,0.04649597962285505,Inf,1766,Time limit reached,1808.558
1,90,90,45.0,10.0,0.791877428349506,0.007679003658215611,0.00979216919651241,41,OPTIMAL,10.805
2,90,90,45.0,0.1,0.8229861560750843,0.09008800821155949,0.12292022905798781,857,Time limit reached,1816.517
2,90,90,45.0,1.0,-0.08185655509841146,0.06468344012754614,0.7902047679600117,1431,Time limit reached,1832.341
2,90,90,45.0,5.0,-0.08440431160801304,0.06315114591924412,0.7481981040557266,1844,Time limit reached,1832.784
2,90,90,45.0,10.0,0.628870644697079,0.0059268398597528416,0.009514244806239884,27,OPTIMAL,10.692
3,90,90,45.0,0.1,0.4511744564812674,0.036873161836988966,0.08900083662217007,1485,Time limit reached,1837.525
3,90,90,45.0,1.0,-0.3039412986114327,0.32938559620056507,1.0837145123264775,1416,Time limit reached,1838.574
3,90,90,45.0,5.0,-0.3250111533583346,0.3188856297450324,0.9811528818318779,1841,Time limit reached,1826.951
3,90,90,45.0,10.0,0.9616811434785802,0.004020701919963621,0.0041984629890525985,32,OPTIMAL,11.175
4,90,90,45.0,0.1,0.43812591720595556,0.020458795255925755,0.04898349470364457,1028,Time limit reached,1816.376
4,90,90,45.0,1.0,-1.3607463713237462,0.24244471695913017,0.17817039388705316,1434,Time limit reached,1815.115
4,90,90,45.0,5.0,-1.6593521636392077,0.24055803675556242,0.144971056793624,1822,Time limit reached,1836.487
4,90,90,45.0,10.0,0.4474887251404965,0.0042080140268779265,0.009492887737674104,42,OPTIMAL,17.716
5,90,90,45.0,0.1,0.8692761132992008,0.09109262346995428,0.11705802636591833,892,Time limit reached,1812.103
5,90,90,45.0,1.0,0.3370039597128762,0.07995884914531792,0.3110693254143911,1413,Time limit reached,1834.822
5,90,90,45.0,5.0,0.3372048025680868,0.0800027272676157,0.3110500845459903,1739,Time limit reached,1817.313
5,90,90,45.0,10.0,0.9588344184744112,0.006306673327742152,0.006620986485565371,95,OPTIMAL,22.896
6,90,90,45.0,0.1,0.8394008620905159,0.10038917699818761,0.13584247586781462,932,Time limit reached,1820.761
6,90,90,45.0,1.0,0.061974031798993905,0.08596925484733564,Inf,1397,Time limit reached,1815.059
6,90,90,45.0,5.0,0.061586525543365606,0.08534075687439137,Inf,1757,Time limit reached,1824.793
6,90,90,45.0,10.0,0.8035913726436295,0.005946595427658519,0.0074551925838642,113,OPTIMAL,22.317
7,90,90,45.0,0.1,0.8450846270109141,0.06059404774655397,0.07723999414164386,813,Time limit reached,1813.587
7,90,90,45.0,1.0,0.11566953655749482,0.05377587654653535,0.8688430533436429,1386,Time limit reached,1816.07
7,90,90,45.0,5.0,0.1146323607653928,0.05274109103523449,0.8521571986676318,1781,Time limit reached,1836.303
7,90,90,45.0,10.0,0.7352889025292477,0.007078866785649507,0.009720913525204378,41,OPTIMAL,17.357
8,90,90,45.0,0.1,0.633692030898472,0.015149728591360656,0.024492631360625503,941,Time limit reached,1823.167
8,90,90,45.0,1.0,-0.615180411461822,0.1123878353779002,0.1826908550466337,1298,Time limit reached,1819.666
8,90,90,45.0,5.0,-0.6820342291303931,0.10492307457718875,0.1538384293570833,1768,Time limit reached,1837.432
8,90,90,45.0,10.0,0.23935086246790038,0.0023686025407644584,0.009994851688445895,2784,OPTIMAL,137.73
9,90,90,45.0,0.1,0.5088896281060962,0.029445449977453797,0.061415804635243945,1093,Time limit reached,1819.641
9,90,90,45.0,1.0,-0.8773312077513368,0.21192873240429855,0.24156069057145158,1306,Time limit reached,1836.545
9,90,90,45.0,5.0,-0.9981701457329425,0.21006303858161812,0.2104481279866087,1662,Time limit reached,1832.4
9,90,90,45.0,10.0,0.7674507788402757,0.005134426929261138,0.006735296857256029,84,OPTIMAL,21.803
10,90,90,45.0,0.1,0.8413702127272606,0.09028729858572437,0.12020949603003533,810,Time limit reached,1820.583
10,90,90,45.0,1.0,0.08357604955508682,0.07915589101162862,17.907930277473568,1336,Time limit reached,1827.41
10,90,90,45.0,5.0,0.08090791450766951,0.0760324641903499,15.594962360758963,1672,Time limit reached,1815.876
10,90,90,45.0,10.0,0.8318817811835508,0.005911852491108149,0.0071574669800230474,38,OPTIMAL,17.494
