seed,dimension,var_A,p,k,M,solution,dual_gap,rel_dual_gap,ncalls,termination,time
1,5,1,25,5.0,0.1,0.6346725759752028,0.006273783601028926,0.009983761390319897,7392,OPTIMAL,34.325
1,5,5,25,5.0,0.1,0.28694865548636417,0.0026847176426243458,0.009444453851547423,2326,OPTIMAL,14.829
1,5,1,25,5.0,1.0,0.6330541727029194,0.004673933360391014,0.007438065470170307,126978,OPTIMAL,440.175
1,5,5,25,5.0,1.0,0.2867351506391778,0.002836247861931873,0.00999034457050108,177416,OPTIMAL,594.091
2,5,1,25,5.0,0.1,0.561558803563659,0.00541121756678109,0.00972982298769066,30,OPTIMAL,7.551
2,5,5,25,5.0,0.1,0.20313961626515484,0.0016303011912232879,0.00809045075968398,93,OPTIMAL,7.794
2,5,1,25,5.0,1.0,0.5304053488365846,0.005222691639110044,0.009944524190840243,63374,OPTIMAL,243.62
2,5,5,25,5.0,1.0,0.15519907526447277,0.001533182598855376,0.009977377362402973,212878,OPTIMAL,734.622
3,5,1,25,5.0,0.1,0.662806520128681,0.006541486522455231,0.009967751118034234,13162,OPTIMAL,54.749
3,5,5,25,5.0,0.1,0.38760816244687524,0.0037106658896156053,0.009665772564010838,2911,OPTIMAL,17.507
3,5,1,25,5.0,1.0,0.6606647305650158,0.006541139507785787,0.009999852622978546,96439,OPTIMAL,336.835
3,5,5,25,5.0,1.0,0.3872486896147957,0.0009584888975169292,0.0024812664047319075,252338,OPTIMAL,810.642
1,10,1,50,10.0,0.1,0.4718474259178642,0.00369369671175912,0.007889922650029703,48,OPTIMAL,8.106
1,10,5,50,10.0,0.1,0.10447247263399045,0.001032346090350078,0.00998013174234219,2727,OPTIMAL,22.675
1,10,1,50,10.0,1.0,0.6931471805599454,0.35473324224317954,1.048222907152064,226991,Time limit reached,1801.368
1,10,5,50,10.0,1.0,0.11332132258669111,0.05366069760007735,0.8994323745706211,221686,Time limit reached,1801.5
2,10,1,50,10.0,0.1,0.6931471805599454,0.05785825766574337,0.09107392806749569,217434,Time limit reached,1801.316
2,10,5,50,10.0,0.1,0.3213881440436759,0.01738028381104456,0.05717050801826279,243190,Time limit reached,1801.547
2,10,1,50,10.0,1.0,0.6632910143807178,0.03766128971976812,0.06019741108077637,224601,Time limit reached,1801.424
2,10,5,50,10.0,1.0,0.4185638364685981,0.1583904343963431,0.6087879588565902,226032,Time limit reached,1801.426
3,10,1,50,10.0,0.1,0.6931471805599454,0.03658867321785664,0.05572797063581833,207494,Time limit reached,1801.349
3,10,5,50,10.0,0.1,0.42749626459710754,0.03207487171601542,0.08111567126480866,234425,Time limit reached,1801.439
3,10,1,50,10.0,1.0,0.6764033249335353,0.024829479025029966,0.038106930136843686,229473,Time limit reached,1801.588
3,10,5,50,10.0,1.0,0.507484409427645,0.1598963009255397,0.46001660302648484,218480,Time limit reached,1801.528
1,15,1,75,15.0,0.1,0.6931471805599453,0.07348433914872499,0.11858761610002584,121248,Time limit reached,1801.518
1,15,5,75,15.0,0.1,0.6931471805599453,0.4297231973295185,1.6312986845758217,121950,Time limit reached,1801.614
1,15,1,75,15.0,1.0,0.6697061438318295,0.05357397992140356,0.08695209089780973,138743,Time limit reached,1801.738
1,15,5,75,15.0,1.0,0.4382195381189772,0.18813952572424802,0.7523173240542169,144295,Time limit reached,1801.889
2,15,1,75,15.0,0.1,0.6931471805599453,0.06399575811078295,0.10171757676659157,117221,Time limit reached,1801.615
2,15,5,75,15.0,0.1,0.6931471805599453,0.4115981185421961,1.461905486711401,120400,Time limit reached,1801.269
2,15,1,75,15.0,1.0,0.6740154880189696,0.04730893963573546,0.07548818463407185,134304,Time limit reached,1801.712
2,15,5,75,15.0,1.0,0.44287644084154454,0.17903107164718396,0.6785454381626894,151401,Time limit reached,1801.363
