seed,num_v,solution,dual_gap,rel_dual_gap,number_nodes,ncalls,termination,time
1,4,-501.9761863719565,5.563007408481724,0.011082213777287879,3,8,Time limit reached,873.589
1,5,-496.4583624786399,9.101790965360124e-8,1.833344274818561e-10,1,3,Optimal (tree empty),3209.289
1,6,-485.5407587930873,7.267145052101739,0.014967116396501381,3,11,Time limit reached,786.057
1,7,-475.9142698336223,9.979426696304358,0.020968958757620622,3,10,Time limit reached,693.555
1,8,-470.93102208314434,15.725960448776505,0.033393341511487935,3,10,Time limit reached,1186.434
2,4,-506.0168111748489,7.063512747766993,0.013959047588492606,3,9,Time limit reached,748.205
2,5,-543.7924584375733,6.2211331566110175,0.011440271118296865,3,9,Time limit reached,1730.49
2,6,-476.5735179166229,8.312831375230076,0.017442915022996337,3,11,Time limit reached,797.395
2,7,-466.2673977470281,24.723337506685482,0.05302394640102856,3,6,Time limit reached,767.214
2,8,-448.39039787795275,15.411748344243392,0.03437127203700359,3,10,Time limit reached,933.798
3,4,-482.58847535398627,3.6501134986232273,0.007563615140095941,3,11,Time limit reached,715.98
3,5,-492.7137659643786,6.180487726321871,0.012543769127750935,3,8,Time limit reached,767.681
3,6,-508.86018332575543,8.986621574356036,0.01766029622444069,3,9,Time limit reached,807.505
3,7,-457.58825120820734,14.056396991896634,0.03071843945901668,3,10,Time limit reached,871.677
3,8,-433.4014223674111,15.132249095581585,0.03491508867904313,3,8,Time limit reached,1025.886
