seed,num_v,solution,dual_gap,rel_dual_gap,number_nodes,ncalls,termination,time
1,4,-266.890675229526,9.179430505812888,0.034393972355604326,105,2764,Time limit reached,1804.648
1,5,-295.64974048853827,9.770875087904471,0.03304882010638284,67,1846,Time limit reached,1803.4
1,6,-215.2665049254526,17.46665823392533,0.08113969351606318,85,2946,Time limit reached,1804.062
1,7,-192.13083878378455,22.84943465004369,0.11892642948255393,65,2064,Time limit reached,1806.385
1,8,-119.10156390068167,11.270297900810817,0.09462762311172568,69,2840,Time limit reached,1805.871
2,4,-373.68093354422535,6.75058205584719,0.018065096315780464,101,2335,Time limit reached,1802.829
2,5,-210.4192380666513,14.792941758693814,0.07030223041682186,29,1022,Time limit reached,1807.822
2,6,-230.9763487698365,9.435245728090393,0.04084940202034466,455,14383,Time limit reached,1803.674
2,7,-165.57572703166656,22.962133917019713,0.13868055619425532,49,1741,Time limit reached,1806.02
2,8,-171.21705103823822,26.04189169911433,0.15209870477969128,47,1842,Time limit reached,1805.237
3,4,-355.01562852725084,4.220585599330775,0.011888450141869754,81,1483,Time limit reached,1805.428
3,5,-303.6748850331152,11.518696576380933,0.037931014858620396,97,3094,Time limit reached,1803.163
3,6,-206.9841284816221,10.92735498599248,0.05279320238779907,65,2066,Time limit reached,1804.665
3,7,-157.3104338723884,24.93622992503498,0.15851605841519367,69,2364,Time limit reached,1804.672
3,8,-150.80279633590592,35.10357430800042,0.23277800651526984,29,1004,Time limit reached,1807.286
