seed,n0,m0,M,solution,dual_gap,rel_dual_gap,ncalls,termination,time
1,2,15,20.0,3.3703471620782786,5.5996004721947656e-8,1.6614313885028297e-8,62,OPTIMAL,0.164
2,2,15,20.0,2.1185418107851888,7.042956884362184e-8,3.3244362148748355e-8,15,OPTIMAL,0.037
3,2,15,20.0,2.9781211642550875,7.740211849238676e-8,2.5990252321868782e-8,55,OPTIMAL,0.181
4,2,15,20.0,2.004918106446408,4.783715645828579e-8,2.385990602103156e-8,38,OPTIMAL,0.167
5,2,15,20.0,0.4872728372600643,5.772489952704518e-8,1.1846526617413763e-7,42,OPTIMAL,0.209
6,2,15,20.0,0.06023019318797068,9.992629945720921e-8,1.6590759543253034e-6,44,OPTIMAL,0.211
7,2,15,20.0,3.4917781560540337,8.564703080082836e-8,2.4528199981176156e-8,64,OPTIMAL,0.2
8,2,15,20.0,0.44277528771179864,4.108691031845524e-8,9.279405439135438e-8,40,OPTIMAL,0.205
9,2,15,20.0,0.45178989295454297,3.8989176776027534e-8,8.629936337396459e-8,16,OPTIMAL,0.109
10,2,15,20.0,2.536857210668162,7.242487898295735e-8,2.8549056977291974e-8,42,OPTIMAL,0.254
1,2,16,20.0,2.792894873441543,5.5845370994234145e-8,1.99955152776931e-8,61,OPTIMAL,0.26
2,2,16,20.0,2.9760070981254225,7.213614949819203e-8,2.4239240320413155e-8,15,OPTIMAL,0.045
3,2,16,20.0,2.6141629527823453,3.411892857130283e-8,1.3051569329407877e-8,37,OPTIMAL,0.268
4,2,16,20.0,1.8597915468796642,5.8005213743328454e-8,3.118909517025122e-8,36,OPTIMAL,0.216
5,2,16,20.0,0.9308823765777835,4.969353217809669e-8,5.338325881040787e-8,38,OPTIMAL,0.191
6,2,16,20.0,0.29033174532682576,3.673915172086595e-8,1.2654198847099575e-7,41,OPTIMAL,0.223
7,2,16,20.0,3.5649391289865147,3.699641881738103e-8,1.0377854393222775e-8,61,OPTIMAL,0.304
8,2,16,20.0,0.6965811464093504,8.797526296344671e-8,1.262958013260006e-7,48,OPTIMAL,0.217
9,2,16,20.0,0.30240000137385065,4.8646078720793184e-8,1.6086668758372993e-7,40,OPTIMAL,0.237
10,2,16,20.0,1.237435754754274,4.8633677751652726e-8,3.93019835382971e-8,18,OPTIMAL,0.082
1,2,17,20.0,2.8504539680521126,6.682881803499185e-8,2.3444974151769915e-8,61,OPTIMAL,0.26
2,2,17,20.0,3.2896187047479777,6.360616300327138e-8,1.9335421500771258e-8,16,OPTIMAL,0.034
3,2,17,20.0,3.926725808077887,5.569447614206524e-8,1.418343924534589e-8,42,OPTIMAL,0.205
4,2,17,20.0,0.9491274334055991,6.59933336866203e-8,6.953053504983939e-8,49,OPTIMAL,0.202
5,2,17,20.0,1.5152772581707274,4.4808190935441417e-8,2.9570952786921416e-8,36,OPTIMAL,0.22
6,2,17,20.0,1.2136511779515227,4.169408818199827e-8,3.435426123405721e-8,20,OPTIMAL,0.166
7,2,17,20.0,3.1425850260150794,6.164796673147066e-8,1.9616961014731382e-8,64,OPTIMAL,0.24
8,2,17,20.0,0.2881683582857577,7.516255806638839e-8,2.608286979114019e-7,39,OPTIMAL,0.268
9,2,17,20.0,0.6231478446384664,6.94190745997858e-8,1.1140066186603235e-7,16,OPTIMAL,0.118
10,2,17,20.0,1.3680759300316858,8.851736654769127e-8,6.470209023624863e-8,59,OPTIMAL,0.245
1,2,18,20.0,3.0532239454771366,1.3289834566165837e-8,4.352721864277122e-9,54,OPTIMAL,0.216
2,2,18,20.0,3.2249689175887406,8.787761007766903e-8,2.7249134710409115e-8,16,OPTIMAL,0.05
