seed,dimension,p,k,solution,dual_gap,rel_dual_gap,ncalls,termination,time
1,15,75,3.0,2.2335078624459115,0.018096812262604622,0.008168602508824384,205,OPTIMAL,3.82
1,16,80,4.0,2.250303004538984,0.02226081917177858,0.009991201835395121,6418,OPTIMAL,41.77
1,17,85,4.0,1.6411353000709363,0.015345101133108496,0.009438549416237016,1007,OPTIMAL,8.793
1,18,90,4.0,2.1566595398692447,0.02002151011431863,0.009370567141227526,939,OPTIMAL,8.486
1,19,95,4.0,1.7514415693513994,0.01727086330287353,0.009959148336801772,1675,OPTIMAL,13.36
1,20,100,4.0,2.274969426057991,0.021966641672427123,0.009749939868990368,3043,OPTIMAL,22.373
1,21,105,5.0,1.761794536227685,0.01738930986958609,0.009968618304297799,5514,OPTIMAL,37.536
1,22,110,5.0,1.930455938957835,0.018964328321553925,0.009921219751124746,1390,OPTIMAL,11.614
1,23,115,5.0,1.8673957031119208,0.018433916355116153,0.00996987416784335,3287,OPTIMAL,25.003
1,24,120,5.0,2.0309586934341795,0.019848769702170532,0.009869559822636272,4702,OPTIMAL,36.428
1,25,125,5.0,1.918574585754522,0.018951462978428868,0.009976433088860995,10776,OPTIMAL,78.349
1,26,130,6.0,1.8799558146796582,0.018595832734502382,0.009990454782996564,103681,OPTIMAL,681.749
1,27,135,6.0,1.6865996440237458,0.01461570893610098,0.00874153670342223,18131,OPTIMAL,137.535
1,28,140,6.0,2.2624514694689704,0.02239439906382623,0.00999724487366561,68670,OPTIMAL,478.492
1,29,145,6.0,2.0679528885905656,0.020466566697889377,0.00999594794800401,65344,OPTIMAL,482.388
1,30,150,6.0,2.018248504661952,0.019962531877763867,0.0099898273568674,25415,OPTIMAL,202.53
2,15,75,3.0,1.5912331179212327,0.014949562292886132,0.009484056494471807,1833,OPTIMAL,14.182
2,16,80,4.0,1.5378054301102169,0.014944773662072475,0.009813618599175733,12799,OPTIMAL,88.402
2,17,85,4.0,1.9730825424630343,0.019367795735669713,0.009913318087050522,37350,OPTIMAL,250.663
2,18,90,4.0,1.9086184530694743,0.01888634701218561,0.009994192802063265,21721,OPTIMAL,152.401
2,19,95,4.0,2.098437741911695,0.020729942865411743,0.009977313881637868,38639,OPTIMAL,275.163
2,20,100,4.0,1.711631848076889,0.01679197781233488,0.009907707569868387,12640,OPTIMAL,93.223
2,21,105,5.0,2.0334194141339985,0.03810694739712983,0.019098235505664876,304558,Time limit reached,1800.001
2,22,110,5.0,2.06972608450799,0.07500439684634541,0.037601434480953044,272942,Time limit reached,1800.008
2,23,115,5.0,2.1495088518989314,0.021267581243480382,0.009993031117628145,268448,OPTIMAL,1651.19
2,24,120,5.0,1.6462756629166704,0.016291800626556663,0.009995068665076733,198824,OPTIMAL,1350.156
2,25,125,5.0,1.8317058211282853,0.018128878185736275,0.009996200192268637,243661,OPTIMAL,1726.423
2,26,130,6.0,1.7310648244643505,0.07777972565766489,0.04704556141817587,260909,Time limit reached,1800.012
2,27,135,6.0,1.99587137983872,0.16520563673489153,0.09024347418813401,243834,Time limit reached,1800.018
2,28,140,6.0,1.9495269184815265,0.44128451322574813,0.29258195611527843,270240,Time limit reached,1800.023
2,29,145,6.0,2.042427043573498,0.11227864987544467,0.058170993609628754,230190,Time limit reached,1800.022
2,30,150,6.0,2.094593078269395,0.1626807476919292,0.0842071066668447,227845,Time limit reached,1800.021
3,15,75,3.0,3.3580743194150378,0.03320133257124036,0.009985744629227895,6057,OPTIMAL,35.723
