seed,dimension,timeBoscia,solutionBoscia,terminationBoscia,numberNodesBoscia,dualGapBoscia,lbBoscia,relGapBoscia,timeIpopt,solutionIpopt,terminationIpopt,numberNodesIpopt,relGapIpopt,timeScipOA,solutionScipOA,terminationScipOA,numberNodesScipOA,relGapScipOA,timePavito,solutionPavito,terminationPavito,relGapPavito,timeShot,solutionShot,terminationShot,relGapShot,minimumTime
1,20,6.088,-1.5315296315467162,1,3218,0.01451079389198906,-1.5460404254387052,0.009474706589473152,8.932,-1.5315297355179918,1,941.0,0.009474638059055174,135.490361,-1.5315296315467135,1,2106.0,0.009474706589474908,1800.0,NaN,0,Inf,17.330891847610474,-1.5315296315479205,1,0.009474706588679317,6.088
1,25,18.513,4.732725723895142,1,8336,0.04514621844301292,4.687579505452129,0.009631029914373356,4.465,4.732725625997347,1,675.0,0.00963100902986451,298.882777,4.732725723895142,1,2362.0,0.009631029914373356,1800.0,NaN,0,Inf,29.34050703048706,4.732725723894659,1,0.009631029914270282,4.465
1,30,63.538,-30.148229091749364,1,596,0.2991882316315113,-30.447417323380876,0.009923907328719015,15.58,-30.256792589821647,1,4299.0,0.006300229378025845,1800.001269,-30.20766608037439,0,3870.0,0.00793676818224127,1800.0,NaN,0,Inf,24.961533069610596,-30.255986795474044,1,0.0063270297280625274,15.58
1,35,12.808,7.5542870779353555,1,4843,0.050073179455840666,7.504213898479515,0.006672674864183491,2.475,7.554286908660143,1,291.0,0.006672652306829076,184.699748,7.5542870779353555,1,1615.0,0.006672674864183491,1800.0,NaN,0,Inf,21.320425987243652,7.5542870779353555,1,0.006672674864183491,2.475
1,40,85.636,8.098852387127241,1,25712,0.07960223589217819,8.019250151235063,0.009926393913515526,7.086,8.098852168492977,1,1389.0,0.00992636664983621,1800.003996,134.31687696882577,0,6539.0,15.749306286216711,1800.0,NaN,0,Inf,82.06532907485962,8.098852387127241,1,0.009926393913515526,7.086
1,45,120.026,5.539145438148692,1,34245,0.05265567454445552,5.4864897636042365,0.0095973339627384,11.893,5.5391452015681475,1,2749.0,0.009597290842172305,1800.007734,7.1729607765748495,0,1391.0,0.30738615866162133,1800.0,NaN,0,Inf,159.01593399047852,5.539145438148692,1,0.0095973339627384,11.893
1,50,96.247,4.585952906710067,1,25613,0.044975232157066,4.540977674553001,0.009904305940348676,10.0,4.585952748585426,1,1911.0,0.009904271118631455,1800.004589,6.244430695869945,0,934.0,0.3751291337244081,1800.0,NaN,0,Inf,207.14418292045593,4.585952906710067,1,0.009904305940348676,10.0
1,55,25.774,16.533886380781954,1,7053,0.1239608659198943,16.40992551486206,0.007554017585736513,3.69,16.533885753709125,1,459.0,0.007553979372715457,1800.000318,16.533886380781954,0,2381.0,0.007554017585736513,1800.0,NaN,0,Inf,54.79577302932739,16.533886380781954,1,0.007554017585736513,3.69
1,60,755.041,2.86613555120942,1,179031,0.027101336795018582,2.8390342144144016,0.009545970477361327,62.217,2.8661354800662533,1,12533.0,0.009545945418428766,1800.016487,3.6840923974437896,0,422.0,0.29765692105394204,1800.0,NaN,0,Inf,607.405524969101,2.86613555120942,1,0.009545970477361327,62.217
1,65,111.546,14.605036632131924,1,20508,0.14167159883386304,14.46336503329806,0.009795203156921074,10.303,14.605136821470847,1,1223.0,0.009802130268190984,1800.019023,20.62968824774245,0,281.0,0.42634084116995363,1800.0,NaN,0,Inf,189.33772993087769,14.605036632131924,1,0.009795203156921074,10.303
