seed,num_v,time,lowerBound,upperBound,termination,LMOcalls,openNodes,localTighteings,globalTightenings
4,8,254.0,-9.01818502378711,-6.972053940725573,Time limit reached,50,2,0,0
4,8,503.0,-9.01818502378711,-6.972053940725573,Time limit reached,96,3,0,0
4,8,689.0,-8.852111168273144,-6.972054345148951,Time limit reached,132,4,0,0
4,8,883.0,-8.852111168273144,-6.972054345148951,Time limit reached,166,5,1,0
4,8,1063.0,-8.831074344467947,-6.972054879358275,Time limit reached,201,6,0,0
4,8,1266.0,-8.831074344467947,-6.972054879358275,Time limit reached,236,7,1,0
4,8,1482.0,-8.703809764926621,-6.972054879358275,Time limit reached,274,8,0,0
4,8,1657.0,-8.703809764926621,-6.972054879358275,Time limit reached,311,9,1,0
4,8,1865.0,-8.681465120862226,-6.972054879358275,Time limit reached,347,10,1,0
4,8,2051.0,-8.681465120862226,-6.972054879358275,Time limit reached,382,11,1,0
4,8,2272.0,-8.653115914918486,-6.972054879358275,Time limit reached,421,12,1,0
4,8,2473.0,-8.653115914918486,-6.972054879358275,Time limit reached,459,13,0,0
4,8,2707.0,-8.632125030686195,-6.972054879358275,Time limit reached,501,14,0,0
4,8,2950.0,-8.632125030686195,-6.972054879358275,Time limit reached,542,15,0,0
4,8,3121.0,-8.555529160510355,-6.972054879358275,Time limit reached,575,16,0,0
4,8,3325.0,-8.555529160510355,-6.972054879358275,Time limit reached,614,17,0,0
4,8,3537.0,-8.535070628344982,-6.972055127286133,Time limit reached,651,18,0,0
4,8,3775.0,-8.535070628344982,-6.972055127286133,Time limit reached,696,19,0,0
4,8,3980.0,-8.506682045785947,-6.972055127286133,Time limit reached,733,20,0,0
4,8,4224.0,-8.506682045785947,-6.972055127286133,Time limit reached,781,21,0,0
4,8,4432.0,-8.496530196165612,-6.972055127286133,Time limit reached,815,22,0,0
4,8,4656.0,-8.496530196165612,-6.972055127286133,Time limit reached,856,23,0,0
4,8,4857.0,-8.483923597519293,-6.972055127286133,Time limit reached,893,24,0,0
4,8,5062.0,-8.483923597519293,-6.972055127286133,Time limit reached,929,25,0,0
4,8,5266.0,-8.47492327529619,-6.972055127286133,Time limit reached,963,26,0,0
4,8,5505.0,-8.47492327529619,-6.972055127286133,Time limit reached,1006,27,0,0
4,8,5711.0,-8.446156655190507,-6.972055127286133,Time limit reached,1043,28,0,0
4,8,5953.0,-8.446156655190507,-6.972055127286133,Time limit reached,1088,29,1,0
4,8,6166.0,-8.42572701224284,-6.972055127286133,Time limit reached,1124,30,0,0
4,8,6431.0,-8.42572701224284,-6.972055127286133,Time limit reached,1171,31,1,0
4,8,6605.0,-8.410397355757983,-6.972055127286133,Time limit reached,1203,32,0,0
4,8,6834.0,-8.410397355757983,-6.972055127286133,Time limit reached,1243,33,0,0
4,8,7071.0,-8.390257597392011,-6.972055127286133,Time limit reached,1288,34,1,0
4,8,7278.0,-8.390257597392011,-6.972055127286133,Time limit reached,1326,35,0,0
4,8,7537.0,-8.359931636376032,-6.972055127286133,Time limit reached,1371,36,1,0
4,8,7711.0,-8.359931636376032,-6.972055127286133,Time limit reached,1403,37,1,0
4,8,7920.0,-8.349716742726963,-6.972055127286133,Time limit reached,1441,38,1,0
4,8,8122.0,-8.349716742726963,-6.972055127286133,Time limit reached,1479,39,1,0
4,8,8325.0,-8.349706054035284,-6.972055127286133,Time limit reached,1515,40,1,0
4,8,8551.0,-8.349706054035284,-6.972055127286133,Time limit reached,1555,41,1,0
4,8,8735.0,-8.339674638269775,-6.972055127286133,Time limit reached,1591,42,1,0
4,8,8958.0,-8.339674638269775,-6.972055127286133,Time limit reached,1630,43,1,0
4,8,9163.0,-8.330083001170596,-6.972055127286133,Time limit reached,1667,44,1,0
4,8,9359.0,-8.330083001170596,-6.972055127286133,Time limit reached,1701,45,1,0
4,8,9582.0,-8.32953640887457,-6.972055127286133,Time limit reached,1744,46,1,0
4,8,9818.0,-8.32953640887457,-6.972055127286133,Time limit reached,1787,47,1,0
4,8,10043.0,-8.30029572836938,-6.972055127286133,Time limit reached,1829,48,1,0
4,8,10272.0,-8.30029572836938,-6.972055127286133,Time limit reached,1872,49,1,0
4,8,10499.0,-8.298628730671199,-6.972055127286133,Time limit reached,1911,50,1,0
4,8,10692.0,-8.298628730671199,-6.972055127286133,Time limit reached,1947,51,1,0
4,8,10881.0,-8.290574837017973,-6.972055127286133,Time limit reached,1985,52,1,0
4,8,11102.0,-8.290574837017973,-6.972055127286133,Time limit reached,2025,53,1,0
4,8,11313.0,-8.283549959755518,-6.972055127286133,Time limit reached,2064,54,1,0
4,8,11506.0,-8.283549959755518,-6.972055268469701,Time limit reached,2103,55,1,0
4,8,11751.0,-8.280277237292557,-6.972055268469701,Time limit reached,2149,56,1,0
4,8,11952.0,-8.280277237292557,-6.972055268469701,Time limit reached,2185,57,1,0
4,8,12198.0,-8.27841314410896,-6.972055268469701,Time limit reached,2231,58,1,0
4,8,12471.0,-8.27841314410896,-6.972055268469701,Time limit reached,2280,59,1,0
4,8,12673.0,-8.269112467873878,-6.972055268469701,Time limit reached,2320,60,1,0
4,8,12903.0,-8.269112467873878,-6.972055268469701,Time limit reached,2362,61,1,0
4,8,13121.0,-8.263856247220081,-6.972055268469701,Time limit reached,2404,62,1,0
4,8,13330.0,-8.263856247220081,-6.972055268469701,Time limit reached,2445,63,1,0
4,8,13560.0,-8.2399425634568,-6.972055268469701,Time limit reached,2486,64,1,0
4,8,13766.0,-8.2399425634568,-6.972055268469701,Time limit reached,2521,65,0,0
4,8,13961.0,-8.234539978577406,-6.972055268469701,Time limit reached,2559,66,0,0
4,8,14125.0,-8.234539978577406,-6.972055268469701,Time limit reached,2592,67,0,0
4,8,14407.0,-8.224328532676395,-6.972055268469701,Time limit reached,2642,68,0,0
4,8,14631.0,-8.224328532676395,-6.972055268469701,Time limit reached,2683,69,0,0
4,8,14802.0,-8.223537192989003,-6.972055268469701,Time limit reached,2715,70,0,0
4,8,14963.0,-8.223537192989003,-6.972055268469701,Time limit reached,2742,71,0,0
4,8,15217.0,-8.219068637786794,-6.972055268469701,Time limit reached,2787,72,0,0
4,8,15415.0,-8.219068637786794,-6.972055268469701,Time limit reached,2820,73,0,0
4,8,15640.0,-8.212691649646196,-6.972055268469701,Time limit reached,2863,74,0,0
4,8,15832.0,-8.212691649646196,-6.972055268469701,Time limit reached,2897,75,0,0
4,8,16062.0,-8.204076428340196,-6.972055268469701,Time limit reached,2939,76,0,0
4,8,16265.0,-8.204076428340196,-6.972055268469701,Time limit reached,2976,77,0,0
4,8,16441.0,-8.204068096548369,-6.972055268469701,Time limit reached,3010,78,0,0
4,8,16624.0,-8.204068096548369,-6.972055268469701,Time limit reached,3046,79,0,0
4,8,16857.0,-8.1788931062,-6.972055268469701,Time limit reached,3085,80,0,0
4,8,17072.0,-8.1788931062,-6.972055268469701,Time limit reached,3124,81,0,0
4,8,17285.0,-8.174814655207914,-6.972055268469701,Time limit reached,3164,82,1,0
4,8,17495.0,-8.174814655207914,-6.972055268469701,Time limit reached,3204,83,0,0
4,8,17739.0,-8.17334441328438,-6.972055268469701,Time limit reached,3249,84,1,0
4,8,17940.0,-8.17334441328438,-6.972055268469701,Time limit reached,3283,85,0,0
4,8,18128.0,-8.168579794106293,-6.972055268469701,Time limit reached,3319,86,1,0
4,8,18347.0,-8.168579794106293,-6.972055268469701,Time limit reached,3360,87,1,0
4,8,18537.0,-8.164898046147922,-6.972055307106498,Time limit reached,3393,88,0,0
4,8,18735.0,-8.164898046147922,-6.972055307106498,Time limit reached,3427,89,0,0
4,8,18951.0,-8.158154791144941,-6.972055307106498,Time limit reached,3469,90,1,0
4,8,19137.0,-8.158154791144941,-6.972055307106498,Time limit reached,3500,91,0,0
4,8,19369.0,-8.154290576746753,-6.972055307106498,Time limit reached,3544,92,1,0
4,8,19531.0,-8.154290576746753,-6.972055307106498,Time limit reached,3576,93,0,0
4,8,19735.0,-8.153720414664424,-6.972055307106498,Time limit reached,3613,94,1,0
4,8,19940.0,-8.153720414664424,-6.972055307106498,Time limit reached,3650,95,0,0
4,8,20141.0,-8.14857345004927,-6.972055307106498,Time limit reached,3688,96,1,0
4,8,20429.0,-8.14857345004927,-6.972055307106498,Time limit reached,3741,97,1,0
