seed,num_v,time,solution,dual_gap,rel_dual_gap,number_nodes,termination,ncalls
1,4,9.776,-12.113849111290794,0.11990822657300093,0.009898441483907842,87,Optimal (tolerance reached),942
2,4,1.134,-13.81830667961916,0.13543402699245277,0.00980105812763633,35,Optimal (tolerance reached),352
3,4,2.097,-17.10798268588117,0.16853975679266142,0.00985152720149486,55,Optimal (tolerance reached),623
1,5,6.809,-16.02479144238821,0.15982095317478695,0.009973356205562478,155,Optimal (tolerance reached),2047
2,5,3.255,-16.770924607570954,0.15935261583027582,0.009501719169278165,85,Optimal (tolerance reached),997
3,5,49.629,-6.397104136500236,0.06359964758236991,0.009941943452114,975,Optimal (tolerance reached),15342
1,6,268.734,-5.929927997509199,0.05920621308712981,0.009984305561888564,4375,Optimal (tolerance reached),78992
2,6,4.635,-18.577450506583123,0.17442189435613642,0.00938890373005317,99,Optimal (tolerance reached),1327
3,6,154.557,-19.86838673248311,0.19843148944321953,0.009987297515142539,2759,Optimal (tolerance reached),42935
1,7,10.294,-8.400099626621145,0.08230723499273118,0.009798364144621274,191,Optimal (tolerance reached),2998
2,7,18.025,-13.867058401826238,0.13553537050931652,0.009773909259044228,331,Optimal (tolerance reached),5138
3,7,577.405,2.8197694982072994,0.027874896452353415,0.009984222339493634,6869,Optimal (tolerance reached),164983
1,8,1800.454,-2.737297859992102,0.1897413950221858,0.06931704356892066,19697,Time limit reached,462767
2,8,42.099,-7.221043200656397,0.0721040081712685,0.009985261986067914,655,Optimal (tolerance reached),11944
3,8,134.231,-13.018309989182814,0.13006347455017497,0.009990810992997357,1757,Optimal (tolerance reached),35902
