seed,dimension,p,k,time,lowerBound,upperBound,termination,LMOcalls,openNodes
2,30,150,6.0,696.0,3.574774864599008,4.220715863799662,Time limit reached,40,2
2,30,150,6.0,1236.0,3.574774864599008,4.220715863799662,Time limit reached,70,3
2,30,150,6.0,1791.0,3.607305270778362,4.220715863799662,Time limit reached,105,4
2,30,150,6.0,2254.0,3.607305270778362,4.220715863799662,Time limit reached,130,5
2,30,150,6.0,2917.0,3.6327813476619997,4.220715863799662,Time limit reached,168,6
2,30,150,6.0,3343.0,3.6327813476619997,4.220715863799662,Time limit reached,193,7
2,30,150,6.0,3951.0,3.641860472391404,4.220715863799662,Time limit reached,231,8
2,30,150,6.0,4517.0,3.641860472391404,4.220715863799662,Time limit reached,261,9
2,30,150,6.0,5152.0,3.6585706354570915,4.220715863799662,Time limit reached,300,10
2,30,150,6.0,5766.0,3.6585706354570915,4.220715863799662,Time limit reached,336,11
2,30,150,6.0,6478.0,3.6685164123895677,4.220715863799662,Time limit reached,378,12
2,30,150,6.0,6971.0,3.6685164123895677,4.220715863799662,Time limit reached,405,13
2,30,150,6.0,7718.0,3.6820862903338223,4.220715863799662,Time limit reached,445,14
2,30,150,6.0,8291.0,3.6820862903338223,4.220715863799662,Time limit reached,476,15
2,30,150,6.0,9099.0,3.69458319499933,4.220715863799662,Time limit reached,517,16
2,30,150,6.0,9635.0,3.69458319499933,4.220715863799662,Time limit reached,547,17
2,30,150,6.0,10378.0,3.7039003114075992,4.220715863799662,Time limit reached,592,18
2,30,150,6.0,10970.0,3.7039003114075992,4.220715863799662,Time limit reached,618,19
2,30,150,6.0,11662.0,3.7076737958055497,4.220715863799662,Time limit reached,659,20
2,30,150,6.0,12086.0,3.7076737958055497,4.220715863799662,Time limit reached,685,21
2,30,150,6.0,12864.0,3.715296126326847,4.220715863799662,Time limit reached,727,22
2,30,150,6.0,13433.0,3.715296126326847,4.220715863799662,Time limit reached,761,23
2,30,150,6.0,13972.0,3.7282023271128244,4.220715863799662,Time limit reached,796,24
2,30,150,6.0,14682.0,3.7282023271128244,4.220715863799662,Time limit reached,832,25
2,30,150,6.0,15486.0,3.7282222825076774,4.220715863799662,Time limit reached,876,26
2,30,150,6.0,16105.0,3.7282222825076774,4.220715863799662,Time limit reached,907,27
2,30,150,6.0,16926.0,3.73394863971461,4.220715863799662,Time limit reached,954,28
2,30,150,6.0,17434.0,3.73394863971461,4.220715863799662,Time limit reached,986,29
2,30,150,6.0,18194.0,3.735310761357947,4.220715863799662,Time limit reached,1029,30
2,30,150,6.0,18711.0,3.735310761357947,4.220715863799662,Time limit reached,1061,31
2,30,150,6.0,19446.0,3.7454223479197504,4.220715863799662,Time limit reached,1098,32
2,30,150,6.0,19913.0,3.7454223479197504,4.220715863799662,Time limit reached,1126,33
2,30,150,6.0,20901.0,3.747655544113276,4.220715863799662,Time limit reached,1172,34
2,30,150,6.0,21221.0,3.747655544113276,4.220715863799662,Time limit reached,1196,35
2,30,150,6.0,22041.0,3.7502424188689654,4.220715863799662,Time limit reached,1236,36
2,30,150,6.0,22515.0,3.7502424188689654,4.220715863799662,Time limit reached,1263,37
2,30,150,6.0,23162.0,3.750647793718197,4.220715863799662,Time limit reached,1302,38
2,30,150,6.0,23622.0,3.750647793718197,4.220715863799662,Time limit reached,1327,39
2,30,150,6.0,24303.0,3.7506810888776343,4.220715863799662,Time limit reached,1367,40
2,30,150,6.0,24875.0,3.7506810888776343,4.220715863799662,Time limit reached,1400,41
2,30,150,6.0,25613.0,3.7538376258072033,4.220715863799662,Time limit reached,1439,42
2,30,150,6.0,26183.0,3.7538376258072033,4.220715863799662,Time limit reached,1472,43
2,30,150,6.0,27322.0,3.756550172725827,4.220715863799662,Time limit reached,1522,44
2,30,150,6.0,27704.0,3.756550172725827,4.220715863799662,Time limit reached,1544,45
2,30,150,6.0,28275.0,3.757365304502096,4.220715863799662,Time limit reached,1575,46
2,30,150,6.0,28655.0,3.757365304502096,4.220715863799662,Time limit reached,1600,47
2,30,150,6.0,29291.0,3.7616087766955446,4.220715863799662,Time limit reached,1640,48
2,30,150,6.0,29999.0,3.7616087766955446,4.220715863799662,Time limit reached,1677,49
