seed,num_v,time,lowerBound,upperBound,termination,LMOcalls,openNodes
2,8,106.0,-8.418483032576304,-7.2210423314677765,Optimal (tolerance reached),27,2
2,8,242.0,-8.418483032576304,-7.2210423314677765,Optimal (tolerance reached),62,3
2,8,352.0,-8.254915205019275,-7.2210423314677765,Optimal (tolerance reached),91,4
2,8,470.0,-8.254915205019275,-7.2210423314677765,Optimal (tolerance reached),120,5
2,8,615.0,-8.249331802276869,-7.2210423314677765,Optimal (tolerance reached),158,6
2,8,742.0,-8.249331802276869,-7.2210423314677765,Optimal (tolerance reached),189,7
2,8,897.0,-8.089488089787304,-7.2210423314677765,Optimal (tolerance reached),225,8
2,8,1033.0,-8.089488089787304,-7.2210423314677765,Optimal (tolerance reached),260,9
2,8,1146.0,-8.089359515084686,-7.221043062013204,Optimal (tolerance reached),287,10
2,8,1284.0,-8.089359515084686,-7.221043062013204,Optimal (tolerance reached),321,11
2,8,1416.0,-8.086908930197682,-7.221043062013204,Optimal (tolerance reached),354,12
2,8,1577.0,-8.086908930197682,-7.221043062013204,Optimal (tolerance reached),393,13
2,8,1706.0,-8.083265960465317,-7.221043062013204,Optimal (tolerance reached),425,14
2,8,1835.0,-8.083265960465317,-7.221043062013204,Optimal (tolerance reached),456,15
2,8,1967.0,-7.966724654773999,-7.221043062013204,Optimal (tolerance reached),489,16
2,8,2147.0,-7.966724654773999,-7.221043062013204,Optimal (tolerance reached),531,17
2,8,2273.0,-7.964409917695148,-7.221043062013204,Optimal (tolerance reached),563,18
2,8,2417.0,-7.964409917695148,-7.221043062013204,Optimal (tolerance reached),592,19
2,8,2535.0,-7.960359059171452,-7.221043062013204,Optimal (tolerance reached),619,20
2,8,2728.0,-7.960359059171452,-7.221043062013204,Optimal (tolerance reached),663,21
2,8,2851.0,-7.957697197106931,-7.221043062013204,Optimal (tolerance reached),694,22
2,8,2990.0,-7.957697197106931,-7.221043062013204,Optimal (tolerance reached),729,23
2,8,3088.0,-7.880304671964186,-7.221043062013204,Optimal (tolerance reached),754,24
2,8,3197.0,-7.880304671964186,-7.221043062013204,Optimal (tolerance reached),781,25
2,8,3318.0,-7.878628329935596,-7.221043062013204,Optimal (tolerance reached),808,26
2,8,3426.0,-7.878628329935596,-7.221043062013204,Optimal (tolerance reached),835,27
2,8,3560.0,-7.875295361788538,-7.221043062013204,Optimal (tolerance reached),867,28
2,8,3733.0,-7.875295361788538,-7.221043062013204,Optimal (tolerance reached),910,29
2,8,3870.0,-7.8726714123652455,-7.221043062013204,Optimal (tolerance reached),941,30
2,8,4036.0,-7.8726714123652455,-7.221043062013204,Optimal (tolerance reached),978,31
2,8,4180.0,-7.841734136819829,-7.221043062013204,Optimal (tolerance reached),1012,32
2,8,4320.0,-7.841734136819829,-7.221043062013204,Optimal (tolerance reached),1044,33
2,8,4495.0,-7.839529023822043,-7.221043062013204,Optimal (tolerance reached),1084,34
2,8,4634.0,-7.839529023822043,-7.221043062013204,Optimal (tolerance reached),1114,35
2,8,4768.0,-7.8361608979030954,-7.221043062013204,Optimal (tolerance reached),1148,36
2,8,4885.0,-7.8361608979030954,-7.221043062013204,Optimal (tolerance reached),1176,37
2,8,5093.0,-7.833500318952313,-7.221043062013204,Optimal (tolerance reached),1220,38
2,8,5192.0,-7.833500318952313,-7.221043062013204,Optimal (tolerance reached),1245,39
2,8,5331.0,-7.756334402608844,-7.221043062013204,Optimal (tolerance reached),1278,40
2,8,5467.0,-7.756334402608844,-7.221043062013204,Optimal (tolerance reached),1313,41
2,8,5633.0,-7.755093606028682,-7.221043062013204,Optimal (tolerance reached),1353,42
2,8,5759.0,-7.755093606028682,-7.221043062013204,Optimal (tolerance reached),1385,43
2,8,5927.0,-7.754454595467491,-7.221043062013204,Optimal (tolerance reached),1421,44
2,8,6088.0,-7.754454595467491,-7.221043062013204,Optimal (tolerance reached),1458,45
2,8,6230.0,-7.7537768100554345,-7.221043062013204,Optimal (tolerance reached),1489,46
2,8,6362.0,-7.7537768100554345,-7.221043062013204,Optimal (tolerance reached),1521,47
2,8,6519.0,-7.751532571789397,-7.221043062013204,Optimal (tolerance reached),1555,48
2,8,6625.0,-7.751532571789397,-7.221043062013204,Optimal (tolerance reached),1583,49
2,8,6756.0,-7.751194917650804,-7.221043062013204,Optimal (tolerance reached),1615,50
2,8,6874.0,-7.751194917650804,-7.221043062013204,Optimal (tolerance reached),1643,51
2,8,6987.0,-7.750757040122265,-7.221043062013204,Optimal (tolerance reached),1669,52
2,8,7105.0,-7.750757040122265,-7.221043062013204,Optimal (tolerance reached),1691,53
2,8,7242.0,-7.748403396256194,-7.221043062013204,Optimal (tolerance reached),1722,54
2,8,7376.0,-7.748403396256194,-7.221043062013204,Optimal (tolerance reached),1751,55
2,8,7500.0,-7.748104483626169,-7.221043062013204,Optimal (tolerance reached),1783,56
2,8,7618.0,-7.748104483626169,-7.221043062013204,Optimal (tolerance reached),1812,57
2,8,7726.0,-7.746910725691354,-7.221043062013204,Optimal (tolerance reached),1837,58
2,8,7850.0,-7.746910725691354,-7.221043062013204,Optimal (tolerance reached),1864,59
2,8,8016.0,-7.7463676896153295,-7.221043062013204,Optimal (tolerance reached),1902,60
2,8,8182.0,-7.7463676896153295,-7.221043062013204,Optimal (tolerance reached),1939,61
2,8,8310.0,-7.746081429349511,-7.221043062013204,Optimal (tolerance reached),1967,62
