seed,dimension,p,k,time,solution,termination,calls
1,15,75,3.0,1.019709,3.606724134253159,OPTIMAL,6
2,15,75,3.0,0.01897,3.4415595100112117,OPTIMAL,6
3,15,75,3.0,0.016656,5.624186575013328,OPTIMAL,4
4,15,75,3.0,0.020191999999999998,4.040172421343416,OPTIMAL,6
5,15,75,3.0,0.020996,3.605183469908247,OPTIMAL,6
6,15,75,3.0,0.020548999999999998,3.352257202420142,OPTIMAL,6
7,15,75,3.0,0.022192999999999997,5.032000370072083,OPTIMAL,5
8,15,75,3.0,1800.009389,4.081978299492437,TIME_LIMIT,40655
9,15,75,3.0,0.019871,5.618540127219655,OPTIMAL,6
10,15,75,3.0,0.022317,3.135600932276933,OPTIMAL,7
1,16,80,4.0,0.030039999999999997,3.6325891279505873,OPTIMAL,9
2,16,80,4.0,1800.013801,3.566359000583607,TIME_LIMIT,38775
3,16,80,4.0,0.020801,5.6438036904427795,OPTIMAL,4
4,16,80,4.0,0.022812,4.245831206315398,OPTIMAL,8
5,16,80,4.0,0.020371999999999998,4.062518125622481,OPTIMAL,6
6,16,80,4.0,0.020269,4.1975528552310895,OPTIMAL,5
7,16,80,4.0,0.0223,5.392987866671327,OPTIMAL,7
8,16,80,4.0,1800.0029,5.660162195097656,TIME_LIMIT,39480
9,16,80,4.0,0.021906,5.15050927277463,OPTIMAL,5
10,16,80,4.0,1800.006729,5.005616514685956,TIME_LIMIT,39450
1,17,85,4.0,0.026699999999999998,3.9318285924645666,OPTIMAL,6
2,17,85,4.0,1800.00663,4.4917475188081735,TIME_LIMIT,38468
3,17,85,4.0,0.021970999999999997,5.954793324743792,OPTIMAL,6
4,17,85,4.0,0.024083999999999998,4.735210053230218,OPTIMAL,10
5,17,85,4.0,1800.02132,5.2076805762244,TIME_LIMIT,38431
6,17,85,4.0,0.022463999999999998,3.8713278025591165,OPTIMAL,5
7,17,85,4.0,1800.014274,5.788185567195342,TIME_LIMIT,38427
8,17,85,4.0,1800.037547,3.3465457807849326,TIME_LIMIT,38498
