seed,dimension,p,k,time,solution,termination,calls
9,17,85,4.0,0.02272,5.182479059195712,OPTIMAL,4
10,17,85,4.0,0.027065,2.8388123681366704,OPTIMAL,8
1,18,90,4.0,1800.027757,4.682193256365666,TIME_LIMIT,36973
2,18,90,4.0,1800.034509,4.7431205473739535,TIME_LIMIT,37214
3,18,90,4.0,0.021450999999999998,5.974410440173242,OPTIMAL,5
4,18,90,4.0,1800.007216,5.397786142260884,TIME_LIMIT,37213
5,18,90,4.0,1800.025396,5.459065806708966,TIME_LIMIT,36706
6,18,90,4.0,0.027247,4.017813699639336,OPTIMAL,4
7,18,90,4.0,0.028603999999999997,5.4007983357976705,OPTIMAL,10
8,18,90,4.0,1800.01186,5.698073056663123,TIME_LIMIT,36951
9,18,90,4.0,0.031233999999999998,5.944449639703654,OPTIMAL,9
10,18,90,4.0,0.025438,3.1070465543047643,OPTIMAL,6
1,19,95,4.0,0.031314999999999996,4.249004542252306,OPTIMAL,9
2,19,95,4.0,0.028496999999999998,4.167851058831061,OPTIMAL,10
3,19,95,4.0,0.021235999999999998,6.273947654706995,OPTIMAL,6
4,19,95,4.0,0.023864,5.016987780770689,OPTIMAL,7
5,19,95,4.0,0.028412999999999997,4.831199849716047,OPTIMAL,8
6,19,95,4.0,0.024484,4.09423257368029,OPTIMAL,6
7,19,95,4.0,0.021873999999999998,5.903883740259831,OPTIMAL,6
8,19,95,4.0,1800.019913,4.783639482591607,TIME_LIMIT,36293
9,19,95,4.0,0.018868,5.917653019825304,OPTIMAL,6
10,19,95,4.0,0.029726,3.4512082422525046,OPTIMAL,9
1,20,100,4.0,0.055192,4.094273721776183,OPTIMAL,9
2,20,100,4.0,0.060181,4.130157488030617,OPTIMAL,9
3,20,100,4.0,0.048338,6.43175385732042,OPTIMAL,5
4,20,100,4.0,0.05146,4.800626780904599,OPTIMAL,5
5,20,100,4.0,1800.024908,6.262690739381896,TIME_LIMIT,29420
6,20,100,4.0,0.063555,4.521609263020935,OPTIMAL,8
7,20,100,4.0,0.07192799999999999,5.951736611786275,OPTIMAL,7
8,20,100,4.0,1800.011128,6.648601732315437,TIME_LIMIT,29435
9,20,100,4.0,0.047653999999999995,6.5424719551968025,OPTIMAL,9
10,20,100,4.0,0.070787,3.5806530859932204,OPTIMAL,9
1,21,105,5.0,1800.003024,3.919838953528849,TIME_LIMIT,28324
2,21,105,5.0,0.049322,4.332226297079521,OPTIMAL,7
3,21,105,5.0,1800.026921,7.817293326356874,TIME_LIMIT,28843
4,21,105,5.0,0.042546,5.065947525000495,OPTIMAL,5
5,21,105,5.0,1800.012477,6.314427955707803,TIME_LIMIT,28901
6,21,105,5.0,0.045988999999999995,4.36832137688781,OPTIMAL,6
7,21,105,5.0,0.111356,6.008044061962864,OPTIMAL,6
8,21,105,5.0,1800.002576,3.620519441994197,TIME_LIMIT,28832
9,21,105,5.0,0.07719,5.913916994831472,OPTIMAL,5
10,21,105,5.0,0.057109999999999994,2.952179101812403,OPTIMAL,4
1,22,110,5.0,1800.014603,4.784407782301282,TIME_LIMIT,28355
2,22,110,5.0,1800.037096,3.6570662460649555,TIME_LIMIT,28365
3,22,110,5.0,0.115826,7.246909361053823,OPTIMAL,24
4,22,110,5.0,1800.087056,5.458241147151859,TIME_LIMIT,28336
5,22,110,5.0,1800.012123,7.017271510442572,TIME_LIMIT,27952
6,22,110,5.0,0.081097,3.8065751522920994,OPTIMAL,4
7,22,110,5.0,0.07803399999999999,6.24629843532106,OPTIMAL,8
8,22,110,5.0,1800.044703,4.406075745207881,TIME_LIMIT,28231
9,22,110,5.0,0.122309,6.249873837237353,OPTIMAL,7
10,22,110,5.0,0.06833499999999999,2.8945354777339336,OPTIMAL,7
1,23,115,5.0,0.08155,4.63202989081658,OPTIMAL,6
2,23,115,5.0,1800.003984,5.3809425653276595,TIME_LIMIT,27204
3,23,115,5.0,0.049712,7.052056064554606,OPTIMAL,6
4,23,115,5.0,1800.013739,6.639994091833252,TIME_LIMIT,27962
5,23,115,5.0,1800.005754,6.060653785959191,TIME_LIMIT,27842
6,23,115,5.0,0.050343,4.391069895466217,OPTIMAL,7
7,23,115,5.0,1800.024611,6.888318681163699,TIME_LIMIT,27849
8,23,115,5.0,1800.009301,5.046343360823103,TIME_LIMIT,27972
9,23,115,5.0,0.047187,6.656611574734058,OPTIMAL,7
10,23,115,5.0,0.067794,3.0814856643915434,OPTIMAL,6
1,24,120,5.0,1800.074374,6.5070477305058905,TIME_LIMIT,27428
2,24,120,5.0,1800.029631,4.120776073928717,TIME_LIMIT,27439
3,24,120,5.0,1800.060131,7.365476897536979,TIME_LIMIT,27420
4,24,120,5.0,0.048645999999999995,5.650886571996171,OPTIMAL,7
5,24,120,5.0,1800.009577,6.396325490685033,TIME_LIMIT,27455
6,24,120,5.0,0.048782,4.585402529246637,OPTIMAL,6
7,24,120,5.0,0.072185,6.31312768126302,OPTIMAL,6
8,24,120,5.0,1800.027297,5.315130358392122,TIME_LIMIT,27445
9,24,120,5.0,0.057992999999999996,6.890730069652095,OPTIMAL,8
10,24,120,5.0,1800.053214,3.6713576426935237,TIME_LIMIT,27437
1,25,125,5.0,1800.070282,8.549481164065098,TIME_LIMIT,26977
2,25,125,5.0,1800.026864,6.188071955398682,TIME_LIMIT,26954
3,25,125,5.0,0.052115999999999996,7.129311661531811,OPTIMAL,7
4,25,125,5.0,0.07391,5.9515176752442445,OPTIMAL,7
5,25,125,5.0,1800.179102,6.74823504532325,TIME_LIMIT,26973
6,25,125,5.0,0.219391,4.108119140627277,OPTIMAL,6
7,25,125,5.0,0.139826,5.949912466406284,OPTIMAL,6
8,25,125,5.0,1800.032715,3.8640492212894824,TIME_LIMIT,26959
9,25,125,5.0,0.049412,7.035292057826351,OPTIMAL,7
10,25,125,5.0,0.078305,3.5298064195637693,OPTIMAL,8
1,26,130,6.0,1800.019767,9.732357044431584,TIME_LIMIT,26245
2,26,130,6.0,1800.000233,6.5032276433141485,TIME_LIMIT,26436
3,26,130,6.0,1800.047462,7.976352735088712,TIME_LIMIT,26451
4,26,130,6.0,0.052114,5.726591612726492,OPTIMAL,7
5,26,130,6.0,1800.053147,7.487943528759026,TIME_LIMIT,26431
6,26,130,6.0,0.049933,4.868652710814709,OPTIMAL,6
7,26,130,6.0,0.092372,6.569696184092821,OPTIMAL,7
8,26,130,6.0,1800.00245,4.186909385849818,TIME_LIMIT,26439
9,26,130,6.0,0.051255999999999996,6.733474412996077,OPTIMAL,6
10,26,130,6.0,1800.047762,3.897249126952291,TIME_LIMIT,26355
1,27,135,6.0,1800.003716,5.229013031233181,TIME_LIMIT,26115
2,27,135,6.0,1800.066008,5.384081293809185,TIME_LIMIT,26123
3,27,135,6.0,1800.076364,8.88126987755332,TIME_LIMIT,26043
4,27,135,6.0,0.121222,5.844086271159474,OPTIMAL,7
5,27,135,6.0,1800.002522,9.369105162386973,TIME_LIMIT,26066
6,27,135,6.0,1800.016772,5.288245939695545,TIME_LIMIT,26027
7,27,135,6.0,0.081372,6.809368799246123,OPTIMAL,6
8,27,135,6.0,1863.785421,6.398666186484097,TIME_LIMIT,11208
9,27,135,6.0,143.918998,6.7782210834851275,OPTIMAL,6
1,28,140,6.0,1800.020049,4.326426110910209,TIME_LIMIT,25751
2,28,140,6.0,1800.01781,5.347950942769892,TIME_LIMIT,25743
3,28,140,6.0,0.061886,7.960120970626139,OPTIMAL,9
4,28,140,6.0,1800.021973,7.255242147659729,TIME_LIMIT,25839
5,28,140,6.0,1800.041123,8.605375379720106,TIME_LIMIT,25844
6,28,140,6.0,0.059073999999999995,4.81983102250231,OPTIMAL,9
7,28,140,6.0,1800.004999,6.096245551479603,TIME_LIMIT,25795
8,28,140,6.0,1800.01344,4.591243089920067,TIME_LIMIT,25644
9,28,140,6.0,0.066439,7.612874377131874,OPTIMAL,6
10,28,140,6.0,1800.037164,6.537757582244895,TIME_LIMIT,25795
1,29,145,6.0,1800.0518,5.551192333170984,TIME_LIMIT,25491
2,29,145,6.0,1800.002333,6.123677925711693,TIME_LIMIT,25463
3,29,145,6.0,1800.027385,9.136450107438325,TIME_LIMIT,25363
4,29,145,6.0,1800.019433,5.678370299576131,TIME_LIMIT,25220
5,29,145,6.0,1800.005955,6.826547363663819,TIME_LIMIT,25507
6,29,145,6.0,1800.001011,11.213105741201042,TIME_LIMIT,25558
7,29,145,6.0,1800.016779,6.554360585039726,TIME_LIMIT,25414
8,29,145,6.0,1800.004672,7.336133660518639,TIME_LIMIT,25367
9,29,145,6.0,0.064863,7.55908360273058,OPTIMAL,7
10,29,145,6.0,1800.005528,4.904636791869351,TIME_LIMIT,25518
1,30,150,6.0,1800.006553,5.658246137814741,TIME_LIMIT,25134
2,30,150,6.0,0.070883,5.45497802395002,OPTIMAL,13
3,30,150,6.0,1800.049297,7.170493821443319,TIME_LIMIT,25134
4,30,150,6.0,1800.101187,5.647031394455227,TIME_LIMIT,25098
5,30,150,6.0,1800.09374,5.568254157122241,TIME_LIMIT,25119
6,30,150,6.0,1800.018258,6.02953957985449,TIME_LIMIT,25116
7,30,150,6.0,1800.005856,6.339429705637889,TIME_LIMIT,25024
8,30,150,6.0,1800.075913,4.235172014624855,TIME_LIMIT,25147
9,30,150,6.0,0.069862,8.140819882240146,OPTIMAL,6
10,30,150,6.0,1800.044428,4.179869305345292,TIME_LIMIT,25138
10,27,135,6.0,1800.025958,4.648243729738763,TIME_LIMIT,26096
