numV,timeBoscia,terminationBoscia,relGapBoscia,timeScip,terminationScip,relGapScip,timeIpopt,terminationIpopt,relGapIpopt,timeNoWs,terminationNoWs,relGapNoWs,timeNoAs,terminationNoAs,relGapNoAs,timeNoSs,terminationNoSs,relGapNoSs,timeAfw,terminationAfw,relGapAfw,optimalBoscia,optimalIpopt,optimalScip,NumInstances,terminationBosciaRel,terminationScipRel,terminationNoWsRel,terminationNoAsRel,terminationNoSsRel,terminationAfwRel,terminationIpoptRel,BosciaGeoMeanIntersection,NoWsGeoMeanIntersection,NoAsGeoMeanIntersection,NoSsGeoMeanIntersection,AfwGeoMeanIntersection,BosciaGeoMeanIntersectionSolvers,ScipGeoMeanIntersectionSolvers,IpoptGeoMeanIntersectionSolvers
4,1800,0.0,4.0,1800,0.0,3.0,1800,0.0,Inf,1823,0.0,4.0,1823,0.0,4.0,1823,0.0,4.0,1956,0.0,4.0,1.0,0.0,3.0,3,0,0,0,0,0,0,0,,,,,,1800,1800,1800
5,1800,0.0,5.0,1800,0.0,18.0,1800,0.0,Inf,1845,0.0,5.0,1845,0.0,5.0,1845,0.0,5.0,1899,0.0,8.0,3.0,0.0,1.0,3,0,0,0,0,0,0,0,,,,,,1800,1800,1800
7,1800,0.0,10.0,1800,0.0,21.0,1800,0.0,Inf,1830,0.0,9.0,1830,0.0,9.0,1830,0.0,9.0,1819,0.0,13.0,3.0,0.0,1.0,3,0,0,0,0,0,0,0,,,,,,1800,1800,1800
6,1800,0.0,11.0,1800,0.0,88.0,1800,0.0,Inf,1837,0.0,10.0,1837,0.0,10.0,1837,0.0,10.0,2077,0.0,12.0,3.0,0.0,0.0,3,0,0,0,0,0,0,0,,,,,,,,
8,1800,0.0,25.0,1800,0.0,304.0,1800,0.0,Inf,1858,0.0,21.0,1858,0.0,21.0,1858,0.0,21.0,1925,0.0,28.0,3.0,0.0,0.0,3,0,0,0,0,0,0,0,,,,,,,,
