seed,num_v,time,lowerBound,upperBound,termination,LMOcalls,openNodes,localTighteings,globalTightenings
3,10,255.0,2.2088024866727203,5.120154486883239,Time limit reached,45,2,0,0
3,10,504.0,2.2088024866727203,4.581913615231723,Time limit reached,89,3,0,0
3,10,727.0,2.391475964208877,4.581913615231723,Time limit reached,127,4,0,0
3,10,940.0,2.391475964208877,4.581913615231723,Time limit reached,161,5,0,0
3,10,1168.0,2.405692041138966,4.581913615231723,Time limit reached,200,6,0,0
3,10,1389.0,2.405692041138966,4.521988041704102,Time limit reached,238,7,0,0
3,10,1604.0,2.572088978175847,4.521988041704102,Time limit reached,275,8,0,0
3,10,1843.0,2.572088978175847,4.521988041704102,Time limit reached,315,9,0,0
3,10,2095.0,2.5871561948844493,4.521988041704102,Time limit reached,356,10,0,0
3,10,2347.0,2.5871561948844493,4.521988041704102,Time limit reached,397,11,0,0
3,10,2561.0,2.587569622589216,4.521988041704102,Time limit reached,432,12,0,0
3,10,2822.0,2.587569622589216,4.521988041704102,Time limit reached,470,13,0,0
3,10,3015.0,2.602280731005038,4.521988041704102,Time limit reached,503,14,0,0
3,10,3231.0,2.602280731005038,4.521988041704102,Time limit reached,541,15,0,0
3,10,3408.0,2.7323539867961593,4.521988041704102,Time limit reached,577,16,0,0
3,10,3650.0,2.7323539867961593,4.521988041704102,Time limit reached,618,17,0,0
3,10,3842.0,2.74616931104204,4.521988041704102,Time limit reached,652,18,0,0
3,10,4058.0,2.74616931104204,4.521988041704102,Time limit reached,691,19,0,0
3,10,4252.0,2.7484578833414095,4.521988041704102,Time limit reached,726,20,0,0
3,10,4450.0,2.7484578833414095,4.521988041704102,Time limit reached,763,21,0,0
3,10,4707.0,2.7623418120205123,4.521988041704102,Time limit reached,809,22,0,0
3,10,4936.0,2.7623418120205123,4.521988041704102,Time limit reached,849,23,0,0
3,10,5108.0,2.793401155707963,4.521988041704102,Time limit reached,883,24,0,0
3,10,5308.0,2.793401155707963,4.521988041704102,Time limit reached,915,25,0,0
3,10,5499.0,2.8087991003453663,4.521988041704102,Time limit reached,951,26,0,0
3,10,5699.0,2.8087991003453663,4.521988041704102,Time limit reached,986,27,0,0
3,10,5854.0,2.8091614903271314,4.521988041704102,Time limit reached,1014,28,0,0
3,10,6161.0,2.8091614903271314,4.521988041704102,Time limit reached,1061,29,0,0
3,10,6363.0,2.8246595275522184,4.521988041704102,Time limit reached,1099,30,0,0
3,10,6669.0,2.8246595275522184,4.521988041704102,Time limit reached,1135,31,0,0
3,10,6989.0,2.8869673183279723,4.521988041704102,Time limit reached,1170,32,0,0
3,10,7257.0,2.8869673183279723,4.521988041704102,Time limit reached,1212,33,0,0
3,10,7519.0,2.9022254609343268,4.521988041704102,Time limit reached,1256,34,0,0
3,10,7750.0,2.9022254609343268,4.521988041704102,Time limit reached,1294,35,0,0
3,10,7983.0,2.9025543076372173,4.521988041704102,Time limit reached,1336,36,0,0
3,10,8239.0,2.9025543076372173,4.521988041704102,Time limit reached,1379,37,0,0
3,10,8465.0,2.918048769985525,4.521988041704102,Time limit reached,1422,38,0,0
3,10,8710.0,2.918048769985525,4.521988041704102,Time limit reached,1464,39,0,0
3,10,8928.0,2.9484304403883628,4.521988041704102,Time limit reached,1504,40,0,0
3,10,9319.0,2.9484304403883628,4.521988041704102,Time limit reached,1557,41,0,0
3,10,9537.0,2.959289295758635,4.521988041704102,Time limit reached,1588,42,0,0
3,10,9955.0,2.959289295758635,4.521988041704102,Time limit reached,1638,43,0,0
3,10,10118.0,2.9637432883218247,4.521988041704102,Time limit reached,1665,44,0,0
3,10,10365.0,2.9637432883218247,4.521988041704102,Time limit reached,1705,45,0,0
3,10,10633.0,2.9655959116344466,4.521988041704102,Time limit reached,1750,46,0,0
3,10,10882.0,2.9655959116344466,4.521988041704102,Time limit reached,1796,47,0,0
3,10,11119.0,2.972588990656429,4.521988041704102,Time limit reached,1832,48,0,0
3,10,11360.0,2.972588990656429,4.521988041704102,Time limit reached,1876,49,0,0
3,10,11609.0,2.973378485864054,4.521988041704102,Time limit reached,1918,50,0,0
3,10,11858.0,2.973378485864054,4.521988041704102,Time limit reached,1965,51,0,0
3,10,12087.0,2.979526725488139,4.521988041704102,Time limit reached,2002,52,0,0
3,10,12308.0,2.979526725488139,4.521988041704102,Time limit reached,2041,53,0,0
3,10,12546.0,2.9890790211681475,4.521988041704102,Time limit reached,2078,54,0,0
3,10,12811.0,2.9890790211681475,4.521988041704102,Time limit reached,2120,55,0,0
3,10,13007.0,3.0173913679544215,4.521988041704102,Time limit reached,2152,56,0,0
3,10,13211.0,3.0173913679544215,4.521988041704102,Time limit reached,2183,57,0,0
3,10,13464.0,3.020570548881679,4.521988041704102,Time limit reached,2226,58,0,0
3,10,14030.0,3.020570548881679,4.521988041704102,Time limit reached,2276,59,0,0
3,10,14272.0,3.0317905349860137,4.521988041704102,Time limit reached,2310,60,0,0
3,10,14424.0,3.0317905349860137,4.521988041704102,Time limit reached,2336,61,0,0
3,10,14665.0,3.0319007339536492,4.521988041704102,Time limit reached,2376,62,0,0
3,10,14910.0,3.0319007339536492,4.521988041704102,Time limit reached,2413,63,0,0
3,10,15311.0,3.034970767772478,4.521988041704102,Time limit reached,2457,64,0,0
3,10,15692.0,3.034970767772478,4.521988041704102,Time limit reached,2498,65,0,0
3,10,16063.0,3.0359860926050857,4.521988041704102,Time limit reached,2541,66,0,0
3,10,16400.0,3.0359860926050857,4.521988041704102,Time limit reached,2582,67,0,0
