seed,dimension,p,k,time,lowerBound,upperBound,termination,LMOcalls,openNodes
1,30,150,6.0,1377.0,3.2199366910700515,3.680463057455647,OPTIMAL,43,2
1,30,150,6.0,3257.0,3.2199366910700515,3.680463057455647,OPTIMAL,75,3
1,30,150,6.0,3681.0,3.257813996924407,3.680463057455647,OPTIMAL,107,4
1,30,150,6.0,4134.0,3.257813996924407,3.680463057455647,OPTIMAL,136,5
1,30,150,6.0,4435.0,3.264650644057108,3.680463057455647,OPTIMAL,159,6
1,30,150,6.0,4911.0,3.264650644057108,3.680463057455647,OPTIMAL,185,7
1,30,150,6.0,5518.0,3.298106768693126,3.680463057455647,OPTIMAL,222,8
1,30,150,6.0,5826.0,3.298106768693126,3.680463057455647,OPTIMAL,246,9
1,30,150,6.0,6456.0,3.298183161018611,3.680463057455647,OPTIMAL,289,10
1,30,150,6.0,6969.0,3.298183161018611,3.680463057455647,OPTIMAL,315,11
1,30,150,6.0,7366.0,3.2983098918327656,3.680463057455647,OPTIMAL,345,12
1,30,150,6.0,7779.0,3.2983098918327656,3.680463057455647,OPTIMAL,373,13
1,30,150,6.0,8345.0,3.309535415870975,3.680463057455647,OPTIMAL,411,14
1,30,150,6.0,8806.0,3.309535415870975,3.680463057455647,OPTIMAL,438,15
1,30,150,6.0,9202.0,3.3229108340829154,3.680463057455647,OPTIMAL,466,16
1,30,150,6.0,9603.0,3.3229108340829154,3.680463057455647,OPTIMAL,492,17
1,30,150,6.0,10118.0,3.323967281567032,3.680463057455647,OPTIMAL,529,18
1,30,150,6.0,10541.0,3.323967281567032,3.680463057455647,OPTIMAL,560,19
1,30,150,6.0,11110.0,3.3267375208216765,3.680463057455647,OPTIMAL,596,20
1,30,150,6.0,11652.0,3.3267375208216765,3.680463057455647,OPTIMAL,628,21
1,30,150,6.0,12213.0,3.3347065491942405,3.680463057455647,OPTIMAL,664,22
1,30,150,6.0,12710.0,3.3347065491942405,3.680463057455647,OPTIMAL,693,23
1,30,150,6.0,13336.0,3.345710414872972,3.680463057455647,OPTIMAL,731,24
1,30,150,6.0,13892.0,3.345710414872972,3.680463057455647,OPTIMAL,766,25
1,30,150,6.0,14407.0,3.3476763513262555,3.680463057455647,OPTIMAL,803,26
1,30,150,6.0,14790.0,3.3476763513262555,3.680463057455647,OPTIMAL,829,27
1,30,150,6.0,15311.0,3.348664871249994,3.680463057455647,OPTIMAL,866,28
1,30,150,6.0,15644.0,3.348664871249994,3.680463057455647,OPTIMAL,891,29
1,30,150,6.0,16169.0,3.3501173661328894,3.680463057455647,OPTIMAL,932,30
1,30,150,6.0,16821.0,3.3501173661328894,3.680463057455647,OPTIMAL,970,31
1,30,150,6.0,17310.0,3.3555683230240514,3.680463057455647,OPTIMAL,1004,32
1,30,150,6.0,17639.0,3.3555683230240514,3.680463057455647,OPTIMAL,1028,33
1,30,150,6.0,18096.0,3.3607527662007115,3.666072357479498,OPTIMAL,1059,34
1,30,150,6.0,18750.0,3.3607527662007115,3.666072357479498,OPTIMAL,1101,35
1,30,150,6.0,19358.0,3.364290738819306,3.666072357479498,OPTIMAL,1138,36
1,30,150,6.0,19890.0,3.364290738819306,3.666072357479498,OPTIMAL,1168,37
1,30,150,6.0,20439.0,3.367179798694882,3.666072357479498,OPTIMAL,1205,38
1,30,150,6.0,20844.0,3.367179798694882,3.666072357479498,OPTIMAL,1235,39
1,30,150,6.0,21409.0,3.3691212065423946,3.635729708918683,OPTIMAL,1272,40
1,30,150,6.0,21907.0,3.3691212065423946,3.635729708918683,OPTIMAL,1306,41
1,30,150,6.0,22494.0,3.370528008704756,3.635729708918683,OPTIMAL,1342,42
1,30,150,6.0,22825.0,3.370528008704756,3.635729708918683,OPTIMAL,1366,43
1,30,150,6.0,23353.0,3.3706036743140646,3.635729708918683,OPTIMAL,1402,44
1,30,150,6.0,23949.0,3.3706036743140646,3.635729708918683,OPTIMAL,1437,45
1,30,150,6.0,24694.0,3.3718664554094313,3.635729708918683,OPTIMAL,1475,46
1,30,150,6.0,25093.0,3.3718664554094313,3.635729708918683,OPTIMAL,1501,47
1,30,150,6.0,25631.0,3.3724352549673564,3.635729708918683,OPTIMAL,1531,48
1,30,150,6.0,26248.0,3.3724352549673564,3.635729708918683,OPTIMAL,1565,49
1,30,150,6.0,26718.0,3.3754289390916377,3.635729708918683,OPTIMAL,1598,50
1,30,150,6.0,27019.0,3.3754289390916377,3.635729708918683,OPTIMAL,1623,51
1,30,150,6.0,27563.0,3.37792468063131,3.635729708918683,OPTIMAL,1661,52
1,30,150,6.0,28132.0,3.37792468063131,3.635729708918683,OPTIMAL,1688,53
1,30,150,6.0,28685.0,3.3829262984657222,3.635729708918683,OPTIMAL,1719,54
1,30,150,6.0,29230.0,3.3829262984657222,3.635729708918683,OPTIMAL,1754,55
1,30,150,6.0,29802.0,3.383517968076585,3.635729708918683,OPTIMAL,1795,56
1,30,150,6.0,30180.0,3.383517968076585,3.635729708918683,OPTIMAL,1820,57
1,30,150,6.0,30908.0,3.3858345414720885,3.635729708918683,OPTIMAL,1856,58
1,30,150,6.0,31346.0,3.3858345414720885,3.635729708918683,OPTIMAL,1887,59
1,30,150,6.0,31977.0,3.3868062869915643,3.635729708918683,OPTIMAL,1922,60
1,30,150,6.0,32291.0,3.3868062869915643,3.635729708918683,OPTIMAL,1943,61
1,30,150,6.0,32888.0,3.3919356944773935,3.635729708918683,OPTIMAL,1980,62
1,30,150,6.0,33544.0,3.3919356944773935,3.635729708918683,OPTIMAL,2023,63
1,30,150,6.0,34268.0,3.393826159535786,3.635729708918683,OPTIMAL,2066,64
1,30,150,6.0,34546.0,3.393826159535786,3.635729708918683,OPTIMAL,2090,65
1,30,150,6.0,35299.0,3.394679224688201,3.635729708918683,OPTIMAL,2128,66
1,30,150,6.0,35673.0,3.394679224688201,3.635729708918683,OPTIMAL,2157,67
1,30,150,6.0,36225.0,3.3959001966919344,3.635729708918683,OPTIMAL,2195,68
1,30,150,6.0,36910.0,3.3959001966919344,3.635729708918683,OPTIMAL,2227,69
1,30,150,6.0,37470.0,3.396179677055183,3.635729708918683,OPTIMAL,2271,70
1,30,150,6.0,37894.0,3.396179677055183,3.635729708918683,OPTIMAL,2301,71
1,30,150,6.0,38498.0,3.3994753917784974,3.635729708918683,OPTIMAL,2338,72
1,30,150,6.0,39034.0,3.3994753917784974,3.635729708918683,OPTIMAL,2374,73
1,30,150,6.0,39580.0,3.401820035645159,3.635729708918683,OPTIMAL,2405,74
1,30,150,6.0,39998.0,3.401820035645159,3.635729708918683,OPTIMAL,2438,75
1,30,150,6.0,40393.0,3.4031564753828176,3.635729708918683,OPTIMAL,2467,76
