seed,dimension,p,k,Ns,time,lowerBound,upperBound,termination,LMOcalls,openNodes,localTighteings,globalTightenings
2,10,10,5.0,0.5,137.0,-1.7383730346974033,-0.26949182591631016,OPTIMAL,26,2,0,0
2,10,10,5.0,0.5,215.0,-1.7383730346974033,-0.26949182591631016,OPTIMAL,46,3,0,0
2,10,10,5.0,0.5,278.0,-1.7383730346974033,-0.4094686217173522,OPTIMAL,70,4,0,0
2,10,10,5.0,0.5,337.0,-1.7383730346974033,-0.5536910783320566,OPTIMAL,86,5,0,0
2,10,10,5.0,0.5,417.0,-1.73601946576361,-0.5536910783320566,OPTIMAL,110,6,0,0
2,10,10,5.0,0.5,473.0,-1.73601946576361,-0.5536910783320566,OPTIMAL,130,7,0,0
2,10,10,5.0,0.5,541.0,-1.73601946576361,-0.5536910783320566,OPTIMAL,154,8,0,0
2,10,10,5.0,0.5,594.0,-1.73601946576361,-0.5536910783320566,OPTIMAL,174,9,0,0
2,10,10,5.0,0.5,638.0,-1.7344499702878156,-0.5536910783320566,OPTIMAL,192,10,0,0
2,10,10,5.0,0.5,688.0,-1.7344499702878156,-0.5536910783320566,OPTIMAL,212,11,0,0
2,10,10,5.0,0.5,757.0,-1.7344499702878156,-0.5536910783320566,OPTIMAL,238,12,0,0
2,10,10,5.0,0.5,800.0,-1.7344499702878156,-0.5536910783320566,OPTIMAL,255,13,0,0
2,10,10,5.0,0.5,856.0,-1.7317410708746612,-0.5536910783320566,OPTIMAL,277,14,0,0
2,10,10,5.0,0.5,913.0,-1.7317410708746612,-0.5536910783320566,OPTIMAL,300,15,0,0
2,10,10,5.0,0.5,948.0,-1.7295758987509418,-0.5536910783320566,OPTIMAL,314,16,0,0
2,10,10,5.0,0.5,1001.0,-1.7295758987509418,-0.5536910783320566,OPTIMAL,332,17,0,0
2,10,10,5.0,0.5,1051.0,-1.7295758987509418,-0.5536910783320566,OPTIMAL,351,18,0,0
2,10,10,5.0,0.5,1105.0,-1.7295758987509418,-0.5536910783320566,OPTIMAL,372,19,0,0
2,10,10,5.0,0.5,1155.0,-1.7295758987509418,-0.5536910783320566,OPTIMAL,392,20,0,0
2,10,10,5.0,0.5,1213.0,-1.7295758987509418,-0.5536910783320566,OPTIMAL,413,21,0,0
2,10,10,5.0,0.5,1284.0,-1.7295758987509418,-0.5536910783320566,OPTIMAL,440,22,0,0
2,10,10,5.0,0.5,1343.0,-1.7295758987509418,-0.6727759602080394,OPTIMAL,461,23,0,0
2,10,10,5.0,0.5,1397.0,-1.7081046648642335,-0.6727759602080394,OPTIMAL,477,24,0,0
2,10,10,5.0,0.5,1448.0,-1.7081046648642335,-0.6727759602080394,OPTIMAL,494,25,0,0
2,10,10,5.0,0.5,1483.0,-1.702700920004339,-1.6727657185140716,OPTIMAL,510,14,0,0
2,10,10,5.0,0.5,1551.0,-1.702700920004339,-1.6727657185140716,OPTIMAL,531,13,0,0
2,10,10,5.0,0.5,1618.0,-1.702700920004339,-1.6727657185140716,OPTIMAL,556,14,0,0
2,10,10,5.0,0.5,1639.0,-1.702700920004339,-1.6727657185140716,OPTIMAL,564,13,0,0
2,10,10,5.0,0.5,1687.0,-1.7021575173917018,-1.6727657185140716,OPTIMAL,583,14,0,0
2,10,10,5.0,0.5,1765.0,-1.7021575173917018,-1.6727657185140716,OPTIMAL,601,15,0,0
2,10,10,5.0,0.5,1829.0,-1.7021575173917018,-1.6727657185140716,OPTIMAL,626,16,0,0
2,10,10,5.0,0.5,1876.0,-1.7021575173917018,-1.6727657185140716,OPTIMAL,645,17,0,0
2,10,10,5.0,0.5,1922.0,-1.702076216543468,-1.6727657185140716,OPTIMAL,663,18,0,0
2,10,10,5.0,0.5,1973.0,-1.702076216543468,-1.6727657185140716,OPTIMAL,684,19,0,0
2,10,10,5.0,0.5,2042.0,-1.702043194823526,-1.6727657185140716,OPTIMAL,712,20,0,0
2,10,10,5.0,0.5,2060.0,-1.702043194823526,-1.6727657185140716,OPTIMAL,719,19,0,0
2,10,10,5.0,0.5,2093.0,-1.7016093345457095,-1.6727657185140716,OPTIMAL,732,20,0,0
2,10,10,5.0,0.5,2149.0,-1.7016093345457095,-1.6727657185140716,OPTIMAL,754,19,0,0
2,10,10,5.0,0.5,2188.0,-1.7004048571004682,-1.6727657185140716,OPTIMAL,770,20,0,0
2,10,10,5.0,0.5,2219.0,-1.7004048571004682,-1.6727657185140716,OPTIMAL,783,19,0,0
2,10,10,5.0,0.5,2263.0,-1.6977193684183898,-1.6727657185140716,OPTIMAL,802,20,0,0
2,10,10,5.0,0.5,2296.0,-1.6977193684183898,-1.6727657185140716,OPTIMAL,815,19,0,0
2,10,10,5.0,0.5,2354.0,-1.6973798367656983,-1.6727657185140716,OPTIMAL,837,20,0,0
2,10,10,5.0,0.5,2388.0,-1.6973798367656983,-1.6727657185140716,OPTIMAL,851,21,0,0
2,10,10,5.0,0.5,2414.0,-1.6957434764332548,-1.6727657185140716,OPTIMAL,862,20,0,0
2,10,10,5.0,0.5,2429.0,-1.6957434764332548,-1.6727657185140716,OPTIMAL,868,19,0,0
2,10,10,5.0,0.5,2468.0,-1.6935568154934204,-1.6727657185140716,OPTIMAL,885,20,0,0
2,10,10,5.0,0.5,2524.0,-1.6935568154934204,-1.6727657185140716,OPTIMAL,907,21,0,0
2,10,10,5.0,0.5,2575.0,-1.6935568154934204,-1.6727657185140716,OPTIMAL,927,22,0,0
2,10,10,5.0,0.5,2611.0,-1.6935568154934204,-1.6727657185140716,OPTIMAL,941,21,0,0
2,10,10,5.0,0.5,2668.0,-1.6931009832522381,-1.6727657185140716,OPTIMAL,963,22,0,0
2,10,10,5.0,0.5,2678.0,-1.6931009832522381,-1.6727657185140716,OPTIMAL,967,21,0,0
2,10,10,5.0,0.5,2701.0,-1.69294414924203,-1.6727657185140716,OPTIMAL,978,20,0,0
2,10,10,5.0,0.5,2742.0,-1.69294414924203,-1.6727657185140716,OPTIMAL,995,21,0,0
2,10,10,5.0,0.5,2785.0,-1.6906760148073143,-1.6727657185140716,OPTIMAL,1013,22,0,0
2,10,10,5.0,0.5,2809.0,-1.6906760148073143,-1.6727657185140716,OPTIMAL,1024,21,0,0
2,10,10,5.0,0.5,2859.0,-1.6906760148073143,-1.6727657185140716,OPTIMAL,1044,22,0,0
2,10,10,5.0,0.5,2904.0,-1.6906760148073143,-1.6727657185140716,OPTIMAL,1064,21,0,0
2,10,10,5.0,0.5,2945.0,-1.6900841692137023,-1.6727657185140716,OPTIMAL,1081,22,0,0
