seed,dimension,p,k,Ns,time,lowerBound,upperBound,termination,LMOcalls,openNodes,localTighteings,globalTightenings
3,10,10,5.0,1.0,735.0,-1.2383543744249426,3.370313657085645,OPTIMAL,10,2,0,0
3,10,10,5.0,1.0,839.0,-1.2383543744249426,3.370313657085645,OPTIMAL,37,3,0,0
3,10,10,5.0,1.0,1486.0,-1.2383543744249426,0.9999999999999999,OPTIMAL,45,4,0,0
3,10,10,5.0,1.0,1585.0,-1.2383543744249426,0.9999999999999999,OPTIMAL,76,5,0,0
3,10,10,5.0,1.0,2227.0,-1.2383543744249426,0.9999999999999999,OPTIMAL,83,6,0,0
3,10,10,5.0,1.0,2395.0,-1.2383543744249426,0.9999999999999999,OPTIMAL,121,7,0,0
3,10,10,5.0,1.0,3035.0,-1.2383543744249426,0.9999999999999999,OPTIMAL,128,8,0,0
3,10,10,5.0,1.0,3675.0,-1.2383543744249426,0.9999999999999999,OPTIMAL,134,9,0,0
3,10,10,5.0,1.0,4317.0,-1.2383543744249426,0.9999999999999999,OPTIMAL,141,10,0,0
3,10,10,5.0,1.0,4963.0,-1.2383543744249426,0.9999999999999999,OPTIMAL,149,11,0,0
3,10,10,5.0,1.0,5605.0,-1.2383543744249426,0.9999999999999999,OPTIMAL,156,12,0,0
3,10,10,5.0,1.0,5671.0,-1.2383543744249426,0.9999999999999999,OPTIMAL,184,13,0,0
3,10,10,5.0,1.0,6317.0,-1.2383543744249426,0.9999999999999999,OPTIMAL,194,14,0,0
3,10,10,5.0,1.0,6391.0,-1.2383543744249426,0.9999999999999999,OPTIMAL,224,15,0,0
3,10,10,5.0,1.0,7055.0,-1.1461772867643216,0.36402816263096116,OPTIMAL,241,6,0,0
3,10,10,5.0,1.0,7729.0,-1.1461772867643216,0.36402816263096116,OPTIMAL,251,7,0,0
3,10,10,5.0,1.0,7758.0,-1.0329925504162367,0.36402816263096116,OPTIMAL,266,6,0,0
3,10,10,5.0,1.0,8410.0,-1.0329925504162367,0.36402816263096116,OPTIMAL,276,7,0,0
3,10,10,5.0,1.0,8438.0,-0.8432260334837061,0.36402816263096116,OPTIMAL,289,6,0,0
3,10,10,5.0,1.0,8485.0,-0.8432260334837061,0.36402816263096116,OPTIMAL,309,5,0,0
3,10,10,5.0,1.0,8521.0,-0.2097948551238782,0.36402816263096116,OPTIMAL,324,4,0,0
3,10,10,5.0,1.0,8573.0,-0.2097948551238782,0.36402816263096116,OPTIMAL,344,3,0,0
3,10,10,5.0,1.0,8617.0,0.36087229541922305,0.36402816263096116,OPTIMAL,364,2,0,0
3,10,10,5.0,1.0,735.0,-1.2383543744249426,3.370313657085645,OPTIMAL,10,2,0,0
3,10,10,5.0,1.0,839.0,-1.2383543744249426,3.370313657085645,OPTIMAL,37,3,0,0
3,10,10,5.0,1.0,1486.0,-1.2383543744249426,0.9999999999999999,OPTIMAL,45,4,0,0
3,10,10,5.0,1.0,1585.0,-1.2383543744249426,0.9999999999999999,OPTIMAL,76,5,0,0
3,10,10,5.0,1.0,2227.0,-1.2383543744249426,0.9999999999999999,OPTIMAL,83,6,0,0
3,10,10,5.0,1.0,2395.0,-1.2383543744249426,0.9999999999999999,OPTIMAL,121,7,0,0
3,10,10,5.0,1.0,3035.0,-1.2383543744249426,0.9999999999999999,OPTIMAL,128,8,0,0
3,10,10,5.0,1.0,3675.0,-1.2383543744249426,0.9999999999999999,OPTIMAL,134,9,0,0
3,10,10,5.0,1.0,4317.0,-1.2383543744249426,0.9999999999999999,OPTIMAL,141,10,0,0
3,10,10,5.0,1.0,4963.0,-1.2383543744249426,0.9999999999999999,OPTIMAL,149,11,0,0
3,10,10,5.0,1.0,5605.0,-1.2383543744249426,0.9999999999999999,OPTIMAL,156,12,0,0
3,10,10,5.0,1.0,5671.0,-1.2383543744249426,0.9999999999999999,OPTIMAL,184,13,0,0
3,10,10,5.0,1.0,6317.0,-1.2383543744249426,0.9999999999999999,OPTIMAL,194,14,0,0
3,10,10,5.0,1.0,6391.0,-1.2383543744249426,0.9999999999999999,OPTIMAL,224,15,0,0
3,10,10,5.0,1.0,7055.0,-1.1461772867643216,0.36402816263096116,OPTIMAL,241,6,0,0
3,10,10,5.0,1.0,7729.0,-1.1461772867643216,0.36402816263096116,OPTIMAL,251,7,0,0
3,10,10,5.0,1.0,7758.0,-1.0329925504162367,0.36402816263096116,OPTIMAL,266,6,0,0
3,10,10,5.0,1.0,8410.0,-1.0329925504162367,0.36402816263096116,OPTIMAL,276,7,0,0
3,10,10,5.0,1.0,8438.0,-0.8432260334837061,0.36402816263096116,OPTIMAL,289,6,0,0
3,10,10,5.0,1.0,8485.0,-0.8432260334837061,0.36402816263096116,OPTIMAL,309,5,0,0
3,10,10,5.0,1.0,8521.0,-0.2097948551238782,0.36402816263096116,OPTIMAL,324,4,0,0
3,10,10,5.0,1.0,8573.0,-0.2097948551238782,0.36402816263096116,OPTIMAL,344,3,0,0
3,10,10,5.0,1.0,8617.0,0.36087229541922305,0.36402816263096116,OPTIMAL,364,2,0,0
