seed,num_v,time,lowerBound,upperBound,termination,LMOcalls,openNodes
2,8,89.0,-8.418483032576304,-7.2210423314677765,Optimal (tolerance reached),27,2
2,8,238.0,-8.418483032576304,-7.2210423314677765,Optimal (tolerance reached),62,3
2,8,338.0,-8.254915205019275,-7.2210423314677765,Optimal (tolerance reached),91,4
2,8,436.0,-8.254915205019275,-7.2210423314677765,Optimal (tolerance reached),120,5
2,8,566.0,-8.249331802276869,-7.2210423314677765,Optimal (tolerance reached),158,6
2,8,703.0,-8.249331802276869,-7.2210423314677765,Optimal (tolerance reached),189,7
2,8,839.0,-8.089488089787304,-7.2210423314677765,Optimal (tolerance reached),225,8
2,8,962.0,-8.089488089787304,-7.2210423314677765,Optimal (tolerance reached),260,9
2,8,1053.0,-8.089359515084686,-7.221043062013204,Optimal (tolerance reached),287,10
2,8,1202.0,-8.089359515084686,-7.221043062013204,Optimal (tolerance reached),321,11
2,8,1323.0,-8.086908930197682,-7.221043062013204,Optimal (tolerance reached),354,12
2,8,1476.0,-8.086908930197682,-7.221043062013204,Optimal (tolerance reached),393,13
2,8,1599.0,-8.083265960465317,-7.221043062013204,Optimal (tolerance reached),425,14
2,8,1727.0,-8.083265960465317,-7.221043062013204,Optimal (tolerance reached),456,15
2,8,1857.0,-7.966724654773999,-7.221043062013204,Optimal (tolerance reached),489,16
2,8,2012.0,-7.966724654773999,-7.221043062013204,Optimal (tolerance reached),531,17
2,8,2147.0,-7.964409917695148,-7.221043062013204,Optimal (tolerance reached),563,18
2,8,2273.0,-7.964409917695148,-7.221043062013204,Optimal (tolerance reached),592,19
2,8,2378.0,-7.960359059171452,-7.221043062013204,Optimal (tolerance reached),619,20
2,8,2572.0,-7.960359059171452,-7.221043062013204,Optimal (tolerance reached),663,21
2,8,2683.0,-7.957697197106931,-7.221043062013204,Optimal (tolerance reached),694,22
2,8,2815.0,-7.957697197106931,-7.221043062013204,Optimal (tolerance reached),729,23
2,8,2912.0,-7.880304671964186,-7.221043062013204,Optimal (tolerance reached),754,24
2,8,3030.0,-7.880304671964186,-7.221043062013204,Optimal (tolerance reached),781,25
2,8,3134.0,-7.878628329935596,-7.221043062013204,Optimal (tolerance reached),808,26
2,8,3232.0,-7.878628329935596,-7.221043062013204,Optimal (tolerance reached),835,27
2,8,3357.0,-7.875295361788538,-7.221043062013204,Optimal (tolerance reached),867,28
2,8,3526.0,-7.875295361788538,-7.221043062013204,Optimal (tolerance reached),910,29
2,8,3647.0,-7.8726714123652455,-7.221043062013204,Optimal (tolerance reached),941,30
2,8,3788.0,-7.8726714123652455,-7.221043062013204,Optimal (tolerance reached),978,31
2,8,3929.0,-7.841734136819829,-7.221043062013204,Optimal (tolerance reached),1012,32
2,8,4045.0,-7.841734136819829,-7.221043062013204,Optimal (tolerance reached),1044,33
2,8,4192.0,-7.839529023822043,-7.221043062013204,Optimal (tolerance reached),1084,34
2,8,4333.0,-7.839529023822043,-7.221043062013204,Optimal (tolerance reached),1114,35
2,8,4454.0,-7.8361608979030954,-7.221043062013204,Optimal (tolerance reached),1148,36
2,8,4551.0,-7.8361608979030954,-7.221043062013204,Optimal (tolerance reached),1176,37
2,8,4753.0,-7.833500318952313,-7.221043062013204,Optimal (tolerance reached),1220,38
2,8,4837.0,-7.833500318952313,-7.221043062013204,Optimal (tolerance reached),1245,39
2,8,4964.0,-7.756334402608844,-7.221043062013204,Optimal (tolerance reached),1278,40
2,8,5092.0,-7.756334402608844,-7.221043062013204,Optimal (tolerance reached),1313,41
2,8,5263.0,-7.755093606028682,-7.221043062013204,Optimal (tolerance reached),1353,42
2,8,5383.0,-7.755093606028682,-7.221043062013204,Optimal (tolerance reached),1385,43
2,8,5529.0,-7.754454595467491,-7.221043062013204,Optimal (tolerance reached),1421,44
2,8,5693.0,-7.754454595467491,-7.221043062013204,Optimal (tolerance reached),1458,45
2,8,5825.0,-7.7537768100554345,-7.221043062013204,Optimal (tolerance reached),1489,46
2,8,5956.0,-7.7537768100554345,-7.221043062013204,Optimal (tolerance reached),1521,47
2,8,6108.0,-7.751532571789397,-7.221043062013204,Optimal (tolerance reached),1555,48
2,8,6209.0,-7.751532571789397,-7.221043062013204,Optimal (tolerance reached),1583,49
2,8,6326.0,-7.751194917650804,-7.221043062013204,Optimal (tolerance reached),1615,50
2,8,6437.0,-7.751194917650804,-7.221043062013204,Optimal (tolerance reached),1643,51
2,8,6553.0,-7.750757040122265,-7.221043062013204,Optimal (tolerance reached),1669,52
2,8,6653.0,-7.750757040122265,-7.221043062013204,Optimal (tolerance reached),1691,53
2,8,6774.0,-7.748403396256194,-7.221043062013204,Optimal (tolerance reached),1722,54
2,8,6914.0,-7.748403396256194,-7.221043062013204,Optimal (tolerance reached),1751,55
2,8,7026.0,-7.748104483626169,-7.221043062013204,Optimal (tolerance reached),1783,56
2,8,7139.0,-7.748104483626169,-7.221043062013204,Optimal (tolerance reached),1812,57
2,8,7227.0,-7.746910725691354,-7.221043062013204,Optimal (tolerance reached),1837,58
2,8,7357.0,-7.746910725691354,-7.221043062013204,Optimal (tolerance reached),1864,59
2,8,7494.0,-7.7463676896153295,-7.221043062013204,Optimal (tolerance reached),1902,60
2,8,7647.0,-7.7463676896153295,-7.221043062013204,Optimal (tolerance reached),1939,61
2,8,7780.0,-7.746081429349511,-7.221043062013204,Optimal (tolerance reached),1967,62
2,8,7898.0,-7.746081429349511,-7.221043062013204,Optimal (tolerance reached),1998,63
2,8,8024.0,-7.677809398168874,-7.221043062013204,Optimal (tolerance reached),2034,64
2,8,8140.0,-7.677809398168874,-7.221043062013204,Optimal (tolerance reached),2058,65
2,8,8319.0,-7.67498735160919,-7.221043062013204,Optimal (tolerance reached),2101,66
2,8,8400.0,-7.67498735160919,-7.221043062013204,Optimal (tolerance reached),2123,67
2,8,8539.0,-7.671969147765326,-7.221043062013204,Optimal (tolerance reached),2161,68
2,8,8652.0,-7.671969147765326,-7.221043062013204,Optimal (tolerance reached),2187,69
2,8,8792.0,-7.669514799159164,-7.221043062013204,Optimal (tolerance reached),2225,70
2,8,8920.0,-7.669514799159164,-7.221043062013204,Optimal (tolerance reached),2255,71
2,8,9067.0,-7.669402280311612,-7.221043062013204,Optimal (tolerance reached),2288,72
2,8,9174.0,-7.669402280311612,-7.221043062013204,Optimal (tolerance reached),2315,73
2,8,9298.0,-7.669114527058196,-7.221043062013204,Optimal (tolerance reached),2349,74
