seed,num_v,time,solution,dual_gap,rel_dual_gap,number_nodes,termination,ncalls
1,4,1829.586,-311.1435450813144,13.806364457614336,0.04437297406894999,29,Time limit reached,1730
2,4,1807.306,-312.1996589296004,16.49285876800451,0.05282792051904059,25,Time limit reached,1298
3,4,1831.957,-334.6609267919772,6.373837379019108,0.01904565746625401,65,Time limit reached,3417
1,5,1898.441,-298.5785619828338,11.520918207211764,0.038585885505986656,25,Time limit reached,1671
2,5,1818.461,-295.4627755945744,15.59847840395986,0.05279337937772455,43,Time limit reached,2639
3,5,1818.589,-284.6129059443526,16.41720163738131,0.05768256215546036,37,Time limit reached,2407
1,6,1807.652,-154.0887720480801,20.94987820086783,0.1359597972156652,23,Time limit reached,1494
2,6,1856.073,-232.25701328594667,23.630804338623165,0.10174420140988272,25,Time limit reached,1496
3,6,1848.226,-220.2432978477411,16.10597961697303,0.07312812591512972,49,Time limit reached,3566
1,7,1806.915,-258.51991931871095,15.603580640183282,0.06035736310495567,47,Time limit reached,2966
2,7,1827.936,-168.51696304869344,12.773432658690382,0.07579909124637775,61,Time limit reached,4222
3,7,1856.356,-148.1828582345203,21.289877879632286,0.1436730140941002,49,Time limit reached,3828
1,8,1878.515,-113.31604491767793,22.57537149827023,0.19922484511942534,41,Time limit reached,3367
2,8,1810.424,-94.05182061102198,18.280286891440483,0.19436398756217385,59,Time limit reached,4491
3,8,1887.404,-116.83480664345119,27.464719321216634,0.23507309260186193,37,Time limit reached,2709
