seed,num_v,time,lowerBound,upperBound,termination,LMOcalls,openNodes
2,4,240641.0,-329.5746938905119,-302.93504736365037,Time limit reached,114,2
2,4,359037.0,-329.5746938905119,-302.93504736365037,Time limit reached,171,3
2,4,482335.0,-328.84544516167813,-302.93504736365037,Time limit reached,242,4
2,4,669879.0,-328.84544516167813,-305.24959190576845,Time limit reached,348,5
