seed,dimension,time_boscia,solution_boscia,termination_boscia,time_scip,solution_scip,termination_scip,ncalls_scip
6,35,64.113,-1.751210403331723,OPTIMAL,367.335391,-1.7512100809089581,OPTIMAL,13810.0
7,35,33.195,-0.8466459183754873,OPTIMAL,295.397097,-0.8466454629656939,OPTIMAL,11299.0
8,35,43.48,-2.73434964379694,OPTIMAL,433.66723,-2.7343492373090195,OPTIMAL,10084.0
9,35,23.062,-0.6692424942384334,OPTIMAL,134.840328,-0.669242098500316,OPTIMAL,7957.0
10,35,11.357,-0.17883327641850677,OPTIMAL,135.155252,-0.17883289785816026,OPTIMAL,8415.0
1,40,12.058,-0.0821231392873164,OPTIMAL,312.098607,-0.08212280065006261,OPTIMAL,12514.0
2,40,21.007,-0.1104963304777975,OPTIMAL,1005.203995,-0.11049589299155926,OPTIMAL,17581.0
3,40,24.864,-0.2826411164799802,OPTIMAL,1800.038908,-0.2826408280017282,TIME_LIMIT,19131.0
4,40,12.089,-0.20697891790824424,OPTIMAL,134.63448,-0.2069786723762087,OPTIMAL,9469.0
5,40,14.805,-0.20815205532595116,OPTIMAL,182.266924,-0.20815164035152744,OPTIMAL,8823.0
6,40,63.101,-4.760934488011124,OPTIMAL,1800.030763,-3.7324619520421773,TIME_LIMIT,22752.0
7,40,17.367,-0.1767563303071238,OPTIMAL,1497.445253,-0.176756072245211,OPTIMAL,18820.0
8,40,234.383,-5.563031454845824,OPTIMAL,1800.097642,-2.673081208732045,TIME_LIMIT,17238.0
9,40,20.237,-1.7448075629768054,OPTIMAL,664.101665,-1.7448071785705057,OPTIMAL,14093.0
10,40,47.044,-20.378210130858214,Optimal (tree empty),1800.356674,-20.42149915792381,TIME_LIMIT,22580.0
1,45,68.566,-0.790636347990245,OPTIMAL,1800.108753,7.522323610701946,TIME_LIMIT,16872.0
2,45,322.082,-10.592133325078636,OPTIMAL,1800.154516,-9.50780624383465,TIME_LIMIT,28170.0
3,45,228.429,-1.4002230063427374,OPTIMAL,1800.042582,-1.4002227206125184,TIME_LIMIT,15948.0
4,45,14.653,0.08275738927625365,OPTIMAL,1800.021936,10.202943041591851,TIME_LIMIT,28116.0
5,45,781.903,-3.210491175014866,OPTIMAL,1800.055145,5.281401146706017,TIME_LIMIT,18560.0
6,45,20.195,-0.25723064334094303,OPTIMAL,1800.03895,13.135254920741884,TIME_LIMIT,19515.0
7,45,16.505,-0.20748396614318498,OPTIMAL,1800.092708,-0.20748366833360488,TIME_LIMIT,18077.0
8,45,13.706,-0.27210731508769764,OPTIMAL,1379.701994,-0.27210717806018536,OPTIMAL,20363.0
9,45,69.983,-0.5752857690773272,Optimal (tree empty),1800.000366,3.797285850381319,TIME_LIMIT,19803.0
10,45,26.596,-0.32102062896884687,OPTIMAL,1800.694811,6.504247650610003,TIME_LIMIT,24457.0
1,50,381.134,-0.7056653870318785,OPTIMAL,1800.003058,3.5880521245440953,TIME_LIMIT,19926.0
2,50,40.411,-0.23052390148148338,OPTIMAL,1800.013982,25.87038466152737,TIME_LIMIT,16374.0
3,50,240.149,-19.334158975171935,OPTIMAL,1800.000707,-18.220188282267266,TIME_LIMIT,13421.0
4,50,67.731,-0.4605174958394688,OPTIMAL,1800.011388,5.270528602852764,TIME_LIMIT,23323.0
5,50,22.129,-0.16434010863385118,OPTIMAL,1800.00062,38.68046492675239,TIME_LIMIT,15839.0
6,50,16.485,-64.51125924503012,OPTIMAL,314.852484,-64.57137956709289,OPTIMAL,11820.0
7,50,49.974,-0.24910546271302692,OPTIMAL,1800.000756,13.78322902587713,TIME_LIMIT,21828.0
8,50,53.056,-0.5547321061464142,OPTIMAL,1800.002714,40.59004209258896,TIME_LIMIT,19276.0
9,50,42.529,-0.501265692523856,OPTIMAL,1800.00073,13.79661798388981,TIME_LIMIT,22600.0
10,50,96.66,-0.4209192908182101,OPTIMAL,1800.166657,23.489283083353378,TIME_LIMIT,19986.0
1,55,42.841,-0.3715022880738289,OPTIMAL,1800.000243,42.24757926649417,TIME_LIMIT,17590.0
2,55,38.51,-0.43654689554822773,OPTIMAL,1800.239802,-0.43654653008012384,TIME_LIMIT,19931.0
3,55,503.992,-9.774816314881376,OPTIMAL,1800.000704,-8.063494397633157,TIME_LIMIT,20286.0
4,55,137.178,-0.49931101176797843,OPTIMAL,1800.003188,9.47561635637456,TIME_LIMIT,14383.0
5,55,54.602,-0.6678913144155714,OPTIMAL,1800.082734,15.013359527809046,TIME_LIMIT,23757.0
6,55,47.376,-0.5071732620801992,OPTIMAL,1800.00066,22.348427282189434,TIME_LIMIT,16320.0
7,55,31.448,-0.07066400005880102,OPTIMAL,1800.000775,74.69546723664975,TIME_LIMIT,20971.0
8,55,24.498,-0.20585926256565096,OPTIMAL,1800.007647,57.378510656559556,TIME_LIMIT,20481.0
9,55,41.162,-0.33950426537653494,OPTIMAL,1135.627991,-0.33950388584222674,OPTIMAL,22956.0
10,55,36.277,-0.2055763513459312,Optimal (tree empty),1800.00036,34.29888105041397,TIME_LIMIT,25273.0
1,60,37.456,-0.20061002656754678,OPTIMAL,1800.004375,171.04537749829436,TIME_LIMIT,25507.0
2,60,116.932,-0.5574431322753173,OPTIMAL,1800.066045,29.955346059427924,TIME_LIMIT,14735.0
3,60,67.707,-0.5420020382365006,OPTIMAL,1800.001191,62.1476030637677,TIME_LIMIT,21965.0
4,60,1332.796,-11.86391049706554,OPTIMAL,1800.038675,0.392472136202592,TIME_LIMIT,23095.0
5,60,242.645,-0.7346714970853696,OPTIMAL,1800.048274,15.968298885353272,TIME_LIMIT,17469.0
6,60,51.379,-0.3735903360594899,OPTIMAL,1800.006544,30.897796897939564,TIME_LIMIT,14363.0
7,60,45.94,-0.7475508138906092,OPTIMAL,1800.070593,24.22825069347474,TIME_LIMIT,16294.0
8,60,45.724,-0.43645666866728666,OPTIMAL,1800.000735,37.10444356109732,TIME_LIMIT,15488.0
9,60,31.71,-0.11493894999814208,OPTIMAL,1800.020416,94.61949878996312,TIME_LIMIT,14952.0
10,60,1800.362,-1.183541794012799,Time limit reached,1800.007543,8.05682112594128,TIME_LIMIT,21224.0
1,65,37.931,-0.11508688561114927,OPTIMAL,1800.006647,173.2073710518599,TIME_LIMIT,18703.0
2,65,52.16,-0.2101867919784023,OPTIMAL,1800.000355,138.16907717565155,TIME_LIMIT,14135.0
3,65,36.152,-0.24032260066225136,OPTIMAL,1800.000654,258.36175606192336,TIME_LIMIT,20686.0
4,65,183.119,-0.9459281354583706,OPTIMAL,1800.101749,23.908683453366773,TIME_LIMIT,18043.0
5,65,224.315,-0.8178468364301296,OPTIMAL,1800.119587,28.21248253475956,TIME_LIMIT,17512.0
6,65,44.047,-0.24014289598933491,OPTIMAL,1800.152632,89.66318412009021,TIME_LIMIT,15765.0
7,65,47.039,-0.27826541468167504,OPTIMAL,1800.00922,186.30274440199787,TIME_LIMIT,28014.0
8,65,99.786,-0.5713142879881478,OPTIMAL,1800.092341,26.912563660684484,TIME_LIMIT,12664.0
9,65,35.8,-0.0794492504845758,OPTIMAL,1800.558211,83.1598618165567,TIME_LIMIT,12610.0
10,65,89.965,-0.9792907657990708,OPTIMAL,1800.04654,11.459885944687919,TIME_LIMIT,18378.0
1,70,78.263,-0.3960287013394008,OPTIMAL,1800.042686,480.07988014778334,TIME_LIMIT,21741.0
2,70,73.911,-0.351351171693374,OPTIMAL,1800.001782,207.3905468237361,TIME_LIMIT,24840.0
3,70,73.84,-0.11200773758585181,OPTIMAL,1800.021037,193.0365153797678,TIME_LIMIT,12976.0
4,70,1800.814,-21.125594863785047,Time limit reached,1800.148003,-32.14187013741517,TIME_LIMIT,27737.0
5,70,43.919,-0.1522789321883088,OPTIMAL,1800.159714,90.8991694133898,TIME_LIMIT,14035.0
6,70,34.673,0.10754995648616572,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
7,70,27.676,-0.15884073382969455,OPTIMAL,1800.01651,141.33034919874947,TIME_LIMIT,14342.0
8,70,158.595,-0.2563738573165162,OPTIMAL,1800.000375,766.5575580257016,TIME_LIMIT,8504.0
9,70,58.664,-0.16999958403593673,OPTIMAL,1800.003116,392.022221822355,TIME_LIMIT,28479.0
10,70,59.226,-0.19928796190070214,OPTIMAL,1800.003452,980.6528640967351,TIME_LIMIT,22510.0
1,75,52.271,-0.12878649855016755,Optimal (tree empty),1800.000319,622.6700507517196,TIME_LIMIT,10178.0
2,75,79.367,-0.5117624812988105,OPTIMAL,1800.0011,166.97226550108022,TIME_LIMIT,15161.0
3,75,50.425,-0.23408754811975147,OPTIMAL,1800.000614,246.2307269069001,TIME_LIMIT,21463.0
4,75,91.906,-0.5670767814581769,OPTIMAL,1800.385419,104.28488352791047,TIME_LIMIT,18081.0
5,75,104.48,-0.4748713587407339,OPTIMAL,1800.131266,85.9343841044233,TIME_LIMIT,13456.0
6,75,73.87,-0.3365416701205146,OPTIMAL,1800.042719,712.8954201623516,TIME_LIMIT,20455.0
7,75,1801.056,1.870276579351199,Time limit reached,1800.185676,166.51383060984253,TIME_LIMIT,14226.0
8,75,1800.97,-5.060936404489364,Time limit reached,1800.105295,-0.5079145088418784,TIME_LIMIT,14624.0
9,75,67.284,-0.19553236543598873,OPTIMAL,1800.016399,525.557323990871,TIME_LIMIT,15539.0
10,75,92.892,-0.2550653324233552,OPTIMAL,1800.000598,225.09660459692338,TIME_LIMIT,11118.0
1,80,57.394,-0.1068844379851479,OPTIMAL,1800.800621,459.3216393558907,TIME_LIMIT,15404.0
2,80,87.863,-0.5815153882482166,OPTIMAL,1800.003845,659.4803296895424,TIME_LIMIT,13220.0
3,80,1801.702,-3.556472773271909,Time limit reached,1800.008659,3.8846402074335344,TIME_LIMIT,9954.0
4,80,108.697,-0.3745359494771288,OPTIMAL,1800.034061,927.3648014336754,TIME_LIMIT,12172.0
5,80,1800.352,-0.1277890688496055,Time limit reached,1800.000472,227.94647405733497,TIME_LIMIT,14215.0
6,80,318.07,-0.45779789604434057,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
7,80,53.08,-0.14208981775942225,OPTIMAL,1800.005534,1504.787832608711,TIME_LIMIT,10750.0
8,80,110.663,-0.4469181607689006,OPTIMAL,1800.448596,322.89412264689304,TIME_LIMIT,9471.0
9,80,51.776,-0.034269630242175386,OPTIMAL,1800.001888,503.35823972132704,TIME_LIMIT,13703.0
10,80,50.159,-0.1136078401782677,OPTIMAL,1800.002311,486.89043059051676,TIME_LIMIT,11647.0
1,85,49.983,-0.134592206193628,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
2,85,93.761,-0.39059576470730073,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
3,85,69.031,-0.01813430824330753,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
4,85,230.541,-0.7185188069829165,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
5,85,83.044,-0.23528733530343832,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
6,85,306.55,-0.7095882043740508,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
7,85,87.343,-0.2889701583695491,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
8,85,84.266,-0.26593981825997204,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
9,85,54.798,0.086287892511968,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
10,85,74.805,-0.23672481760873043,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
1,90,75.18,-0.23709614698488973,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
2,90,74.043,-0.13515860944692037,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
3,90,97.801,-0.06277184212297199,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
4,90,503.402,-0.898748817837611,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
5,90,67.456,-0.00221239460745859,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
6,90,113.278,-0.15111613011275793,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
7,90,1801.299,-1.4181894177813361,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
8,90,127.013,-0.6559999718825454,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
9,90,169.998,-0.9673527252271549,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
10,90,56.135,0.07820106080811473,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
1,95,137.325,-0.29564170883706137,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
2,95,152.55,-0.502276551863922,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
3,95,136.141,-0.25951080703319473,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
4,95,1800.689,0.522708068129722,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
5,95,1806.714,-1.2419245189967314,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
6,95,730.902,-0.42536591299106513,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
7,95,75.262,0.07408483828939327,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
8,95,293.641,-1.059141547102401,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
9,95,112.317,-0.3012823035851542,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
10,95,126.169,-0.3063933556779124,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
1,100,393.053,-0.2375320552353959,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
2,100,1804.634,-0.5675270706682981,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
3,100,423.537,-0.1714897077811981,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
4,100,1804.612,-5.650604105569092,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
5,100,328.751,-0.25038913693287207,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
6,100,1804.919,20.805541777871696,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
7,100,247.052,-0.21769331202971404,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
8,100,401.788,-0.43415660017349833,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
9,100,353.247,-0.49123097542446675,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
10,100,1804.192,-9.433091029919712,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
1,105,473.816,-0.3793195748707346,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
2,105,1804.691,-1.2000890834308826,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
3,105,1805.265,-0.26830488236743893,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
4,105,535.778,-0.03597834630672614,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
5,105,299.111,-0.2890802614040632,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
6,105,237.796,0.00985461785558317,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
7,105,356.823,-0.34038246587753357,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
8,105,477.818,-0.31554324837264075,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
9,105,1804.247,-0.6982492506335916,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
10,105,1802.055,-0.6430905047721162,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
1,110,364.379,-0.028195139341741116,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
2,110,372.464,-0.29082492918964176,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
3,110,1805.444,15.638231052196163,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
4,110,301.957,-0.13233831981816235,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
5,110,613.593,-0.4528916512527648,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
6,110,1805.748,-8.520379053624406,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
7,110,1801.273,11.473113257993077,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
8,110,491.929,-0.29120024773552494,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
9,110,300.947,-0.16453019147718861,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
10,110,1802.666,-0.1671017815612033,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
1,115,505.053,-0.5295992331138575,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
2,115,699.954,-0.5834021341348926,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
3,115,916.047,-0.25098539908312273,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
4,115,1805.296,-2.4850155998419563,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
5,115,468.317,-0.18432033738003345,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
6,115,1108.225,-0.09886994499035667,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
7,115,338.328,-0.10131992344838547,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
8,115,640.002,-0.4156440663662672,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
9,115,525.342,-0.42061131502537097,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
10,115,1801.961,28.76140878356265,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
1,120,264.553,-0.04970048686778461,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
2,120,596.25,-0.3662510858616491,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
3,120,1806.171,-0.7424848804363031,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
4,120,1803.09,6.900968688759304,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
5,120,1335.749,-0.3494096826215627,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
6,120,1802.952,-0.05367724308038896,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
7,120,714.021,-0.8387787613231635,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
8,120,1802.402,-0.4412135041136622,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
9,120,533.401,-0.5693394525808151,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
10,120,382.403,-0.06770528653505975,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
1,125,338.958,-0.026441757569248048,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
2,125,351.286,-0.09099053199591173,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
3,125,441.816,-0.06522820037988886,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
4,125,1804.86,7.884356292120911,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
5,125,650.609,-0.06752521257873956,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
6,125,938.247,-0.14799487100231656,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
7,125,1220.699,-0.10047695119396483,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
8,125,1309.524,-0.16501449370546772,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
9,125,1804.235,-3.7163276693494653,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
10,125,1806.726,-0.8704518092187957,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
1,130,1171.97,-1.0356243301944021,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
2,130,286.331,0.11846366959898269,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
3,130,1806.905,30.887719017014703,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
4,130,866.962,-0.4255671746158406,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
5,130,1801.163,27.955945315276246,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
6,130,1805.406,-0.4777869189905326,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
7,130,716.672,-0.5190528781715805,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
8,130,826.905,-0.2910521485112667,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
9,130,1805.262,3.887920465615566,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
10,130,1805.44,-2.3188492816236908,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
1,135,846.48,-0.5714736833204209,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
2,135,1803.195,-1.8205093453327659,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
3,135,1805.161,38.364811688361314,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
4,135,1807.813,-3.5177163716479933,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
5,135,1802.129,-0.21774309813444626,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
6,135,1803.291,-0.3465248189942771,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
7,135,1306.48,-0.1615776775337882,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
8,135,474.054,-0.05819262430004635,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
9,135,1028.543,-0.5116705787817271,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
10,135,1806.726,-0.40431682836933475,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
1,140,941.034,-0.15330334683128316,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
2,140,1411.566,-0.7331947495288532,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
3,140,608.203,-0.09697825437220764,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
4,140,814.725,-0.21737393163937774,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
5,140,976.439,-0.10810090093896596,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
6,140,1803.216,28.62909646405268,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
7,140,1807.911,-2.6496888341381437,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
