seed,dimension,p,k,Ns,time,lowerBound,upperBound,termination,LMOcalls,openNodes,localTighteings,globalTightenings
3,5,5,2.5,5.0,412.0,-6.564291387847387,74.42395237411857,OPTIMAL,9,2,0,0
3,5,5,2.5,5.0,774.0,-6.564291387847387,74.42395237411857,OPTIMAL,12,3,0,0
3,5,5,2.5,5.0,1128.0,-4.616179906997936,1.0,OPTIMAL,19,4,0,0
3,5,5,2.5,5.0,1502.0,-4.616179906997936,1.0,OPTIMAL,27,5,0,0
3,5,5,2.5,5.0,1538.0,-3.8481501125619904,0.7023588105476859,OPTIMAL,43,4,0,0
3,5,5,2.5,5.0,2408.0,-3.8481501125619904,0.7023588105476859,OPTIMAL,280,5,0,0
3,5,5,2.5,5.0,2758.0,-3.8481501125619904,0.7023588105476859,OPTIMAL,285,6,0,0
3,5,5,2.5,5.0,2813.0,-3.8481501125619904,0.7023588105476859,OPTIMAL,309,7,0,0
3,5,5,2.5,5.0,3163.0,-2.3539220225165445,0.7023588105476859,OPTIMAL,314,6,0,0
3,5,5,2.5,5.0,3194.0,-2.3539220225165445,0.7023588105476859,OPTIMAL,328,5,0,0
3,5,5,2.5,5.0,3538.0,0.6732582726803507,0.7023588105476859,OPTIMAL,331,4,0,0
3,5,5,2.5,5.0,3597.0,0.6732582726803507,0.6925646004117818,OPTIMAL,351,1,0,0
3,5,5,2.5,5.0,3979.0,0.6732582726803507,0.6925646004117818,OPTIMAL,363,2,0,0
3,5,5,2.5,5.0,3988.0,0.6732582726803507,0.6925646004117818,OPTIMAL,367,1,0,0
3,5,5,2.5,5.0,4032.0,0.6732582726803507,0.6925646004117818,OPTIMAL,387,0,0,0
3,5,5,2.5,5.0,412.0,-6.564291387847387,74.42395237411857,OPTIMAL,9,2,0,0
3,5,5,2.5,5.0,774.0,-6.564291387847387,74.42395237411857,OPTIMAL,12,3,0,0
3,5,5,2.5,5.0,1128.0,-4.616179906997936,1.0,OPTIMAL,19,4,0,0
3,5,5,2.5,5.0,1502.0,-4.616179906997936,1.0,OPTIMAL,27,5,0,0
3,5,5,2.5,5.0,1538.0,-3.8481501125619904,0.7023588105476859,OPTIMAL,43,4,0,0
3,5,5,2.5,5.0,2408.0,-3.8481501125619904,0.7023588105476859,OPTIMAL,280,5,0,0
3,5,5,2.5,5.0,2758.0,-3.8481501125619904,0.7023588105476859,OPTIMAL,285,6,0,0
3,5,5,2.5,5.0,2813.0,-3.8481501125619904,0.7023588105476859,OPTIMAL,309,7,0,0
3,5,5,2.5,5.0,3163.0,-2.3539220225165445,0.7023588105476859,OPTIMAL,314,6,0,0
3,5,5,2.5,5.0,3194.0,-2.3539220225165445,0.7023588105476859,OPTIMAL,328,5,0,0
3,5,5,2.5,5.0,3538.0,0.6732582726803507,0.7023588105476859,OPTIMAL,331,4,0,0
3,5,5,2.5,5.0,3597.0,0.6732582726803507,0.6925646004117818,OPTIMAL,351,1,0,0
3,5,5,2.5,5.0,3979.0,0.6732582726803507,0.6925646004117818,OPTIMAL,363,2,0,0
3,5,5,2.5,5.0,3988.0,0.6732582726803507,0.6925646004117818,OPTIMAL,367,1,0,0
3,5,5,2.5,5.0,4032.0,0.6732582726803507,0.6925646004117818,OPTIMAL,387,0,0,0
