seed,num_v,time,solution,dual_gap,rel_dual_gap,number_nodes,termination,ncalls
1,4,1849.192,-310.5359970021375,14.140477457812722,0.045535711139199714,33,Time limit reached,1438
2,4,1830.849,-313.4575278513501,15.233375188577668,0.048597892330095004,29,Time limit reached,1163
3,4,1805.991,-333.7578076597483,7.275125004379561,0.02179761742621535,79,Time limit reached,2972
1,5,1815.0,-295.2002684586837,15.317467165634923,0.05188839172000536,25,Time limit reached,1360
2,5,1820.951,-296.98156193966895,13.96483806862841,0.04702257600579706,53,Time limit reached,2555
3,5,1863.034,-290.303848085466,9.941028892498139,0.03424353124513693,51,Time limit reached,2490
1,6,1856.963,-158.85847528952598,16.115512195699637,0.10144571868972345,35,Time limit reached,1836
2,6,1917.718,-237.8965374805731,17.939923626713636,0.07541061259951558,29,Time limit reached,1417
3,6,1830.294,-220.56179285994995,15.776015341509634,0.0715265102670204,55,Time limit reached,3042
1,7,1851.369,-256.8174121018534,17.295314843563972,0.06734479061219056,51,Time limit reached,2408
2,7,1818.025,-167.24805190855807,14.042452782817861,0.08396183167798865,69,Time limit reached,3651
3,7,1826.994,-145.08656783943607,24.26425172853004,0.16723982164484533,55,Time limit reached,3273
1,8,1808.1,-108.55796845806879,27.329809555038707,0.25175314113947356,41,Time limit reached,2647
2,8,1833.928,-80.90463267640916,31.411445535575723,0.3882527427225429,63,Time limit reached,3807
3,8,1881.948,-122.2399249653883,21.94999997645806,0.17956490060569905,41,Time limit reached,2437
