seed,dimension,p,k,time,lowerBound,upperBound,termination,LMOcalls,openNodes,localTighteings,globalTightenings
5,16,80,4.0,131.0,3.2046446734460283,3.640463847154642,OPTIMAL,38,2,56,0
5,16,80,4.0,260.0,3.2046446734460283,3.640463847154642,OPTIMAL,69,3,0,0
5,16,80,4.0,427.0,3.241700613398609,3.640463847154642,OPTIMAL,105,4,1,0
5,16,80,4.0,570.0,3.241700613398609,3.640463847154642,OPTIMAL,126,5,0,0
5,16,80,4.0,717.0,3.2655231249157626,3.640463847154642,OPTIMAL,158,6,1,0
5,16,80,4.0,833.0,3.2655231249157626,3.640463847154642,OPTIMAL,180,7,0,0
5,16,80,4.0,972.0,3.282261775946696,3.640463847154642,OPTIMAL,211,8,1,0
5,16,80,4.0,1087.0,3.282261775946696,3.640463847154642,OPTIMAL,230,9,0,0
5,16,80,4.0,1262.0,3.2957294655788685,3.640463847154642,OPTIMAL,263,10,0,0
5,16,80,4.0,1335.0,3.2957294655788685,3.640463847154642,OPTIMAL,284,11,0,0
5,16,80,4.0,1419.0,3.2992142080522746,3.640463847154642,OPTIMAL,313,12,3,0
5,16,80,4.0,1542.0,3.2992142080522746,3.640463847154642,OPTIMAL,340,13,0,0
5,16,80,4.0,1643.0,3.309729992521553,3.640463847154642,OPTIMAL,368,14,0,0
5,16,80,4.0,1763.0,3.309729992521553,3.640463847154642,OPTIMAL,389,15,0,0
5,16,80,4.0,1864.0,3.3189433952939966,3.640463847154642,OPTIMAL,416,16,3,0
5,16,80,4.0,1967.0,3.3189433952939966,3.640463847154642,OPTIMAL,433,17,0,0
5,16,80,4.0,2059.0,3.319993913910239,3.640463847154642,OPTIMAL,461,18,1,0
5,16,80,4.0,2131.0,3.319993913910239,3.640463847154642,OPTIMAL,483,19,0,0
5,16,80,4.0,2277.0,3.3273887538935267,3.640463847154642,OPTIMAL,522,20,0,0
5,16,80,4.0,2360.0,3.3273887538935267,3.640463847154642,OPTIMAL,537,21,0,0
5,16,80,4.0,2487.0,3.3346595708941935,3.640463847154642,OPTIMAL,563,22,5,0
5,16,80,4.0,2591.0,3.3346595708941935,3.640463847154642,OPTIMAL,584,23,0,0
5,16,80,4.0,2744.0,3.336784622164948,3.640463847154642,OPTIMAL,616,24,0,0
5,16,80,4.0,2813.0,3.336784622164948,3.640463847154642,OPTIMAL,637,25,0,0
5,16,80,4.0,2925.0,3.3464055726497657,3.640463847154642,OPTIMAL,674,26,1,0
5,16,80,4.0,3056.0,3.3464055726497657,3.640463847154642,OPTIMAL,695,27,0,0
