seed,dimension,p,k,Ns,time,lowerBound,upperBound,termination,LMOcalls,openNodes,localTighteings,globalTightenings
3,20,20,10.0,1.0,2909.0,-8.60568971906747,7.842162825025683,OPTIMAL,16,2,0,0
3,20,20,10.0,1.0,3095.0,-8.60568971906747,7.842162825025683,OPTIMAL,46,3,0,0
3,20,20,10.0,1.0,3111.0,-6.336780241775676,1.0000000000000002,OPTIMAL,51,2,0,0
3,20,20,10.0,1.0,3339.0,-6.336780241775676,1.0000000000000002,OPTIMAL,88,3,0,0
3,20,20,10.0,1.0,3509.0,-6.336780241775676,1.0000000000000002,OPTIMAL,128,4,0,0
3,20,20,10.0,1.0,3661.0,-6.336780241775676,1.0000000000000002,OPTIMAL,165,5,0,0
3,20,20,10.0,1.0,3840.0,-6.336780241775676,1.0000000000000002,OPTIMAL,202,6,0,0
3,20,20,10.0,1.0,3970.0,-6.336780241775676,1.0000000000000002,OPTIMAL,238,7,0,0
3,20,20,10.0,1.0,4126.0,-6.336242596416151,1.0000000000000002,OPTIMAL,279,8,0,0
3,20,20,10.0,1.0,4264.0,-6.336242596416151,1.0000000000000002,OPTIMAL,316,9,0,0
3,20,20,10.0,1.0,4453.0,-6.33482866971757,1.0000000000000002,OPTIMAL,361,10,0,0
3,20,20,10.0,1.0,4603.0,-6.33482866971757,1.0000000000000002,OPTIMAL,401,11,0,0
3,20,20,10.0,1.0,4817.0,-6.334410555090368,1.0000000000000002,OPTIMAL,449,12,0,0
3,20,20,10.0,1.0,4962.0,-6.334410555090368,1.0000000000000002,OPTIMAL,489,13,0,0
3,20,20,10.0,1.0,5224.0,-6.333797078998545,1.0000000000000002,OPTIMAL,545,14,0,0
3,20,20,10.0,1.0,5406.0,-6.333797078998545,1.0000000000000002,OPTIMAL,589,15,0,0
3,20,20,10.0,1.0,5705.0,-6.333648342250227,1.0000000000000002,OPTIMAL,652,16,0,0
3,20,20,10.0,1.0,5875.0,-6.333648342250227,1.0000000000000002,OPTIMAL,694,17,0,0
3,20,20,10.0,1.0,6146.0,-6.333534316750815,1.0000000000000002,OPTIMAL,749,18,0,0
3,20,20,10.0,1.0,6410.0,-6.333534316750815,1.0000000000000002,OPTIMAL,799,19,0,0
3,20,20,10.0,1.0,6897.0,-6.327249033562547,1.0000000000000002,OPTIMAL,859,20,0,0
3,20,20,10.0,1.0,7093.0,-6.327249033562547,1.0000000000000002,OPTIMAL,903,21,0,0
3,20,20,10.0,1.0,7266.0,-6.32634226366451,1.0000000000000002,OPTIMAL,940,22,0,0
3,20,20,10.0,1.0,7407.0,-6.32634226366451,1.0000000000000002,OPTIMAL,976,23,0,0
