seed,num_v,time,lowerBound,upperBound,termination,LMOcalls,openNodes
2,7,82.0,-14.864162337524448,-13.867057561428325,Optimal (tolerance reached),25,2
2,7,183.0,-14.864162337524448,-13.867057561428325,Optimal (tolerance reached),51,3
2,7,290.0,-14.738915181284629,-13.867057600496008,Optimal (tolerance reached),81,4
2,7,376.0,-14.738915181284629,-13.867058326506601,Optimal (tolerance reached),108,5
2,7,499.0,-14.696876785090435,-13.867058326506601,Optimal (tolerance reached),138,6
2,7,593.0,-14.696876785090435,-13.867058326506601,Optimal (tolerance reached),164,7
2,7,686.0,-14.624350017216802,-13.867058326506601,Optimal (tolerance reached),191,8
2,7,792.0,-14.624350017216802,-13.867058326506601,Optimal (tolerance reached),218,9
2,7,893.0,-14.580457780452452,-13.867058326506601,Optimal (tolerance reached),248,10
2,7,994.0,-14.580457780452452,-13.867058326506601,Optimal (tolerance reached),279,11
2,7,1123.0,-14.557817932701777,-13.867058326506601,Optimal (tolerance reached),312,12
2,7,1219.0,-14.557817932701777,-13.867058326506601,Optimal (tolerance reached),340,13
2,7,1322.0,-14.515860549852256,-13.867058326506601,Optimal (tolerance reached),367,14
2,7,1438.0,-14.515860549852256,-13.867058326506601,Optimal (tolerance reached),399,15
2,7,1566.0,-14.508384115774373,-13.867058326506601,Optimal (tolerance reached),433,16
2,7,1709.0,-14.508384115774373,-13.867058326506601,Optimal (tolerance reached),468,17
2,7,1784.0,-14.467033619234147,-13.867058326506601,Optimal (tolerance reached),491,18
2,7,1900.0,-14.467033619234147,-13.867058326506601,Optimal (tolerance reached),523,19
2,7,2000.0,-14.44380909478384,-13.867058326506601,Optimal (tolerance reached),550,20
2,7,2090.0,-14.44380909478384,-13.867058326506601,Optimal (tolerance reached),579,21
2,7,2192.0,-14.442316613550167,-13.867058326506601,Optimal (tolerance reached),605,22
2,7,2307.0,-14.442316613550167,-13.867058326506601,Optimal (tolerance reached),636,23
2,7,2393.0,-14.410746118832153,-13.867058326506601,Optimal (tolerance reached),659,24
2,7,2513.0,-14.410746118832153,-13.867058326506601,Optimal (tolerance reached),694,25
2,7,2599.0,-14.402031898060804,-13.867058326506601,Optimal (tolerance reached),716,26
2,7,2703.0,-14.402031898060804,-13.867058326506601,Optimal (tolerance reached),747,27
