seed,dimension,p,k,time,lowerBound,upperBound,termination,LMOcalls,openNodes
1,30,150,6.0,751.0,3.2199366910700515,3.680463057455647,OPTIMAL,43,2
1,30,150,6.0,1325.0,3.2199366910700515,3.680463057455647,OPTIMAL,75,3
1,30,150,6.0,1747.0,3.257813996924407,3.680463057455647,OPTIMAL,107,4
1,30,150,6.0,2182.0,3.257813996924407,3.680463057455647,OPTIMAL,136,5
1,30,150,6.0,2510.0,3.264650644057108,3.680463057455647,OPTIMAL,159,6
1,30,150,6.0,2971.0,3.264650644057108,3.680463057455647,OPTIMAL,185,7
1,30,150,6.0,3586.0,3.298106768693126,3.680463057455647,OPTIMAL,222,8
1,30,150,6.0,3903.0,3.298106768693126,3.680463057455647,OPTIMAL,246,9
1,30,150,6.0,4514.0,3.298183161018611,3.680463057455647,OPTIMAL,289,10
1,30,150,6.0,5036.0,3.298183161018611,3.680463057455647,OPTIMAL,315,11
1,30,150,6.0,5421.0,3.2983098918327656,3.680463057455647,OPTIMAL,345,12
1,30,150,6.0,5837.0,3.2983098918327656,3.680463057455647,OPTIMAL,373,13
1,30,150,6.0,6410.0,3.309535415870975,3.680463057455647,OPTIMAL,411,14
1,30,150,6.0,6857.0,3.309535415870975,3.680463057455647,OPTIMAL,438,15
1,30,150,6.0,7276.0,3.3229108340829154,3.680463057455647,OPTIMAL,466,16
1,30,150,6.0,7660.0,3.3229108340829154,3.680463057455647,OPTIMAL,492,17
1,30,150,6.0,8183.0,3.323967281567032,3.680463057455647,OPTIMAL,529,18
1,30,150,6.0,8589.0,3.323967281567032,3.680463057455647,OPTIMAL,560,19
1,30,150,6.0,9166.0,3.3267375208216765,3.680463057455647,OPTIMAL,596,20
1,30,150,6.0,9718.0,3.3267375208216765,3.680463057455647,OPTIMAL,628,21
1,30,150,6.0,10272.0,3.3347065491942405,3.680463057455647,OPTIMAL,664,22
1,30,150,6.0,10782.0,3.3347065491942405,3.680463057455647,OPTIMAL,693,23
1,30,150,6.0,11416.0,3.345710414872972,3.680463057455647,OPTIMAL,731,24
1,30,150,6.0,11978.0,3.345710414872972,3.680463057455647,OPTIMAL,766,25
1,30,150,6.0,12480.0,3.3476763513262555,3.680463057455647,OPTIMAL,803,26
1,30,150,6.0,12875.0,3.3476763513262555,3.680463057455647,OPTIMAL,829,27
1,30,150,6.0,13377.0,3.348664871249994,3.680463057455647,OPTIMAL,866,28
1,30,150,6.0,13737.0,3.348664871249994,3.680463057455647,OPTIMAL,891,29
1,30,150,6.0,14245.0,3.3501173661328894,3.680463057455647,OPTIMAL,932,30
1,30,150,6.0,14902.0,3.3501173661328894,3.680463057455647,OPTIMAL,970,31
1,30,150,6.0,15400.0,3.3555683230240514,3.680463057455647,OPTIMAL,1004,32
1,30,150,6.0,15712.0,3.3555683230240514,3.680463057455647,OPTIMAL,1028,33
1,30,150,6.0,16151.0,3.3607527662007115,3.666072357479498,OPTIMAL,1059,34
1,30,150,6.0,16840.0,3.3607527662007115,3.666072357479498,OPTIMAL,1101,35
1,30,150,6.0,17450.0,3.364290738819306,3.666072357479498,OPTIMAL,1138,36
1,30,150,6.0,17989.0,3.364290738819306,3.666072357479498,OPTIMAL,1168,37
1,30,150,6.0,18508.0,3.367179798694882,3.666072357479498,OPTIMAL,1205,38
1,30,150,6.0,18919.0,3.367179798694882,3.666072357479498,OPTIMAL,1235,39
1,30,150,6.0,19492.0,3.3691212065423946,3.635729708918683,OPTIMAL,1272,40
1,30,150,6.0,19975.0,3.3691212065423946,3.635729708918683,OPTIMAL,1306,41
