seed,dimension,p,k,time,lowerBound,upperBound,termination,LMOcalls,openNodes,localTighteings,globalTightenings
5,16,80,4.0,139.0,3.2046446734460283,3.63769637900974,OPTIMAL,38,2,56,56
5,16,80,4.0,254.0,3.2046446734460283,3.63769637900974,OPTIMAL,69,3,0,0
5,16,80,4.0,400.0,3.241700613398609,3.63769637900974,OPTIMAL,105,4,1,0
5,16,80,4.0,477.0,3.241700613398609,3.63769637900974,OPTIMAL,126,5,0,0
5,16,80,4.0,587.0,3.2655231249157626,3.63769637900974,OPTIMAL,158,6,1,0
5,16,80,4.0,669.0,3.2655231249157626,3.63769637900974,OPTIMAL,180,7,0,0
5,16,80,4.0,797.0,3.282261775946696,3.63769637900974,OPTIMAL,211,8,1,0
5,16,80,4.0,861.0,3.282261775946696,3.63769637900974,OPTIMAL,230,9,0,0
5,16,80,4.0,977.0,3.2957294655788685,3.63769637900974,OPTIMAL,263,10,0,0
5,16,80,4.0,1051.0,3.2957294655788685,3.63769637900974,OPTIMAL,284,11,0,0
5,16,80,4.0,1142.0,3.2992142080522746,3.63769637900974,OPTIMAL,313,12,3,0
5,16,80,4.0,1254.0,3.2992142080522746,3.63769637900974,OPTIMAL,340,13,0,0
5,16,80,4.0,1350.0,3.309729992521553,3.63769637900974,OPTIMAL,368,14,0,0
5,16,80,4.0,1424.0,3.309729992521553,3.63769637900974,OPTIMAL,389,15,0,0
5,16,80,4.0,1517.0,3.3189433952939966,3.63769637900974,OPTIMAL,416,16,3,0
5,16,80,4.0,1594.0,3.3189433952939966,3.63769637900974,OPTIMAL,433,17,0,0
5,16,80,4.0,1683.0,3.319993913910239,3.63769637900974,OPTIMAL,461,18,1,0
5,16,80,4.0,1761.0,3.319993913910239,3.63769637900974,OPTIMAL,483,19,0,0
5,16,80,4.0,1900.0,3.3273887538935267,3.63769637900974,OPTIMAL,522,20,0,0
5,16,80,4.0,1973.0,3.3273887538935267,3.63769637900974,OPTIMAL,537,21,0,0
5,16,80,4.0,2062.0,3.3346595708941935,3.63769637900974,OPTIMAL,563,22,5,0
5,16,80,4.0,2140.0,3.3346595708941935,3.63769637900974,OPTIMAL,584,23,0,0
5,16,80,4.0,2255.0,3.336784622164948,3.63769637900974,OPTIMAL,616,24,0,0
5,16,80,4.0,2344.0,3.336784622164948,3.63769637900974,OPTIMAL,637,25,0,0
5,16,80,4.0,2460.0,3.3464055726497657,3.63769637900974,OPTIMAL,674,26,1,0
