seed,dimension,time,lowerBound,upperBound,termination,LMOcalls,openNodes,localTighteings,globalTightenings
3,35,493.0,-1.1505042533109202,6.785578845674227,OPTIMAL,100,2,12,0
3,35,904.0,-1.1505042533109202,5.909660421176588,OPTIMAL,143,3,5,0
3,35,1214.0,-0.6214021359523081,5.909660421176588,OPTIMAL,216,4,15,0
3,35,1396.0,-0.6214021359523081,5.909660421176588,OPTIMAL,236,5,5,0
3,35,1678.0,-0.5361055348698545,5.909660421176588,OPTIMAL,304,6,14,0
3,35,1842.0,-0.5361055348698545,5.909660421176588,OPTIMAL,326,7,3,0
3,35,2324.0,-0.39020313626604514,5.909660421176588,OPTIMAL,408,8,15,0
3,35,2462.0,-0.39020313626604514,5.909660421176588,OPTIMAL,436,9,2,0
3,35,3066.0,-0.3323759645227083,5.909660421176588,OPTIMAL,505,10,16,0
3,35,3179.0,-0.3323759645227083,5.909660421176588,OPTIMAL,525,11,2,0
3,35,3389.0,-0.29968383053169617,5.909660421176588,OPTIMAL,580,12,16,0
3,35,3525.0,-0.29968383053169617,5.909660421176588,OPTIMAL,609,13,0,0
3,35,3780.0,-0.2657813052561431,5.909660421176588,OPTIMAL,667,14,18,0
3,35,3797.0,-0.2657813052561431,5.909660421176588,OPTIMAL,678,15,2,0
3,35,4349.0,-0.18835942678485784,5.909660421176588,OPTIMAL,764,16,13,0
3,35,4380.0,-0.18835942678485784,5.909660421176588,OPTIMAL,784,17,2,0
3,35,4524.0,-0.1115029231408437,5.909660421176588,OPTIMAL,824,18,18,0
3,35,4557.0,-0.1115029231408437,5.909660421176588,OPTIMAL,843,19,1,0
3,35,4794.0,-0.09336661366910226,5.909660421176588,OPTIMAL,913,20,14,0
3,35,4994.0,-0.09336661366910226,5.909660421176588,OPTIMAL,949,21,14,0
3,35,5174.0,0.008640624891906867,5.909660421176588,OPTIMAL,1017,22,11,0
3,35,5189.0,0.008640624891906867,5.909660421176588,OPTIMAL,1025,23,3,0
3,35,5297.0,0.062079288299281776,5.909660421176588,OPTIMAL,1075,24,15,0
3,35,5318.0,0.062079288299281776,5.909660421176588,OPTIMAL,1086,25,2,0
3,35,5445.0,0.12157867483017593,5.909660421176588,OPTIMAL,1118,24,13,0
3,35,5458.0,0.12157867483017593,5.909660421176588,OPTIMAL,1125,25,1,0
3,35,5521.0,0.21486982183166015,5.909660421176588,OPTIMAL,1152,24,12,0
3,35,5542.0,0.21486982183166015,5.909660421176588,OPTIMAL,1162,25,0,0
3,35,5630.0,0.27689831725286385,5.909660421176588,OPTIMAL,1193,24,15,0
3,35,5644.0,0.27689831725286385,5.909660421176588,OPTIMAL,1201,25,0,0
3,35,5748.0,0.31843113843476445,5.909660421176588,OPTIMAL,1265,26,11,0
3,35,5762.0,0.31843113843476445,5.909660421176588,OPTIMAL,1273,27,2,0
3,35,5787.0,0.4092172810280488,5.909660421176588,OPTIMAL,1293,26,13,0
3,35,5801.0,0.4092172810280488,5.909660421176588,OPTIMAL,1301,27,0,0
3,35,5852.0,0.46579534254065913,5.909660421176588,OPTIMAL,1340,28,13,0
3,35,5867.0,0.46579534254065913,5.909660421176588,OPTIMAL,1348,29,0,0
3,35,5905.0,0.5697184080232077,5.909660421176588,OPTIMAL,1365,28,12,0
3,35,5921.0,0.5697184080232077,5.909660421176588,OPTIMAL,1373,29,1,0
3,35,5937.0,0.6217247037792615,5.909660421176588,OPTIMAL,1387,28,11,0
3,35,6059.0,0.6217247037792615,5.909660421176588,OPTIMAL,1414,29,8,0
3,35,6307.0,0.6398590169187321,5.909660421176588,OPTIMAL,1499,30,10,0
3,35,6318.0,0.6398590169187321,5.909660421176588,OPTIMAL,1507,31,0,0
3,35,6335.0,0.720235315291922,5.909660421176588,OPTIMAL,1520,30,11,0
3,35,6348.0,0.720235315291922,5.909660421176588,OPTIMAL,1529,31,1,0
3,35,6368.0,0.8402582993777504,5.909660421176588,OPTIMAL,1547,30,11,0
3,35,6380.0,0.8402582993777504,5.909660421176588,OPTIMAL,1556,31,0,0
3,35,6404.0,0.9490626096420349,5.909660421176588,OPTIMAL,1576,30,7,0
3,35,6414.0,0.9490626096420349,5.909660421176588,OPTIMAL,1584,31,0,0
3,35,6429.0,0.9772902746024883,5.909660421176588,OPTIMAL,1597,30,8,0
3,35,7031.0,0.9772902746024883,5.909660421176588,OPTIMAL,1671,31,9,0
3,35,7179.0,1.170488325032816,5.909660421176588,OPTIMAL,1738,32,8,0
3,35,7191.0,1.170488325032816,5.909660421176588,OPTIMAL,1747,33,0,0
3,35,7207.0,1.2961602376155672,5.909660421176588,OPTIMAL,1760,32,6,0
3,35,7467.0,1.2961602376155672,5.909660421176588,OPTIMAL,1805,33,6,0
3,35,8084.0,1.4350836341419893,5.909660421176588,OPTIMAL,1878,34,10,0
3,35,8095.0,1.4350836341419893,5.909660421176588,OPTIMAL,1887,35,0,0
3,35,8110.0,1.6128410271088063,5.909660421176588,OPTIMAL,1899,34,7,0
3,35,8390.0,1.6128410271088063,5.909660421176588,OPTIMAL,1945,35,12,0
3,35,8904.0,1.7203193762871736,5.909660421176588,OPTIMAL,2026,36,14,0
3,35,8915.0,1.7203193762871736,5.909660421176588,OPTIMAL,2035,37,0,0
3,35,8920.0,1.8872974817864974,5.909660421176588,OPTIMAL,2041,36,8,0
3,35,8931.0,1.8872974817864974,5.909660421176588,OPTIMAL,2050,37,0,0
3,35,8939.0,2.034870932326541,5.909660421176588,OPTIMAL,2059,36,7,0
3,35,8950.0,2.034870932326541,5.909660421176588,OPTIMAL,2068,37,0,0
3,35,8955.0,2.0688369743311856,5.909660421176588,OPTIMAL,2074,36,8,0
3,35,9122.0,2.0688369743311856,5.909660421176588,OPTIMAL,2128,37,8,0
3,35,9443.0,2.1120520187662404,5.909660421176588,OPTIMAL,2210,38,8,0
3,35,9631.0,2.1120520187662404,5.909660421176588,OPTIMAL,2247,39,6,0
3,35,9847.0,2.1927928466492768,5.909660421176588,OPTIMAL,2311,40,13,0
3,35,9858.0,2.1927928466492768,5.909660421176588,OPTIMAL,2321,41,0,0
3,35,9867.0,2.239495744529579,5.909660421176588,OPTIMAL,2329,40,4,0
3,35,9953.0,2.239495744529579,5.909660421176588,OPTIMAL,2357,41,9,0
3,35,10328.0,2.3992764244360365,5.909660421176588,OPTIMAL,2444,42,11,0
3,35,10639.0,2.3992764244360365,5.909660421176588,OPTIMAL,2494,43,9,0
3,35,10795.0,2.54616338053298,5.909660421176588,OPTIMAL,2553,44,20,0
3,35,10885.0,2.54616338053298,5.909660421176588,OPTIMAL,2584,45,3,0
3,35,11418.0,2.6294677332606535,5.909660421176588,OPTIMAL,2650,46,11,0
3,35,11430.0,2.6294677332606535,5.909660421176588,OPTIMAL,2659,47,0,0
3,35,11435.0,2.666496043440314,5.909660421176588,OPTIMAL,2665,46,6,0
3,35,11703.0,2.666496043440314,5.909660421176588,OPTIMAL,2726,47,6,0
3,35,11925.0,2.816983001232792,5.909660421176588,OPTIMAL,2788,48,10,0
3,35,12231.0,2.816983001232792,5.909660421176588,OPTIMAL,2827,49,5,0
3,35,12368.0,2.824790896552241,5.909660421176588,OPTIMAL,2875,48,17,0
3,35,12697.0,2.824790896552241,5.909660421176588,OPTIMAL,2918,49,7,0
3,35,12916.0,2.8698615335829127,5.909660421176588,OPTIMAL,2989,48,12,0
3,35,13259.0,2.8698615335829127,5.909660421176588,OPTIMAL,3034,49,5,0
3,35,13588.0,2.898901872087106,5.909660421176588,OPTIMAL,3104,50,8,0
3,35,13783.0,2.898901872087106,5.909660421176588,OPTIMAL,3143,51,11,0
3,35,14204.0,2.9562521448382304,5.909660421176588,OPTIMAL,3222,50,12,0
3,35,14731.0,2.9562521448382304,5.909660421176588,OPTIMAL,3259,51,8,0
3,35,15009.0,2.9705346621460693,5.909660421176588,OPTIMAL,3326,52,14,0
3,35,15019.0,2.9705346621460693,5.909660421176588,OPTIMAL,3335,53,0,0
3,35,15024.0,3.0623646039234953,5.909660421176588,OPTIMAL,3341,52,5,0
3,35,15393.0,3.0623646039234953,5.909660421176588,OPTIMAL,3391,53,8,0
3,35,15550.0,3.0888545673786068,5.909660421176588,OPTIMAL,3455,52,14,0
3,35,15751.0,3.0888545673786068,5.909660421176588,OPTIMAL,3484,53,5,0
3,35,16286.0,3.2017635984837316,5.909660421176588,OPTIMAL,3544,54,8,0
3,35,16415.0,3.2017635984837316,5.909660421176588,OPTIMAL,3579,55,7,0
3,35,16951.0,3.2220199997428716,5.909660421176588,OPTIMAL,3654,56,9,0
3,35,17453.0,3.2220199997428716,5.909660421176588,OPTIMAL,3693,57,10,0
3,35,17576.0,3.3251360010762907,5.909660421176588,OPTIMAL,3762,56,11,0
3,35,17854.0,3.3251360010762907,5.909660421176588,OPTIMAL,3803,57,9,0
3,35,18042.0,3.3262966228392683,5.909660421176588,OPTIMAL,3873,56,14,0
3,35,18229.0,3.3262966228392683,5.909660421176588,OPTIMAL,3910,57,5,0
3,35,18780.0,3.425725651648518,5.909660421176588,OPTIMAL,3996,58,13,0
3,35,18979.0,3.425725651648518,5.909660421176588,OPTIMAL,4045,59,4,0
3,35,19063.0,3.4280753249669957,5.909660421176588,OPTIMAL,4084,58,11,0
3,35,19690.0,3.4280753249669957,5.909660421176588,OPTIMAL,4140,59,8,0
3,35,19801.0,3.528838296498775,5.909660421176588,OPTIMAL,4190,58,12,0
3,35,20336.0,3.528838296498775,5.909660421176588,OPTIMAL,4227,59,7,0
3,35,20859.0,3.537686686419443,5.909660421176588,OPTIMAL,4309,60,10,0
3,35,21415.0,3.537686686419443,5.909660421176588,OPTIMAL,4366,61,2,0
3,35,21864.0,3.707290986651283,5.909660421176588,OPTIMAL,4442,62,7,0
3,35,22237.0,3.707290986651283,5.909660421176588,OPTIMAL,4484,63,5,0
3,35,22379.0,3.719875874508385,5.909660421176588,OPTIMAL,4542,62,13,0
3,35,22389.0,3.719875874508385,5.909660421176588,OPTIMAL,4550,63,0,0
3,35,22394.0,3.8200718022685614,5.909660421176588,OPTIMAL,4556,62,4,0
3,35,22953.0,3.8200718022685614,5.909660421176588,OPTIMAL,4601,63,10,0
3,35,23105.0,3.9240751366331867,5.909660421176588,OPTIMAL,4663,64,10,0
3,35,23616.0,3.9240751366331867,5.909660421176588,OPTIMAL,4712,65,3,0
3,35,23721.0,3.953783319229511,5.909660421176588,OPTIMAL,4771,66,8,0
3,35,23839.0,3.953783319229511,5.909660421176588,OPTIMAL,4795,67,4,0
