seed,dimension,p,k,Ns,time,lowerBound,upperBound,termination,LMOcalls,openNodes,localTighteings,globalTightenings
3,12,12,6.0,1.0,854.0,-2.3627954028634632,7.019597858370477,OPTIMAL,12,2,0,0
3,12,12,6.0,1.0,1625.0,-2.3627954028634632,7.019597858370477,OPTIMAL,24,3,0,0
3,12,12,6.0,1.0,2396.0,-2.29576842567429,1.0,OPTIMAL,34,4,0,0
3,12,12,6.0,1.0,3184.0,-2.29576842567429,1.0,OPTIMAL,43,5,0,0
3,12,12,6.0,1.0,3959.0,-2.29576842567429,1.0,OPTIMAL,52,6,0,0
3,12,12,6.0,1.0,4043.0,-2.29576842567429,1.0,OPTIMAL,81,7,0,0
3,12,12,6.0,1.0,5489.0,-2.0651305843563583,1.0,OPTIMAL,95,8,0,0
3,12,12,6.0,1.0,6255.0,-2.0651305843563583,1.0,OPTIMAL,123,9,0,0
3,12,12,6.0,1.0,6984.0,-1.9290764221565482,1.0,OPTIMAL,131,10,0,0
3,12,12,6.0,1.0,7131.0,-1.9290764221565482,1.0,OPTIMAL,172,11,0,0
3,12,12,6.0,1.0,7861.0,-1.6883969539145656,1.0,OPTIMAL,184,12,0,0
3,12,12,6.0,1.0,8022.0,-1.6883969539145656,1.0,OPTIMAL,238,13,0,0
3,12,12,6.0,1.0,8747.0,-1.6883969539145656,1.0,OPTIMAL,247,14,0,0
3,12,12,6.0,1.0,9475.0,-1.6883969539145656,1.0,OPTIMAL,257,15,0,0
3,12,12,6.0,1.0,10177.0,-1.4841979302132784,1.0,OPTIMAL,267,16,0,0
3,12,12,6.0,1.0,10262.0,-1.4841979302132784,1.0,OPTIMAL,297,17,0,0
3,12,12,6.0,1.0,10990.0,-1.4143605016145595,1.0,OPTIMAL,310,18,0,0
3,12,12,6.0,1.0,11734.0,-1.4143605016145595,1.0,OPTIMAL,321,19,0,0
3,12,12,6.0,1.0,12474.0,-1.402528613409386,1.0,OPTIMAL,335,20,0,0
3,12,12,6.0,1.0,12533.0,-1.402528613409386,1.0,OPTIMAL,358,21,0,0
3,12,12,6.0,1.0,13253.0,-1.3327568112822537,1.0,OPTIMAL,373,22,0,0
3,12,12,6.0,1.0,13318.0,-1.3327568112822537,1.0,OPTIMAL,398,23,0,0
3,12,12,6.0,1.0,14032.0,-1.2386086973305857,1.0,OPTIMAL,405,24,0,0
3,12,12,6.0,1.0,14769.0,-1.2386086973305857,1.0,OPTIMAL,420,25,0,0
3,12,12,6.0,1.0,15507.0,-1.128122684081177,1.0,OPTIMAL,432,26,0,0
3,12,12,6.0,1.0,16217.0,-1.128122684081177,1.0,OPTIMAL,443,27,0,0
3,12,12,6.0,1.0,16941.0,-1.128122684081177,1.0,OPTIMAL,454,28,0,0
3,12,12,6.0,1.0,17682.0,-1.128122684081177,1.0,OPTIMAL,470,29,0,0
