seed,dimension,time,lowerBound,upperBound,termination,LMOcalls,openNodes,localTighteings,globalTightenings
3,50,766.0,-3.434802805304086,3.8309818791294137,OPTIMAL,79,2,0,7
3,50,1367.0,-3.434802805304086,3.8309818791294137,OPTIMAL,114,3,0,0
3,50,1995.0,-2.854878177078208,3.8309818791294137,OPTIMAL,192,4,0,0
3,50,2462.0,-2.854878177078208,3.8309818791294137,OPTIMAL,214,5,0,0
3,50,3131.0,-2.7296626110758213,3.4362127268012794,OPTIMAL,305,6,0,3
3,50,3664.0,-2.7296626110758213,3.4362127268012794,OPTIMAL,319,7,0,0
3,50,4351.0,-2.5964783630067667,3.4362127268012794,OPTIMAL,413,8,0,0
3,50,4835.0,-2.5964783630067667,3.1794416006921207,OPTIMAL,425,9,0,2
3,50,5463.0,-2.527116908641111,3.1794416006921207,OPTIMAL,506,10,0,0
3,50,5682.0,-2.527116908641111,2.5856040652112604,OPTIMAL,524,11,0,6
3,50,6157.0,-2.191051627671827,2.5856040652112604,OPTIMAL,598,12,0,0
3,50,6425.0,-2.191051627671827,2.5856040652112604,OPTIMAL,608,13,0,0
3,50,6926.0,-2.1623057047446372,2.5856040652112604,OPTIMAL,700,14,0,0
3,50,7387.0,-2.1623057047446372,2.5856040652112604,OPTIMAL,716,15,0,0
3,50,8043.0,-2.144600807158496,2.5856040652112604,OPTIMAL,800,16,0,0
3,50,8492.0,-2.144600807158496,2.5856040652112604,OPTIMAL,817,17,0,0
3,50,8984.0,-2.0934614063083967,2.5856040652112604,OPTIMAL,898,18,0,0
3,50,9192.0,-2.0934614063083967,2.484186832807473,OPTIMAL,910,19,0,1
3,50,9580.0,-2.0931108551986304,2.484186832807473,OPTIMAL,998,20,0,0
3,50,9825.0,-2.0931108551986304,2.484186832807473,OPTIMAL,1015,21,0,0
3,50,10367.0,-2.047045076089576,2.484186832807473,OPTIMAL,1113,22,0,0
3,50,10758.0,-2.047045076089576,1.3214456644348098,OPTIMAL,1130,23,0,5
3,50,11210.0,-1.538023813271019,1.3214456644348098,OPTIMAL,1202,24,0,0
3,50,11430.0,-1.538023813271019,1.3214456644348098,OPTIMAL,1212,25,0,0
3,50,11995.0,-1.4985250082697719,1.3214456644348098,OPTIMAL,1291,26,0,0
3,50,12101.0,-1.4985250082697719,1.3214456644348098,OPTIMAL,1299,27,0,0
3,50,12543.0,-1.4835098915409612,1.3214456644348098,OPTIMAL,1383,28,0,0
3,50,12787.0,-1.4835098915409612,1.3214456644348098,OPTIMAL,1392,29,0,0
3,50,13379.0,-1.4650110459035224,1.3214456644348098,OPTIMAL,1473,30,0,0
3,50,13782.0,-1.4650110459035224,1.3214456644348098,OPTIMAL,1489,31,0,0
3,50,14343.0,-1.4622475893658629,1.3214456644348098,OPTIMAL,1577,32,0,0
3,50,14524.0,-1.4622475893658629,1.3214456644348098,OPTIMAL,1592,33,0,0
3,50,14904.0,-1.4463561275504997,1.3214456644348098,OPTIMAL,1681,34,0,0
3,50,15269.0,-1.4463561275504997,0.308206999990317,OPTIMAL,1701,35,0,5
3,50,15570.0,-1.4436667731191468,0.308206999990317,OPTIMAL,1774,36,0,0
3,50,15818.0,-1.4436667731191468,0.308206999990317,OPTIMAL,1783,37,0,0
3,50,16318.0,-1.4231172645429941,0.308206999990317,OPTIMAL,1883,38,0,0
3,50,16555.0,-1.4231172645429941,0.308206999990317,OPTIMAL,1893,39,0,0
3,50,16985.0,-1.3697491526098955,0.308206999990317,OPTIMAL,1977,40,0,0
3,50,17199.0,-1.3697491526098955,0.308206999990317,OPTIMAL,1988,41,0,0
3,50,17603.0,-1.3334084746537918,0.308206999990317,OPTIMAL,2067,42,0,0
3,50,17744.0,-1.3334084746537918,0.308206999990317,OPTIMAL,2075,43,0,0
3,50,18124.0,-1.2735994411230482,0.308206999990317,OPTIMAL,2162,44,0,0
3,50,18262.0,-1.2735994411230482,0.308206999990317,OPTIMAL,2170,45,0,0
3,50,18695.0,-1.1215333721153813,0.308206999990317,OPTIMAL,2252,46,0,0
3,50,19172.0,-1.1215333721153813,-0.22940376444449395,OPTIMAL,2272,45,0,3
3,50,19361.0,-1.0714676491586346,-0.22940376444449395,OPTIMAL,2340,44,0,0
3,50,19531.0,-1.0714676491586346,-0.22940376444449395,OPTIMAL,2352,45,0,0
3,50,20037.0,-1.0347329839735435,-0.22940376444449395,OPTIMAL,2443,46,0,0
3,50,20589.0,-1.0347329839735435,-0.22940376444449395,OPTIMAL,2453,47,0,0
3,50,21022.0,-0.9965713637143034,-0.22940376444449395,OPTIMAL,2531,48,0,0
3,50,21165.0,-0.9965713637143034,-0.22940376444449395,OPTIMAL,2544,47,0,0
3,50,21491.0,-0.9888983657952402,-0.22940376444449395,OPTIMAL,2617,46,0,0
3,50,21707.0,-0.9888983657952402,-0.22940376444449395,OPTIMAL,2626,47,0,0
3,50,22117.0,-0.9650092192208386,-0.22940376444449395,OPTIMAL,2717,48,0,0
3,50,22678.0,-0.9650092192208386,-0.22940376444449395,OPTIMAL,2728,49,0,0
3,50,22992.0,-0.9632259838111237,-0.22940376444449395,OPTIMAL,2798,48,0,0
3,50,23089.0,-0.9632259838111237,-0.22940376444449395,OPTIMAL,2807,47,0,0
3,50,23684.0,-0.9350851075446088,-0.22940376444449395,OPTIMAL,2901,48,0,0
3,50,24121.0,-0.9350851075446088,-0.2675857636271235,OPTIMAL,2916,49,0,0
3,50,24327.0,-0.8496163283739917,-0.2675857636271235,OPTIMAL,2984,48,0,0
