seed,num_v,time,lowerBound,upperBound,termination,LMOcalls,openNodes
2,3,34693.0,-325.38557443955324,-318.52370544731775,Optimal (tolerance reached),60,2
2,3,52543.0,-325.38557443955324,-318.52370544731775,Optimal (tolerance reached),87,3
2,3,75073.0,-325.04961963884926,-318.52370544731775,Optimal (tolerance reached),128,4
2,3,91832.0,-325.04961963884926,-318.52370544731775,Optimal (tolerance reached),165,5
2,3,111458.0,-325.01190733879235,-319.44993005169704,Optimal (tolerance reached),205,6
2,3,127724.0,-325.01190733879235,-319.44993005169704,Optimal (tolerance reached),250,7
2,3,139875.0,-324.81672976744676,-320.3063170360008,Optimal (tolerance reached),282,8
2,3,158150.0,-324.81672976744676,-320.3063170360008,Optimal (tolerance reached),318,9
2,3,172071.0,-324.56986366241205,-320.3063170360008,Optimal (tolerance reached),361,10
2,3,205222.0,-324.56986366241205,-320.3063170360008,Optimal (tolerance reached),402,11
2,3,227101.0,-324.35930260926466,-320.3063170360008,Optimal (tolerance reached),440,12
2,3,259324.0,-324.35930260926466,-320.3063170360008,Optimal (tolerance reached),489,13
2,3,280697.0,-324.32875678006457,-320.3063170360008,Optimal (tolerance reached),524,14
2,3,305041.0,-324.32875678006457,-320.3063170360008,Optimal (tolerance reached),565,15
2,3,343463.0,-324.32297296405324,-320.3063170360008,Optimal (tolerance reached),622,16
2,3,360474.0,-324.32297296405324,-320.3063170360008,Optimal (tolerance reached),670,17
2,3,372219.0,-324.24551126680956,-320.3063170360008,Optimal (tolerance reached),709,18
2,3,378988.0,-324.24551126680956,-320.3063170360008,Optimal (tolerance reached),734,19
2,3,387698.0,-324.20298086414175,-320.3063170360008,Optimal (tolerance reached),772,20
2,3,387936.0,-324.20298086414175,-320.3063170360008,Optimal (tolerance reached),778,19
2,3,393679.0,-324.1442113567219,-320.37770417965066,Optimal (tolerance reached),823,20
2,3,394099.0,-324.1442113567219,-320.37770417965066,Optimal (tolerance reached),829,19
2,3,397114.0,-323.7751924271581,-320.37770417965066,Optimal (tolerance reached),870,20
2,3,421881.0,-323.7751924271581,-320.37770417965066,Optimal (tolerance reached),906,21
2,3,447448.0,-323.7737412714693,-320.37770417965066,Optimal (tolerance reached),960,22
2,3,448122.0,-323.7737412714693,-320.37770417965066,Optimal (tolerance reached),972,21
2,3,450358.0,-323.7261071294609,-320.37770417965066,Optimal (tolerance reached),1006,22
2,3,450641.0,-323.7261071294609,-320.37770417965066,Optimal (tolerance reached),1015,21
2,3,452405.0,-323.7164688155419,-320.37770417965066,Optimal (tolerance reached),1051,22
2,3,452960.0,-323.7164688155419,-320.37770417965066,Optimal (tolerance reached),1063,21
2,3,455125.0,-323.66844260884204,-320.37770417965066,Optimal (tolerance reached),1099,22
2,3,455428.0,-323.66844260884204,-320.37770417965066,Optimal (tolerance reached),1109,21
2,3,456952.0,-323.5923479670636,-320.37770417965066,Optimal (tolerance reached),1148,22
2,3,467943.0,-323.5923479670636,-320.37770417965066,Optimal (tolerance reached),1173,23
2,3,470040.0,-323.53478478380396,-320.37770417965066,Optimal (tolerance reached),1216,24
