seed,num_v,time,lowerBound,upperBound,termination,LMOcalls,openNodes,localTighteings,globalTightenings
3,9,236.0,-3.6579200147175297,-2.137080267790652,Optimal (tolerance reached),45,2,0,1
3,9,482.0,-3.6579200147175297,-2.137084218821349,Optimal (tolerance reached),90,3,0,0
3,9,719.0,-3.5029853934642055,-2.137084218821349,Optimal (tolerance reached),135,4,0,0
3,9,934.0,-3.5029853934642055,-2.137084218821349,Optimal (tolerance reached),172,5,0,0
3,9,1171.0,-3.4698423808595917,-2.137084218821349,Optimal (tolerance reached),215,6,0,0
3,9,1418.0,-3.4698423808595917,-2.137084218821349,Optimal (tolerance reached),258,7,0,0
3,9,1630.0,-3.360519472467577,-2.137084218821349,Optimal (tolerance reached),297,8,0,0
3,9,1864.0,-3.360519472467577,-2.137084218821349,Optimal (tolerance reached),336,9,0,0
3,9,2099.0,-3.327084068152869,-2.137084218821349,Optimal (tolerance reached),378,10,0,0
3,9,2326.0,-3.327084068152869,-2.137084218821349,Optimal (tolerance reached),417,11,0,0
3,9,2561.0,-3.302891571881646,-2.137084218821349,Optimal (tolerance reached),460,12,0,0
3,9,2773.0,-3.302891571881646,-2.137084218821349,Optimal (tolerance reached),494,13,0,0
3,9,2993.0,-3.269396564798849,-2.137084218821349,Optimal (tolerance reached),536,14,0,0
3,9,3237.0,-3.269396564798849,-2.137084218821349,Optimal (tolerance reached),578,15,0,0
3,9,3438.0,-3.220894556336653,-2.137084218821349,Optimal (tolerance reached),617,16,0,0
3,9,3662.0,-3.220894556336653,-2.1370846912699517,Optimal (tolerance reached),652,17,0,0
3,9,3856.0,-3.185842516798644,-2.1370846912699517,Optimal (tolerance reached),686,18,0,0
3,9,4059.0,-3.185842516798644,-2.1370846912699517,Optimal (tolerance reached),720,19,0,0
3,9,4301.0,-3.164173608753896,-2.1370846912699517,Optimal (tolerance reached),759,20,0,0
3,9,4526.0,-3.164173608753896,-2.1370846912699517,Optimal (tolerance reached),795,21,0,0
3,9,4747.0,-3.157493246670006,-2.1370846912699517,Optimal (tolerance reached),834,22,0,0
3,9,5003.0,-3.157493246670006,-2.1370846912699517,Optimal (tolerance reached),878,23,0,0
3,9,5280.0,-3.12857030476879,-2.1370846912699517,Optimal (tolerance reached),925,24,0,0
3,9,5553.0,-3.12857030476879,-2.1370846912699517,Optimal (tolerance reached),970,25,0,0
3,9,5778.0,-3.1218096540145415,-2.1370846912699517,Optimal (tolerance reached),1013,26,0,0
3,9,5957.0,-3.1218096540145415,-2.1370846912699517,Optimal (tolerance reached),1042,27,0,0
3,9,6196.0,-3.099355404583311,-2.1370846912699517,Optimal (tolerance reached),1086,28,0,0
3,9,6422.0,-3.099355404583311,-2.1370846912699517,Optimal (tolerance reached),1126,29,0,0
3,9,6682.0,-3.086621622881381,-2.1370846912699517,Optimal (tolerance reached),1173,30,0,0
3,9,6949.0,-3.086621622881381,-2.1370846912699517,Optimal (tolerance reached),1221,31,0,0
3,9,7174.0,-3.0657354502652545,-2.1370846912699517,Optimal (tolerance reached),1263,32,0,0
3,9,7333.0,-3.0657354502652545,-2.1370846912699517,Optimal (tolerance reached),1291,33,0,0
3,9,7544.0,-3.052204508449309,-2.1370846912699517,Optimal (tolerance reached),1329,34,0,0
3,9,7771.0,-3.052204508449309,-2.1370846912699517,Optimal (tolerance reached),1367,35,0,0
3,9,7976.0,-3.0288347891893883,-2.1370846912699517,Optimal (tolerance reached),1405,36,0,0
3,9,8217.0,-3.0288347891893883,-2.1370846912699517,Optimal (tolerance reached),1444,37,0,0
3,9,8400.0,-3.021128358952521,-2.1370846912699517,Optimal (tolerance reached),1476,38,0,0
3,9,8617.0,-3.021128358952521,-2.1370846912699517,Optimal (tolerance reached),1514,39,0,0
3,9,8843.0,-3.010180968719948,-2.1370846912699517,Optimal (tolerance reached),1552,40,0,0
3,9,9106.0,-3.010180968719948,-2.1370846912699517,Optimal (tolerance reached),1596,41,0,0
3,9,9319.0,-2.9944926436162187,-2.1370846912699517,Optimal (tolerance reached),1632,42,0,0
3,9,9558.0,-2.9944926436162187,-2.1370846912699517,Optimal (tolerance reached),1673,43,0,0
3,9,9786.0,-2.988232055195013,-2.1370846912699517,Optimal (tolerance reached),1711,44,0,0
3,9,10032.0,-2.988232055195013,-2.1370846912699517,Optimal (tolerance reached),1754,45,0,0
3,9,10228.0,-2.976298768906407,-2.1370846912699517,Optimal (tolerance reached),1788,46,0,0
3,9,10469.0,-2.976298768906407,-2.1370846912699517,Optimal (tolerance reached),1833,47,0,0
3,9,10707.0,-2.9653624176132563,-2.1370846912699517,Optimal (tolerance reached),1869,48,0,0
3,9,10967.0,-2.9653624176132563,-2.1370846912699517,Optimal (tolerance reached),1915,49,0,0
3,9,11189.0,-2.9620130011082457,-2.1370846912699517,Optimal (tolerance reached),1954,50,0,0
3,9,11459.0,-2.9620130011082457,-2.1370852238966016,Optimal (tolerance reached),2004,51,0,0
3,9,11685.0,-2.9534090261191412,-2.1370852238966016,Optimal (tolerance reached),2043,52,0,0
3,9,11942.0,-2.9534090261191412,-2.1370852238966016,Optimal (tolerance reached),2088,53,0,0
3,9,12168.0,-2.9467596903858917,-2.1370852238966016,Optimal (tolerance reached),2130,54,0,0
3,9,12410.0,-2.9467596903858917,-2.1370852238966016,Optimal (tolerance reached),2170,55,0,0
3,9,12622.0,-2.931020544415841,-2.1370852238966016,Optimal (tolerance reached),2208,56,0,0
3,9,12850.0,-2.931020544415841,-2.1370852238966016,Optimal (tolerance reached),2245,57,0,0
3,9,13036.0,-2.92736046777752,-2.1370852238966016,Optimal (tolerance reached),2281,58,0,0
3,9,13258.0,-2.92736046777752,-2.1370852238966016,Optimal (tolerance reached),2321,59,0,0
3,9,13468.0,-2.919113341361305,-2.1370852238966016,Optimal (tolerance reached),2359,60,0,0
3,9,13720.0,-2.919113341361305,-2.1370852238966016,Optimal (tolerance reached),2404,61,0,0
3,9,13938.0,-2.9126969498455555,-2.1370852238966016,Optimal (tolerance reached),2442,62,0,0
3,9,14204.0,-2.9126969498455555,-2.1370852238966016,Optimal (tolerance reached),2487,63,0,0
3,9,14448.0,-2.904707997116237,-2.1370852238966016,Optimal (tolerance reached),2530,64,0,0
3,9,14671.0,-2.904707997116237,-2.1370852238966016,Optimal (tolerance reached),2568,65,0,0
3,9,14925.0,-2.8981161527949446,-2.1370852238966016,Optimal (tolerance reached),2612,66,0,0
3,9,15143.0,-2.8981161527949446,-2.1370852238966016,Optimal (tolerance reached),2649,67,0,0
3,9,15410.0,-2.8882502151578526,-2.1370852238966016,Optimal (tolerance reached),2696,68,0,0
3,9,15608.0,-2.8882502151578526,-2.1370852238966016,Optimal (tolerance reached),2731,69,0,0
3,9,15792.0,-2.885745250916847,-2.1370852238966016,Optimal (tolerance reached),2762,70,0,0
3,9,16030.0,-2.885745250916847,-2.1370852238966016,Optimal (tolerance reached),2803,71,0,0
3,9,16240.0,-2.870523214237723,-2.1370852238966016,Optimal (tolerance reached),2839,72,0,0
3,9,16541.0,-2.870523214237723,-2.1370852238966016,Optimal (tolerance reached),2890,73,0,0
3,9,16803.0,-2.863770121886148,-2.1370852238966016,Optimal (tolerance reached),2938,74,0,0
3,9,17048.0,-2.863770121886148,-2.1370852238966016,Optimal (tolerance reached),2980,75,0,0
3,9,17265.0,-2.8630648522129785,-2.1370852238966016,Optimal (tolerance reached),3019,76,0,0
3,9,17486.0,-2.8630648522129785,-2.1370852238966016,Optimal (tolerance reached),3053,77,0,0
3,9,17679.0,-2.8554245229968584,-2.1370852238966016,Optimal (tolerance reached),3090,78,0,0
3,9,17915.0,-2.8554245229968584,-2.1370852238966016,Optimal (tolerance reached),3131,79,0,0
3,9,18120.0,-2.8520964500159813,-2.1370852238966016,Optimal (tolerance reached),3168,80,0,0
3,9,18323.0,-2.8520964500159813,-2.1370852238966016,Optimal (tolerance reached),3204,81,0,0
3,9,18497.0,-2.8405605252636636,-2.1370852238966016,Optimal (tolerance reached),3232,82,0,0
3,9,18743.0,-2.8405605252636636,-2.1370852238966016,Optimal (tolerance reached),3273,83,0,0
3,9,18957.0,-2.8380726894361574,-2.1370852238966016,Optimal (tolerance reached),3311,84,0,0
3,9,19180.0,-2.8380726894361574,-2.1370852238966016,Optimal (tolerance reached),3350,85,0,0
3,9,19392.0,-2.8284437760706744,-2.137085317858427,Optimal (tolerance reached),3387,86,0,0
3,9,19593.0,-2.8284437760706744,-2.137085317858427,Optimal (tolerance reached),3417,87,0,0
3,9,19849.0,-2.8281075114073593,-2.137085317858427,Optimal (tolerance reached),3464,88,0,0
3,9,20097.0,-2.8281075114073593,-2.137085317858427,Optimal (tolerance reached),3509,89,0,0
3,9,20335.0,-2.821221019704271,-2.137085317858427,Optimal (tolerance reached),3550,90,0,0
3,9,20536.0,-2.821221019704271,-2.137085317858427,Optimal (tolerance reached),3581,91,0,0
3,9,20718.0,-2.8062965018936885,-2.137085317858427,Optimal (tolerance reached),3614,92,0,0
3,9,20946.0,-2.8062965018936885,-2.137085317858427,Optimal (tolerance reached),3655,93,0,0
3,9,21191.0,-2.804755301993578,-2.137085317858427,Optimal (tolerance reached),3698,94,0,0
3,9,21422.0,-2.804755301993578,-2.137085317858427,Optimal (tolerance reached),3737,95,0,0
3,9,21677.0,-2.803332243655383,-2.137085317858427,Optimal (tolerance reached),3782,96,0,0
3,9,21940.0,-2.803332243655383,-2.137085317858427,Optimal (tolerance reached),3824,97,0,0
3,9,22154.0,-2.798861634329616,-2.137085317858427,Optimal (tolerance reached),3864,98,0,0
3,9,22361.0,-2.798861634329616,-2.137085317858427,Optimal (tolerance reached),3904,99,0,0
3,9,22615.0,-2.794511693128544,-2.137085317858427,Optimal (tolerance reached),3946,100,0,0
3,9,22851.0,-2.794511693128544,-2.137085317858427,Optimal (tolerance reached),3982,101,0,0
3,9,23077.0,-2.7880259885213166,-2.137085317858427,Optimal (tolerance reached),4024,102,0,0
3,9,23248.0,-2.7880259885213166,-2.137085317858427,Optimal (tolerance reached),4053,103,0,0
3,9,23460.0,-2.7869663882200477,-2.137085317858427,Optimal (tolerance reached),4088,104,0,0
3,9,23659.0,-2.7869663882200477,-2.137085317858427,Optimal (tolerance reached),4120,105,0,0
3,9,23895.0,-2.781210849342778,-2.137085317858427,Optimal (tolerance reached),4163,106,0,0
3,9,24139.0,-2.781210849342778,-2.137085317858427,Optimal (tolerance reached),4202,107,0,0
3,9,24344.0,-2.774704940087588,-2.137085317858427,Optimal (tolerance reached),4240,108,0,0
3,9,24595.0,-2.774704940087588,-2.137085317858427,Optimal (tolerance reached),4282,109,0,0
3,9,24769.0,-2.7712148671255026,-2.137085317858427,Optimal (tolerance reached),4313,110,0,0
3,9,24985.0,-2.7712148671255026,-2.137085317858427,Optimal (tolerance reached),4348,111,0,0
3,9,25238.0,-2.7641730560562072,-2.137085317858427,Optimal (tolerance reached),4389,112,0,0
3,9,25422.0,-2.7641730560562072,-2.137085317858427,Optimal (tolerance reached),4421,113,0,0
3,9,25712.0,-2.764069301133807,-2.137085317858427,Optimal (tolerance reached),4470,114,0,0
3,9,25902.0,-2.764069301133807,-2.137085317858427,Optimal (tolerance reached),4505,115,0,0
3,9,26139.0,-2.762546609060587,-2.137085317858427,Optimal (tolerance reached),4542,116,0,0
3,9,26367.0,-2.762546609060587,-2.137085317858427,Optimal (tolerance reached),4584,117,0,0
3,9,26548.0,-2.753055584083568,-2.137085317858427,Optimal (tolerance reached),4614,118,0,0
3,9,26764.0,-2.753055584083568,-2.137085317858427,Optimal (tolerance reached),4653,119,0,0
3,9,27048.0,-2.7484254480729224,-2.137085317858427,Optimal (tolerance reached),4701,120,0,0
3,9,27322.0,-2.7484254480729224,-2.137085317858427,Optimal (tolerance reached),4748,121,0,0
3,9,27530.0,-2.7468197598580204,-2.137085317858427,Optimal (tolerance reached),4785,122,0,0
3,9,27742.0,-2.7468197598580204,-2.137085317858427,Optimal (tolerance reached),4819,123,0,0
3,9,27974.0,-2.741496748838529,-2.137085317858427,Optimal (tolerance reached),4857,124,0,0
3,9,28176.0,-2.741496748838529,-2.137085317858427,Optimal (tolerance reached),4890,125,0,0
3,9,28390.0,-2.740415554429798,-2.137085317858427,Optimal (tolerance reached),4932,126,0,0
3,9,28667.0,-2.740415554429798,-2.137085317858427,Optimal (tolerance reached),4982,127,0,0
3,9,28872.0,-2.7392965313213,-2.137085317858427,Optimal (tolerance reached),5016,128,0,0
3,9,29089.0,-2.7392965313213,-2.137085317858427,Optimal (tolerance reached),5055,129,0,0
3,9,29319.0,-2.7372361910054304,-2.137085317858427,Optimal (tolerance reached),5092,130,0,0
3,9,29577.0,-2.7372361910054304,-2.137085317858427,Optimal (tolerance reached),5137,131,0,0
3,9,29801.0,-2.7305373063394436,-2.137085317858427,Optimal (tolerance reached),5174,132,0,0
3,9,30036.0,-2.7305373063394436,-2.137085317858427,Optimal (tolerance reached),5215,133,0,0
3,9,30285.0,-2.730003722651616,-2.137085317858427,Optimal (tolerance reached),5259,134,0,0
3,9,30511.0,-2.730003722651616,-2.137085317858427,Optimal (tolerance reached),5299,135,0,0
3,9,30810.0,-2.728722452346979,-2.137085317858427,Optimal (tolerance reached),5350,136,0,0
3,9,31091.0,-2.728722452346979,-2.137085317858427,Optimal (tolerance reached),5398,137,0,0
3,9,31322.0,-2.722697376195452,-2.137085317858427,Optimal (tolerance reached),5441,138,0,0
3,9,31539.0,-2.722697376195452,-2.137085317858427,Optimal (tolerance reached),5476,139,0,0
3,9,31803.0,-2.717129996752054,-2.137085317858427,Optimal (tolerance reached),5522,140,0,0
3,9,32054.0,-2.717129996752054,-2.137085317858427,Optimal (tolerance reached),5564,141,0,0
3,9,32288.0,-2.714512147394047,-2.137085317858427,Optimal (tolerance reached),5601,142,0,0
3,9,32502.0,-2.714512147394047,-2.137085317858427,Optimal (tolerance reached),5638,143,0,0
3,9,32755.0,-2.7077384640140694,-2.137085317858427,Optimal (tolerance reached),5683,144,0,0
3,9,32956.0,-2.7077384640140694,-2.137085317858427,Optimal (tolerance reached),5721,145,0,0
3,9,33248.0,-2.7055662112745136,-2.137085317858427,Optimal (tolerance reached),5769,146,0,0
3,9,33483.0,-2.7055662112745136,-2.137085317858427,Optimal (tolerance reached),5811,147,0,0
3,9,33697.0,-2.705429543493194,-2.137085317858427,Optimal (tolerance reached),5846,148,0,0
3,9,33968.0,-2.705429543493194,-2.137085317858427,Optimal (tolerance reached),5890,149,0,0
3,9,34207.0,-2.7021586358625074,-2.137085317858427,Optimal (tolerance reached),5935,150,0,0
3,9,34448.0,-2.7021586358625074,-2.137085317858427,Optimal (tolerance reached),5976,151,0,0
3,9,34700.0,-2.6989619671264062,-2.137085317858427,Optimal (tolerance reached),6021,152,0,0
3,9,34972.0,-2.6989619671264062,-2.137085317858427,Optimal (tolerance reached),6068,153,0,0
3,9,35158.0,-2.6958280734317355,-2.137085317858427,Optimal (tolerance reached),6102,154,0,0
3,9,35423.0,-2.6958280734317355,-2.137085317858427,Optimal (tolerance reached),6145,155,0,0
3,9,35689.0,-2.691401101770346,-2.137085317858427,Optimal (tolerance reached),6189,156,0,0
3,9,35882.0,-2.691401101770346,-2.137085317858427,Optimal (tolerance reached),6221,157,0,0
3,9,36117.0,-2.6884174192220156,-2.137085317858427,Optimal (tolerance reached),6264,158,0,0
3,9,36318.0,-2.6884174192220156,-2.137085317858427,Optimal (tolerance reached),6303,159,0,0
3,9,36557.0,-2.6839789733709227,-2.137085317858427,Optimal (tolerance reached),6342,160,0,0
3,9,36755.0,-2.6839789733709227,-2.137085317858427,Optimal (tolerance reached),6373,161,0,0
3,9,37025.0,-2.683291777673476,-2.137085317858427,Optimal (tolerance reached),6418,162,0,0
3,9,37269.0,-2.683291777673476,-2.137085317858427,Optimal (tolerance reached),6464,163,0,0
3,9,37507.0,-2.6819094217322057,-2.137085317858427,Optimal (tolerance reached),6506,164,0,0
3,9,37705.0,-2.6819094217322057,-2.137085317858427,Optimal (tolerance reached),6541,165,0,0
3,9,37948.0,-2.6792426376302965,-2.137085317858427,Optimal (tolerance reached),6582,166,0,0
3,9,38198.0,-2.6792426376302965,-2.137085317858427,Optimal (tolerance reached),6622,167,0,0
3,9,38412.0,-2.675173693992501,-2.137085317858427,Optimal (tolerance reached),6658,168,0,0
3,9,38708.0,-2.675173693992501,-2.137085317858427,Optimal (tolerance reached),6713,169,0,0
3,9,38978.0,-2.672507503728573,-2.137085317858427,Optimal (tolerance reached),6756,170,0,0
3,9,39187.0,-2.672507503728573,-2.137085317858427,Optimal (tolerance reached),6794,171,0,0
3,9,39401.0,-2.6723505052020955,-2.137085317858427,Optimal (tolerance reached),6827,172,0,0
3,9,39618.0,-2.6723505052020955,-2.137085317858427,Optimal (tolerance reached),6866,173,0,0
3,9,39919.0,-2.67074217620866,-2.137085317858427,Optimal (tolerance reached),6917,174,0,0
3,9,40150.0,-2.67074217620866,-2.137085317858427,Optimal (tolerance reached),6959,175,0,0
3,9,40388.0,-2.666548906091968,-2.137085317858427,Optimal (tolerance reached),6997,176,0,0
3,9,40584.0,-2.666548906091968,-2.137085317858427,Optimal (tolerance reached),7032,177,0,0
3,9,40886.0,-2.666101772737767,-2.137085317858427,Optimal (tolerance reached),7078,178,0,0
3,9,41095.0,-2.666101772737767,-2.137085317858427,Optimal (tolerance reached),7114,179,0,0
3,9,41336.0,-2.6642184158847217,-2.137085317858427,Optimal (tolerance reached),7154,180,0,0
3,9,41604.0,-2.6642184158847217,-2.137085317858427,Optimal (tolerance reached),7199,181,0,0
3,9,41833.0,-2.6637680830870583,-2.137085317858427,Optimal (tolerance reached),7237,182,0,0
3,9,42088.0,-2.6637680830870583,-2.137085317858427,Optimal (tolerance reached),7284,183,0,0
