seed,dimension,p,k,time,lowerBound,upperBound,termination,LMOcalls,openNodes
1,30,150,6.0,758.0,3.2199366910700515,3.680463057455647,OPTIMAL,43,2
1,30,150,6.0,1369.0,3.2199366910700515,3.680463057455647,OPTIMAL,75,3
1,30,150,6.0,1797.0,3.257813996924407,3.680463057455647,OPTIMAL,107,4
1,30,150,6.0,2253.0,3.257813996924407,3.680463057455647,OPTIMAL,136,5
1,30,150,6.0,2560.0,3.264650644057108,3.680463057455647,OPTIMAL,159,6
1,30,150,6.0,3047.0,3.264650644057108,3.680463057455647,OPTIMAL,185,7
1,30,150,6.0,3663.0,3.298106768693126,3.680463057455647,OPTIMAL,222,8
1,30,150,6.0,3977.0,3.298106768693126,3.680463057455647,OPTIMAL,246,9
1,30,150,6.0,4609.0,3.298183161018611,3.680463057455647,OPTIMAL,289,10
1,30,150,6.0,5135.0,3.298183161018611,3.680463057455647,OPTIMAL,315,11
1,30,150,6.0,5540.0,3.2983098918327656,3.680463057455647,OPTIMAL,345,12
1,30,150,6.0,5957.0,3.2983098918327656,3.680463057455647,OPTIMAL,373,13
1,30,150,6.0,6527.0,3.309535415870975,3.680463057455647,OPTIMAL,411,14
1,30,150,6.0,6996.0,3.309535415870975,3.680463057455647,OPTIMAL,438,15
1,30,150,6.0,7397.0,3.3229108340829154,3.680463057455647,OPTIMAL,466,16
1,30,150,6.0,7802.0,3.3229108340829154,3.680463057455647,OPTIMAL,492,17
1,30,150,6.0,8324.0,3.323967281567032,3.680463057455647,OPTIMAL,529,18
1,30,150,6.0,8749.0,3.323967281567032,3.680463057455647,OPTIMAL,560,19
1,30,150,6.0,9325.0,3.3267375208216765,3.680463057455647,OPTIMAL,596,20
1,30,150,6.0,9878.0,3.3267375208216765,3.680463057455647,OPTIMAL,628,21
1,30,150,6.0,10451.0,3.3347065491942405,3.680463057455647,OPTIMAL,664,22
1,30,150,6.0,10960.0,3.3347065491942405,3.680463057455647,OPTIMAL,693,23
1,30,150,6.0,11595.0,3.345710414872972,3.680463057455647,OPTIMAL,731,24
1,30,150,6.0,12158.0,3.345710414872972,3.680463057455647,OPTIMAL,766,25
1,30,150,6.0,12682.0,3.3476763513262555,3.680463057455647,OPTIMAL,803,26
1,30,150,6.0,13076.0,3.3476763513262555,3.680463057455647,OPTIMAL,829,27
