seed,num_v,time,lowerBound,upperBound,termination,LMOcalls,openNodes
2,7,80.0,-14.864162337524448,-13.867057561428325,Optimal (tolerance reached),25,2
2,7,170.0,-14.864162337524448,-13.867057561428325,Optimal (tolerance reached),51,3
2,7,283.0,-14.738915181284629,-13.867057600496008,Optimal (tolerance reached),81,4
2,7,370.0,-14.738915181284629,-13.867058326506601,Optimal (tolerance reached),108,5
2,7,508.0,-14.696876785090435,-13.867058326506601,Optimal (tolerance reached),138,6
2,7,602.0,-14.696876785090435,-13.867058326506601,Optimal (tolerance reached),164,7
2,7,699.0,-14.624350017216802,-13.867058326506601,Optimal (tolerance reached),191,8
2,7,799.0,-14.624350017216802,-13.867058326506601,Optimal (tolerance reached),218,9
2,7,908.0,-14.580457780452452,-13.867058326506601,Optimal (tolerance reached),248,10
2,7,1031.0,-14.580457780452452,-13.867058326506601,Optimal (tolerance reached),279,11
2,7,1154.0,-14.557817932701777,-13.867058326506601,Optimal (tolerance reached),312,12
2,7,1255.0,-14.557817932701777,-13.867058326506601,Optimal (tolerance reached),340,13
2,7,1368.0,-14.515860549852256,-13.867058326506601,Optimal (tolerance reached),367,14
2,7,1495.0,-14.515860549852256,-13.867058326506601,Optimal (tolerance reached),399,15
2,7,1626.0,-14.508384115774373,-13.867058326506601,Optimal (tolerance reached),433,16
2,7,1768.0,-14.508384115774373,-13.867058326506601,Optimal (tolerance reached),468,17
2,7,1868.0,-14.467033619234147,-13.867058326506601,Optimal (tolerance reached),491,18
2,7,1984.0,-14.467033619234147,-13.867058326506601,Optimal (tolerance reached),523,19
2,7,2079.0,-14.44380909478384,-13.867058326506601,Optimal (tolerance reached),550,20
2,7,2171.0,-14.44380909478384,-13.867058326506601,Optimal (tolerance reached),579,21
2,7,2284.0,-14.442316613550167,-13.867058326506601,Optimal (tolerance reached),605,22
2,7,2410.0,-14.442316613550167,-13.867058326506601,Optimal (tolerance reached),636,23
2,7,2497.0,-14.410746118832153,-13.867058326506601,Optimal (tolerance reached),659,24
2,7,2623.0,-14.410746118832153,-13.867058326506601,Optimal (tolerance reached),694,25
2,7,2703.0,-14.402031898060804,-13.867058326506601,Optimal (tolerance reached),716,26
2,7,2835.0,-14.402031898060804,-13.867058326506601,Optimal (tolerance reached),747,27
2,7,2945.0,-14.400832556005776,-13.867058326506601,Optimal (tolerance reached),777,28
2,7,3036.0,-14.400832556005776,-13.867058326506601,Optimal (tolerance reached),801,29
2,7,3166.0,-14.378081706709873,-13.867058326506601,Optimal (tolerance reached),832,30
2,7,3277.0,-14.378081706709873,-13.867058326506601,Optimal (tolerance reached),857,31
2,7,3380.0,-14.36871588625005,-13.867058326506601,Optimal (tolerance reached),881,32
2,7,3479.0,-14.36871588625005,-13.867058326506601,Optimal (tolerance reached),909,33
2,7,3621.0,-14.346327782393775,-13.867058326506601,Optimal (tolerance reached),943,34
2,7,3756.0,-14.346327782393775,-13.867058326506601,Optimal (tolerance reached),970,35
2,7,3855.0,-14.345153198974964,-13.867058326506601,Optimal (tolerance reached),995,36
2,7,3945.0,-14.345153198974964,-13.867058326506601,Optimal (tolerance reached),1019,37
2,7,4071.0,-14.336716506600602,-13.867058326506601,Optimal (tolerance reached),1053,38
2,7,4184.0,-14.336716506600602,-13.867058326506601,Optimal (tolerance reached),1079,39
2,7,4299.0,-14.32049081967065,-13.867058326506601,Optimal (tolerance reached),1109,40
2,7,4410.0,-14.32049081967065,-13.867058326506601,Optimal (tolerance reached),1138,41
2,7,4566.0,-14.310008419272961,-13.867058326506601,Optimal (tolerance reached),1172,42
2,7,4655.0,-14.310008419272961,-13.867058326506601,Optimal (tolerance reached),1195,43
2,7,4782.0,-14.303268198977834,-13.867058326506601,Optimal (tolerance reached),1228,44
2,7,4898.0,-14.303268198977834,-13.867058326506601,Optimal (tolerance reached),1259,45
2,7,5012.0,-14.302157602530158,-13.867058326506601,Optimal (tolerance reached),1280,46
2,7,5116.0,-14.302157602530158,-13.867058326506601,Optimal (tolerance reached),1309,47
2,7,5224.0,-14.278393183749841,-13.867058326506601,Optimal (tolerance reached),1338,48
2,7,5334.0,-14.278393183749841,-13.867058326506601,Optimal (tolerance reached),1364,49
2,7,5451.0,-14.277812910858113,-13.867058326506601,Optimal (tolerance reached),1390,50
2,7,5583.0,-14.277812910858113,-13.867058326506601,Optimal (tolerance reached),1428,51
2,7,5715.0,-14.266551458824964,-13.867058326506601,Optimal (tolerance reached),1462,52
2,7,5822.0,-14.266551458824964,-13.867058326506601,Optimal (tolerance reached),1489,53
2,7,5958.0,-14.255862676036676,-13.867058326506601,Optimal (tolerance reached),1521,54
2,7,6042.0,-14.255862676036676,-13.867058326506601,Optimal (tolerance reached),1542,55
2,7,6153.0,-14.25435046041557,-13.867058326506601,Optimal (tolerance reached),1573,56
2,7,6239.0,-14.25435046041557,-13.867058326506601,Optimal (tolerance reached),1594,57
2,7,6368.0,-14.245733726677951,-13.867058326506601,Optimal (tolerance reached),1625,58
2,7,6451.0,-14.245733726677951,-13.867058326506601,Optimal (tolerance reached),1649,59
2,7,6580.0,-14.244459682445338,-13.867058326506601,Optimal (tolerance reached),1682,60
2,7,6700.0,-14.244459682445338,-13.867058326506601,Optimal (tolerance reached),1714,61
2,7,6821.0,-14.238264124068282,-13.867058326506601,Optimal (tolerance reached),1744,62
2,7,6918.0,-14.238264124068282,-13.867058326506601,Optimal (tolerance reached),1771,63
2,7,7032.0,-14.231171720402422,-13.867058326506601,Optimal (tolerance reached),1802,64
2,7,7115.0,-14.231171720402422,-13.867058326506601,Optimal (tolerance reached),1825,65
2,7,7292.0,-14.220543537988492,-13.867058326506601,Optimal (tolerance reached),1863,66
2,7,7383.0,-14.220543537988492,-13.867058326506601,Optimal (tolerance reached),1887,67
2,7,7510.0,-14.213383776193963,-13.867058326506601,Optimal (tolerance reached),1920,68
2,7,7616.0,-14.213383776193963,-13.867058326506601,Optimal (tolerance reached),1947,69
2,7,7745.0,-14.212770485163299,-13.867058326506601,Optimal (tolerance reached),1977,70
2,7,7840.0,-14.212770485163299,-13.867058326506601,Optimal (tolerance reached),2006,71
2,7,7984.0,-14.203533108735776,-13.867058326506601,Optimal (tolerance reached),2040,72
2,7,8140.0,-14.203533108735776,-13.867058326506601,Optimal (tolerance reached),2072,73
2,7,8233.0,-14.20138562559153,-13.867058326506601,Optimal (tolerance reached),2101,74
2,7,8338.0,-14.20138562559153,-13.867058326506601,Optimal (tolerance reached),2125,75
2,7,8430.0,-14.198581148402258,-13.867058326506601,Optimal (tolerance reached),2152,76
2,7,8523.0,-14.198581148402258,-13.867058326506601,Optimal (tolerance reached),2179,77
2,7,8678.0,-14.189569527625176,-13.867058326506601,Optimal (tolerance reached),2212,78
2,7,8782.0,-14.189569527625176,-13.867058326506601,Optimal (tolerance reached),2238,79
2,7,8881.0,-14.187950849426246,-13.867058326506601,Optimal (tolerance reached),2264,80
2,7,8963.0,-14.187950849426246,-13.867058326506601,Optimal (tolerance reached),2285,81
2,7,9080.0,-14.178979860238874,-13.867058326506601,Optimal (tolerance reached),2313,82
2,7,9157.0,-14.178979860238874,-13.867058326506601,Optimal (tolerance reached),2337,83
2,7,9282.0,-14.178090058715423,-13.867058326506601,Optimal (tolerance reached),2368,84
2,7,9375.0,-14.178090058715423,-13.867058326506601,Optimal (tolerance reached),2394,85
2,7,9493.0,-14.165384200189388,-13.867058326506601,Optimal (tolerance reached),2417,86
2,7,9614.0,-14.165384200189388,-13.867058326506601,Optimal (tolerance reached),2447,87
2,7,9724.0,-14.164975001765267,-13.867058326506601,Optimal (tolerance reached),2478,88
2,7,9848.0,-14.164975001765267,-13.867058326506601,Optimal (tolerance reached),2510,89
2,7,9975.0,-14.155531346150962,-13.867058326506601,Optimal (tolerance reached),2538,90
2,7,10064.0,-14.155531346150962,-13.867058326506601,Optimal (tolerance reached),2558,91
2,7,10154.0,-14.154722653666095,-13.867058326506601,Optimal (tolerance reached),2583,92
2,7,10278.0,-14.154722653666095,-13.867058326506601,Optimal (tolerance reached),2616,93
2,7,10398.0,-14.153590188594317,-13.867058326506601,Optimal (tolerance reached),2642,94
2,7,10474.0,-14.153590188594317,-13.867058326506601,Optimal (tolerance reached),2664,95
2,7,10602.0,-14.153264847116462,-13.867058326506601,Optimal (tolerance reached),2691,96
2,7,10706.0,-14.153264847116462,-13.867058326506601,Optimal (tolerance reached),2718,97
2,7,10824.0,-14.147568472136166,-13.867058326506601,Optimal (tolerance reached),2746,98
2,7,10904.0,-14.147568472136166,-13.867058326506601,Optimal (tolerance reached),2767,99
2,7,11017.0,-14.137371819760123,-13.867058326506601,Optimal (tolerance reached),2798,100
2,7,11137.0,-14.137371819760123,-13.867058326506601,Optimal (tolerance reached),2829,101
2,7,11264.0,-14.133483481608318,-13.867058326506601,Optimal (tolerance reached),2859,102
2,7,11364.0,-14.133483481608318,-13.867058326506601,Optimal (tolerance reached),2888,103
2,7,11480.0,-14.132409477640527,-13.867058326506601,Optimal (tolerance reached),2918,104
2,7,11584.0,-14.132409477640527,-13.867058326506601,Optimal (tolerance reached),2943,105
2,7,11717.0,-14.129952307838,-13.867058326506601,Optimal (tolerance reached),2972,106
2,7,11836.0,-14.129952307838,-13.867058326506601,Optimal (tolerance reached),3004,107
2,7,11943.0,-14.123450894435402,-13.867058326506601,Optimal (tolerance reached),3030,108
2,7,12047.0,-14.123450894435402,-13.867058326506601,Optimal (tolerance reached),3058,109
2,7,12185.0,-14.123044833857683,-13.867058326506601,Optimal (tolerance reached),3088,110
2,7,12249.0,-14.123044833857683,-13.867058326506601,Optimal (tolerance reached),3106,111
2,7,12361.0,-14.112883256876138,-13.867058326506601,Optimal (tolerance reached),3133,112
2,7,12491.0,-14.112883256876138,-13.867058326506601,Optimal (tolerance reached),3165,113
2,7,12624.0,-14.111815358687629,-13.867058326506601,Optimal (tolerance reached),3196,114
2,7,12704.0,-14.111815358687629,-13.867058326506601,Optimal (tolerance reached),3221,115
2,7,12819.0,-14.11123838296882,-13.867058326506601,Optimal (tolerance reached),3254,116
2,7,12928.0,-14.11123838296882,-13.867058326506601,Optimal (tolerance reached),3284,117
2,7,13066.0,-14.109272533449811,-13.867058326506601,Optimal (tolerance reached),3316,118
2,7,13155.0,-14.109272533449811,-13.867058326506601,Optimal (tolerance reached),3343,119
2,7,13255.0,-14.108167172236525,-13.867058326506601,Optimal (tolerance reached),3370,120
2,7,13373.0,-14.108167172236525,-13.867058326506601,Optimal (tolerance reached),3397,121
2,7,13498.0,-14.100368253418134,-13.867058326506601,Optimal (tolerance reached),3424,122
2,7,13596.0,-14.100368253418134,-13.867058326506601,Optimal (tolerance reached),3454,123
