seed,dimension,p,k,Ns,time,lowerBound,upperBound,termination,LMOcalls,openNodes,localTighteings,globalTightenings
3,15,15,7.5,5.0,1076.0,-18.794268336941578,12075.925475350843,OPTIMAL,17,2,0,0
3,15,15,7.5,5.0,1278.0,-18.794268336941578,8847.027997136629,OPTIMAL,52,3,0,0
3,15,15,7.5,5.0,1296.0,-6.165607420125595,0.9999999999999999,OPTIMAL,56,2,0,0
3,15,15,7.5,5.0,1316.0,-6.165607420125595,0.9999999999999999,OPTIMAL,59,1,0,0
3,15,15,7.5,5.0,1331.0,-6.165607420125595,0.9999999999999999,OPTIMAL,62,0,0,0
3,15,15,7.5,5.0,1076.0,-18.794268336941578,12075.925475350843,OPTIMAL,17,2,0,0
3,15,15,7.5,5.0,1278.0,-18.794268336941578,8847.027997136629,OPTIMAL,52,3,0,0
3,15,15,7.5,5.0,1296.0,-6.165607420125595,0.9999999999999999,OPTIMAL,56,2,0,0
3,15,15,7.5,5.0,1316.0,-6.165607420125595,0.9999999999999999,OPTIMAL,59,1,0,0
3,15,15,7.5,5.0,1331.0,-6.165607420125595,0.9999999999999999,OPTIMAL,62,0,0,0
