seed,dimension,var_A,p,k,M,time,lowerBound,upperBound,termination,LMOcalls,openNodes
1,17,1,85,17.0,1,95.0,0.571185380926491,0.6931471805599453,Time limit reached,32,2
1,17,1,85,17.0,1,191.0,0.571185380926491,0.6931471805599453,Time limit reached,62,3
1,17,1,85,17.0,1,336.0,0.5740490319137127,0.6931471805599453,Time limit reached,110,4
1,17,1,85,17.0,1,488.0,0.5740490319137127,0.6931471805599453,Time limit reached,157,5
1,17,1,85,17.0,1,614.0,0.5743356984553225,0.6931471805599453,Time limit reached,199,6
1,17,1,85,17.0,1,776.0,0.5743356984553225,0.6931471805599453,Time limit reached,250,7
1,17,1,85,17.0,1,912.0,0.5744506577327366,0.6931471805599453,Time limit reached,294,8
1,17,1,85,17.0,1,1062.0,0.5744506577327366,0.6931471805599453,Time limit reached,342,9
1,17,1,85,17.0,1,1199.0,0.5744506577327366,0.6931471805599453,Time limit reached,387,10
1,17,1,85,17.0,1,1385.0,0.5744506577327366,0.6931471805599453,Time limit reached,445,11
1,17,1,85,17.0,1,1580.0,0.5747617632122846,0.6931471805599453,Time limit reached,507,12
1,17,1,85,17.0,1,1742.0,0.5747617632122846,0.6931471805599453,Time limit reached,560,13
1,17,1,85,17.0,1,1915.0,0.5750605714782508,0.6931471805599453,Time limit reached,614,14
1,17,1,85,17.0,1,2108.0,0.5750605714782508,0.6931471805599453,Time limit reached,674,15
1,17,1,85,17.0,1,2322.0,0.5762328725511273,0.6931471805599453,Time limit reached,741,16
1,17,1,85,17.0,1,2501.0,0.5762328725511273,0.6931471805599453,Time limit reached,799,17
1,17,1,85,17.0,1,2673.0,0.5765497926400028,0.6931471805599453,Time limit reached,853,18
1,17,1,85,17.0,1,2859.0,0.5765497926400028,0.6931471805599453,Time limit reached,910,19
1,17,1,85,17.0,1,3023.0,0.5767160989604424,0.6931471805599453,Time limit reached,963,20
1,17,1,85,17.0,1,3234.0,0.5767160989604424,0.6931471805599453,Time limit reached,1028,21
1,17,1,85,17.0,1,3419.0,0.5767160989604424,0.6931471805599453,Time limit reached,1086,22
1,17,1,85,17.0,1,3659.0,0.5767160989604424,0.6931471805599453,Time limit reached,1159,23
1,17,1,85,17.0,1,3888.0,0.5768096803520733,0.6931471805599453,Time limit reached,1228,24
