seed,dimension,p,k,time,lowerBound,upperBound,termination,LMOcalls,openNodes,localTighteings,globalTightenings
1,20,100,4.0,348.0,2.4710291111306515,2.654499422520585,OPTIMAL,38,2,79,0
1,20,100,4.0,555.0,2.4710291111306515,2.654499422520585,OPTIMAL,59,3,0,0
1,20,100,4.0,720.0,2.5061038770565585,2.654499422520585,OPTIMAL,82,4,4,0
1,20,100,4.0,896.0,2.5061038770565585,2.654499422520585,OPTIMAL,106,5,0,0
1,20,100,4.0,1104.0,2.5091718496496997,2.654499422520585,OPTIMAL,132,6,2,0
1,20,100,4.0,1244.0,2.5091718496496997,2.654499422520585,OPTIMAL,151,7,0,0
1,20,100,4.0,1443.0,2.542065287368521,2.654499422520585,OPTIMAL,174,8,2,0
1,20,100,4.0,1566.0,2.542065287368521,2.654499422520585,OPTIMAL,192,9,0,0
1,20,100,4.0,1706.0,2.543017616545855,2.654499422520585,OPTIMAL,213,10,3,0
1,20,100,4.0,1869.0,2.543017616545855,2.654499422520585,OPTIMAL,236,11,0,0
1,20,100,4.0,2022.0,2.54422555063906,2.654499422520585,OPTIMAL,257,12,3,0
1,20,100,4.0,2194.0,2.54422555063906,2.654499422520585,OPTIMAL,281,13,0,0
1,20,100,4.0,2365.0,2.5517978172302365,2.654499422520585,OPTIMAL,298,14,1,0
1,20,100,4.0,2510.0,2.5517978172302365,2.654499422520585,OPTIMAL,318,15,0,0
1,20,100,4.0,2575.0,2.565813587122242,2.654499422520585,OPTIMAL,326,16,3,0
1,20,100,4.0,2615.0,2.565813587122242,2.654499422520585,OPTIMAL,330,17,0,0
1,20,100,4.0,2627.0,2.5689240018600543,2.654499422520585,OPTIMAL,332,16,8,0
1,20,100,4.0,2757.0,2.5689240018600543,2.654499422520585,OPTIMAL,352,17,0,0
1,20,100,4.0,2929.0,2.571039683265392,2.654499422520585,OPTIMAL,376,18,1,0
1,20,100,4.0,3076.0,2.571039683265392,2.654499422520585,OPTIMAL,397,19,0,0
1,20,100,4.0,3257.0,2.5784615734817864,2.654499422520585,OPTIMAL,420,20,0,0
1,20,100,4.0,3501.0,2.5784615734817864,2.654499422520585,OPTIMAL,449,21,0,0
1,20,100,4.0,3614.0,2.5821190825983686,2.654499422520585,OPTIMAL,465,22,1,0
1,20,100,4.0,3727.0,2.5821190825983686,2.654499422520585,OPTIMAL,481,23,0,0
1,20,100,4.0,3839.0,2.58460550886893,2.654499422520585,OPTIMAL,497,24,0,0
1,20,100,4.0,3867.0,2.58460550886893,2.654499422520585,OPTIMAL,500,25,0,0
1,20,100,4.0,3880.0,2.5865866001768913,2.654499422520585,OPTIMAL,502,24,7,0
1,20,100,4.0,4041.0,2.5865866001768913,2.654499422520585,OPTIMAL,523,25,0,0
1,20,100,4.0,4229.0,2.5866064890775116,2.654499422520585,OPTIMAL,548,26,1,0
1,20,100,4.0,4429.0,2.5866064890775116,2.654499422520585,OPTIMAL,569,27,0,0
1,20,100,4.0,4558.0,2.5930757579240575,2.654499422520585,OPTIMAL,587,28,3,0
1,20,100,4.0,4586.0,2.5930757579240575,2.654499422520585,OPTIMAL,590,29,0,0
1,20,100,4.0,4599.0,2.594485621839101,2.654499422520585,OPTIMAL,592,28,6,0
1,20,100,4.0,4660.0,2.594485621839101,2.654499422520585,OPTIMAL,600,29,0,0
1,20,100,4.0,4780.0,2.5973993983981174,2.654499422520585,OPTIMAL,619,28,4,0
1,20,100,4.0,4903.0,2.5973993983981174,2.654499422520585,OPTIMAL,637,27,0,0
1,20,100,4.0,4983.0,2.5982718799948725,2.654499422520585,OPTIMAL,648,28,1,0
1,20,100,4.0,5070.0,2.5982718799948725,2.654499422520585,OPTIMAL,659,29,0,0
1,20,100,4.0,5192.0,2.6027676523481427,2.654499422520585,OPTIMAL,677,28,8,0
1,20,100,4.0,5219.0,2.6027676523481427,2.654499422520585,OPTIMAL,680,29,0,0
1,20,100,4.0,5232.0,2.6028564639438585,2.654499422520585,OPTIMAL,682,28,5,0
1,20,100,4.0,5353.0,2.6028564639438585,2.654499422520585,OPTIMAL,692,29,0,0
1,20,100,4.0,5478.0,2.603696363163795,2.654499422520585,OPTIMAL,712,28,5,0
1,20,100,4.0,5596.0,2.603696363163795,2.654499422520585,OPTIMAL,730,29,0,0
1,20,100,4.0,5711.0,2.60779243844805,2.654499422520585,OPTIMAL,748,28,0,0
1,20,100,4.0,5782.0,2.60779243844805,2.654499422520585,OPTIMAL,757,29,0,0
1,20,100,4.0,5903.0,2.6097604046428815,2.654499422520585,OPTIMAL,775,28,4,0
1,20,100,4.0,6096.0,2.6097604046428815,2.654499422520585,OPTIMAL,798,29,0,0
1,20,100,4.0,6349.0,2.6099997775957013,2.654499422520585,OPTIMAL,826,28,0,0
1,20,100,4.0,6386.0,2.6099997775957013,2.654499422520585,OPTIMAL,830,29,0,0
1,20,100,4.0,6398.0,2.610670550068049,2.654499422520585,OPTIMAL,832,28,8,0
1,20,100,4.0,6472.0,2.610670550068049,2.654499422520585,OPTIMAL,842,29,0,0
1,20,100,4.0,6590.0,2.611327143179281,2.654499422520585,OPTIMAL,861,28,4,0
1,20,100,4.0,6620.0,2.611327143179281,2.654499422520585,OPTIMAL,864,29,0,0
1,20,100,4.0,6632.0,2.611429176684031,2.654499422520585,OPTIMAL,866,28,11,0
1,20,100,4.0,6707.0,2.611429176684031,2.654499422520585,OPTIMAL,876,29,0,0
1,20,100,4.0,6819.0,2.6123076264069387,2.654499422520585,OPTIMAL,893,28,5,0
1,20,100,4.0,6843.0,2.6123076264069387,2.654499422520585,OPTIMAL,896,29,0,0
1,20,100,4.0,6856.0,2.61480796710237,2.654499422520585,OPTIMAL,898,28,4,0
1,20,100,4.0,6894.0,2.61480796710237,2.654499422520585,OPTIMAL,902,29,0,0
1,20,100,4.0,6906.0,2.617848289057979,2.654499422520585,OPTIMAL,904,28,10,0
1,20,100,4.0,6936.0,2.617848289057979,2.654499422520585,OPTIMAL,907,29,0,0
1,20,100,4.0,6948.0,2.618050166880723,2.654499422520585,OPTIMAL,909,28,9,0
1,20,100,4.0,7074.0,2.618050166880723,2.654499422520585,OPTIMAL,926,29,0,0
1,20,100,4.0,7162.0,2.618057675181384,2.654499422520585,OPTIMAL,939,28,5,0
1,20,100,4.0,7237.0,2.618057675181384,2.654499422520585,OPTIMAL,943,29,0,0
1,20,100,4.0,7249.0,2.6180903872108203,2.654499422520585,OPTIMAL,945,28,7,0
1,20,100,4.0,7382.0,2.6180903872108203,2.654499422520585,OPTIMAL,963,29,0,0
1,20,100,4.0,7465.0,2.6187104097274183,2.654499422520585,OPTIMAL,976,28,5,0
1,20,100,4.0,7589.0,2.6187104097274183,2.654499422520585,OPTIMAL,993,29,0,0
1,20,100,4.0,7666.0,2.620008780292964,2.654499422520585,OPTIMAL,1004,28,1,0
1,20,100,4.0,7784.0,2.620008780292964,2.654499422520585,OPTIMAL,1020,29,0,0
1,20,100,4.0,7873.0,2.620079627713241,2.654499422520585,OPTIMAL,1033,28,2,0
1,20,100,4.0,7913.0,2.620079627713241,2.654499422520585,OPTIMAL,1037,29,0,0
1,20,100,4.0,7925.0,2.623595944307586,2.654499422520585,OPTIMAL,1039,28,8,0
1,20,100,4.0,7958.0,2.623595944307586,2.654499422520585,OPTIMAL,1043,29,0,0
1,20,100,4.0,7970.0,2.624543681972157,2.654499422520585,OPTIMAL,1045,28,3,0
1,20,100,4.0,8052.0,2.624543681972157,2.654499422520585,OPTIMAL,1056,27,0,0
