seed,dimension,timeBoscia_Custom,solutionBoscia_Custom,terminationBoscia_Custom,numberNodesBoscia_Custom,dualGapBoscia_Custom,lbBoscia_Custom,relGapBoscia_Custom,timeBoscia_Custom_Lazy,solutionBoscia_Custom_Lazy,terminationBoscia_Custom_Lazy,numberNodesBoscia_Custom_Lazy,dualGapBoscia_Custom_Lazy,lbBoscia_Custom_Lazy,relGapBoscia_Custom_Lazy,timeBoscia_Custom_DICG,solutionBoscia_Custom_DICG,terminationBoscia_Custom_DICG,numberNodesBoscia_Custom_DICG,dualGapBoscia_Custom_DICG,lbBoscia_Custom_DICG,relGapBoscia_Custom_DICG,timeBoscia_MIP,solutionBoscia_MIP,terminationBoscia_MIP,numberNodesBoscia_MIP,dualGapBoscia_MIP,lbBoscia_MIP,relGapBoscia_MIP,timeBoscia_MIP_Lazy,solutionBoscia_MIP_Lazy,terminationBoscia_MIP_Lazy,numberNodesBoscia_MIP_Lazy,dualGapBoscia_MIP_Lazy,lbBoscia_MIP_Lazy,relGapBoscia_MIP_Lazy,timeBoscia_MIP_DICG,solutionBoscia_MIP_DICG,terminationBoscia_MIP_DICG,numberNodesBoscia_MIP_DICG,dualGapBoscia_MIP_DICG,lbBoscia_MIP_DICG,relGapBoscia_MIP_DICG,timeBoscia_Custom_DICG_Lazy,solutionBoscia_Custom_DICG_Lazy,terminationBoscia_Custom_DICG_Lazy,numberNodesBoscia_Custom_DICG_Lazy,dualGapBoscia_Custom_DICG_Lazy,lbBoscia_Custom_DICG_Lazy,relGapBoscia_Custom_DICG_Lazy,timeBoscia_MIP_DICG_Lazy,solutionBoscia_MIP_DICG_Lazy,terminationBoscia_MIP_DICG_Lazy,numberNodesBoscia_MIP_DICG_Lazy,dualGapBoscia_MIP_DICG_Lazy,lbBoscia_MIP_DICG_Lazy,relGapBoscia_MIP_DICG_Lazy,timeBoscia_Custom_DICG_WS,solutionBoscia_Custom_DICG_WS,terminationBoscia_Custom_DICG_WS,numberNodesBoscia_Custom_DICG_WS,dualGapBoscia_Custom_DICG_WS,lbBoscia_Custom_DICG_WS,relGapBoscia_Custom_DICG_WS,timeBoscia_Custom_DICG_Lazy_WS,solutionBoscia_Custom_DICG_Lazy_WS,terminationBoscia_Custom_DICG_Lazy_WS,numberNodesBoscia_Custom_DICG_Lazy_WS,dualGapBoscia_Custom_DICG_Lazy_WS,lbBoscia_Custom_DICG_Lazy_WS,relGapBoscia_Custom_DICG_Lazy_WS,timeBoscia_MIP_DICG_Lazy_WS,solutionBoscia_MIP_DICG_Lazy_WS,terminationBoscia_MIP_DICG_Lazy_WS,numberNodesBoscia_MIP_DICG_Lazy_WS,dualGapBoscia_MIP_DICG_Lazy_WS,lbBoscia_MIP_DICG_Lazy_WS,relGapBoscia_MIP_DICG_Lazy_WS,timeBoscia_MIP_DICG_WS,solutionBoscia_MIP_DICG_WS,terminationBoscia_MIP_DICG_WS,numberNodesBoscia_MIP_DICG_WS,dualGapBoscia_MIP_DICG_WS,lbBoscia_MIP_DICG_WS,relGapBoscia_MIP_DICG_WS,minimumTime
6,6,1.497,1.9710131012268914,1,14640,0.017555808091557434,1.953457293135334,0.008987044740241056,1.498,1.9710131012268914,1,4704,0.01771945252528373,1.9532936487016077,0.009071576379241388,6.341,1.9710131012268914,1,18594,0.018300595577555923,1.9527125056493355,0.009371884250554552,83.343,1.9710131012268914,1,14640,0.017555808091557434,1.953457293135334,0.008987044740241056,21.188,1.9710131012268914,1,4704,0.01771945252528373,1.9532936487016077,0.009071576379241388,93.053,1.9710131012268914,1,18606,0.01759258147017584,1.9534205197567156,0.009006039043946803,7.341,1.9710131012268914,1,16515,0.017894492841210363,1.953118608385681,0.00916201031743831,93.36,1.9710131012268914,1,16515,0.017894492841210363,1.953118608385681,0.00916201031743831,6.904,1.9710131012268914,1,11827,0.017666955066761192,1.9533461461601302,0.009044456918959668,10.612,1.9710131012268914,1,5973,0.01770251209476803,1.9533105891321234,0.00906282502806348,46.77,1.9710131012268914,1,5966,0.01763402534312397,1.9533790758837675,0.009027446623562202,68.26,1.9710131012268914,1,11775,0.017666955066761192,1.9533461461601302,0.009044456918959668,1.497
7,6,1.52,2.0576411542222424,1,15080,0.019228896897763637,2.0384122573244787,0.009433271816665072,1.553,2.0576411542222424,1,5184,0.018965748100719715,2.0386754061215226,0.009302975865491553,6.442,2.0576411542222424,1,19854,0.019126725414184698,2.0385144288080577,0.009382678456373894,77.328,2.0576411542222424,1,15080,0.019228896897763637,2.0384122573244787,0.009433271816665072,20.527,2.0576411542222424,1,5184,0.018965748100719715,2.0386754061215226,0.009302975865491553,97.248,2.0576411542222424,1,19954,0.019029337750090747,2.0386118164721516,0.009334458672481012,7.208,2.0576411542222424,1,17998,0.019103421257317788,2.0385377329649246,0.00937113939487059,99.651,2.0576411542222424,1,17998,0.019103421257317788,2.0385377329649246,0.00937113939487059,6.99,2.0576411542222424,1,12649,0.01917038993177833,2.038470764290464,0.009404299667967532,10.754,2.0576411542222424,1,6608,0.018839462201208246,2.038801692021034,0.009240458390307182,50.263,2.0576411542222424,1,6653,0.0188394622012078,2.0388016920210346,0.009240458390306964,71.562,2.0576411542222424,1,12693,0.01921954030023576,2.0384216139220066,0.009428638397949763,1.52
8,6,1.53,2.044949826368242,1,14883,0.019791894230264173,2.025157932137978,0.009773012719738695,1.534,2.044949826368242,1,5007,0.01941823694362066,2.0255315894246215,0.009586736165954667,6.571,2.044949826368242,1,19672,0.019856319154675006,2.025093507213567,0.009805136940069677,80.854,2.044949826368242,1,14883,0.019791894230264173,2.025157932137978,0.009773012719738695,22.785,2.044949826368242,1,5007,0.01941823694362066,2.0255315894246215,0.009586736165954667,97.816,2.044949826368242,1,19628,0.019856319154675006,2.025093507213567,0.009805136940069677,7.397,2.044949826368242,1,17342,0.019931203694838917,2.0250186226734033,0.009842479210648444,92.365,2.044949826368242,1,17342,0.019931203694838917,2.0250186226734033,0.009842479210648444,6.676,2.044949826368242,1,12217,0.02004643242384674,2.0249033939443954,0.009899945095552158,9.974,2.044949826368242,1,6384,0.02011045229871744,2.0248393740695247,0.009931875365649092,50.618,2.044949826368242,1,6421,0.019809170452619984,2.025140655915622,0.009781626967369192,71.195,2.044949826368242,1,12383,0.019857017942844557,2.0250928084253976,0.00980548538823971,1.53
9,6,1.435,1.8986155064441175,1,13577,0.018183267566797,1.8804322388773205,0.009669727624778975,1.561,1.8986155064441175,1,4182,0.018261972620169153,1.8803535338239483,0.0097119888848939,6.473,1.8986155064441175,1,16528,0.018057694402114688,1.8805578120420028,0.00960230751029491,67.051,1.8986155064441175,1,13577,0.018183267566797,1.8804322388773205,0.009669727624778975,18.198,1.8986155064441175,1,4182,0.018261972620169153,1.8803535338239483,0.0097119888848939,86.917,1.8986155064441175,1,16528,0.01833265697949993,1.8802828494646175,0.00974994638956574,7.31,1.8986155064441175,1,14584,0.01821283301239429,1.8804026734317232,0.009685602594446424,87.035,1.8986155064441175,1,14584,0.01821283301239429,1.8804026734317232,0.009685602594446424,6.892,1.8986155064441175,1,10747,0.01807605459237749,1.88053945185174,0.009612164517249696,10.872,1.8986155064441175,1,5146,0.01797835650669577,1.8806371499374217,0.009559715709802925,45.717,1.8986155064441175,1,5154,0.017869015918287712,1.8807464905258298,0.009501023135389072,63.702,1.8986155064441175,1,10693,0.018224402467831524,1.880391103976286,0.00969181487260501,1.435
10,6,1.459,1.913440232665938,1,14001,0.01832048266202091,1.8951197500039172,0.009667189982048914,1.501,1.913440232665938,1,4334,0.018323659381341395,1.8951165732845967,0.009668882452746965,6.786,1.913440232665938,1,16892,0.018126210454509684,1.8953140222114284,0.00956369775250238,64.469,1.913440232665938,1,14001,0.01832048266202091,1.8951197500039172,0.009667189982048914,20.629,1.913440232665938,1,4334,0.018323659381341395,1.8951165732845967,0.009668882452746965,88.241,1.913440232665938,1,16892,0.018133141528551944,1.8953070911373862,0.009567389692859814,7.182,1.913440232665938,1,14878,0.018425699325994804,1.8950145333399433,0.00972324961198039,104.098,1.913440232665938,1,14878,0.018425699325994804,1.8950145333399433,0.00972324961198039,6.939,1.913440232665938,1,11163,0.018093046620800912,1.8953471860451372,0.009546032913660617,10.872,1.913440232665938,1,5455,0.018119660341263666,1.8953205723246744,0.009560208761433583,46.057,1.913440232665938,1,5448,0.018091291797475817,1.8953489408684623,0.009545098217738343,66.722,1.913440232665938,1,11185,0.018117551985216362,1.8953226806807217,0.00955908572713818,1.459
1,7,6.196,2.37229261982671,1,105546,0.023403901586589004,2.348888718240121,0.009963818807101309,5.218,2.37229261982671,1,27969,0.023214407342390775,2.349078212484319,0.009882347560424509,10.633,2.37229261982671,1,116318,0.023417309246253293,2.3488753105804565,0.00996958380071115,621.68,2.37229261982671,1,105546,0.023403901586589004,2.348888718240121,0.009963818807101309,128.598,2.37229261982671,1,27969,0.023214407342390775,2.349078212484319,0.009882347560424509,536.329,2.37229261982671,1,116618,0.02336967023340053,2.3489229495933093,0.009949100389796411,12.317,2.37229261982671,1,101239,0.023258197440851003,2.349034422385859,0.009901173528665536,755.301,2.37229261982671,1,101678,0.02342812286341145,2.3488644969632984,0.009974233462041007,10.697,2.37229261982671,1,81117,0.02328266736638973,2.34900995246032,0.009911693793380395,18.558,2.37229261982671,1,34988,0.023369752357528473,2.3489228674691813,0.009949135700104078,241.558,2.37229261982671,1,35008,0.023462279440379596,2.34883034038633,0.009988920458393166,385.773,2.37229261982671,1,80887,0.023414124643788004,2.348878495182922,0.009968214486958636,5.218
2,7,6.724,2.422008436770351,1,109291,0.02365789448481781,2.398350542285533,0.009864235468378519,6.435,2.422008436770351,1,30135,0.02381358107078535,2.3981948556995656,0.009929794075819084,11.774,2.422008436770351,1,127298,0.023888160465793007,2.398120276304558,0.009961201988836044,516.263,2.422008436770351,1,109291,0.02365789448481781,2.398350542285533,0.009864235468378519,128.81,2.422008436770351,1,30135,0.02381358107078535,2.3981948556995656,0.009929794075819084,676.854,2.422008436770351,1,127646,0.02387770311322246,2.3981307336571285,0.009956797925194499,13.267,2.422008436770351,1,110428,0.023929405627431066,2.39807903114292,0.009978572564402249,779.406,2.422008436770351,1,110859,0.023840443402050493,2.3981679933683004,0.009941106489610788,11.445,2.422008436770351,1,83153,0.023869765499619167,2.3981386712707318,0.009953455063118179,25.498,2.422008436770351,1,37482,0.023815549817364445,2.3981928869529865,0.009930623156681608,275.863,2.422008436770351,1,37501,0.0237984888636551,2.398209947906696,0.00992343847311111,457.945,2.422008436770351,1,83437,0.023864611022728077,2.398143825747623,0.009951284308516512,6.435
3,7,6.138,2.3490337466077125,1,107801,0.023198379711983463,2.325835366895729,0.0099742140145311,5.76,2.3490337466077125,1,28496,0.023078439915016347,2.325955306692696,0.00992213386414198,10.443,2.3490337466077125,1,121526,0.023237639433015822,2.3257961071746966,0.009991262502044587,521.568,2.3490337466077125,1,107801,0.023198379711983463,2.325835366895729,0.0099742140145311,166.383,2.3490337466077125,1,28496,0.023078439915016347,2.325955306692696,0.00992213386414198,655.682,2.3490337466077125,1,121154,0.023218205063078923,2.3258155415446335,0.009982823077903727,12.526,2.3490337466077125,1,104866,0.023090392706147433,2.325943353901565,0.00992732375335596,756.336,2.3490337466077125,1,105230,0.022814009538540958,2.3262197370691715,0.009807332116992768,10.724,2.3490337466077125,1,80711,0.023211415075390818,2.3258223315323217,0.009979874541878028,24.403,2.3490337466077125,1,35471,0.023207216232810968,2.3258265303749015,0.009978051213075715,266.765,2.3490337466077125,1,35525,0.023171864586632118,2.3258618820210804,0.0099627001782654,449.204,2.3490337466077125,1,80861,0.02324042077280808,2.3257933258349044,0.009992470317398182,5.76
4,7,11.672,2.602557764540016,1,123428,0.02575667593881459,2.5768010886012016,0.009995601155538327,11.154,2.602557764540016,1,39775,0.025749492736916846,2.5768082718030993,0.00999278565607012,17.179,2.602557764540016,1,157914,0.02572300702075081,2.5768347575192654,0.009982404554925557,573.207,2.602557764540016,1,123428,0.02575667593881459,2.5768010886012016,0.009995601155538327,176.714,2.602557764540016,1,39775,0.025749492736916846,2.5768082718030993,0.00999278565607012,787.41,2.602557764540016,1,157976,0.02566064464892337,2.576897119891093,0.009957962407908572,18.684,2.602557764540016,1,140463,0.02555135128897046,2.5770064132510457,0.009915129103903129,941.621,2.602557764540016,1,140136,0.025544687651620546,2.5770130768883956,0.009912517666563174,15.879,2.602557764540016,1,101465,0.025758045640577265,2.576799718899439,0.009996138020217817,23.814,2.602557764540016,1,51212,0.02565633094930808,2.576901433590708,0.009956271751363814,316.017,2.602557764540016,1,51218,0.025757671594077713,2.5768000929459385,0.009995991409884707,530.148,2.602557764540016,1,101133,0.025647598122352733,2.5769101664176635,0.00995284913560149,11.154
5,7,8.527,2.449834535501338,1,118661,0.0241842330674249,2.425650302433913,0.009970205945662607,7.259,2.449834535501338,1,33410,0.024149978926978122,2.42568455657436,0.009955943719691072,13.324,2.449834535501338,1,138668,0.024205544881409136,2.425628990619929,0.009979079642852889,564.928,2.449834535501338,1,118661,0.0241842330674249,2.425650302433913,0.009970205945662607,181.054,2.449834535501338,1,33410,0.024149978926978122,2.42568455657436,0.009955943719691072,725.288,2.449834535501338,1,139052,0.024206402286415685,2.4256281332149223,0.009979436647748875,14.226,2.449834535501338,1,121624,0.024203577411226807,2.425630958090111,0.009978260431786448,854.254,2.449834535501338,1,122250,0.024107742132390086,2.425726793368948,0.00993835835028572,12.34,2.449834535501338,1,94953,0.024165034757477333,2.4256695007438607,0.009962212391286956,29.97,2.449834535501338,1,43487,0.02417869458061883,2.425655840920719,0.009967899886177255,319.686,2.449834535501338,1,43449,0.02412899081391151,2.4257055446874265,0.009947205202526238,503.059,2.449834535501338,1,95253,0.024185110691103073,2.425649424810235,0.009970571362757889,7.259
6,7,8.764,2.455398296649891,1,116470,0.024264420175573065,2.431133876474318,0.00998070094385828,7.179,2.455398296649891,1,34264,0.024115055592648815,2.4312832410572423,0.009918653320771626,15.015,2.455398296649891,1,142688,0.024276886353840066,2.431121410296051,0.009985879870509525,600.088,2.455398296649891,1,116470,0.024264420175573065,2.431133876474318,0.00998070094385828,155.322,2.455398296649891,1,34264,0.024115055592648815,2.4312832410572423,0.009918653320771626,749.415,2.455398296649891,1,142546,0.024300278755117866,2.431098017894773,0.009995598110914864,14.164,2.455398296649891,1,123718,0.024282903727529614,2.4311153929223615,0.009988379736405666,859.077,2.455398296649891,1,124272,0.024298167084995548,2.4311001295648955,0.009994720821862774,12.179,2.455398296649891,1,93063,0.024310355479734813,2.4310879411701563,0.009999784486625155,19.429,2.455398296649891,1,44301,0.0242815658923603,2.4311167307575308,0.009987823943276561,271.767,2.455398296649891,1,44149,0.02426552479059474,2.4311327718592963,0.009981159840989188,499.452,2.455398296649891,1,93567,0.024299886992888542,2.4310984096570025,0.009995435353979336,7.179
7,7,8.58,2.4776625925938798,1,117268,0.024322114941759843,2.45334047765212,0.009913876676846924,7.787,2.4776625925938798,1,35090,0.024488177233775943,2.453174415360104,0.009982240594247066,14.644,2.4776625925938798,1,145160,0.02441936567216718,2.4532432269217126,0.009953911379104542,578.801,2.4776625925938798,1,117268,0.024322114941759843,2.45334047765212,0.009913876676846924,145.704,2.4776625925938798,1,35090,0.024488177233775943,2.453174415360104,0.009982240594247066,754.155,2.4776625925938798,1,145078,0.024327282179604115,2.4533353104142757,0.009916003766927464,14.806,2.4776625925938798,1,128283,0.024509757064755888,2.453152835529124,0.009991125179719732,882.177,2.4776625925938798,1,128063,0.024313018380315743,2.453349574213564,0.009910132105046394,12.798,2.4776625925938798,1,93193,0.02439237763684865,2.453270214957031,0.009942801036809506,21.544,2.4776625925938798,1,45120,0.024336442333753094,2.4533261502601267,0.009919774560415743,285.442,2.4776625925938798,1,45085,0.024411739883175798,2.453250852710704,0.009950771995534905,484.407,2.4776625925938798,1,93183,0.024364723378063946,2.453297869215816,0.009931416679480509,7.787
8,7,7.828,2.4310615475530795,1,113118,0.023960214146003356,2.407101333407076,0.00995396986968115,6.971,2.4310615475530795,1,32948,0.02369382928250019,2.4073677182705793,0.009842214424774924,13.996,2.4310615475530795,1,138598,0.02389909763034126,2.407162449922738,0.009928327700155152,569.658,2.4310615475530795,1,113118,0.023960214146003356,2.407101333407076,0.00995396986968115,139.28,2.4310615475530795,1,32948,0.02369382928250019,2.4073677182705793,0.009842214424774924,735.119,2.4310615475530795,1,138690,0.023925391121515815,2.4071361564315636,0.009939359291160242,15.644,2.4310615475530795,1,120255,0.023874869347244587,2.407186678205835,0.009918162792858013,842.609,2.4310615475530795,1,120251,0.02393430850095557,2.407127239052124,0.00994310068560414,11.929,2.4310615475530795,1,88153,0.023722182578811424,2.407339364974268,0.0098541082009287,20.097,2.4310615475530795,1,41517,0.024002026595570047,2.4070595209575094,0.009971513536159765,264.947,2.4310615475530795,1,41358,0.02387911506427498,2.4071824324888045,0.009919944056581611,476.691,2.4310615475530795,1,88017,0.023894124848139242,2.40716742270494,0.009926241366829961,6.971
9,7,5.69,2.2872905137593755,1,98390,0.021379852800264665,2.265910660959111,0.009435435018967181,4.726,2.2872905137593755,1,25440,0.021623331794854206,2.2656671819645213,0.009543913584035314,11.107,2.2872905137593755,1,106806,0.021245012509728767,2.2660455012496468,0.009375368896173032,621.97,2.2872905137593755,1,98390,0.021379852800264665,2.265910660959111,0.009435435018967181,161.479,2.2872905137593755,1,25440,0.021623331794854206,2.2656671819645213,0.009543913584035314,600.013,2.2872905137593755,1,106962,0.02237191806137684,2.2649185956979987,0.009877581518324857,11.308,2.2872905137593755,1,92789,0.02246872457136062,2.264821789188015,0.009920747265247797,692.451,2.2872905137593755,1,92786,0.022443383148297524,2.264847130611078,0.009909447240371618,9.777,2.2872905137593755,1,73301,0.022443403553408903,2.2648471102059666,0.009909456339138003,18.308,2.2872905137593755,1,30691,0.02253637164717004,2.2647541421122055,0.00995091309388297,216.163,2.2872905137593755,1,30784,0.022518613625052808,2.2647719001343227,0.009942994093010972,420.085,2.2872905137593755,1,73603,0.02239539661455936,2.264895117144816,0.009888050199336189,4.726
10,7,7.763,2.4423186114086546,1,113351,0.02413127630610168,2.418187335102553,0.009979076457729564,6.869,2.4423186114086546,1,31916,0.024170533570138097,2.4181480778385165,0.009995472895829914,13.579,2.4423186114086546,1,132524,0.024176820611217398,2.418141790797437,0.009998098830773915,557.425,2.4423186114086546,1,113351,0.02413127630610168,2.418187335102553,0.009979076457729564,140.495,2.4423186114086546,1,31916,0.024170533570138097,2.4181480778385165,0.009995472895829914,712.363,2.4423186114086546,1,132088,0.024158762548482926,2.4181598488601717,0.009990556480321367,13.736,2.4423186114086546,1,116217,0.024141512098904805,2.4181770993097498,0.009983351552620284,820.626,2.4423186114086546,1,115821,0.024066242893344914,2.4182523685153097,0.009951915361141744,13.036,2.4423186114086546,1,89271,0.024174256737569788,2.418144354671085,0.009997027965213418,25.098,2.4423186114086546,1,40764,0.02416805029285829,2.4181505611157963,0.009994435698704606,293.112,2.4423186114086546,1,40898,0.024160205739984786,2.41815840566867,0.009991159257122363,487.751,2.4423186114086546,1,89275,0.024129920463466625,2.418188690945188,0.009978510177398547,6.869
1,8,227.145,2.8942452574246302,1,1019193,0.028636251393669543,2.8656090060309607,0.009993076980635422,211.633,2.8942452574246302,1,248302,0.028653244462954586,2.8655920129616756,0.009999066277875543,239.088,2.8942452574246302,1,1100112,0.028649421706293587,2.8655958357183366,0.009997718920858167,3600.011,2.8942452574246302,0,961346,0.17769026656838038,2.71655499085625,0.06541014894470182,917.429,2.8942452574246302,1,248302,0.028653244462954586,2.8655920129616756,0.009999066277875543,3600.031,2.8942452574246302,0,624828,0.4876313949611153,2.406613862463515,0.20262136878990405,234.937,2.8942452574246302,1,960305,0.0286408899580759,2.8656043674665543,0.009994711860171038,3600.029,2.8942452574246302,0,471131,0.5664636786755386,2.3277815787490916,0.24334915433944884,239.568,2.8942452574246302,1,768551,0.028638120002535405,2.865607137422095,0.009993735578247585,307.532,2.8942452574246302,1,317633,0.028635481012862396,2.865609776411768,0.009992805457524262,2123.208,2.8942452574246302,1,318170,0.02865191021660296,2.8655933472080273,0.00999859601311497,3600.036,2.8942452574246302,0,623526,0.25838779659919675,2.6358574608254335,0.09802798536696335,211.633
2,8,166.484,2.8062126869792543,1,952165,0.02759802012651358,2.7786146668527407,0.009932294843089232,149.453,2.8062126869792543,1,220753,0.02773144265094718,2.778481244328307,0.009980791739211905,174.896,2.8062126869792543,1,1000520,0.02775966945988939,2.778453017519365,0.00999105231754955,3590.598,2.8062126869792543,1,952165,0.02759802012651358,2.7786146668527407,0.009932294843089232,793.184,2.8062126869792543,1,220753,0.02773144265094718,2.778481244328307,0.009980791739211905,3600.025,2.8062126869792543,0,624372,0.4098019860899691,2.396410700889285,0.1710065749322082,169.075,2.8062126869792543,1,863586,0.02759564631081668,2.7786170406684376,0.009931432042242906,3600.035,2.8062126869792543,0,465152,0.49159117524281193,2.3146215117364424,0.2123851233344917,168.379,2.8062126869792543,1,706833,0.027693118785439452,2.778519568193815,0.00996686116680526,235.317,2.8062126869792543,1,274809,0.027744595832041696,2.7784680911472126,0.009985572956710157,1852.43,2.8062126869792543,1,274395,0.027767062749970872,2.7784456242292834,0.009993739847859435,3600.019,2.8062126869792543,0,626404,0.16284646677517056,2.6433662202040837,0.061605715292297955,149.453
3,8,254.362,2.9224634507541283,1,1032270,0.02888703482192545,2.893576415932203,0.009983159477963579,232.503,2.9224634507541283,1,258849,0.028927440294118867,2.8935360104600094,0.009997262930043865,267.238,2.9224634507541283,1,1142834,0.02889476577208061,2.8935686849820477,0.009985857920721822,3600.04,2.9224634507541283,0,862078,0.36493807585880544,2.557525374895323,0.14269186903912617,1012.897,2.9224634507541283,1,258849,0.028927440294118867,2.8935360104600094,0.009997262930043865,3600.058,2.9224634507541283,0,625504,0.51870016948356,2.4037632812705683,0.21578670975013325,255.139,2.9224634507541283,1,992367,0.028934900817003673,2.8935285499371246,0.009999867054234671,3600.025,2.9224634507541283,0,471048,0.5914052869395321,2.331058163814596,0.2537067912418552,262.464,2.9224634507541283,1,788901,0.02888145962092059,2.8935819911332077,0.009981213495737096,340.228,2.9224634507541283,1,335285,0.028903279934868742,2.8935601708192595,0.009988829755935333,2213.564,2.9224634507541283,1,335334,0.02887104309509647,2.893592407659032,0.009977577705373391,3600.02,2.9224634507541283,0,621058,0.28429559738337007,2.638167853370758,0.10776251291976312,232.503
4,8,416.88,3.0022693493973156,1,1111576,0.029700676581210672,2.972568672816105,0.009991586351838028,397.756,3.0022693493973156,1,307022,0.02969170089036055,2.972577648506955,0.009988536684743587,435.343,3.0022693493973156,1,1327364,0.029719698568207775,2.972549650829108,0.009998049506058987,3600.023,3.0022693493973156,0,976138,0.33146201291339095,2.6708073364839247,0.12410554980343712,2162.954,3.0022693493973156,1,307022,0.02969170089036055,2.972577648506955,0.009988536684743587,3600.031,3.0022693493973156,0,594630,0.6976032301445025,2.304666119252813,0.30269166727311886,419.84,3.0022693493973156,1,1160659,0.029713199107921362,2.9725561502893942,0.009995841156786433,3600.03,3.0022693493973156,0,468311,0.7491857335750032,2.2530836158223124,0.3325157256986982,429.431,3.0022693493973156,1,885897,0.02966349887616415,2.9726058505211514,0.009978954616860356,533.415,3.0022693493973156,1,403522,0.029691168655465727,2.97257818074185,0.009988355848072554,2622.972,3.0022693493973156,1,403590,0.029716973202774,2.9725523761945416,0.009997123495875164,3600.047,3.0022693493973156,0,619884,0.4183242367023938,2.5839451126949218,0.16189362329995594,397.756
5,8,334.129,2.960373697147759,1,1092621,0.029306930412321908,2.9310667667354373,0.00999872495056241,315.953,2.960373697147759,1,289619,0.029279318746274097,2.931094378401485,0.009989210501724615,350.052,2.960373697147759,1,1281732,0.02929634060394637,2.931077356543813,0.009995075885165726,3600.035,2.960373697147759,0,880956,0.4215681492275589,2.5388055479202003,0.16604979832855227,1973.678,2.960373697147759,1,289619,0.029279318746274097,2.931094378401485,0.009989210501724615,3600.025,2.960373697147759,0,598010,0.6438754679529599,2.3164982291947993,0.2779520656818145,337.844,2.960373697147759,1,1113660,0.029299249569576524,2.9310744475781827,0.00999607826194425,3600.037,2.960373697147759,0,469648,0.6902290952229668,2.2701446019247924,0.3040463125731025,340.028,2.960373697147759,1,845615,0.02929947606948735,2.931074221078272,0.009996156309787603,433.114,2.960373697147759,1,378985,0.029264523541237875,2.9311091736065213,0.009984112432506211,2474.03,2.960373697147759,1,379324,0.02928434785438183,2.9310893492933774,0.009990943422260961,3600.022,2.960373697147759,0,597931,0.3776598402225546,2.5827138569252046,0.14622597048833336,315.953
6,8,417.426,3.0083278882817215,1,1121936,0.029742335962359423,2.978585552319362,0.00998538918554805,396.166,3.0083278882817215,1,306064,0.029781244667545614,2.978546643614176,0.009998582607861725,436.502,3.0083278882817215,1,1321274,0.029776187778560725,2.9785517005031608,0.009996867864852134,3600.025,3.0083278882817215,0,534845,0.8592099687624799,2.1491179195192416,0.39979656814489056,2115.544,3.0083278882817215,1,306064,0.029781244667545614,2.978546643614176,0.009998582607861725,3600.022,3.0083278882817215,0,599564,0.6856517611706416,2.32267612711108,0.2951990392321499,422.253,3.0083278882817215,1,1152743,0.029750507742891674,2.97857738053883,0.009988160098600412,3600.027,3.0083278882817215,0,476244,0.7321674838027814,2.27616040447894,0.32166778859787326,431.924,3.0083278882817215,1,900747,0.02978252819999261,2.978545360081729,0.00999901784244622,544.717,3.0083278882817215,1,407865,0.02974848481941006,2.9785794034623114,0.00998747415792586,3600.027,3.0083278882817215,0,398261,0.05692196705854391,2.9514059212231776,0.01928639047893257,3600.041,3.0083278882817215,0,599350,0.45698694881606183,2.5513409394656597,0.17911637827274113,396.166
7,8,259.405,2.8814126109135474,1,1051498,0.02852461364555392,2.8528879972679935,0.009998504558492972,239.711,2.8814126109135474,1,268202,0.028452409165780068,2.8529602017477673,0.009972942892210583,271.566,2.8814126109135474,1,1192336,0.028501387913725473,2.852911222999822,0.009990282096390088,3600.033,2.8814126109135474,0,557746,0.7014687066794032,2.179943904234144,0.3217829162103336,1802.174,2.8814126109135474,1,268202,0.028452409165780068,2.8529602017477673,0.009972942892210583,3600.027,2.8814126109135474,0,597216,0.5608601747278672,2.32055243618568,0.2416925237206705,262.204,2.8814126109135474,1,1033639,0.02849773866636518,2.852914872247182,0.00998899018810123,3600.03,2.8814126109135474,0,468508,0.6078260316770145,2.273586579236533,0.26734237315964526,262.758,2.8814126109135474,1,805673,0.028496739302379392,2.852915871611168,0.009988636393363405,339.337,2.8814126109135474,1,344715,0.028525858400622717,2.8528867525129247,0.009998945235206452,2985.566,2.8814126109135474,1,344633,0.02847862838445092,2.8529339825290965,0.009982224810966327,3600.061,2.8814126109135474,0,606004,0.30548106875313064,2.5759315421604168,0.11859052298296938,239.711
