seed,dimension,timeBoscia_Custom,solutionBoscia_Custom,terminationBoscia_Custom,numberNodesBoscia_Custom,dualGapBoscia_Custom,lbBoscia_Custom,relGapBoscia_Custom,timeBoscia_Custom_Lazy,solutionBoscia_Custom_Lazy,terminationBoscia_Custom_Lazy,numberNodesBoscia_Custom_Lazy,dualGapBoscia_Custom_Lazy,lbBoscia_Custom_Lazy,relGapBoscia_Custom_Lazy,timeBoscia_Custom_DICG,solutionBoscia_Custom_DICG,terminationBoscia_Custom_DICG,numberNodesBoscia_Custom_DICG,dualGapBoscia_Custom_DICG,lbBoscia_Custom_DICG,relGapBoscia_Custom_DICG,timeBoscia_MIP,solutionBoscia_MIP,terminationBoscia_MIP,numberNodesBoscia_MIP,dualGapBoscia_MIP,lbBoscia_MIP,relGapBoscia_MIP,timeBoscia_MIP_Lazy,solutionBoscia_MIP_Lazy,terminationBoscia_MIP_Lazy,numberNodesBoscia_MIP_Lazy,dualGapBoscia_MIP_Lazy,lbBoscia_MIP_Lazy,relGapBoscia_MIP_Lazy,timeBoscia_MIP_DICG,solutionBoscia_MIP_DICG,terminationBoscia_MIP_DICG,numberNodesBoscia_MIP_DICG,dualGapBoscia_MIP_DICG,lbBoscia_MIP_DICG,relGapBoscia_MIP_DICG,timeBoscia_Custom_DICG_Lazy,solutionBoscia_Custom_DICG_Lazy,terminationBoscia_Custom_DICG_Lazy,numberNodesBoscia_Custom_DICG_Lazy,dualGapBoscia_Custom_DICG_Lazy,lbBoscia_Custom_DICG_Lazy,relGapBoscia_Custom_DICG_Lazy,timeBoscia_MIP_DICG_Lazy,solutionBoscia_MIP_DICG_Lazy,terminationBoscia_MIP_DICG_Lazy,numberNodesBoscia_MIP_DICG_Lazy,dualGapBoscia_MIP_DICG_Lazy,lbBoscia_MIP_DICG_Lazy,relGapBoscia_MIP_DICG_Lazy,timeBoscia_Custom_DICG_WS,solutionBoscia_Custom_DICG_WS,terminationBoscia_Custom_DICG_WS,numberNodesBoscia_Custom_DICG_WS,dualGapBoscia_Custom_DICG_WS,lbBoscia_Custom_DICG_WS,relGapBoscia_Custom_DICG_WS,timeBoscia_Custom_DICG_Lazy_WS,solutionBoscia_Custom_DICG_Lazy_WS,terminationBoscia_Custom_DICG_Lazy_WS,numberNodesBoscia_Custom_DICG_Lazy_WS,dualGapBoscia_Custom_DICG_Lazy_WS,lbBoscia_Custom_DICG_Lazy_WS,relGapBoscia_Custom_DICG_Lazy_WS,timeBoscia_MIP_DICG_Lazy_WS,solutionBoscia_MIP_DICG_Lazy_WS,terminationBoscia_MIP_DICG_Lazy_WS,numberNodesBoscia_MIP_DICG_Lazy_WS,dualGapBoscia_MIP_DICG_Lazy_WS,lbBoscia_MIP_DICG_Lazy_WS,relGapBoscia_MIP_DICG_Lazy_WS,timeBoscia_MIP_DICG_WS,solutionBoscia_MIP_DICG_WS,terminationBoscia_MIP_DICG_WS,numberNodesBoscia_MIP_DICG_WS,dualGapBoscia_MIP_DICG_WS,lbBoscia_MIP_DICG_WS,relGapBoscia_MIP_DICG_WS,minimumTime
1,4,1.342,0.8946268641300092,1,235,0.0,0.8946268641300092,0.0,1.126,0.8946268641300092,1,125,0.0,0.8946268641300092,0.0,6.473,0.8946268641300092,1,384,0.0,0.8946268641300092,0.0,3.647,0.8946268641300092,1,235,0.0,0.8946268641300092,0.0,2.826,0.8946268641300092,1,125,0.0,0.8946268641300092,0.0,14.26,0.8946268641300092,1,384,0.0,0.8946268641300092,0.0,6.884,0.8946268641300092,1,376,0.0,0.8946268641300092,0.0,10.035,0.8946268641300092,1,376,0.0,0.8946268641300092,0.0,6.31,0.8946268641300092,1,315,0.0,0.8946268641300092,0.0,9.321,0.8946268641300092,1,159,0.0,0.8946268641300092,0.0,9.072,0.8946268641300092,1,159,0.0,0.8946268641300092,0.0,8.566,0.8946268641300092,1,315,0.0,0.8946268641300092,0.0,1.126
2,4,1.42,1.0987910305155162,1,357,0.0,1.0987910305155162,0.0,1.136,1.0987910305155162,1,170,0.0,1.0987910305155162,0.0,6.128,1.0987910305155162,1,558,0.0,1.0987910305155162,0.0,3.781,1.0987910305155162,1,357,0.0,1.0987910305155162,0.0,3.158,1.0987910305155162,1,170,0.0,1.0987910305155162,0.0,15.863,1.0987910305155162,1,558,0.0,1.0987910305155162,0.0,6.788,1.0987910305155162,1,528,0.0,1.0987910305155162,0.0,10.713,1.0987910305155162,1,528,0.0,1.0987910305155162,0.0,6.921,1.0987910305155162,1,375,0.0,1.0987910305155162,0.0,9.064,1.0987910305155162,1,225,0.0,1.0987910305155162,0.0,9.335,1.0987910305155162,1,225,0.0,1.0987910305155162,0.0,9.681,1.0987910305155162,1,375,0.0,1.0987910305155162,0.0,1.136
3,4,1.389,1.0209371901497069,1,332,0.0,1.0209371901497069,0.0,1.19,1.0209371901497069,1,146,0.0,1.0209371901497069,0.0,6.475,1.0209371901497069,1,504,0.0,1.0209371901497069,0.0,3.6,1.0209371901497069,1,332,0.0,1.0209371901497069,0.0,3.01,1.0209371901497069,1,146,0.0,1.0209371901497069,0.0,14.319,1.0209371901497069,1,504,0.0,1.0209371901497069,0.0,6.162,1.0209371901497069,1,433,0.0,1.0209371901497069,0.0,10.378,1.0209371901497069,1,433,0.0,1.0209371901497069,0.0,6.917,1.0209371901497069,1,373,0.0,1.0209371901497069,0.0,9.312,1.0209371901497069,1,191,0.0,1.0209371901497069,0.0,9.346,1.0209371901497069,1,191,0.0,1.0209371901497069,0.0,9.714,1.0209371901497069,1,373,0.0,1.0209371901497069,0.0,1.19
4,4,1.368,1.1432827010260391,1,329,0.0,1.1432827010260391,0.0,1.105,1.1432827010260391,1,169,0.0,1.1432827010260391,0.0,6.475,1.1432827010260391,1,558,0.0,1.1432827010260391,0.0,3.271,1.1432827010260391,1,329,0.0,1.1432827010260391,0.0,3.197,1.1432827010260391,1,169,0.0,1.1432827010260391,0.0,16.148,1.1432827010260391,1,558,0.0,1.1432827010260391,0.0,6.266,1.1432827010260391,1,519,0.0,1.1432827010260391,0.0,10.939,1.1432827010260391,1,519,0.0,1.1432827010260391,0.0,6.916,1.1432827010260391,1,333,0.0,1.1432827010260391,0.0,8.853,1.1432827010260391,1,223,0.0,1.1432827010260391,0.0,9.482,1.1432827010260391,1,223,0.0,1.1432827010260391,0.0,9.385,1.1432827010260391,1,333,0.0,1.1432827010260391,0.0,1.105
5,4,1.058,0.966924818610073,1,275,0.0009519778189829298,0.96597284079109,0.0009855119924523975,1.192,0.966924818610073,1,123,0.003046153124350637,0.9638786654857223,0.003160307654299626,6.25,0.966924818610073,1,408,0.0010827421313200913,0.9658420764787529,0.0011210343364492156,3.539,0.966924818610073,1,275,0.0009519778189829298,0.96597284079109,0.0009855119924523975,3.147,0.966924818610073,1,123,0.003046153124350637,0.9638786654857223,0.003160307654299626,14.936,0.966924818610073,1,408,0.0010827421313200913,0.9658420764787529,0.0011210343364492156,6.205,0.966924818610073,1,363,0.0013299291152639725,0.965594889494809,0.0013773158181893239,10.402,0.966924818610073,1,363,0.0013299291152639725,0.965594889494809,0.0013773158181893239,6.963,0.966924818610073,1,285,0.0021970733506072593,0.9647277452594657,0.0022774024707005306,9.561,0.966924818610073,1,159,0.0012518786117613478,0.9656729399983116,0.001296379508950035,9.552,0.966924818610073,1,159,0.0012518786117613478,0.9656729399983116,0.001296379508950035,8.899,0.966924818610073,1,285,0.0021970733506070372,0.9647277452594659,0.0022774024707003,1.058
6,4,1.042,1.258170042504225,1,319,0.0,1.258170042504225,0.0,1.073,1.258170042504225,1,176,0.0,1.258170042504225,0.0,6.467,1.258170042504225,1,566,0.0,1.258170042504225,0.0,3.671,1.258170042504225,1,319,0.0,1.258170042504225,0.0,3.235,1.258170042504225,1,176,0.0,1.258170042504225,0.0,15.662,1.258170042504225,1,566,0.0,1.258170042504225,0.0,6.594,1.258170042504225,1,541,0.0,1.258170042504225,0.0,10.844,1.258170042504225,1,541,0.0,1.258170042504225,0.0,6.482,1.258170042504225,1,341,0.0,1.258170042504225,0.0,9.262,1.258170042504225,1,228,0.0,1.258170042504225,0.0,9.417,1.258170042504225,1,228,0.0,1.258170042504225,0.0,9.431,1.258170042504225,1,341,0.0,1.258170042504225,0.0,1.042
7,4,1.082,1.0776305372807422,1,308,0.0004104657879846485,1.0772200714927576,0.0003810417191872832,1.158,1.0776305372807422,1,161,0.0012349257312491702,1.076395611549493,0.0011472786752367652,6.292,1.0776305372807422,1,514,0.0019458704070709487,1.0756846668736713,0.0018089598810833215,3.556,1.0776305372807422,1,308,0.0004104657879846485,1.0772200714927576,0.0003810417191872832,3.243,1.0776305372807422,1,161,0.0012349257312491702,1.076395611549493,0.0011472786752367652,15.179,1.0776305372807422,1,514,0.0019458704070709487,1.0756846668736713,0.0018089598810833215,6.585,1.0776305372807422,1,476,0.0011638084662257686,1.0764667288145164,0.0010811374240125742,10.961,1.0776305372807422,1,476,0.0011638084662257686,1.0764667288145164,0.0010811374240125742,6.431,1.0776305372807422,1,359,0.0004121732866166905,1.0772183639941255,0.0003826274229938195,9.421,1.0776305372807422,1,217,0.0,1.0776305372807422,0.0,10.068,1.0776305372807422,1,217,0.0,1.0776305372807422,0.0,8.62,1.0776305372807422,1,359,0.00041217328661646846,1.0772183639941257,0.0003826274229936133,1.082
8,4,1.046,1.1586134358420543,1,346,0.0,1.1586134358420543,0.0,1.172,1.1586134358420543,1,172,0.0,1.1586134358420543,0.0,6.469,1.1586134358420543,1,558,0.0,1.1586134358420543,0.0,3.931,1.1586134358420543,1,346,0.0,1.1586134358420543,0.0,3.077,1.1586134358420543,1,172,0.0,1.1586134358420543,0.0,15.126,1.1586134358420543,1,558,0.0,1.1586134358420543,0.0,6.666,1.1586134358420543,1,532,0.0,1.1586134358420543,0.0,10.895,1.1586134358420543,1,532,0.0,1.1586134358420543,0.0,6.975,1.1586134358420543,1,347,0.0,1.1586134358420543,0.0,9.622,1.1586134358420543,1,229,0.0,1.1586134358420543,0.0,9.551,1.1586134358420543,1,229,0.0,1.1586134358420543,0.0,9.443,1.1586134358420543,1,353,0.0,1.1586134358420543,0.0,1.046
9,4,1.087,1.094710735469102,1,352,0.0,1.094710735469102,0.0,1.184,1.094710735469102,1,161,0.0,1.094710735469102,0.0,6.266,1.094710735469102,1,500,0.0,1.094710735469102,0.0,3.344,1.094710735469102,1,352,0.0,1.094710735469102,0.0,3.12,1.094710735469102,1,161,0.0,1.094710735469102,0.0,15.401,1.094710735469102,1,520,0.0,1.094710735469102,0.0,6.625,1.094710735469102,1,498,0.0,1.094710735469102,0.0,10.933,1.094710735469102,1,498,0.0,1.094710735469102,0.0,6.947,1.094710735469102,1,363,0.0,1.094710735469102,0.0,8.933,1.094710735469102,1,197,0.0,1.094710735469102,0.0,9.313,1.094710735469102,1,197,0.0,1.094710735469102,0.0,8.724,1.094710735469102,1,353,0.0,1.094710735469102,0.0,1.087
10,4,1.05,1.202262080506892,1,378,0.0,1.202262080506892,0.0,1.09,1.202262080506892,1,173,0.0,1.202262080506892,0.0,6.16,1.202262080506892,1,540,0.0,1.202262080506892,0.0,3.644,1.202262080506892,1,378,0.0,1.202262080506892,0.0,3.229,1.202262080506892,1,173,0.0,1.202262080506892,0.0,15.266,1.202262080506892,1,540,0.0,1.202262080506892,0.0,5.696,1.202262080506892,1,522,0.0,1.202262080506892,0.0,11.001,1.202262080506892,1,522,0.0,1.202262080506892,0.0,6.881,1.202262080506892,1,369,0.0,1.202262080506892,0.0,9.334,1.202262080506892,1,232,0.0,1.202262080506892,0.0,9.254,1.202262080506892,1,234,0.0,1.202262080506892,0.0,9.339,1.202262080506892,1,369,0.0,1.202262080506892,0.0,1.05
1,5,1.102,1.4795318187671724,1,1952,0.012819478857210687,1.4667123399099617,0.008740281586502262,1.196,1.4795318187671724,1,664,0.01167138595864925,1.4678604328085232,0.00795129134744634,6.354,1.4795318187671724,1,2776,0.011620267998906364,1.467911550768266,0.007916190858246618,12.546,1.4795318187671724,1,1952,0.012819478857210687,1.4667123399099617,0.008740281586502262,5.49,1.4795318187671724,1,664,0.01167138595864925,1.4678604328085232,0.00795129134744634,31.373,1.4795318187671724,1,2706,0.011843090562914771,1.4676887282042577,0.008069211362960453,6.67,1.4795318187671724,1,2302,0.012001153746700632,1.4675306650204718,0.008177787376274838,22.391,1.4795318187671724,1,2371,0.01168619569425533,1.467845623072917,0.007961461008270353,6.462,1.4795318187671724,1,1707,0.012061730820083882,1.4674700879470886,0.008219404892237082,11.637,1.4795318187671724,1,806,0.010594378920295355,1.468937439846877,0.007212273738083577,16.565,1.4795318187671724,1,801,0.010871786653485316,1.4686600321136871,0.007402520948186152,15.747,1.4795318187671724,1,1707,0.013638260066388241,1.4658935587007842,0.009303717848706409,1.102
2,5,1.107,1.6579841536689468,1,2224,0.010107664923901583,1.6478764887450452,0.006133751523816669,1.066,1.6579841536689468,1,853,0.011236686462599232,1.6467474672063476,0.006823563834995233,6.03,1.6579841536689468,1,3030,0.010818991574421455,1.6471651620945253,0.006568249391982095,11.677,1.6579841536689468,1,2224,0.010107664923901583,1.6478764887450452,0.006133751523816669,4.678,1.6579841536689468,1,853,0.011236686462599232,1.6467474672063476,0.006823563834995233,32.771,1.6579841536689468,1,3030,0.010818991574422343,1.6471651620945245,0.006568249391982637,6.685,1.6579841536689468,1,2825,0.009970929098495285,1.6480132245704515,0.006050272503786595,23.949,1.6579841536689468,1,2843,0.0099149800324978,1.648069173636449,0.006016118856601443,7.04,1.6579841536689468,1,1859,0.010274534132807878,1.647709619536139,0.006235646142370857,10.649,1.6579841536689468,1,1095,0.009960717804600394,1.6480234358643464,0.0060440389304149975,13.95,1.6579841536689468,1,1097,0.010233335406040878,1.647750818262906,0.006210487224536218,15.547,1.6579841536689468,1,1883,0.010490223738777837,1.647493929930169,0.0063673823303388305,1.066
3,5,1.113,1.2616880638537986,1,1561,0.0035395781017224515,1.2581484857520762,0.0028133230233207476,1.18,1.2616880638537986,1,517,0.003103332134465786,1.2585847317193328,0.002465731592203866,6.509,1.2616880638537986,1,1908,0.003774065239776414,1.2579139986140222,0.003000256968230502,10.578,1.2616880638537986,1,1561,0.0035395781017224515,1.2581484857520762,0.0028133230233207476,4.587,1.2616880638537986,1,517,0.003103332134465786,1.2585847317193328,0.002465731592203866,28.684,1.2616880638537986,1,1882,0.002828188693640321,1.2588598751601583,0.0022466270864980147,5.708,1.2616880638537986,1,1709,0.003233773619635505,1.258454290234163,0.002569639314459161,17.519,1.2616880638537986,1,1611,0.002972913470277394,1.2587151503835212,0.002361863579199447,7.002,1.2616880638537986,1,1287,0.0028199855856894107,1.2588680782681092,0.002240096189879572,10.557,1.2616880638537986,1,613,0.002698488856841541,1.258989574996957,0.0021433766493642835,12.013,1.2616880638537986,1,613,0.002698488856841985,1.2589895749969566,0.002143376649364637,14.897,1.2616880638537986,1,1325,0.0027538055899642977,1.2589342582638343,0.0021874101621176026,1.113
4,5,1.118,1.4860355919276897,1,2051,8.518414099101257e-5,1.4859504077866987,5.732636872982396e-5,1.121,1.4860355919276897,1,750,0.001300977556588423,1.4847346143711013,0.0008762357555323019,6.482,1.4860355919276897,1,2750,0.0006606731555329759,1.4853749187721568,0.0004447854526041834,9.183,1.4860355919276897,1,2051,8.518414099101257e-5,1.4859504077866987,5.732636872982396e-5,4.296,1.4860355919276897,1,750,0.001300977556588423,1.4847346143711013,0.0008762357555323019,33.045,1.4860355919276897,1,2750,0.0006606731555329759,1.4853749187721568,0.0004447854526041834,6.158,1.4860355919276897,1,2400,0.00031839580327708283,1.4857171961244127,0.00021430444778295523,20.963,1.4860355919276897,1,2430,0.0008811407185578268,1.485154451209132,0.0005932990456584835,6.999,1.4860355919276897,1,1813,0.000625080600088701,1.485410511327601,0.000420813367969255,10.675,1.4860355919276897,1,946,0.00015807675237122787,1.4858775151753185,0.00010638612587968021,16.798,1.4860355919276897,1,946,0.00015807675237122787,1.4858775151753185,0.00010638612587968021,17.344,1.4860355919276897,1,1787,0.0005711984401370884,1.4854643934875527,0.00038452516441409723,1.118
5,5,1.069,1.652093205061694,1,2185,0.014378478063101108,1.637714726998593,0.008779598684718587,1.206,1.652093205061694,1,891,0.014299324872766084,1.637793880188928,0.008730845221571217,6.184,1.652093205061694,1,3054,0.014348367983464172,1.63774483707823,0.008761052185065624,11.439,1.652093205061694,1,2185,0.014378478063101108,1.637714726998593,0.008779598684718587,4.484,1.652093205061694,1,891,0.014299324872766084,1.637793880188928,0.008730845221571217,32.648,1.652093205061694,1,3116,0.014296570823526533,1.6377966342381676,0.00872914898263708,6.225,1.652093205061694,1,2899,0.014471726797309348,1.6376214782643848,0.008837040176492464,24.205,1.652093205061694,1,2876,0.014325767111506238,1.6377674379501879,0.008747131478835733,7.056,1.652093205061694,1,1911,0.014329831731831888,1.6377633733298622,0.008749634999283693,10.1,1.652093205061694,1,1174,0.014292568948611528,1.6378006361130826,0.008726684208971507,17.849,1.652093205061694,1,1174,0.014292568948611528,1.6378006361130826,0.008726684208971507,16.835,1.652093205061694,1,1911,0.014329831731831444,1.6377633733298627,0.008749634999283419,1.069
6,5,1.076,1.5649421641901355,1,2119,0.012180863462390334,1.5527613007277452,0.007844646473789262,1.225,1.5649421641901355,1,836,0.013277053359420865,1.5516651108307147,0.00855664876831105,6.108,1.5649421641901355,1,3026,0.011663587959783506,1.553278576230352,0.007509012316444767,9.66,1.5649421641901355,1,2119,0.012180863462390334,1.5527613007277452,0.007844646473789262,4.672,1.5649421641901355,1,836,0.013277053359420865,1.5516651108307147,0.00855664876831105,25.454,1.5649421641901355,1,2974,0.012041772172490361,1.5529003920176452,0.007754375125660689,6.654,1.5649421641901355,1,2637,0.011740687756789825,1.5532014764333457,0.007559024334531443,22.746,1.5649421641901355,1,2732,0.011678162644051415,1.5532640015460841,0.007518466038244132,6.689,1.5649421641901355,1,1983,0.011783361891767541,1.553158802298368,0.007586707730291645,10.877,1.5649421641901355,1,1065,0.012518047383236919,1.5524241168068986,0.008063548644802456,18.201,1.5649421641901355,1,1060,0.011930246520767795,1.5530119176693677,0.0076820057753785465,17.633,1.5649421641901355,1,1983,0.011783361891767541,1.553158802298368,0.007586707730291645,1.076
7,5,1.923,1.641858401427629,1,2199,0.01060813997468757,1.6312502614529414,0.006503073271687316,1.216,1.641858401427629,1,863,0.011382743617611712,1.6304756578100172,0.0069812410648929955,6.527,1.641858401427629,1,3092,0.010746445348396305,1.6311119560792326,0.006588416759710323,9.635,1.641858401427629,1,2199,0.01060813997468757,1.6312502614529414,0.006503073271687316,5.388,1.641858401427629,1,863,0.011382743617611712,1.6304756578100172,0.0069812410648929955,21.726,1.641858401427629,1,3040,0.010992726318014068,1.6308656751096149,0.006740424110817844,6.713,1.641858401427629,1,2816,0.010556894877650658,1.6313015065499783,0.006471455359578083,23.583,1.641858401427629,1,2840,0.010807293031812604,1.6310511083958164,0.006625968356345298,6.689,1.641858401427629,1,1817,0.010690520699464079,1.6311678807281649,0.006553905839962809,10.255,1.641858401427629,1,1096,0.010522483140834149,1.6313359182867948,0.006450224642809746,18.008,1.641858401427629,1,1094,0.010522483140834149,1.6313359182867948,0.006450224642809746,16.867,1.641858401427629,1,1817,0.010690520699464079,1.6311678807281649,0.006553905839962809,1.216
8,5,1.866,1.4517579649555836,1,1976,0.010432111537019395,1.4413258534185642,0.007237857776765964,1.192,1.4517579649555836,1,738,0.01035422754831461,1.441403737407269,0.007183433259954855,6.459,1.4517579649555836,1,2592,0.009262896702369794,1.4424950682532138,0.006421440811986053,11.026,1.4517579649555836,1,1976,0.010432111537019395,1.4413258534185642,0.007237857776765964,4.79,1.4517579649555836,1,738,0.01035422754831461,1.441403737407269,0.007183433259954855,18.829,1.4517579649555836,1,2592,0.009690474505272606,1.442067490450311,0.006719848113521084,6.676,1.4517579649555836,1,2337,0.010152078905780737,1.4416058860498029,0.007042201342281434,21.59,1.4517579649555836,1,2311,0.009335634799363168,1.4424223301562205,0.006472192369867208,6.684,1.4517579649555836,1,1705,0.010261116029445239,1.4414968489261384,0.007118375622596323,10.447,1.4517579649555836,1,902,0.009608978668671275,1.4421489862869123,0.006662958376728762,16.955,1.4517579649555836,1,918,0.009142312022071719,1.442615652933512,0.006337316528821191,16.857,1.4517579649555836,1,1717,0.009603592171868458,1.4421543727837152,0.006659198455523972,1.192
9,5,1.926,1.561244351007081,1,2117,0.0,1.561244351007081,0.0,1.103,1.561244351007081,1,833,0.0,1.561244351007081,0.0,6.133,1.561244351007081,1,2988,0.0,1.561244351007081,0.0,10.938,1.561244351007081,1,2117,0.0,1.561244351007081,0.0,5.698,1.561244351007081,1,833,0.0,1.561244351007081,0.0,20.492,1.561244351007081,1,3042,0.0,1.561244351007081,0.0,6.696,1.561244351007081,1,2690,0.0,1.561244351007081,0.0,23.627,1.561244351007081,1,2734,0.0,1.561244351007081,0.0,6.611,1.561244351007081,1,2009,0.0,1.561244351007081,0.0,10.678,1.561244351007081,1,1068,0.0,1.561244351007081,0.0,16.973,1.561244351007081,1,1062,0.0,1.561244351007081,0.0,16.61,1.561244351007081,1,1973,0.0,1.561244351007081,0.0,1.103
10,5,1.952,1.5824709592221946,1,2159,0.011906320876926335,1.5705646383452683,0.0075809174523824244,1.231,1.5824709592221946,1,856,0.01269916797235493,1.5697717912498397,0.008089817923307154,6.455,1.5824709592221946,1,3068,0.012119966032541507,1.570350993189653,0.007717998132330766,12.706,1.5824709592221946,1,2159,0.011906320876926335,1.5705646383452683,0.0075809174523824244,6.382,1.5824709592221946,1,856,0.01269916797235493,1.5697717912498397,0.008089817923307154,21.873,1.5824709592221946,1,3116,0.011779497990565435,1.5706914612316292,0.007499561996299869,6.196,1.5824709592221946,1,2732,0.011853876152314813,1.5706170830698798,0.007547273157850538,23.25,1.5824709592221946,1,2746,0.01177943349936883,1.5706915257228258,0.007499520629264224,6.651,1.5824709592221946,1,1925,0.012021032033024959,1.5704499271891696,0.007654514687100213,10.556,1.5824709592221946,1,1129,0.011847415574805842,1.5706235436473888,0.007543128729175369,16.869,1.5824709592221946,1,1117,0.011856964664358705,1.570613994557836,0.007549254435171841,18.509,1.5824709592221946,1,1953,0.011788407666153855,1.5706825515560408,0.007505277023976193,1.231
1,6,2.43,1.8831742775099256,1,12580,0.014609218413040415,1.8685650590968852,0.007818415709914506,1.296,1.8831742775099256,1,3790,0.014989792072515717,1.86818448543741,0.008023721527162807,6.771,1.8831742775099256,1,15052,0.014640213826877524,1.868534063683048,0.007835133493911453,42.827,1.8831742775099256,1,12580,0.014609218413040415,1.8685650590968852,0.007818415709914506,19.559,1.8831742775099256,1,3790,0.014989792072515717,1.86818448543741,0.008023721527162807,80.341,1.8831742775099256,1,14990,0.014599963629815749,1.8685743138801099,0.007813424128419493,7.049,1.8831742775099256,1,13144,0.014651450359948637,1.868522827149977,0.007841194202746895,80.17,1.8831742775099256,1,13144,0.014651450359948637,1.868522827149977,0.007841194202746895,6.345,1.8831742775099256,1,9871,0.015270910435746465,1.8679033670741791,0.0081754285071322,11.9,1.8831742775099256,1,4662,0.014556816622515178,1.8686174608874104,0.00779015337660503,46.132,1.8831742775099256,1,4686,0.014629505733910753,1.8685447717760149,0.007829357880467427,56.638,1.8831742775099256,1,9823,0.014914219084669611,1.868260058425256,0.007982945959483128,1.296
2,6,2.707,2.1116520376273074,1,15219,0.01906384196418287,2.0925881956631245,0.00911017370913807,1.536,2.1116520376273074,1,5362,0.018534586354066906,2.0931174512732404,0.00885501496478009,6.938,2.1116520376273074,1,20586,0.01899841814065084,2.0926536194866565,0.009078625322288786,74.331,2.1116520376273074,1,15219,0.01906384196418287,2.0925881956631245,0.00911017370913807,20.221,2.1116520376273074,1,5362,0.018534586354066906,2.0931174512732404,0.00885501496478009,100.214,2.1116520376273074,1,20588,0.018952262098291595,2.0926997755290158,0.009056369346386837,7.201,2.1116520376273074,1,18237,0.018614006552096996,2.0930380310752104,0.008893295905633798,100.363,2.1116520376273074,1,18237,0.018614006552096996,2.0930380310752104,0.008893295905633798,6.791,2.1116520376273074,1,12735,0.01866924422860139,2.092982793398706,0.008919922460654917,10.391,2.1116520376273074,1,6839,0.01857467609700203,2.0930773615303053,0.008874338062412362,50.515,2.1116520376273074,1,6860,0.018894354071316233,2.092757683555991,0.00902844807106915,68.726,2.1116520376273074,1,12733,0.018669244228600945,2.0929827933987064,0.008919922460654704,1.536
3,6,1.403,1.7677150703194724,1,11493,0.016043467488242147,1.7516716028312302,0.009158947066511245,1.368,1.7677150703194724,1,3287,0.01650016656312947,1.751214903756343,0.009422125478567328,6.674,1.7677150703194724,1,13162,0.016704399704422057,1.7510106706150503,0.00953986174085082,74.594,1.7677150703194724,1,11493,0.016043467488242147,1.7516716028312302,0.009158947066511245,16.761,1.7677150703194724,1,3287,0.01650016656312947,1.751214903756343,0.009422125478567328,72.772,1.7677150703194724,1,12952,0.017095708520931563,1.7506193617985408,0.009765520074773923,7.011,1.7677150703194724,1,11129,0.016967407713024185,1.7507476626064482,0.009691520985819132,67.376,1.7677150703194724,1,11129,0.016967407713024185,1.7507476626064482,0.009691520985819132,6.737,1.7677150703194724,1,8947,0.01690637540410833,1.750808694915364,0.009656323648155976,11.752,1.7677150703194724,1,3854,0.016596047293700344,1.751119023025772,0.009477395354328289,46.591,1.7677150703194724,1,3841,0.016449692030801266,1.7512653782886711,0.009393032166761519,55.417,1.7677150703194724,1,8973,0.01682679946374721,1.7508882708557252,0.009610435882081339,1.368
4,6,1.509,2.134835014121023,1,14893,0.02043900870439641,2.1143960054166264,0.009666594456306236,1.558,2.134835014121023,1,5490,0.020701843822328758,2.114133170298694,0.009792119112063272,7.01,2.134835014121023,1,20576,0.020316081419200938,2.114518932701822,0.009607897619172466,67.954,2.134835014121023,1,14893,0.02043900870439641,2.1143960054166264,0.009666594456306236,19.719,2.134835014121023,1,5490,0.020701843822328758,2.114133170298694,0.009792119112063272,99.846,2.134835014121023,1,20576,0.020316081419200938,2.114518932701822,0.009607897619172466,7.215,2.134835014121023,1,18603,0.020402803733921893,2.114432210387101,0.009649306151170786,96.2,2.134835014121023,1,18603,0.020402803733921893,2.114432210387101,0.009649306151170786,6.956,2.134835014121023,1,12361,0.020341910160960097,2.1144931039600627,0.009620230079191737,10.087,2.134835014121023,1,6885,0.020326036356062005,2.114508977764961,0.009612650771313657,48.442,2.134835014121023,1,6828,0.02032832338771895,2.114506690733304,0.00961374275938997,69.161,2.134835014121023,1,12265,0.02043359795384303,2.11440141616718,0.00966401072076628,1.509
5,6,1.48,2.0142823379596324,1,14980,0.019294018495466858,1.9949883194641655,0.00967124383998852,1.495,2.0142823379596324,1,4962,0.017428114022027597,1.9968542239376048,0.008727784839326442,6.898,2.0142823379596324,1,19508,0.019281510468468266,1.9950008274911641,0.009664913519216906,75.334,2.0142823379596324,1,14980,0.019294018495466858,1.9949883194641655,0.00967124383998852,19.936,2.0142823379596324,1,4962,0.017428114022027597,1.9968542239376048,0.008727784839326442,97.033,2.0142823379596324,1,19390,0.019357016341276845,1.9949253216183556,0.009703128298343385,7.255,2.0142823379596324,1,17127,0.01938613169428738,1.994896206265345,0.009717864835975728,96.49,2.0142823379596324,1,17127,0.01938613169428738,1.994896206265345,0.009717864835975728,6.956,2.0142823379596324,1,12447,0.019233906825469216,1.9950484311341632,0.009640822009786975,11.849,2.0142823379596324,1,6471,0.019281138831041655,1.9950011991285908,0.009664725434482739,54.949,2.0142823379596324,1,6421,0.019267881077201343,1.995014456882431,0.00965801576561549,70.657,2.0142823379596324,1,12447,0.01923390682546877,1.9950484311341636,0.009640822009786752,1.48
