seed,num_v,time,solution,dual_gap,rel_dual_gap,number_nodes,termination,ncalls
1,4,564.426,-12.113849111290792,0.1156434410949796,0.009546382824530427,87,Optimal (tolerance reached),151029
2,4,302.888,-13.818306679619162,0.13589978810749415,0.009834764219550495,31,Optimal (tolerance reached),89428
3,4,379.891,-17.107982685881154,0.16408255186714982,0.009590993565978038,55,Optimal (tolerance reached),109719
1,5,1115.963,-16.024791442388217,0.15991491695529803,0.009979219856321917,153,Optimal (tolerance reached),329490
2,5,711.556,-16.77092460757097,0.15659376767444044,0.009337217317389207,85,Optimal (tolerance reached),150716
3,5,1841.888,-6.397104136500245,0.2851248680090199,0.04457092802072271,275,Time limit reached,540655
1,6,1804.926,-5.929927997509202,0.6201773152481564,0.10458429099116462,231,Time limit reached,546707
2,6,713.167,-18.577450506583137,0.18252060102325274,0.009824846577229445,97,Optimal (tolerance reached),209623
3,6,1817.187,-19.86838673248312,0.6342909202575946,0.03192463126463021,231,Time limit reached,556113
1,7,1329.604,-8.400099626621156,0.08077481736273384,0.009615935638042496,191,Optimal (tolerance reached),371764
2,7,1829.268,-13.86705840182625,0.17708459685855082,0.012770163053126633,291,Time limit reached,482444
3,7,1821.765,2.8197694982072963,0.81611185062639,0.40731102522015855,243,Time limit reached,487292
1,8,1803.873,-2.737297859992125,1.2738236084626977,0.46535805513922496,235,Time limit reached,530307
2,8,1827.293,-7.22104320065641,0.3670984540842488,0.05083731586744678,213,Time limit reached,555312
3,8,1816.002,-13.018309989182853,0.6049068613665884,0.04646585170188883,283,Time limit reached,510113
