seed,num_v,time,solution,dual_gap,rel_dual_gap,number_nodes,termination,ncalls
1,4,5.954,-12.113849111290794,0.11985767181228368,0.009894268181082884,87,Optimal (tolerance reached),1186
2,4,1.509,-13.818306679619157,0.13716411214297253,0.009926260526934034,35,Optimal (tolerance reached),397
3,4,3.01,-17.10798268588117,0.16870457346905,0.009861161106287422,55,Optimal (tolerance reached),808
1,5,8.31,-16.024791442388214,0.15952198394841588,0.009954699536772376,155,Optimal (tolerance reached),2235
2,5,4.5,-16.770924607570954,0.15903101910240736,0.009482543319681697,85,Optimal (tolerance reached),1252
3,5,67.959,-6.397104136500236,0.06343913451900995,0.009916851932586578,975,Optimal (tolerance reached),18794
1,6,348.35,-5.929927997509199,0.059242765360634664,0.009990469595165226,4375,Optimal (tolerance reached),87690
2,6,5.95,-18.577450506583123,0.17378584594647606,0.009354666071369326,99,Optimal (tolerance reached),1581
3,6,193.341,-19.86838673248311,0.1986720763731462,0.009999406547102005,2755,Optimal (tolerance reached),45701
1,7,16.279,-8.400099626621149,0.08154611592526351,0.009707755806470663,191,Optimal (tolerance reached),4107
2,7,25.931,-13.867058401826238,0.13544060234400312,0.00976707520941616,331,Optimal (tolerance reached),6554
3,7,839.472,2.819769498207298,0.0278861894798359,0.009988307674845622,6859,Optimal (tolerance reached),199012
1,8,1800.537,-2.73729785999211,0.27443073445036115,0.1002560731374525,15881,Time limit reached,391300
2,8,55.437,-7.221043200656398,0.07216004716877755,0.009993022498773882,655,Optimal (tolerance reached),14585
3,8,170.969,-13.01830998918282,0.13006705055082435,0.009991085683080195,1759,Optimal (tolerance reached),42301
