seed,num_v,number_nodes,time,lowerBound,upperBound,termination
1,4,6397,495.0,-325.91822957083787,Inf,Time limit reached
1,4,6397,1032.0,-325.91822957083787,Inf,Time limit reached
1,4,6397,1551.0,-325.634049760442,Inf,Time limit reached
1,4,6397,2119.0,-325.634049760442,Inf,Time limit reached
1,4,6397,2539.0,-325.63187885557306,Inf,Time limit reached
1,4,6397,3044.0,-325.63187885557306,Inf,Time limit reached
1,4,6397,3456.0,-325.61946780367913,Inf,Time limit reached
1,4,6397,3980.0,-325.61946780367913,Inf,Time limit reached
1,4,6397,4511.0,-325.33820970004757,Inf,Time limit reached
1,4,6397,5172.0,-325.33820970004757,Inf,Time limit reached
1,4,6397,5711.0,-325.3257994537989,Inf,Time limit reached
1,4,6397,6389.0,-325.3257994537989,Inf,Time limit reached
1,4,6397,6975.0,-325.28841870314625,Inf,Time limit reached
1,4,6397,7607.0,-325.28841870314625,Inf,Time limit reached
1,4,6397,8116.0,-325.2882482063322,Inf,Time limit reached
1,4,6397,8662.0,-325.2882482063322,Inf,Time limit reached
1,4,6397,9313.0,-325.28133043677286,Inf,Time limit reached
1,4,6397,9898.0,-325.28133043677286,Inf,Time limit reached
1,4,6397,10438.0,-325.28116267159595,Inf,Time limit reached
1,4,6397,10985.0,-325.28116267159595,Inf,Time limit reached
1,4,6397,11404.0,-325.2807494433982,Inf,Time limit reached
1,4,6397,11897.0,-325.2807494433982,Inf,Time limit reached
1,4,6397,12425.0,-325.28058167627375,Inf,Time limit reached
1,4,6397,12976.0,-325.28058167627375,Inf,Time limit reached
1,4,6397,13551.0,-325.27669511311893,Inf,Time limit reached
1,4,6397,14113.0,-325.27669511311893,Inf,Time limit reached
1,4,6397,14634.0,-325.27652734732146,Inf,Time limit reached
1,4,6397,15268.0,-325.27652734732146,Inf,Time limit reached
1,4,6397,15825.0,-325.27600765606184,Inf,Time limit reached
1,4,6397,16355.0,-325.27600765606184,Inf,Time limit reached
1,4,6397,16867.0,-325.27583715129737,Inf,Time limit reached
1,4,6397,17412.0,-325.27583715129737,Inf,Time limit reached
1,4,6397,17837.0,-325.2700022116734,Inf,Time limit reached
1,4,6397,18467.0,-325.2700022116734,Inf,Time limit reached
1,4,6397,19049.0,-325.26983524169094,Inf,Time limit reached
1,4,6397,19676.0,-325.26983524169094,Inf,Time limit reached
1,4,6397,20192.0,-325.26891938658537,Inf,Time limit reached
1,4,6397,20709.0,-325.26891938658537,Inf,Time limit reached
1,4,6397,21201.0,-325.26875241983396,Inf,Time limit reached
1,4,6397,21758.0,-325.26875241983396,Inf,Time limit reached
1,4,6397,22350.0,-325.268338389736,Inf,Time limit reached
1,4,6397,22905.0,-325.268338389736,Inf,Time limit reached
1,4,6397,23462.0,-325.26817062498327,Inf,Time limit reached
1,4,6397,24026.0,-325.26817062498327,Inf,Time limit reached
1,4,6397,24437.0,-325.2668861105569,Inf,Time limit reached
1,4,6397,25109.0,-325.2668861105569,Inf,Time limit reached
1,4,6397,25658.0,-325.2667183456514,Inf,Time limit reached
1,4,6397,26238.0,-325.2667183456514,Inf,Time limit reached
1,4,6397,26792.0,-325.2642832619509,Inf,Time limit reached
