seed,dimension,time_afw,solution_afw,termination_afw
1,20,4.486,-0.24907328181143348,Optimal (tree empty)
2,20,23.237,-5.1345392563138885,OPTIMAL
3,20,10.905,-0.7394277769829829,Optimal (tree empty)
4,20,14.592,-0.48809006533464466,OPTIMAL
5,20,14.433,-3.5969548401823435,OPTIMAL
6,20,3.176,-9.087962251160672,OPTIMAL
7,20,3.871,-0.18350406861912533,Optimal (tree empty)
8,20,2.589,-0.04223830682344687,Optimal (tree empty)
9,20,5.835,-0.11979333714649526,Optimal (tree empty)
10,20,47.973,-3.948746070062835,OPTIMAL
1,25,6.25,-0.24654794806402647,OPTIMAL
2,25,6.735,-0.20379936365496193,Optimal (tree empty)
3,25,11.878,-0.544921108110946,OPTIMAL
4,25,12.475,0.11889501718027007,Optimal (tree empty)
5,25,30.429,-8.054385103576962,OPTIMAL
6,25,7.023,-0.23104045112807392,Optimal (tree empty)
7,25,6.428,-0.17291390869240614,OPTIMAL
8,25,4.912,-0.40160574729350645,OPTIMAL
9,25,30.163,-0.10266094220002042,Optimal (tree empty)
10,25,15.084,-12.511823177479481,OPTIMAL
1,30,19.636,-0.1234003712799403,Optimal (tree empty)
2,30,10.696,-0.20913012724279495,OPTIMAL
3,30,18.165,-0.5067664386112035,OPTIMAL
4,30,13.312,-0.13981841043466248,OPTIMAL
5,30,19.548,0.048014061133839436,Optimal (tree empty)
6,30,22.097,-0.30595871521522305,OPTIMAL
7,30,112.891,-8.158434055867911,OPTIMAL
8,30,24.239,2.6414309030461194,OPTIMAL
9,30,39.355,-1.4253288108878968,OPTIMAL
10,30,72.306,-12.128321673844315,OPTIMAL
1,35,10.829,-0.05744557203278261,Optimal (tree empty)
2,35,22.348,-0.6323473403426666,OPTIMAL
3,35,14.836,-0.2857008302696894,OPTIMAL
4,35,21.517,-0.3520517124324089,OPTIMAL
5,35,36.803,-0.7906425622635929,Optimal (tree empty)
6,35,41.603,-1.7512104033321743,OPTIMAL
7,35,39.183,-0.8466459183754873,OPTIMAL
8,35,42.729,-2.7343496437969392,OPTIMAL
9,35,22.773,-0.6692424942375307,OPTIMAL
10,35,13.631,-0.17883327641850716,OPTIMAL
1,40,15.006,-0.08212313928731796,OPTIMAL
2,40,22.877,-0.11049633047779445,OPTIMAL
3,40,27.702,-0.2826411164916842,OPTIMAL
4,40,17.1,-0.2069789179082448,OPTIMAL
5,40,29.135,-0.20815205532595205,OPTIMAL
6,40,75.66,-4.760934488011122,OPTIMAL
7,40,28.031,-0.1767563303071238,OPTIMAL
8,40,182.796,-5.563031454845829,OPTIMAL
9,40,19.154,-1.7448075629768054,OPTIMAL
10,40,32.856,-20.347724900561335,OPTIMAL
1,45,73.433,-0.7906363479835341,OPTIMAL
2,45,288.967,-10.592133325078638,OPTIMAL
3,45,248.468,-1.4002230063427383,OPTIMAL
4,45,24.524,0.08275738927625342,OPTIMAL
5,45,843.541,-3.2104911750148535,OPTIMAL
6,45,26.478,-0.2572306433409394,OPTIMAL
7,45,20.803,-0.20748396614318532,OPTIMAL
8,45,21.416,-0.2721073150876978,OPTIMAL
9,45,73.272,-0.575285769077327,Optimal (tree empty)
10,45,35.458,-0.3210204879703557,OPTIMAL
1,50,314.864,-0.7056653870274088,OPTIMAL
2,50,53.971,-0.23052390148148544,OPTIMAL
3,50,259.573,-19.334158975171924,OPTIMAL
4,50,58.589,-0.4605174957387063,OPTIMAL
5,50,33.921,-0.1643401086338412,OPTIMAL
6,50,16.481,-64.5153965813752,OPTIMAL
7,50,50.935,-0.24910546271161596,OPTIMAL
8,50,61.902,-0.5547320559240358,OPTIMAL
9,50,46.466,-0.5012656486222811,OPTIMAL
10,50,97.044,-0.4209192903247317,OPTIMAL
1,55,58.132,-0.3715018654214789,OPTIMAL
2,55,42.66,-0.43654689356445087,OPTIMAL
3,55,539.373,-9.774816314881374,OPTIMAL
4,55,117.979,-0.49931101176751436,OPTIMAL
5,55,53.486,-0.667891313409176,OPTIMAL
6,55,60.866,-0.5071732617541063,OPTIMAL
7,55,39.639,-0.07066400005880258,OPTIMAL
8,55,33.109,-0.2058592625656499,OPTIMAL
9,55,40.429,-0.33950426341384216,OPTIMAL
10,55,42.147,-0.20557635134593125,Optimal (tree empty)
1,60,54.333,-0.2006100265675459,OPTIMAL
2,60,231.686,-0.5574430530936682,Optimal (tree empty)
3,60,84.026,-0.5419942411421553,Optimal (tree empty)
4,60,1800.217,-2.922787454734787,Time limit reached
5,60,237.574,-0.7346714970910352,OPTIMAL
6,60,56.603,-0.37359033605912384,OPTIMAL
7,60,57.054,-0.7475508138969595,OPTIMAL
8,60,61.683,-0.436456631016951,Optimal (tree empty)
9,60,46.876,-0.1149389499981388,OPTIMAL
10,60,1800.785,-1.1835415246539875,Time limit reached
1,65,59.223,-0.11508688561114944,OPTIMAL
2,65,95.192,-0.210186791978402,OPTIMAL
3,65,56.853,-0.24032260066225924,OPTIMAL
4,65,187.042,-0.9459237608029911,OPTIMAL
5,65,202.779,-0.8178468359531482,OPTIMAL
6,65,147.42,-0.2401428959893343,OPTIMAL
7,65,69.709,-0.27826541468167143,OPTIMAL
8,65,104.093,-0.5713140279134586,OPTIMAL
9,65,59.014,-0.07944925048457613,OPTIMAL
10,65,92.426,-0.9792907647107887,OPTIMAL
1,70,74.2,-0.39602834911678686,OPTIMAL
2,70,88.782,-0.3513486871455757,Optimal (tree empty)
3,70,156.37,-0.11200773758584648,OPTIMAL
4,70,1800.825,-21.89729147037341,Time limit reached
5,70,67.173,-0.15227893218831073,OPTIMAL
6,70,72.793,0.10754995648616117,Optimal (tree empty)
7,70,58.197,-0.15884073382969555,OPTIMAL
8,70,1800.124,14.701061926557614,Time limit reached
9,70,81.649,-0.1699995840359313,OPTIMAL
10,70,91.976,-0.19928796190070214,OPTIMAL
1,75,77.203,-0.12878649855016783,Optimal (tree empty)
2,75,155.786,-0.5117621440296216,OPTIMAL
3,75,85.652,-0.23408754811974775,OPTIMAL
4,75,107.558,-0.5669243692342001,Optimal (tree empty)
5,75,114.832,-0.47482157178418866,Optimal (tree empty)
6,75,148.745,-0.33654167012051306,OPTIMAL
7,75,1800.399,1.8702765793511982,Time limit reached
8,75,1800.416,-5.060936328116213,Time limit reached
9,75,97.724,-0.19553236543598695,OPTIMAL
10,75,117.846,-0.2550643850690417,Optimal (tree empty)
1,80,104.632,-0.1068844379851478,OPTIMAL
2,80,131.107,-0.5814718895334311,Optimal (tree empty)
3,80,1801.408,-3.0333849584493944,Time limit reached
4,80,184.916,-0.37262350004655226,Optimal (tree empty)
5,80,1801.019,-0.12778906884960461,Time limit reached
6,80,1801.378,-0.4534063362084634,Time limit reached
7,80,96.021,-0.14208981775942425,OPTIMAL
8,80,150.834,-0.4469043794614628,Optimal (tree empty)
9,80,96.752,-0.03426963024217172,OPTIMAL
10,80,105.103,-0.11360784017826059,OPTIMAL
1,85,102.628,-0.1345922061936357,OPTIMAL
2,85,122.045,-0.39055393100463726,Optimal (tree empty)
