seed,num_v,number_nodes,time,lowerBound,upperBound,termination
1,8,66143,34.0,-4.8979556732538745,Inf,Optimal
1,8,66143,69.0,-4.8979556732538745,Inf,Optimal
1,8,66143,103.0,-4.759922566018803,Inf,Optimal
1,8,66143,138.0,-4.759922566018803,Inf,Optimal
1,8,66143,172.0,-4.745746934734161,Inf,Optimal
1,8,66143,207.0,-4.745746934734161,Inf,Optimal
1,8,66143,241.0,-4.694789876223556,Inf,Optimal
1,8,66143,276.0,-4.694789876223556,Inf,Optimal
1,8,66143,311.0,-4.680614248906339,Inf,Optimal
1,8,66143,346.0,-4.680614248906339,Inf,Optimal
1,8,66143,381.0,-4.601378222000687,Inf,Optimal
1,8,66143,415.0,-4.601378222000687,Inf,Optimal
1,8,66143,443.0,-4.561459050720957,Inf,Optimal
1,8,66143,460.0,-4.561459050720957,Inf,Optimal
1,8,66143,477.0,-4.550110208640683,Inf,Optimal
1,8,66143,494.0,-4.550110208640683,Inf,Optimal
1,8,66143,512.0,-4.536245534564577,Inf,Optimal
1,8,66143,530.0,-4.536245534564577,Inf,Optimal
1,8,66143,548.0,-4.535386692615896,Inf,Optimal
1,8,66143,565.0,-4.535386692615896,Inf,Optimal
1,8,66143,583.0,-4.51019103938795,Inf,Optimal
1,8,66143,600.0,-4.51019103938795,Inf,Optimal
1,8,66143,617.0,-4.496326408580852,Inf,Optimal
1,8,66143,634.0,-4.496326408580852,Inf,Optimal
1,8,66143,651.0,-4.484977524602512,Inf,Optimal
1,8,66143,668.0,-4.484977524602512,Inf,Optimal
1,8,66143,686.0,-4.4841186815471685,Inf,Optimal
1,8,66143,703.0,-4.4841186815471685,Inf,Optimal
1,8,66143,721.0,-4.47025395906301,Inf,Optimal
1,8,66143,738.0,-4.47025395906301,Inf,Optimal
1,8,66143,755.0,-4.46339392359458,Inf,Optimal
1,8,66143,772.0,-4.46339392359458,Inf,Optimal
1,8,66143,789.0,-4.445058353495904,Inf,Optimal
1,8,66143,806.0,-4.445058353495904,Inf,Optimal
1,8,66143,823.0,-4.418985948388768,Inf,Optimal
1,8,66143,839.0,-4.418985948388768,Inf,Optimal
1,8,66143,858.0,-4.412125868909671,Inf,Optimal
1,8,66143,874.0,-4.412125868909671,Inf,Optimal
1,8,66143,891.0,-4.3982611897537875,Inf,Optimal
1,8,66143,909.0,-4.3982611897537875,Inf,Optimal
1,8,66143,926.0,-4.372899662931076,Inf,Optimal
1,8,66143,943.0,-4.372899662931076,Inf,Optimal
1,8,66143,960.0,-4.34699318138528,Inf,Optimal
1,8,66143,976.0,-4.34699318138528,Inf,Optimal
1,8,66143,993.0,-4.321631651552293,Inf,Optimal
1,8,66143,1010.0,-4.321631651552293,Inf,Optimal
1,8,66143,1026.0,-4.307766975803326,Inf,Optimal
1,8,66143,1043.0,-4.307766975803326,Inf,Optimal
1,8,66143,1060.0,-4.302009219344473,Inf,Optimal
1,8,66143,1078.0,-4.302009219344473,Inf,Optimal
1,8,66143,1095.0,-4.265424247537479,Inf,Optimal
1,8,66143,1127.0,-4.265424247537479,Inf,Optimal
1,8,66143,1160.0,-4.256498965306606,Inf,Optimal
1,8,66143,1192.0,-4.256498965306606,Inf,Optimal
1,8,66143,1221.0,-4.2507412076570406,Inf,Optimal
1,8,66143,1238.0,-4.2507412076570406,Inf,Optimal
1,8,66143,1255.0,-4.236876532500201,Inf,Optimal
1,8,66143,1272.0,-4.236876532500201,Inf,Optimal
1,8,66143,1289.0,-4.228523220231714,Inf,Optimal
1,8,66143,1306.0,-4.228523220231714,Inf,Optimal
1,8,66143,1323.0,-4.213910057537662,Inf,Optimal
1,8,66143,1340.0,-4.213910057537662,Inf,Optimal
1,8,66143,1356.0,-4.202943224121196,Inf,Optimal
1,8,66143,1373.0,-4.202943224121196,Inf,Optimal
1,8,66143,1389.0,-4.2002915616787195,Inf,Optimal
1,8,66143,1422.0,-4.2002915616787195,Inf,Optimal
1,8,66143,1455.0,-4.1914893388405465,Inf,Optimal
1,8,66143,1489.0,-4.1914893388405465,Inf,Optimal
1,8,66143,1518.0,-4.187837651594508,Inf,Optimal
1,8,66143,1535.0,-4.187837651594508,Inf,Optimal
1,8,66143,1552.0,-4.1871204921651195,Inf,Optimal
1,8,66143,1568.0,-4.1871204921651195,Inf,Optimal
1,8,66143,1585.0,-4.185608516542472,Inf,Optimal
1,8,66143,1600.0,-4.185608516542472,Inf,Optimal
1,8,66143,1617.0,-4.177255252818477,Inf,Optimal
1,8,66143,1633.0,-4.177255252818477,Inf,Optimal
1,8,66143,1650.0,-4.163390534431248,Inf,Optimal
1,8,66143,1666.0,-4.163390534431248,Inf,Optimal
1,8,66143,1683.0,-4.162642047029365,Inf,Optimal
1,8,66143,1700.0,-4.162642047029365,Inf,Optimal
1,8,66143,1716.0,-4.151675211503827,Inf,Optimal
1,8,66143,1732.0,-4.151675211503827,Inf,Optimal
1,8,66143,1749.0,-4.148777415533062,Inf,Optimal
1,8,66143,1766.0,-4.148777415533062,Inf,Optimal
1,8,66143,1782.0,-4.141806973156632,Inf,Optimal
1,8,66143,1799.0,-4.141806973156632,Inf,Optimal
1,8,66143,1815.0,-4.140221324020983,Inf,Optimal
1,8,66143,1832.0,-4.140221324020983,Inf,Optimal
1,8,66143,1848.0,-4.1380290468423455,Inf,Optimal
1,8,66143,1865.0,-4.1380290468423455,Inf,Optimal
1,8,66143,1883.0,-4.137810583415493,Inf,Optimal
1,8,66143,1900.0,-4.137810583415493,Inf,Optimal
1,8,66143,1917.0,-4.136569644848389,Inf,Optimal
1,8,66143,1933.0,-4.136569644848389,Inf,Optimal
1,8,66143,1950.0,-4.135852479045656,Inf,Optimal
1,8,66143,1968.0,-4.135852479045656,Inf,Optimal
1,8,66143,1985.0,-4.1337066925629955,Inf,Optimal
1,8,66143,2002.0,-4.1337066925629955,Inf,Optimal
1,8,66143,2019.0,-4.126356653588046,Inf,Optimal
1,8,66143,2036.0,-4.126356653588046,Inf,Optimal
1,8,66143,2053.0,-4.124805412132671,Inf,Optimal
1,8,66143,2069.0,-4.124805412132671,Inf,Optimal
1,8,66143,2085.0,-4.122704965244637,Inf,Optimal
1,8,66143,2102.0,-4.122704965244637,Inf,Optimal
1,8,66143,2119.0,-4.12198780321255,Inf,Optimal
1,8,66143,2135.0,-4.12198780321255,Inf,Optimal
1,8,66143,2152.0,-4.121055489256642,Inf,Optimal
1,8,66143,2168.0,-4.121055489256642,Inf,Optimal
1,8,66143,2184.0,-4.120598894343212,Inf,Optimal
1,8,66143,2201.0,-4.120598894343212,Inf,Optimal
1,8,66143,2217.0,-4.115844887279159,Inf,Optimal
1,8,66143,2234.0,-4.115844887279159,Inf,Optimal
1,8,66143,2251.0,-4.112122566880009,Inf,Optimal
1,8,66143,2268.0,-4.112122566880009,Inf,Optimal
1,8,66143,2285.0,-4.0975093604969155,Inf,Optimal
1,8,66143,2301.0,-4.0975093604969155,Inf,Optimal
1,8,66143,2318.0,-4.090538961865593,Inf,Optimal
1,8,66143,2334.0,-4.090538961865593,Inf,Optimal
1,8,66143,2351.0,-4.086761035861814,Inf,Optimal
1,8,66143,2369.0,-4.086761035861814,Inf,Optimal
1,8,66143,2385.0,-4.086542524447821,Inf,Optimal
1,8,66143,2402.0,-4.086542524447821,Inf,Optimal
1,8,66143,2419.0,-4.082438727944379,Inf,Optimal
1,8,66143,2435.0,-4.082438727944379,Inf,Optimal
1,8,66143,2452.0,-4.0811363191058465,Inf,Optimal
1,8,66143,2468.0,-4.0811363191058465,Inf,Optimal
1,8,66143,2484.0,-4.0766742880071325,Inf,Optimal
1,8,66143,2502.0,-4.0766742880071325,Inf,Optimal
1,8,66143,2519.0,-4.075088637720032,Inf,Optimal
1,8,66143,2534.0,-4.075088637720032,Inf,Optimal
1,8,66143,2551.0,-4.073537405161533,Inf,Optimal
1,8,66143,2567.0,-4.073537405161533,Inf,Optimal
1,8,66143,2583.0,-4.072896313725069,Inf,Optimal
1,8,66143,2600.0,-4.072896313725069,Inf,Optimal
1,8,66143,2617.0,-4.071437002496364,Inf,Optimal
1,8,66143,2633.0,-4.071437002496364,Inf,Optimal
1,8,66143,2650.0,-4.070719796119028,Inf,Optimal
1,8,66143,2667.0,-4.070719796119028,Inf,Optimal
1,8,66143,2684.0,-4.06978747517152,Inf,Optimal
1,8,66143,2701.0,-4.06978747517152,Inf,Optimal
1,8,66143,2717.0,-4.069330884459795,Inf,Optimal
1,8,66143,2734.0,-4.069330884459795,Inf,Optimal
1,8,66143,2750.0,-4.068574007193647,Inf,Optimal
1,8,66143,2767.0,-4.068574007193647,Inf,Optimal
1,8,66143,2784.0,-4.067138602913479,Inf,Optimal
1,8,66143,2801.0,-4.067138602913479,Inf,Optimal
1,8,66143,2818.0,-4.064576875428853,Inf,Optimal
1,8,66143,2834.0,-4.064576875428853,Inf,Optimal
1,8,66143,2850.0,-4.0637473834833076,Inf,Optimal
1,8,66143,2866.0,-4.0637473834833076,Inf,Optimal
1,8,66143,2883.0,-4.059672773845724,Inf,Optimal
1,8,66143,2900.0,-4.059672773845724,Inf,Optimal
1,8,66143,2916.0,-4.0559228489165635,Inf,Optimal
1,8,66143,2932.0,-4.0559228489165635,Inf,Optimal
1,8,66143,2949.0,-4.055466205732313,Inf,Optimal
1,8,66143,2965.0,-4.055466205732313,Inf,Optimal
1,8,66143,2982.0,-4.055063916198273,Inf,Optimal
1,8,66143,2998.0,-4.055063916198273,Inf,Optimal
1,8,66143,3015.0,-4.052812643530702,Inf,Optimal
1,8,66143,3031.0,-4.052812643530702,Inf,Optimal
1,8,66143,3048.0,-4.050712244537809,Inf,Optimal
1,8,66143,3063.0,-4.050712244537809,Inf,Optimal
1,8,66143,3080.0,-4.044432989820489,Inf,Optimal
1,8,66143,3097.0,-4.044432989820489,Inf,Optimal
1,8,66143,3113.0,-4.029868309113311,Inf,Optimal
1,8,66143,3130.0,-4.029868309113311,Inf,Optimal
1,8,66143,3147.0,-4.028610257629442,Inf,Optimal
1,8,66143,3164.0,-4.028610257629442,Inf,Optimal
1,8,66143,3180.0,-4.025406275822602,Inf,Optimal
1,8,66143,3197.0,-4.025406275822602,Inf,Optimal
1,8,66143,3214.0,-4.025350713573134,Inf,Optimal
1,8,66143,3230.0,-4.025350713573134,Inf,Optimal
1,8,66143,3247.0,-4.0216283037975415,Inf,Optimal
1,8,66143,3263.0,-4.0216283037975415,Inf,Optimal
1,8,66143,3281.0,-4.021532898856463,Inf,Optimal
1,8,66143,3298.0,-4.021532898856463,Inf,Optimal
