seed,dimension,time_afw,solution_afw,termination_afw
1,20,10.771,1.2658745372323663,OPTIMAL
2,20,63.335,-4.930225190397363,OPTIMAL
3,20,37.238,1.4037574423466936,OPTIMAL
4,20,48.887,0.5686080969010998,OPTIMAL
5,20,159.443,-2.3615473444687503,OPTIMAL
6,20,2.633,-8.917010648707457,OPTIMAL
7,20,11.211,2.4385252917781446,OPTIMAL
8,20,11.309,4.231260186285132,OPTIMAL
9,20,37.074,2.752754713528911,OPTIMAL
10,20,211.757,-3.5553752613413736,Optimal (tree empty)
1,25,45.084,3.064385575894592,OPTIMAL
2,25,31.346,3.577052275587004,OPTIMAL
3,25,97.536,2.2152637314483545,OPTIMAL
4,25,36.858,7.003511052171426,OPTIMAL
5,25,353.165,-6.582704719193822,Optimal (tree empty)
6,25,30.785,5.274775664864363,OPTIMAL
7,25,22.607,3.910201133873616,OPTIMAL
8,25,61.777,6.446105681103388,OPTIMAL
9,25,90.967,4.918533105530426,Optimal (tree empty)
10,25,257.349,-11.459975391835187,Optimal (tree empty)
1,30,65.797,5.523682232067458,OPTIMAL
2,30,21.355,7.035181744964532,OPTIMAL
3,30,86.161,1.323910728602376,OPTIMAL
4,30,26.642,5.641999694466306,OPTIMAL
5,30,52.827,5.946586837571959,OPTIMAL
6,30,89.229,6.3330059909113245,OPTIMAL
7,30,1800.19,-4.406817633783872,Time limit reached
8,30,54.685,6.433601462345548,OPTIMAL
9,30,489.897,0.22963438055342245,OPTIMAL
10,30,1800.549,-0.5462834017425742,Time limit reached
1,35,58.52,6.514563951553402,OPTIMAL
2,35,241.138,2.1412733647313287,OPTIMAL
3,35,83.396,6.913338934161181,OPTIMAL
4,35,150.827,3.056180406502043,OPTIMAL
5,35,458.513,1.2883581448262902,OPTIMAL
6,35,562.345,-0.5540655212899406,OPTIMAL
7,35,675.103,0.848113097447935,OPTIMAL
8,35,1114.3,-0.7489184639743085,OPTIMAL
9,35,147.667,4.426954183977536,OPTIMAL
10,35,81.716,7.30118114309383,OPTIMAL
1,40,51.818,6.668905686660359,OPTIMAL
2,40,213.84,10.366094011721161,OPTIMAL
3,40,209.329,6.981144660277266,OPTIMAL
4,40,57.729,9.881754761554713,OPTIMAL
5,40,67.22,6.165277011653874,OPTIMAL
6,40,1800.534,0.7325766126645119,Time limit reached
7,40,185.174,6.817786289214361,OPTIMAL
8,40,1800.354,1.4860809835256845,Time limit reached
9,40,978.064,2.118776626161238,OPTIMAL
10,40,316.06,-20.001028332807724,OPTIMAL
1,45,1800.491,3.2623219447755982,Time limit reached
2,45,1800.852,-0.1742768894482456,Time limit reached
3,45,1800.597,1.1186445151371023,Time limit reached
4,45,74.735,10.701337940556193,OPTIMAL
5,45,1800.349,3.6037121380656183,Time limit reached
6,45,105.111,5.495402245983364,OPTIMAL
7,45,205.988,12.62718452571226,OPTIMAL
8,45,97.319,9.163893335986591,OPTIMAL
9,45,1024.966,4.236949514327366,OPTIMAL
10,45,469.764,8.021176616174191,OPTIMAL
1,50,1800.807,1.7912657405623136,Time limit reached
2,50,481.37,4.622262909488774,OPTIMAL
3,50,1800.216,-1.1138869364946866,Time limit reached
4,50,854.027,5.985565030656842,OPTIMAL
5,50,163.274,9.980080860931746,OPTIMAL
6,50,87.952,-63.817653978979536,OPTIMAL
7,50,396.214,4.82154724578178,OPTIMAL
8,50,1076.656,9.156202976924313,OPTIMAL
9,50,801.338,7.006875993079378,OPTIMAL
10,50,1314.997,4.16465237588567,OPTIMAL
1,55,498.198,9.242305852737067,OPTIMAL
2,55,206.001,5.53205792465835,OPTIMAL
3,55,1800.783,-0.060489181945527104,Time limit reached
4,55,1462.926,2.5880118641978234,OPTIMAL
5,55,676.639,3.976192278232669,OPTIMAL
6,55,451.705,5.492424811591182,OPTIMAL
7,55,355.059,15.881666168132984,OPTIMAL
8,55,128.906,9.738273612021576,OPTIMAL
9,55,94.408,5.60436720469202,OPTIMAL
10,55,222.722,8.285301129901587,OPTIMAL
1,60,474.098,18.18739155458161,OPTIMAL
2,60,1800.632,4.434377455446731,Time limit reached
3,60,1801.408,8.503163441387004,Time limit reached
4,60,1801.051,0.4870510988439303,Time limit reached
5,60,1800.471,2.6071577663199177,Time limit reached
6,60,268.518,6.2648464616988,OPTIMAL
7,60,349.933,3.8188380686283248,OPTIMAL
8,60,250.165,10.846398359802393,OPTIMAL
9,60,193.951,16.00398093136397,OPTIMAL
10,60,1800.132,1.5493777420363077,Time limit reached
