seed,dimension,p,k,Ns,solution,dual_gap,rel_dual_gap,ncalls,termination,time
10,50,50,25.0,0.1,-2370.1631557739533,0.0,0.0,4,OPTIMAL,0.049
10,50,50,25.0,1.0,-8101.826542955927,4.6195964387152344e-8,5.701919701961169e-12,21,OPTIMAL,2.008
10,50,50,25.0,5.0,-4450.454101216516,7.414746505673975e-8,1.666065155833689e-11,22,OPTIMAL,1.77
10,50,50,25.0,10.0,-5369.484493204702,4.797766450792551e-8,8.93524593816095e-12,21,OPTIMAL,1.8
1,70,70,35.0,0.1,-14133.117787181054,0.0,0.0,4,OPTIMAL,0.043
1,70,70,35.0,1.0,-36306.594349097875,4.246976459398866e-8,1.1697534664262422e-12,20,OPTIMAL,3.198
1,70,70,35.0,5.0,-19784.49486810178,1.8237187759950757e-8,9.217919325984045e-13,32,OPTIMAL,5.674
1,70,70,35.0,10.0,-37865.65113273994,5.357686298462795,0.00014149198912970378,24,OPTIMAL,5.329
2,70,70,35.0,0.1,-957.6709329297556,0.0,0.0,4,OPTIMAL,0.041
2,70,70,35.0,1.0,-2864.369933609864,23.163020421989586,0.008086602275146092,22746,Time limit reached,1803.679
2,70,70,35.0,5.0,-1867.1176371809602,7.495737008866854e-8,4.014603504139236e-11,71,OPTIMAL,5.957
2,70,70,35.0,10.0,-2285.4009080989317,8.460347089567222e-8,3.7019093934835286e-11,46,OPTIMAL,3.155
3,70,70,35.0,0.1,-7485.317786111811,0.0,0.0,4,OPTIMAL,0.039
3,70,70,35.0,1.0,-21509.317644634688,7.556445780210197e-8,3.5131034396598288e-12,19,OPTIMAL,3.004
3,70,70,35.0,5.0,-13073.4919523863,9.327777661383152e-9,7.134878497156649e-13,27,OPTIMAL,2.918
3,70,70,35.0,10.0,-18482.32813137273,5.932452040724456e-8,3.2097969468762144e-12,42,OPTIMAL,5.832
4,70,70,35.0,0.1,-328.13495141799325,5.140539417425316e-5,1.566593072518222e-7,4,OPTIMAL,0.04
4,70,70,35.0,1.0,-193.46503154001775,618.9484313126279,3.1992780627366244,46,OPTIMAL,4.081
4,70,70,35.0,5.0,-497.6589381622766,2.0390245936141582e-8,4.097232938573833e-11,70,OPTIMAL,6.117
4,70,70,35.0,10.0,-550.9697502267927,7.876610652601812e-8,1.4295903993566988e-10,77,OPTIMAL,6.152
5,70,70,35.0,0.1,-5397.011808484763,0.0,0.0,4,OPTIMAL,0.041
5,70,70,35.0,1.0,-15979.851906571736,3.4235199564136565e-8,2.1423977996978365e-12,28,OPTIMAL,3.57
5,70,70,35.0,5.0,-9978.941494662175,4.4186890590935946e-8,4.42801379430593e-12,59,OPTIMAL,5.926
5,70,70,35.0,10.0,-13210.445066072785,2.999695425387472e-8,2.2706997458331846e-12,55,OPTIMAL,5.786
6,70,70,35.0,0.1,-2064.4753519199753,0.0,0.0,4,OPTIMAL,0.04
6,70,70,35.0,1.0,-5546.8208574263035,9.104951459448785e-8,1.6414720600285325e-11,30,OPTIMAL,5.048
6,70,70,35.0,5.0,-3351.279194378927,3.9508449845016e-8,1.1789065474247327e-11,36,OPTIMAL,2.954
6,70,70,35.0,10.0,-3726.4027838149063,3.602099241106771e-8,9.666424834030207e-12,53,OPTIMAL,5.812
7,70,70,35.0,0.1,-131.6705302495301,0.0,0.0,4,OPTIMAL,0.043
7,70,70,35.0,1.0,-81.30796067167276,307.3112437754072,3.7795960104860034,101,OPTIMAL,7.056
7,70,70,35.0,5.0,-251.43412986048463,8.478664881295117e-8,3.372121710763668e-10,45,OPTIMAL,3.057
7,70,70,35.0,10.0,-248.2383559798765,7.727004458502051e-8,3.112735913836153e-10,107,OPTIMAL,6.205
8,70,70,35.0,0.1,-1838.5093965151996,0.0,0.0,4,OPTIMAL,0.052
8,70,70,35.0,1.0,-705.5430752045067,3330.0327453223395,4.719814937390046,49,OPTIMAL,6.531
8,70,70,35.0,5.0,-2252.35762981628,3.4779077395796776e-8,1.544118790701707e-11,41,OPTIMAL,5.754
8,70,70,35.0,10.0,-2546.8074728541073,2.5432200345676392e-8,9.985913979267354e-12,44,OPTIMAL,5.939
9,70,70,35.0,0.1,-21529.041039589552,0.0,0.0,4,OPTIMAL,0.039
9,70,70,35.0,1.0,-73999.5686269785,5.181937012821436e-8,7.002658405946739e-13,20,OPTIMAL,3.095
9,70,70,35.0,5.0,-45402.62230434595,3.3076503314077854e-8,7.285152626726533e-13,29,OPTIMAL,2.945
9,70,70,35.0,10.0,-65892.60794937956,2.6135239750146866e-8,3.9663386476104646e-13,54,OPTIMAL,5.864
10,70,70,35.0,0.1,-69.85417711408567,0.0,0.0,4,OPTIMAL,0.04
10,70,70,35.0,1.0,-32.23666016735797,4.799680652922689e-8,1.4888889320435015e-9,65,OPTIMAL,2.583
10,70,70,35.0,5.0,-90.2677072482818,4.200762759865029e-8,4.6536717148590127e-10,96,OPTIMAL,6.229
10,70,70,35.0,10.0,-94.39716555917771,2.815943389578024e-8,2.98308044833476e-10,90,OPTIMAL,6.234
1,90,90,45.0,0.1,-3394.920373277349,0.0,0.0,4,OPTIMAL,0.049
1,90,90,45.0,1.0,-7150.225953983165,0.00025514158096484607,3.5683009544994136e-8,84,OPTIMAL,17.545
1,90,90,45.0,5.0,-4990.138124945231,1.5248588169924915e-8,3.055744708487859e-12,75,OPTIMAL,9.657
1,90,90,45.0,10.0,-4960.367717823679,2.8365320758894086e-8,5.718390726754253e-12,74,OPTIMAL,9.57
2,90,90,45.0,0.1,-1422.1784338966613,0.0,0.0,4,OPTIMAL,0.047
2,90,90,45.0,1.0,-674.5850469268695,3333.523180774747,4.94159068002011,20318,Time limit reached,1800.909
2,90,90,45.0,5.0,-2624.0446390013294,2.341221261303872e-8,8.922185341309225e-12,70,OPTIMAL,2.459
2,90,90,45.0,10.0,-2837.903487358292,6.463096724473871e-8,2.277419494096379e-11,74,OPTIMAL,2.538
3,90,90,45.0,0.1,-9.987898048073215e6,0.0,0.0,4,OPTIMAL,0.034
3,90,90,45.0,1.0,-3.1279828524668496e7,0.6619244888424873,2.116138483049764e-8,11,OPTIMAL,7.963
3,90,90,45.0,5.0,-3.1274573770633936e7,8.26296878233552,2.6420723885593753e-7,18,OPTIMAL,7.927
3,90,90,45.0,10.0,-2.0721976445755582e7,6.332993507385254e-8,3.056172524837717e-15,26,OPTIMAL,2.188
4,90,90,45.0,0.1,-124957.99929575897,0.0,0.0,4,OPTIMAL,0.032
4,90,90,45.0,1.0,-327878.74489842326,0.0016660174005664885,5.08119976207247e-9,16,OPTIMAL,3.927
4,90,90,45.0,5.0,-133458.47638763575,3.879540599882603e-8,2.9069270869047795e-13,25,OPTIMAL,2.183
4,90,90,45.0,10.0,-250411.9960025354,5.256151780486107e-8,2.0990015911349906e-13,32,OPTIMAL,2.235
5,90,90,45.0,0.1,-5626.043353524537,0.0,0.0,4,OPTIMAL,0.057
5,90,90,45.0,1.0,-19041.22396638639,4.566023562802002e-6,2.397967468300586e-10,34,OPTIMAL,4.364
5,90,90,45.0,5.0,-10673.961785022511,2.230990503448993e-8,2.0901241248394518e-12,47,OPTIMAL,2.4
5,90,90,45.0,10.0,-14295.453872131493,8.356437319889665e-9,5.84552081706217e-13,82,OPTIMAL,9.235
6,90,90,45.0,0.1,-11021.606051490122,0.0,0.0,4,OPTIMAL,0.034
6,90,90,45.0,1.0,-27081.428723921308,163.01865928061306,0.00601957381726382,20637,Time limit reached,1803.116
6,90,90,45.0,5.0,-13283.498822795715,3.361492417752743e-8,2.5305775704094696e-12,65,OPTIMAL,9.275
6,90,90,45.0,10.0,-19196.800484146464,5.687616067007184e-8,2.9627937591497395e-12,45,OPTIMAL,5.112
7,90,90,45.0,0.1,-7057.30241579965,0.0,0.0,4,OPTIMAL,0.045
7,90,90,45.0,1.0,-1733.4771780007509,10973.387213146325,6.330274982796209,27,OPTIMAL,5.679
7,90,90,45.0,5.0,-12565.263113646073,3.6080410836420924,0.0002871440932839443,30,OPTIMAL,8.267
7,90,90,45.0,10.0,-7993.887014297388,4.2093233787454665e-8,5.265677850108367e-12,50,OPTIMAL,9.139
8,90,90,45.0,0.1,-8317.266976063689,2.681012119865045e-6,3.2234291956489377e-10,4,OPTIMAL,0.046
8,90,90,45.0,1.0,-17366.74578792087,9.266295819543302e-8,5.335654665935347e-12,30,OPTIMAL,7.55
8,90,90,45.0,5.0,-10703.504064165822,7.92351784184575e-9,7.402732595181456e-13,40,OPTIMAL,2.36
8,90,90,45.0,10.0,-12396.190259000172,3.350032784510404e-8,2.702469641491776e-12,44,OPTIMAL,2.288
9,90,90,45.0,0.1,-1.9232580930941754e6,0.0,0.0,4,OPTIMAL,0.046
9,90,90,45.0,1.0,-5.0053969038868835e6,0.3871752731502056,7.735156284001156e-8,14,OPTIMAL,3.821
9,90,90,45.0,5.0,-5.005160720923796e6,8.217249386012554,1.641755348966278e-6,19,OPTIMAL,8.247
9,90,90,45.0,10.0,-3.2295949880732493e6,3.632158041000366e-8,1.124648153843985e-14,22,OPTIMAL,2.104
10,90,90,45.0,0.1,-3430.9563018679364,0.0,0.0,4,OPTIMAL,0.056
10,90,90,45.0,1.0,-7914.634160051622,0.0008317021538459812,1.0508409321607312e-7,83,OPTIMAL,18.21
10,90,90,45.0,5.0,-4493.757806728789,7.417747838189825e-8,1.6506781533892995e-11,35,OPTIMAL,2.259
10,90,90,45.0,10.0,-5369.648653660383,6.423761078622192e-9,1.1963093850178152e-12,39,OPTIMAL,2.33
