seed,dimension,p,k,Ns,solution,dual_gap,rel_dual_gap,ncalls,termination,time
1,50,50,25.0,0.1,-1033.6069192943157,0.0,0.0,4,OPTIMAL,0.033
1,50,50,25.0,1.0,-2663.6104685014852,8.56221049616579e-8,3.2145130068447225e-11,24,OPTIMAL,2.157
1,50,50,25.0,5.0,-1591.2367572923436,1.940179572557099e-9,1.2192903184680816e-12,26,OPTIMAL,1.835
1,50,50,25.0,10.0,-1717.3799574809937,3.8872713048476726e-8,2.263489385627521e-11,29,OPTIMAL,1.857
2,50,50,25.0,0.1,-38.709543020332966,0.0,0.0,4,OPTIMAL,0.032
2,50,50,25.0,1.0,-33.520108236349,76.89908300706503,2.2941179803135636,59,OPTIMAL,1.893
2,50,50,25.0,5.0,-70.7525978475437,3.9067899137990025e-8,5.521761790594992e-10,49,OPTIMAL,1.995
2,50,50,25.0,10.0,-70.78393075337834,4.6688541033290676e-8,6.595923755062493e-10,52,OPTIMAL,2.135
3,50,50,25.0,0.1,-45.63547494225324,0.0,0.0,4,OPTIMAL,0.045
3,50,50,25.0,1.0,-38.28621791702631,93.6582123515364,2.4462644117659256,65,OPTIMAL,2.444
3,50,50,25.0,5.0,-83.22443081119467,3.366793066561513e-9,4.045438381188231e-11,54,OPTIMAL,2.014
3,50,50,25.0,10.0,-84.35382326925938,5.7506568396092916e-8,6.817304322120718e-10,121,OPTIMAL,4.43
4,50,50,25.0,0.1,-66369.00604801116,0.0,0.0,4,OPTIMAL,0.067
4,50,50,25.0,1.0,-267998.66469999024,4.4121406972408295e-8,1.646329358461535e-13,10,OPTIMAL,1.724
4,50,50,25.0,5.0,-111480.15939659905,1.724401954561472e-8,1.546824084119563e-13,15,OPTIMAL,1.798
4,50,50,25.0,10.0,-204123.14864787948,4.4674379751086235e-8,2.1885993845877476e-13,17,OPTIMAL,1.841
5,50,50,25.0,0.1,-462.8989001336959,0.0,0.0,4,OPTIMAL,0.031
5,50,50,25.0,1.0,-1372.1635619598508,0.007601686385896755,5.53992730650807e-6,89,OPTIMAL,6.958
5,50,50,25.0,5.0,-967.5597880039638,1.5386262930405792e-8,1.5902131445692902e-11,36,OPTIMAL,1.951
5,50,50,25.0,10.0,-864.6884026695483,6.066761670808773e-8,7.016124712762297e-11,34,OPTIMAL,1.987
6,50,50,25.0,0.1,-31.40297564255264,0.00013800236368410879,4.394563281356959e-6,4,OPTIMAL,0.031
6,50,50,25.0,1.0,-29.410185674378027,5.651919821048068e-9,1.9217559126027504e-10,49,OPTIMAL,0.481
6,50,50,25.0,5.0,-82.84285362556605,4.762782168654667e-8,5.749176857404667e-10,123,OPTIMAL,3.317
6,50,50,25.0,10.0,-82.8428536255661,3.851717167435709e-8,4.649425990133966e-10,122,OPTIMAL,3.498
7,50,50,25.0,0.1,-585.7737926793857,0.0,0.0,4,OPTIMAL,0.048
7,50,50,25.0,1.0,-1579.962358090085,9.464747563470155e-8,5.990489276536613e-11,32,OPTIMAL,2.706
7,50,50,25.0,5.0,-952.8738146757377,6.336347269098042e-8,6.649723364739849e-11,30,OPTIMAL,1.895
7,50,50,25.0,10.0,-1132.299790932009,6.826189746789169e-8,6.028606382741141e-11,31,OPTIMAL,1.87
8,50,50,25.0,0.1,-575.3602399954322,0.0,0.0,4,OPTIMAL,0.034
8,50,50,25.0,1.0,-1566.6899611268468,7.867957742746512e-5,5.022026015337111e-8,33,OPTIMAL,3.334
8,50,50,25.0,5.0,-1053.4813473168176,1.1217025530640967e-8,1.0647578677316274e-11,33,OPTIMAL,1.921
8,50,50,25.0,10.0,-1042.2188032366773,6.901382221258245e-8,6.621817030958912e-11,60,OPTIMAL,3.789
9,50,50,25.0,0.1,-129.67805801441796,0.0,0.0,4,OPTIMAL,0.04
9,50,50,25.0,1.0,-396.6942643527096,9.111693088925676e-8,2.2969056796909648e-10,51,OPTIMAL,2.373
9,50,50,25.0,5.0,-284.17611277770374,7.59619638301956e-8,2.673059430917641e-10,39,OPTIMAL,1.963
9,50,50,25.0,10.0,-278.08745183985434,6.087083193051512e-8,2.188909694694515e-10,88,OPTIMAL,3.954
