seed,dimension,p,k,solution,dual_gap,rel_dual_gap,ncalls,termination,time
1,15,75,3.0,2.2335078624459115,0.021445142520545968,0.009694635838024305,198,OPTIMAL,0.83
1,16,80,4.0,2.250303004538984,0.022277671701115942,0.00999884129357746,6397,OPTIMAL,19.539
1,17,85,4.0,1.6411353000709363,0.01607008244480701,0.009888884624754903,978,OPTIMAL,3.998
1,18,90,4.0,2.1566595398692447,0.02028112111750424,0.009493225048282528,961,OPTIMAL,4.258
1,19,95,4.0,1.7514415693513994,0.01673695497970451,0.00964830256462227,1662,OPTIMAL,5.325
1,20,100,4.0,2.274969426057991,0.022088990358608562,0.009804777035027726,3111,OPTIMAL,14.582
1,21,105,5.0,1.761794051506944,0.017339321685337028,0.009939679940625458,5509,OPTIMAL,17.467
1,22,110,5.0,1.930455938957835,0.018902624811794055,0.009888620250300751,1373,OPTIMAL,4.495
1,23,115,5.0,1.8673957031119208,0.018435562386275972,0.009970773290461919,3313,OPTIMAL,11.805
1,24,120,5.0,2.0309586934341795,0.020086888360370203,0.009989144166071249,4602,OPTIMAL,19.837
1,25,125,5.0,1.918574585754522,0.01896478432321036,0.009983515724608726,10507,OPTIMAL,38.117
1,26,130,6.0,1.8799554877600948,0.01857331031307563,0.009978235817509479,102400,OPTIMAL,646.499
1,27,135,6.0,1.686597181016222,0.015621203566174247,0.00934855065362017,17761,OPTIMAL,65.346
1,28,140,6.0,2.262447787186701,0.022394922084810975,0.009997497127726193,68066,OPTIMAL,259.552
1,29,145,6.0,2.0679355073617574,0.020473565811469197,0.009999485409710284,64595,OPTIMAL,326.0
1,30,150,6.0,2.0182483059101366,0.019945045873845935,0.00998099050966054,25300,OPTIMAL,105.306
2,15,75,3.0,1.5912331179212327,0.014844560778259464,0.009416815867506397,1789,OPTIMAL,8.62
2,16,80,4.0,1.5377815557830616,0.015219706798245136,0.009996117273260873,12800,OPTIMAL,53.577
2,17,85,4.0,1.9730825424630343,0.019511657466845245,0.009987688502474435,36278,OPTIMAL,140.659
2,18,90,4.0,1.9086114227602864,0.018881291450203896,0.009991527963368066,21465,OPTIMAL,87.702
2,19,95,4.0,2.098437741911695,0.020775858664598967,0.009999634123397017,37194,OPTIMAL,215.301
2,20,100,4.0,1.7116317565128987,0.01682646857307324,0.009928260604807995,12531,OPTIMAL,64.86
2,21,105,5.0,2.033418409196724,0.0201213944495775,0.009994250377460866,371014,OPTIMAL,1416.042
2,22,110,5.0,2.069724617321463,0.03722046365855247,0.018312613822449024,431751,Time limit reached,1800.057
2,23,115,5.0,2.149508807356191,0.02127478017003126,0.009996447711232051,258655,OPTIMAL,1067.956
2,24,120,5.0,1.646273721545093,0.0162781375030574,0.009986614480691504,193580,OPTIMAL,1073.695
2,25,125,5.0,1.831704795182616,0.01813092721682974,0.009997346971682208,236006,OPTIMAL,1074.565
