seed,dimension,solution,dual_gap,rel_dual_gap,ncalls,termination,time
1,20,-2.594074729734089,0.004608757147446241,0.0017766477945370027,306,OPTIMAL,0.397
1,25,-0.5948559486180527,0.005071955671719919,0.00852635950519264,264,OPTIMAL,0.616
1,30,-30.402260755051028,0.07820838996738999,0.0025724531013502495,297,OPTIMAL,0.614
1,35,-0.3199097161604907,0.002595231942258136,0.008112388624533595,298,OPTIMAL,0.657
1,40,-0.1771520949213855,0.0003767091535732403,0.002126473038551488,930,OPTIMAL,1.826
1,45,-0.44957660357699936,0.0006183267827846728,0.0013753535612508168,1108,OPTIMAL,2.514
1,50,-0.39879631864690185,0.001645027916735542,0.004124982703744729,1231,OPTIMAL,3.105
1,55,0.398703773748225,8.8631202821432e-8,2.2229842895838333e-7,1241,OPTIMAL,3.152
1,60,-0.5028847838420514,0.003431389043271671,0.006823409960937333,7518,OPTIMAL,21.826
1,65,-0.1739499274781947,0.00044226423005958027,0.0025424801060352255,1322,OPTIMAL,3.788
1,70,-27.91418214538017,0.14926425099864105,0.005347255034063194,19476,OPTIMAL,78.927
1,80,-0.21380406369584387,0.0010763603370349262,0.0050343305848767625,2272,OPTIMAL,9.169
1,85,-0.18412521152059363,0.0,0.0,2669,OPTIMAL,10.029
1,95,-0.032575440615274565,6.148692921481569e-8,1.8875240995507696e-6,3643,OPTIMAL,15.528
1,100,-0.8254484267433334,0.005363018479826898,0.006497096979136269,50884,OPTIMAL,184.768
1,105,-0.09952198720712085,2.9827347072297616e-5,0.00029970610424229406,3387,OPTIMAL,17.469
1,110,-47.70400146610325,2.9874850408543026,0.06262546010898272,279720,Time limit reached,1800.232
1,115,-0.08430219368041086,0.00033829551891961795,0.004012891054793833,5876,OPTIMAL,18.887
2,20,-10.168236258034533,0.06135113245321655,0.006033606113817364,435,OPTIMAL,0.656
2,30,-5.964209770427987,0.043803405415982155,0.007344377059500853,1965,OPTIMAL,3.5
2,35,-0.26159128979032226,0.000896947572344986,0.003428812836482177,549,OPTIMAL,1.076
2,40,-0.45935422779891383,0.00455413057179499,0.009914201929994206,2398,OPTIMAL,4.639
2,45,-0.34748069929539743,0.0006180858997186234,0.001778763254971987,945,OPTIMAL,2.005
2,55,-0.9085693083468973,0.008602256272397968,0.009467914217848062,40963,OPTIMAL,145.977
2,60,-0.8696975605295731,0.004244722424235903,0.00488068797347347,1528,OPTIMAL,3.697
2,70,-1.272928731524697,0.010512716551820844,0.008258684317093583,123794,OPTIMAL,455.436
2,75,-0.15346341945031566,0.006587206575313365,0.04292362700445364,2005,OPTIMAL,4.698
2,80,-0.2766510665539834,0.0006112236521962355,0.002209366693610655,2624,OPTIMAL,9.105
2,85,-0.2696155463734247,0.0021228542664576966,0.007873634495532713,2653,OPTIMAL,11.353
2,90,-0.12366167964054475,0.0025340139160833774,0.020491504914450107,3098,OPTIMAL,8.865
2,95,-1.113586788428001,0.007011053381570154,0.006295920043616298,40907,OPTIMAL,163.109
2,100,-1.1568227376826623,0.008933237287921836,0.007722217931000234,7622,OPTIMAL,36.952
2,105,-0.036471053625001804,2.5008455381947403e-5,0.0006857069619947446,3297,OPTIMAL,11.188
2,110,-0.9859971006487211,1.6352224681990513,1.6584455138084915,395615,Time limit reached,1800.318
2,115,-0.12080813761279208,14.44889236973606,119.601979264401,382468,Time limit reached,1800.311
3,20,0.22284191255179092,0.0015409752824107614,0.0069632569180445815,284,OPTIMAL,0.483
3,25,-1.7272038308975723,0.0141009171916755,0.008164014541553967,865,OPTIMAL,1.502
3,30,-12.182507610549507,0.07620156642652809,0.006254998466862515,724,OPTIMAL,1.467
3,35,-1.965604019146534,0.002083701187296727,0.0010600818715264281,1078,OPTIMAL,1.876
3,45,-0.5469593587753121,0.001598595642225642,0.0029226954737643245,1344,OPTIMAL,2.877
3,50,-0.5871793468338955,0.0025918988041999658,0.004414151856967776,3935,OPTIMAL,9.689
3,55,-1.1735977735443626,0.0002225563729261193,0.00018963598768083941,1257,OPTIMAL,5.394
3,60,0.014667060311227664,5.977234396326025e-8,4.07529431834394e-6,1213,OPTIMAL,2.754
3,65,-0.8268871445470968,0.0055380210844843125,0.006697432800842008,3647,OPTIMAL,8.323
3,70,-11.582346508168095,0.0759412292762427,0.0065566359306110785,169573,OPTIMAL,631.49
3,75,-0.9808248402324639,0.0025109967654775023,0.0025600868396464904,36540,OPTIMAL,121.061
