seed,num_v,solution,dual_gap,rel_dual_gap,number_nodes,ncalls,termination,time
1,4,-501.9761863719564,4.833676927736633,0.009629295291221156,3,11,Time limit reached,940.816
1,5,-496.4583624786399,9.101790965360124e-8,1.833344274818561e-10,1,3,Optimal (tree empty),1969.507
1,6,-485.5407587930873,6.7940883990559655,0.013992828152973372,3,15,Time limit reached,666.75
1,7,-475.91426983362254,8.432402208463259,0.017718321855344218,3,15,Time limit reached,756.541
1,8,-470.9310220831441,15.725960448776732,0.033393341511488435,3,10,Time limit reached,729.728
2,4,-506.0168111748489,5.483506751597417,0.010836609832914519,3,14,Time limit reached,700.542
2,5,-543.7924584375733,6.2211331566110175,0.011440271118296865,3,9,Time limit reached,1347.33
2,6,-476.5735179166228,8.312831375230019,0.017442915022996223,3,11,Time limit reached,748.683
2,7,-466.26739774702844,14.087600438782658,0.03021356523499812,3,8,Time limit reached,733.537
2,8,-448.3903978779525,12.729395634380865,0.028389090610824546,3,14,Time limit reached,747.66
3,4,-482.5884753539862,2.9586651214239623,0.0061308242374701035,3,19,Time limit reached,714.207
3,5,-492.7137659643789,4.451574984646925,0.009034809441408533,3,12,Time limit reached,671.754
3,6,-508.8601833257553,6.608118081417388,0.012986117401107587,3,12,Time limit reached,672.38
3,7,-457.58825120820745,13.675538668750733,0.0298861228028519,3,12,Time limit reached,709.995
3,8,-433.40142236741144,16.02118773811935,0.0369661632640826,3,9,Time limit reached,743.553
