seed,dimension,timeBoscia_BLMO_Lazy,solutionBoscia_BLMO_Lazy,terminationBoscia_BLMO_Lazy,numberNodesBoscia_BLMO_Lazy,dualGapBoscia_BLMO_Lazy,lbBoscia_BLMO_Lazy,relGapBoscia_BLMO_Lazy,timeBoscia_BLMO_DICG,solutionBoscia_BLMO_DICG,terminationBoscia_BLMO_DICG,numberNodesBoscia_BLMO_DICG,dualGapBoscia_BLMO_DICG,lbBoscia_BLMO_DICG,relGapBoscia_BLMO_DICG,timeBoscia_MIP_Lazy,solutionBoscia_MIP_Lazy,terminationBoscia_MIP_Lazy,numberNodesBoscia_MIP_Lazy,dualGapBoscia_MIP_Lazy,lbBoscia_MIP_Lazy,relGapBoscia_MIP_Lazy,timeBoscia_MIP_DICG,solutionBoscia_MIP_DICG,terminationBoscia_MIP_DICG,numberNodesBoscia_MIP_DICG,dualGapBoscia_MIP_DICG,lbBoscia_MIP_DICG,relGapBoscia_MIP_DICG,timeBoscia_BLMO_DICG_Lazy,solutionBoscia_BLMO_DICG_Lazy,terminationBoscia_BLMO_DICG_Lazy,numberNodesBoscia_BLMO_DICG_Lazy,dualGapBoscia_BLMO_DICG_Lazy,lbBoscia_BLMO_DICG_Lazy,relGapBoscia_BLMO_DICG_Lazy,timeBoscia_MIP_DICG_Lazy,solutionBoscia_MIP_DICG_Lazy,terminationBoscia_MIP_DICG_Lazy,numberNodesBoscia_MIP_DICG_Lazy,dualGapBoscia_MIP_DICG_Lazy,lbBoscia_MIP_DICG_Lazy,relGapBoscia_MIP_DICG_Lazy,timeBoscia_BLMO_DICG_WS,solutionBoscia_BLMO_DICG_WS,terminationBoscia_BLMO_DICG_WS,numberNodesBoscia_BLMO_DICG_WS,dualGapBoscia_BLMO_DICG_WS,lbBoscia_BLMO_DICG_WS,relGapBoscia_BLMO_DICG_WS,timeBoscia_BLMO_DICG_Lazy_WS,solutionBoscia_BLMO_DICG_Lazy_WS,terminationBoscia_BLMO_DICG_Lazy_WS,numberNodesBoscia_BLMO_DICG_Lazy_WS,dualGapBoscia_BLMO_DICG_Lazy_WS,lbBoscia_BLMO_DICG_Lazy_WS,relGapBoscia_BLMO_DICG_Lazy_WS,timeBoscia_MIP_DICG_Lazy_WS,solutionBoscia_MIP_DICG_Lazy_WS,terminationBoscia_MIP_DICG_Lazy_WS,numberNodesBoscia_MIP_DICG_Lazy_WS,dualGapBoscia_MIP_DICG_Lazy_WS,lbBoscia_MIP_DICG_Lazy_WS,relGapBoscia_MIP_DICG_Lazy_WS,timeBoscia_MIP_DICG_WS,solutionBoscia_MIP_DICG_WS,terminationBoscia_MIP_DICG_WS,numberNodesBoscia_MIP_DICG_WS,dualGapBoscia_MIP_DICG_WS,lbBoscia_MIP_DICG_WS,relGapBoscia_MIP_DICG_WS,minimumTime
8,56,5.39,1.0400000000000007,1,14465,0.010295720007244658,1.029704279992756,0.00999871536643228,11.897,1.0400000000000007,1,69228,0.010294925783138398,1.0297050742168623,0.009997936342081406,29.231,1.0400000000000007,1,14465,0.010295720007244658,1.029704279992756,0.00999871536643228,298.532,1.0400000000000007,1,69228,0.010294925783141062,1.0297050742168596,0.009997936342084018,7.545,1.0400000000000007,1,26766,0.010293526984716639,1.029706473015284,0.00999656431660001,124.879,1.0400000000000007,1,26768,0.010293526984717083,1.0297064730152836,0.009996564316600445,6.892,1.0400000000000007,1,73317,0.01029645906371579,1.029703540936285,0.00999944028001833,6.857,1.0400000000000007,1,18790,0.010286670214452398,1.0297133297855483,0.009989838838538427,80.626,1.0400000000000007,1,18790,0.010286670214452398,1.0297133297855483,0.009989838838538427,423.036,1.0400000000000007,1,73317,0.01029645906371579,1.029703540936285,0.00999944028001833,5.39
9,56,24.19,1.4000000000000004,1,127369,0.010072616604308582,1.3899273833956918,0.007246865357599086,47.608,1.4000000000000004,1,399734,0.010209812206955604,1.3897901877930448,0.007346297517878259,224.385,1.4000000000000004,1,127369,0.010072616604308582,1.3899273833956918,0.007246865357599086,1632.075,1.4000000000000004,1,399734,0.010209812206877666,1.3897901877931227,0.007346297517821768,35.187,1.4000000000000004,1,267387,0.010169285066952582,1.3898307149330478,0.007316923534419418,1239.842,1.4000000000000004,1,267493,0.01016928506695125,1.389830714933049,0.0073169235344184526,28.821,1.4000000000000004,1,430791,0.010156905424232754,1.3898430945757676,0.007307951137702363,28.838,1.4000000000000004,1,164040,0.010165409552961746,1.3898345904470386,0.007314114659998536,631.009,1.4000000000000004,1,164040,0.010165409552961746,1.3898345904470386,0.007314114659998536,2419.936,1.4000000000000004,1,430791,0.010156905424232754,1.3898430945757676,0.007307951137702363,24.19
10,56,101.005,1.5200000000000002,1,254403,0.015014691314633621,1.5049853086853666,0.009976636468132198,180.822,1.5200000000000002,1,757732,0.015038240519551271,1.504961759480449,0.009992440289474767,503.818,1.5200000000000002,1,254403,0.015014691314633621,1.5049853086853666,0.009976636468132198,3016.477,1.5200000000000002,1,757732,0.015038240519551271,1.504961759480449,0.009992440289474767,146.51,1.5200000000000002,1,559365,0.015011047476424011,1.5049889525235762,0.009974191140242844,2736.63,1.5200000000000002,1,559370,0.015011047476424011,1.5049889525235762,0.009974191140242844,111.295,1.5200000000000002,1,773837,0.015039310521004046,1.5049606894789962,0.00999315837692114,115.937,1.5200000000000002,1,324643,0.015023295502561762,1.5049767044974385,0.009982410663013244,1227.926,1.5200000000000002,1,324262,0.015022279154708107,1.5049777208452921,0.009981728597464308,3600.022,1.5200000000000002,0,654980,0.04527430519955877,1.4747256948004415,0.030700153499180233,101.005
1,57,170.287,1.5650000000000006,1,334014,0.01501145108279367,1.549988548917207,0.009684878700091293,291.574,1.5650000000000006,1,999238,0.015030286484093436,1.5499697135159072,0.009697148501049845,570.187,1.5650000000000006,1,334014,0.01501145108279367,1.549988548917207,0.009684878700091293,3600.018,1.5650000000000006,0,955108,0.025137604529164248,1.5398623954708364,0.01632457848383137,238.889,1.5650000000000006,1,754154,0.015030592013490551,1.54996940798651,0.009697347532178756,3438.48,1.5650000000000006,1,754154,0.015030592013490773,1.5499694079865098,0.0096973475321789,178.14,1.5650000000000006,1,1003203,0.015032270216247756,1.5499677297837529,0.009698440765824858,193.747,1.5650000000000006,1,426000,0.015066871220292821,1.5499331287797078,0.009720981467216757,1656.624,1.5650000000000006,1,426155,0.015066871220293265,1.5499331287797073,0.009720981467217045,3600.022,1.5650000000000006,0,679121,0.0901075295176137,1.474892470482387,0.06109430437877454,170.287
2,57,172.101,1.5649999999999997,1,334014,0.015011451082785676,1.549988548917214,0.009684878700086092,290.115,1.5649999999999997,1,999238,0.015030286484092548,1.5499697135159072,0.00969714850104927,601.701,1.5649999999999997,1,334014,0.015011451082785676,1.549988548917214,0.009684878700086092,3600.024,1.5649999999999997,0,764884,0.0651171723053654,1.4998828276946343,0.04341483954813489,238.392,1.5649999999999997,1,754154,0.015030592013490551,1.5499694079865092,0.009697347532178761,3501.477,1.5649999999999997,1,754154,0.015030592013490551,1.5499694079865092,0.009697347532178761,177.153,1.5649999999999997,1,1003203,0.015032270216247978,1.5499677297837517,0.009698440765825008,193.785,1.5649999999999997,1,426000,0.015066871220289046,1.5499331287797107,0.009720981467214302,1657.312,1.5649999999999997,1,426031,0.015391194916648088,1.5496088050833516,0.009932309926323768,3600.026,1.5649999999999997,0,667510,0.09015254916032323,1.4748474508396765,0.06112669422793291,172.101
3,57,19.575,1.365000000000001,1,100810,0.010000058887194019,1.354999941112807,0.007380117580655665,36.857,1.365000000000001,1,330602,0.010000071988004233,1.3549999280119969,0.007380127320505433,126.767,1.365000000000001,1,100810,0.010000058887194019,1.354999941112807,0.007380117580655665,1527.345,1.365000000000001,1,332022,0.010000281146928192,1.354999718853073,0.0073802828205697625,27.84,1.365000000000001,1,201403,0.010000174181831856,1.3549998258181692,0.007380203296921902,957.123,1.365000000000001,1,201394,0.010000174181831856,1.3549998258181692,0.007380203296921902,22.438,1.365000000000001,1,364049,0.010000049655985332,1.3549999503440158,0.007380110717676748,22.865,1.365000000000001,1,128623,0.010000153840895809,1.3549998461591053,0.0073801881743694175,495.335,1.365000000000001,1,128623,0.010000153840895809,1.3549998461591053,0.0073801881743694175,1964.914,1.365000000000001,1,364049,0.010000049655985332,1.3549999503440158,0.007380110717676748,19.575
4,57,14.079,1.3250000000000006,1,77737,0.011712471900030774,1.3132875280999698,0.008918436861253128,28.024,1.3250000000000006,1,266668,0.011381083403076087,1.3136189165969245,0.008663915584102615,103.245,1.3250000000000006,1,77737,0.011712471900030774,1.3132875280999698,0.008918436861253128,1305.36,1.3250000000000006,1,266668,0.011381083403076087,1.3136189165969245,0.008663915584102615,19.942,1.3250000000000006,1,153047,0.012910100816808878,1.3120898991831917,0.009839341667705646,748.805,1.3250000000000006,1,153065,0.01303782694471689,1.3119621730552837,0.009937654615723055,16.551,1.3250000000000006,1,289887,0.012241810023428723,1.312758189976572,0.009325258921939916,16.659,1.3250000000000006,1,97887,0.012645356138222263,1.3123546438617784,0.009635624179308437,381.994,1.3250000000000006,1,97887,0.012645356138222263,1.3123546438617784,0.009635624179308437,1592.405,1.3250000000000006,1,289887,0.012241810023428723,1.312758189976572,0.009325258921939916,14.079
5,57,178.043,1.5650000000000013,1,334014,0.015011451082794114,1.5499885489172072,0.00968487870009158,290.032,1.5650000000000013,1,999238,0.015030286484094102,1.5499697135159072,0.009697148501050273,565.738,1.5650000000000013,1,334014,0.015011451082794114,1.5499885489172072,0.00968487870009158,3600.028,1.5650000000000013,0,782092,0.06508992918580958,1.4999100708141917,0.04339588782844628,240.967,1.5650000000000013,1,754154,0.015030592013490995,1.5499694079865103,0.00969734753217904,3511.979,1.5650000000000013,1,754154,0.015030592013491217,1.54996940798651,0.009697347532179186,209.812,1.5650000000000013,1,1003203,0.0150322702162482,1.549967729783753,0.009698440765825142,219.116,1.5650000000000013,1,426000,0.015066871220295708,1.5499331287797056,0.009720981467218632,1592.958,1.5650000000000013,1,425968,0.015026472843906014,1.5499735271560953,0.00969466418660499,3600.026,1.5650000000000013,0,656668,0.09021353288421019,1.474786467115791,0.061170572754602845,178.043
6,57,64.24,1.4850000000000005,1,197506,0.010351464510973019,1.4746485354890275,0.0070196146823149515,114.895,1.4850000000000005,1,606216,0.01047304775732516,1.4745269522426754,0.007102649253983607,285.933,1.4850000000000005,1,197506,0.010351464510973019,1.4746485354890275,0.0070196146823149515,2772.573,1.4850000000000005,1,606748,0.010473047757326492,1.474526952242674,0.007102649253984517,92.874,1.4850000000000005,1,429326,0.010680949230092551,1.474319050769908,0.0072446660880593145,2025.115,1.4850000000000005,1,429298,0.010983328695328476,1.474016671304672,0.007451292043805029,82.849,1.4850000000000005,1,642223,0.010758963664185162,1.4742410363358154,0.0072979678349791854,84.727,1.4850000000000005,1,252946,0.014458918440866109,1.4705410815591344,0.009832379810522604,966.067,1.4850000000000005,1,253037,0.014236922533886087,1.4707630774661145,0.009679956447107707,3497.116,1.4850000000000005,1,642223,0.010758963664184273,1.4742410363358163,0.007297967834978579,64.24
7,57,38.875,1.4450000000000005,1,166865,0.010058971412601814,1.4349410285873987,0.007010024253403768,72.575,1.4450000000000005,1,518306,0.010124650539472313,1.4348753494605282,0.007056118528539005,250.512,1.4450000000000005,1,166865,0.010058971412601814,1.4349410285873987,0.007010024253403768,2364.68,1.4450000000000005,1,518306,0.010124650539472313,1.4348753494605282,0.007056118528539005,44.234,1.4450000000000005,1,352992,0.013656417024772383,1.4313435829752281,0.009540977573243315,1696.487,1.4450000000000005,1,352529,0.013656417024557,1.4313435829754435,0.009540977573091402,52.393,1.4450000000000005,1,559209,0.01012437015793144,1.434875629842069,0.007055921744970878,50.703,1.4450000000000005,1,215569,0.012265807412268792,1.4327341925877317,0.00856111864693821,816.729,1.4450000000000005,1,215569,0.012265807412269236,1.4327341925877313,0.008561118646938523,3043.899,1.4450000000000005,1,559209,0.01012437015793144,1.434875629842069,0.007055921744970878,38.875
8,57,6.079,1.0450000000000008,1,15522,0.010000390501657908,1.034999609498343,0.009662216690598587,12.174,1.0450000000000008,1,74130,0.0100001212553944,1.0349998787446064,0.009661954035708638,25.222,1.0450000000000008,1,15522,0.010000390501657908,1.034999609498343,0.009662216690598587,282.55,1.0450000000000008,1,74130,0.010000121255395289,1.0349998787446055,0.009661954035709503,6.101,1.0450000000000008,1,28691,0.0100000682593131,1.0349999317406877,0.009661902337031795,141.042,1.0450000000000008,1,28707,0.0100000682593131,1.0349999317406877,0.009661902337031795,7.58,1.0450000000000008,1,76059,0.010000220577794483,1.0349997794222063,0.009662050926597448,7.369,1.0450000000000008,1,19815,0.010000370087948518,1.0349996299120523,0.009662196776629075,82.611,1.0450000000000008,1,19815,0.010000370087948518,1.0349996299120523,0.009662196776629075,437.179,1.0450000000000008,1,76059,0.010000220577794483,1.0349997794222063,0.009662050926597448,6.079
9,57,26.603,1.4050000000000005,1,131468,0.010000151273913627,1.3949998487260868,0.007168567998803555,49.556,1.4050000000000005,1,420538,0.010000119511366368,1.394999880488634,0.007168545066730452,188.633,1.4050000000000005,1,131468,0.010000151273913627,1.3949998487260868,0.007168567998803555,1538.852,1.4050000000000005,1,420538,0.010000119511366368,1.394999880488634,0.007168545066730452,28.706,1.4050000000000005,1,268623,0.010000044309367073,1.3949999556906334,0.0071684907720418346,1290.139,1.4050000000000005,1,268616,0.010000044309367073,1.3949999556906334,0.0071684907720418346,35.1,1.4050000000000005,1,455757,0.010000227837818176,1.3949997721621823,0.007168623276775384,34.213,1.4050000000000005,1,168329,0.012684649997077635,1.3923153500029228,0.009110471989733509,657.385,1.4050000000000005,1,168329,0.012684649997077635,1.3923153500029228,0.009110471989733509,2470.841,1.4050000000000005,1,455757,0.010000227837818176,1.3949997721621823,0.007168623276775384,26.603
10,57,105.052,1.5250000000000004,1,256927,0.015000030143967669,1.5099999698560327,0.00993379499563686,186.149,1.5250000000000004,1,772884,0.015000141260443023,1.5099998587395573,0.00993386931371245,439.97,1.5250000000000004,1,256927,0.015000030143967669,1.5099999698560327,0.00993379499563686,2748.064,1.5250000000000004,1,772634,0.015000142624062018,1.5099998573759383,0.009933870225742342,118.251,1.5250000000000004,1,567046,0.015000086602837248,1.509999913397163,0.009933832757043275,2691.426,1.5250000000000004,1,567010,0.015000086602837248,1.509999913397163,0.009933832757043275,130.544,1.5250000000000004,1,799013,0.015000008390182229,1.5099999916098181,0.009933780446045334,137.885,1.5250000000000004,1,329024,0.015000013535310552,1.5099999864646898,0.009933783887263178,1304.953,1.5250000000000004,1,329024,0.015000013535310552,1.5099999864646898,0.009933783887263178,3600.023,1.5250000000000004,0,669563,0.05026263966064226,1.474737360339358,0.034082434616748376,105.052
1,58,184.287,1.5700000000000007,1,336329,0.01500025644374925,1.5549997435562515,0.009646468757251355,303.465,1.5700000000000007,1,1013460,0.015000135649178903,1.5549998643508218,0.009646390326497636,598.915,1.5700000000000007,1,336329,0.01500025644374925,1.5549997435562515,0.009646468757251355,3600.036,1.5700000000000007,0,998238,0.02504461350852738,1.5449553864914733,0.016210573928223657,202.93,1.5700000000000007,1,744064,0.01500004823329637,1.5549999517667044,0.009646333568212751,3288.074,1.5700000000000007,1,744099,0.015000029019080152,1.5549999709809206,0.009646321092609331,210.17,1.5700000000000007,1,1034921,0.015000057434400915,1.5549999425655998,0.009646339542400411,218.606,1.5700000000000007,1,430413,0.01500031254579226,1.5549996874542085,0.0096465051837729,1721.754,1.5700000000000007,1,430413,0.01500031254579226,1.5549996874542085,0.0096465051837729,3600.019,1.5700000000000007,0,682161,0.09526978770943573,1.474730212290565,0.06460150264465105,184.287
2,58,313.525,1.6099999999999997,1,440622,0.015009234944240335,1.5949907650557593,0.00941023313305242,505.156,1.6099999999999997,1,1306228,0.015025131582159679,1.59497486841784,0.009420293623224352,871.893,1.6099999999999997,1,440622,0.015009234944240335,1.5949907650557593,0.00941023313305242,3600.026,1.6099999999999997,0,974278,0.07010270149276687,1.5398972985072328,0.04552427071644584,339.479,1.6099999999999997,1,992062,0.015010285057063255,1.5949897149429364,0.009410897710773185,3600.028,1.6099999999999997,0,795979,0.0650297229798582,1.5449702770201414,0.04209124534439858,366.561,1.6099999999999997,1,1299629,0.01502604112852901,1.5949739588714706,0.009420869253038299,374.333,1.6099999999999997,1,556676,0.015014963472048892,1.5949850365279508,0.009413858517904515,2257.985,1.6099999999999997,1,556729,0.015016880696294033,1.5949831193037056,0.009415071867876379,3600.027,1.6099999999999997,0,683262,0.13521583865372322,1.4747841613462764,0.09168517142894296,313.525
3,58,20.347,1.3700000000000012,1,101278,0.011635771090253932,1.3583642289097473,0.008566017009733137,21.182,1.3700000000000012,1,338378,0.011578089527597646,1.3584219104724036,0.008523191092796244,125.239,1.3700000000000012,1,101278,0.011635771090253932,1.3583642289097473,0.008566017009733137,1241.458,1.3700000000000012,1,338378,0.011578089527603863,1.3584219104723974,0.008523191092800858,22.019,1.3700000000000012,1,203384,0.013133431845280485,1.3568665681547207,0.009679236082248957,901.58,1.3700000000000012,1,203367,0.013133431845290033,1.3568665681547112,0.00967923608225606,26.625,1.3700000000000012,1,375825,0.012958338438319394,1.3570416615616818,0.009548961395486529,25.619,1.3700000000000012,1,129017,0.013137427423449921,1.3568625725765513,0.009682209303262903,505.99,1.3700000000000012,1,129017,0.013137427423449477,1.3568625725765517,0.009682209303262572,2014.542,1.3700000000000012,1,375825,0.01295833843831895,1.3570416615616823,0.009548961395486198,20.347
4,58,20.518,1.3700000000000006,1,101278,0.01163577109025593,1.3583642289097446,0.008566017009734625,20.957,1.3700000000000006,1,338378,0.01157808952759809,1.3584219104724025,0.008523191092796577,137.484,1.3700000000000006,1,101278,0.01163577109025593,1.3583642289097446,0.008566017009734625,1275.52,1.3700000000000006,1,338378,0.011578089527602975,1.3584219104723976,0.008523191092800204,22.046,1.3700000000000006,1,203384,0.013133431845279597,1.356866568154721,0.0096792360822483,914.869,1.3700000000000006,1,203367,0.013133431845288035,1.3568665681547125,0.009679236082254579,26.558,1.3700000000000006,1,375825,0.012958338438318728,1.3570416615616818,0.009548961395486038,25.191,1.3700000000000006,1,129017,0.013137427423450365,1.3568625725765502,0.009682209303263238,509.106,1.3700000000000006,1,129017,0.013137427423450365,1.3568625725765502,0.009682209303263238,2102.13,1.3700000000000006,1,375825,0.012958338438318284,1.3570416615616823,0.009548961395485707,20.518
5,58,313.264,1.6100000000000012,1,440622,0.015009234944240113,1.594990765055761,0.009410233133052271,303.785,1.6100000000000012,1,1306228,0.015025131582162565,1.5949748684178386,0.00942029362322617,840.558,1.6100000000000012,1,440622,0.015009234944240113,1.594990765055761,0.009410233133052271,3600.026,1.6100000000000012,0,972064,0.07010919984061403,1.5398908001593872,0.04552868283475513,317.645,1.6100000000000012,1,992062,0.01501028505706481,1.5949897149429364,0.00941089771077416,3600.025,1.6100000000000012,0,788384,0.06504940404651305,1.5449505959534882,0.04210452050498539,365.456,1.6100000000000012,1,1299629,0.015026041128528789,1.5949739588714724,0.00942086925303815,372.81,1.6100000000000012,1,556679,0.015014963472050447,1.5949850365279508,0.009413858517905488,2197.587,1.6100000000000012,1,556727,0.015016880696294477,1.5949831193037067,0.009415071867876651,3600.028,1.6100000000000012,0,662933,0.1500250010872064,1.4599749989127948,0.10275860970148537,303.785
6,58,99.399,1.5300000000000005,1,259256,0.015122161640959808,1.5148778383590407,0.009982429776212562,111.479,1.5300000000000005,1,789892,0.015000200529974306,1.5149997994700262,0.00990112377257188,389.248,1.5300000000000005,1,259256,0.015122161640959808,1.5148778383590407,0.009982429776212562,2860.069,1.5300000000000005,1,789892,0.015000200529974306,1.5149997994700262,0.00990112377257188,117.226,1.5300000000000005,1,567987,0.015000047610102207,1.5149999523898983,0.009901021835967567,2546.854,1.5300000000000005,1,567985,0.015000047610102207,1.5149999523898983,0.009901021835967567,130.646,1.5300000000000005,1,831939,0.015000417513338915,1.5149995824866616,0.009901268414026762,136.784,1.5300000000000005,1,331766,0.015122039935583143,1.5148779600644173,0.009982348634169915,1286.834,1.5300000000000005,1,331598,0.015113008162809916,1.5148869918371906,0.009976327108388132,3600.029,1.5300000000000005,0,670410,0.0554447285960189,1.4745552714039816,0.03760098361265754,99.399
7,58,39.375,1.4500000000000006,1,172035,0.010000286290867244,1.4399997137091334,0.006944644638233039,46.188,1.4500000000000006,1,544098,0.010000058940924816,1.4399999410590758,0.0069444856598883465,244.061,1.4500000000000006,1,172035,0.010000286290867244,1.4399997137091334,0.006944644638233039,2027.45,1.4500000000000006,1,544098,0.010000058940924816,1.4399999410590758,0.0069444856598883465,47.511,1.4500000000000006,1,356887,0.010000088817070818,1.4399999111829298,0.0069445065512927385,1577.355,1.4500000000000006,1,356840,0.010000088817070818,1.4399999111829298,0.0069445065512927385,55.923,1.4500000000000006,1,588683,0.010000088559903197,1.4399999114400974,0.006944506371463892,55.095,1.4500000000000006,1,220686,0.012444044272008403,1.4375559557279922,0.00865638949386608,845.783,1.4500000000000006,1,220686,0.012444044272008403,1.4375559557279922,0.00865638949386608,3092.914,1.4500000000000006,1,588683,0.010000088559903197,1.4399999114400974,0.006944506371463892,39.375
8,58,5.415,1.050000000000001,1,15630,0.010000323806330869,1.03999967619367,0.009615698961495249,6.388,1.050000000000001,1,77006,0.010000236566878762,1.0399997634331222,0.009615614270783278,24.872,1.050000000000001,1,15630,0.010000323806330869,1.03999967619367,0.009615698961495249,296.975,1.050000000000001,1,77006,0.010000236566878762,1.0399997634331222,0.009615614270783278,6.157,1.050000000000001,1,28825,0.010000003524017309,1.0399999964759836,0.00961538803644432,127.742,1.050000000000001,1,28699,0.010000327411584298,1.0399996725884166,0.009615702461419871,7.666,1.050000000000001,1,78503,0.010000041241887025,1.039999958758114,0.009615424652351224,7.247,1.050000000000001,1,19743,0.010000185214141144,1.0399998147858598,0.009615564418345808,82.491,1.050000000000001,1,19743,0.010000185214141144,1.0399998147858598,0.009615564418345808,450.246,1.050000000000001,1,78503,0.010000041241887025,1.039999958758114,0.009615424652351224,5.415
9,58,39.347,1.4500000000000004,1,172035,0.010000286290867244,1.4399997137091332,0.00694464463823304,46.108,1.4500000000000004,1,544098,0.010000058940924816,1.4399999410590756,0.006944485659888348,269.736,1.4500000000000004,1,172035,0.010000286290867244,1.4399997137091332,0.00694464463823304,2028.227,1.4500000000000004,1,544098,0.010000058940924816,1.4399999410590756,0.006944485659888348,46.972,1.4500000000000004,1,356887,0.010000088817070818,1.4399999111829296,0.00694450655129274,1607.705,1.4500000000000004,1,356840,0.010000088817070818,1.4399999111829296,0.00694450655129274,56.003,1.4500000000000004,1,588683,0.010000088559903197,1.4399999114400972,0.006944506371463894,55.046,1.4500000000000004,1,220686,0.01244404427200907,1.4375559557279913,0.008656389493866549,848.132,1.4500000000000004,1,220686,0.012444044272012622,1.4375559557279878,0.008656389493869042,3235.52,1.4500000000000004,1,588683,0.010000088559903197,1.4399999114400972,0.006944506371463894,39.347
10,58,170.862,1.5700000000000003,1,336329,0.01500025644374925,1.554999743556251,0.009646468757251357,176.791,1.5700000000000003,1,1013460,0.015000135649178903,1.5549998643508214,0.009646390326497637,614.833,1.5700000000000003,1,336329,0.01500025644374925,1.554999743556251,0.009646468757251357,3600.026,1.5700000000000003,0,707316,0.0900679861386402,1.47993201386136,0.06085954307025198,221.697,1.5700000000000003,1,744064,0.01500004823329637,1.554999951766704,0.009646333568212755,3360.991,1.5700000000000003,1,744099,0.015000029019080152,1.5549999709809201,0.009646321092609334,211.98,1.5700000000000003,1,1034921,0.015000057434400915,1.5549999425655994,0.009646339542400415,220.838,1.5700000000000003,1,430413,0.01500031254579226,1.554999687454208,0.009646505183772903,1658.791,1.5700000000000003,1,430413,0.01500031254579226,1.554999687454208,0.009646505183772903,3600.023,1.5700000000000003,0,655383,0.11501147261894729,1.454988527381053,0.07904630892586169,170.862
1,59,164.408,1.5750000000000008,1,341410,0.015587699583295533,1.5594123004167053,0.009995880870716614,176.827,1.5750000000000008,1,1032216,0.015587921150984618,1.5594120788490162,0.009996024375090054,626.128,1.5750000000000008,1,341410,0.015587699583295533,1.5594123004167053,0.009995880870716614,3600.023,1.5750000000000008,0,723762,0.09505127015354597,1.4799487298464549,0.06422605610358378,224.238,1.5750000000000008,1,758073,0.015566003681555696,1.5594339963184451,0.009981829124095247,3357.665,1.5750000000000008,1,758041,0.015566003681555918,1.559433996318445,0.009981829124095391,212.445,1.5750000000000008,1,1081865,0.015538683396747022,1.5594613166032538,0.009964135199321687,218.166,1.5750000000000008,1,435311,0.015406421331246367,1.5595935786687545,0.009878484716766438,1706.669,1.5750000000000008,1,435320,0.015406421331245479,1.5595935786687554,0.009878484716765864,3600.023,1.5750000000000008,0,663017,0.12004238331750705,1.4549576166824938,0.08250575957753355,164.408
2,59,300.551,1.6149999999999998,1,442722,0.015000526016176963,1.5999994739838228,0.009375331842345737,307.449,1.6149999999999998,1,1323730,0.015000145064220316,1.5999998549357795,0.009375091515131662,913.39,1.6149999999999998,1,442722,0.015000526016176963,1.5999994739838228,0.009375331842345737,3600.03,1.6149999999999998,0,697698,0.14009889198976078,1.474901108010239,0.09498866820892522,383.337,1.6149999999999998,1,994168,0.015551927217438477,1.5994480727825613,0.009723308610064955,3600.028,1.6149999999999998,0,792840,0.07002429571845337,1.5449757042815464,0.04532388148525382,373.392,1.6149999999999998,1,1345183,0.015000023593406242,1.5999999764065935,0.009375014884121737,378.712,1.6149999999999998,1,564467,0.015000068298025138,1.5999999317019746,0.009375043086451292,2258.726,1.6149999999999998,1,564149,0.015708568568906678,1.599291431431093,0.00982220517173045,3600.03,1.6149999999999998,0,633790,0.16013696583556913,1.4548630341644306,0.11007013174098575,300.551
3,59,18.176,1.3750000000000013,1,103930,0.010224935159187654,1.3647750648408137,0.007492029582457445,21.574,1.3750000000000013,1,356676,0.010409811141839587,1.3645901888581617,0.0076285255652835445,153.931,1.3750000000000013,1,103930,0.010224935159187654,1.3647750648408137,0.007492029582457445,1799.428,1.3750000000000013,1,356676,0.010409811141839587,1.3645901888581617,0.0076285255652835445,24.504,1.3750000000000013,1,206386,0.012556390280080487,1.3624436097199208,0.009216080717396971,926.181,1.3750000000000013,1,206344,0.012556390279917506,1.3624436097200838,0.009216080717276245,26.912,1.3750000000000013,1,393049,0.010408230255462003,1.3645917697445393,0.007627358222606379,24.785,1.3750000000000013,1,132588,0.010448542287694096,1.3645514577123072,0.0076571258845827975,519.926,1.3750000000000013,1,132588,0.010448542287694096,1.3645514577123072,0.0076571258845827975,2169.366,1.3750000000000013,1,393049,0.010408230255461559,1.3645917697445398,0.0076273582226060515,18.176
4,59,18.165,1.3750000000000007,1,103930,0.01022493515918721,1.3647750648408135,0.007492029582457121,21.561,1.3750000000000007,1,356676,0.010409811141839143,1.3645901888581615,0.00762852556528322,167.597,1.3750000000000007,1,103930,0.01022493515918721,1.3647750648408135,0.007492029582457121,1825.84,1.3750000000000007,1,356676,0.010409811141839143,1.3645901888581615,0.00762852556528322,24.647,1.3750000000000007,1,206386,0.012556390280074048,1.3624436097199266,0.009216080717392206,932.183,1.3750000000000007,1,206344,0.01255639027991684,1.3624436097200838,0.009216080717275756,26.75,1.3750000000000007,1,393049,0.010408230255461337,1.3645917697445393,0.007627358222605891,24.84,1.3750000000000007,1,132588,0.010448542287693208,1.3645514577123075,0.007657125884582145,523.621,1.3750000000000007,1,132588,0.010448542287693208,1.3645514577123075,0.007657125884582145,2187.209,1.3750000000000007,1,393049,0.010408230255461337,1.3645917697445393,0.007627358222605891,18.165
